"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","国","種類","管理者","統計年度","発着数","面積","開港","公式サイト","旅客数","貨物取扱量","最高標高","所在海域","海岸線長","所属諸島","都道府県","係留施設数","最高峰","コンテナ数"
"水俣港","[水俣港] 水俣港 （みなまたこう）は、 熊本県 水俣市 にある 地方港湾 。港湾管理者は熊本県。 平成 12年（ 2000年 ）、 特定地域振興重要港湾 に指定されている。","https://ja.wikipedia.org/wiki/水俣港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度11分42秒東経130度22分44.2秒","熊本県水俣市","日本","地方港湾","熊本県","平成25年度","2,359隻（455,318総トン）","約472 ha","","","11,177人","","","","","","","","",""
"百貫港","[百貫港] 百貫港 （ひゃっかんこう）は、 熊本県 熊本市 西区 にある 地方港湾 。熊本県が管理している。","https://ja.wikipedia.org/wiki/百貫港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","西区","日本","地方港湾","熊本県","2015年度","15隻（3,870総トン）","約600ha","1953年9月30日（港湾区域認可）","熊本県港湾協会","","","","","","","","","",""
"本渡港","[本渡港] 本渡港 （ほんどこう）は 熊本県 天草市 にある 地方港湾 。港湾管理者は熊本県。","https://ja.wikipedia.org/wiki/本渡港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度27分25.4秒東経130度12分1.3秒","熊本県天草市港町","日本","地方港湾","熊本県","2015年度","3,450隻（122,989総トン）","78ha","1953年9月30日（港湾区域認可）","熊本県港湾協会","58,042人","","","","","","","","",""
"大門港 (存在しないページ)","[大門港]","https://ja.wikipedia.org/w/index.php?title=大門港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"大浦港 (熊本県) (存在しないページ)","[大浦港]","https://ja.wikipedia.org/w/index.php?title=大浦港_(熊本県)&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"鬼池港","[鬼池港] 鬼池港 （おにいけこう）は、 熊本県 天草市 五和町 にある 地方港湾 。港湾管理者は熊本県。","https://ja.wikipedia.org/wiki/鬼池港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度32分45.8秒東経130度11分15.4秒","熊本県天草市五和町","日本","地方港湾","熊本県","2015年度","5,370隻（2,523,333総トン）","約167ha","1953年9月30日","熊本県港湾協会","318,363人","","","","","","","","",""
"富岡港","[富岡港] 富岡港 （とみおかこう）は、 熊本県 天草郡 苓北町 にある 地方港湾 。県が管理している。","https://ja.wikipedia.org/wiki/富岡港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","熊本県天草郡苓北町","日本","地方港湾","熊本県","2015年度","1,482隻（47,320総トン）","約72.3ha","1953年9月30日","熊本県港湾協会","164,680人","","","","","","","","",""
"姫戸港","[姫戸港] 姫戸港 （ひめとこう）とは 熊本県 上天草市 姫戸町姫浦の 地方港湾 。港湾管理者は熊本県。","https://ja.wikipedia.org/wiki/姫戸港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度26分21秒東経130度24分43.7秒","熊本県上天草市姫戸町姫浦","日本","地方港湾","熊本県","2015年度","159隻（39,870総トン）","約103ha","1953年9月30日","熊本県港湾協会","","","","","","","","","",""
"合津港 (存在しないページ)","[合津港]","https://ja.wikipedia.org/w/index.php?title=合津港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"佐敷港 (存在しないページ)","[佐敷港]","https://ja.wikipedia.org/w/index.php?title=佐敷港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"長洲港","[長洲港] 長洲港 （ながすこう）は、 熊本県 玉名郡 長洲町 にある 地方港湾 。熊本県が管理している。","https://ja.wikipedia.org/wiki/長洲港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度55分32.2秒東経130度26分26.4秒","熊本県玉名郡長洲町","日本","地方港湾","熊本県","2015年度","6,373隻（4,873,145総トン）","約268ha","1953年9月30日（港湾区域認可）","熊本県港湾協会","914,953人","","","","","","","","",""
"河内港 (存在しないページ)","[河内港]","https://ja.wikipedia.org/w/index.php?title=河内港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"高浜港 (熊本県) (存在しないページ)","[高浜港]","https://ja.wikipedia.org/w/index.php?title=高浜港_(熊本県)&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"牛深港","[牛深港] 牛深港 （うしぶかこう）は、 熊本県 天草市 にある 地方港湾 。熊本県が管理している。","https://ja.wikipedia.org/wiki/牛深港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度11分32.2秒東経130度1分39.6秒","熊本県天草市牛深町","日本","地方港湾","熊本県","2015年度","29,975隻（2,353,792総トン）","約230ha","1965年10月22日（港湾区域認可）","熊本県港湾協会","160,490人","","","","","","","","",""
"田浦港 (存在しないページ)","[田浦港]","https://ja.wikipedia.org/w/index.php?title=田浦港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"日奈久港 (存在しないページ)","[日奈久港]","https://ja.wikipedia.org/w/index.php?title=日奈久港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"鏡港","[鏡港] 鏡港 （かがみこう）は、 熊本県 八代市 にある 地方港湾 。港湾管理者は八代市。","https://ja.wikipedia.org/wiki/鏡港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度35分2.2秒東経130度37分48.1秒","熊本県八代市鏡町","日本","地方港湾","八代市","","","約57ha","1970年8月11日（港湾区域認可）","熊本県港湾協会","","","","","","","","","",""
"荒尾港 (存在しないページ)","[荒尾港]","https://ja.wikipedia.org/w/index.php?title=荒尾港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"天草港 (存在しないページ)","[天草港]","https://ja.wikipedia.org/w/index.php?title=天草港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"上天草港 (存在しないページ)","[上天草港]","https://ja.wikipedia.org/w/index.php?title=上天草港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"上津深江港 (存在しないページ)","[上津深江港]","https://ja.wikipedia.org/w/index.php?title=上津深江港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"都呂々港 (存在しないページ)","[都呂々港]","https://ja.wikipedia.org/w/index.php?title=都呂々港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"呑崎港 (存在しないページ)","[呑崎港]","https://ja.wikipedia.org/w/index.php?title=呑崎港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"節を編集: 大分県","[編集] 日本の港湾一覧 （にほんのこうわんいちらん）は、 日本 の 港湾 の 一覧 である。","https://ja.wikipedia.org/w/index.php?title=日本の港湾一覧&amp;action=edit&amp;section=39","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"大分港","[大分港] 大分港 （おおいたこう）は、 大分県 大分市 にある 港湾 である。港湾管理者は大分県。 港湾法 上の 重要港湾 、 港則法 上の 特定港 に指定されている。","https://ja.wikipedia.org/wiki/大分港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","大分県大分市","日本","重要港湾","大分県","2015年","28,745隻","39.65km2","1882年","大分の港- 大分県","197,601人","68,521,271トン","","","","","","","","39,512"
"津久見港","[津久見港] 津久見港 （つくみこう）は、 大分県 津久見市 にある 港湾 。港湾管理者は大分県で、 重要港湾 に指定されている。","https://ja.wikipedia.org/wiki/津久見港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"別府港","[別府港] 別府港 （べっぷこう）は、 大分県 別府市 にある、 別府湾 に面した 港湾 。港湾管理者は大分県。 重要港湾 に指定されている。","https://ja.wikipedia.org/wiki/別府港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","大分県別府市","日本","重要港湾","大分県","2006","","","","","605,000人","9,860,000トン","","","","","","","",""
"佐伯港","[佐伯港] 佐伯港 （さいきこう）は、 大分県 佐伯市 にある 港湾 。港湾管理者は大分県で、 重要港湾 に指定されている。 佐伯湾 奥に位置する。","https://ja.wikipedia.org/wiki/佐伯港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯32度58分37.2秒 東経131度54分47.2秒","","","","","","","","","","","","","","","","","","",""
"中津港","[中津港] 中津港 （なかつこう）は、 大分県 中津市 にある 周防灘 に面した 港湾 。港湾管理者は大分県で、 重要港湾 に指定されている。","https://ja.wikipedia.org/wiki/中津港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯33度36分37.7秒 東経131度15分15.7秒","","","","","","","","","","","","","","","","","","",""
"臼杵港","[臼杵港] 臼杵港 （うすきこう）は、 大分県 臼杵市 にある 港湾 （ 地方港湾 ）である。港湾管理者は大分県。","https://ja.wikipedia.org/wiki/臼杵港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯33度7分31.2秒東経131度48分46.8秒","大分県臼杵市","日本","地方港湾","大分県","2015年度","4,920隻（13,001,151総トン）","","","","170,054人","","","","","","","","",""
"高田港 (存在しないページ)","[高田港]","https://ja.wikipedia.org/w/index.php?title=高田港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"姫島港","[姫島港] 大分県 国東半島 沖の離島である姫島における本土との間の物流拠点であり、2008年の取扱貨物量は、264千フレート・トン  である。本港と 国東港 伊美地区（旧伊美港、町村合併により名称変更  ）との間に、姫島村と大分県本土（ 国東市 ）を結ぶ定期 フェリー が就航している。同フェリー航路は 海上運送法 に定める指定区間に指定されている。","https://ja.wikipedia.org/wiki/姫島港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯33度43分18.1秒 東経131度38分56.4秒","大分県東国東郡姫島村","日本","地方港湾","大分県","2015年度","5,120隻（865,832総トン）","","","","269,649人","","","","","","","","",""
