"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"恵日寺 (福島県磐梯町)","[慧日寺跡（えにちじあと）〔耶麻郡磐梯町〕1970年12月4日] 恵日寺 （えにちじ）は、 福島県 耶麻郡 磐梯町 にある 真言宗豊山派 の 仏教 寺院 。かつては 慧日寺 （えにちじ）と称し、 明治 の 廃仏毀釈 で一旦 廃寺 になったが、 1904年 （明治37年）に復興され、現在の寺号となった。 平安時代 初期からの寺院の遺構は、 慧日寺跡 （えにちじあと）として国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/恵日寺_(福島県磐梯町)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度34分2.7秒東経139度59分12.7秒","北緯37度34分2.7秒東経139度59分12.7秒﻿ / ﻿北緯37.567417度 東経139.986861度﻿ /37.567417; 139.986861座標:北緯37度34分2.7秒東経139度59分12.7秒﻿ / ﻿北緯37.567417度 東経139.986861度﻿ /37.567417; 139.986861","福島県耶麻郡磐梯町大字磐梯本寺上4950","","","","","","","","","","","","","","白銅三鈷杵（重要文化財）慧日寺跡（史跡）","","",""
"古屋敷遺跡","[古屋敷遺跡（ふるやしきいせき）〔喜多方市〕2000年12月4日] 古屋敷遺跡 （ふるやしきいせき）は、 福島県 喜多方市 塩川町 にある 5世紀 後半から 6世紀 初頭にかけての豪族居館跡である  。 阿賀川 支流の 濁川 と 田付川 に挟まれた、周囲の氾濫原との比高3mほどの自然堤防の上にある。県営圃場整備事業に伴って発掘調査され、 東日本 の 古墳時代 の様相を知る上で重要であるため、国の史跡に指定されて保存されている  。","https://ja.wikipedia.org/wiki/古屋敷遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度36分32秒東経139度50分08秒","","日本福島県喜多方市","","","","","","","","","","","","古墳時代","","","","",""
"新宮城 (陸奥国)","[会津新宮城跡（あいづしんぐうじょうあと）〔喜多方市〕2009年7月23日] 新宮城 （しんぐうじょう）は 福島県 喜多方市 慶徳町新宮にあった 中世 の城館（ 日本の城 ）。 会津盆地 北西部に位置し、城の南西部には 新宮熊野神社 が祀られている。 佐原義連 の孫・ 新宮時連 が 建暦 2年( 1212年 )に築いたといわれている。","https://ja.wikipedia.org/wiki/新宮城_(陸奥国)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度37分21.1秒 東経139度50分6.7秒","","","","","","","","","","","","","","","","","","",""
"亀ヶ森・鎮守森古墳","[亀ヶ森・鎮守森古墳（かめがもり・ちんじゅもりこふん）〔河沼郡会津坂下町〕1976年5月6日] 亀ヶ森古墳 （かめがもりこふん、亀ケ森古墳/大亀甲古墳  ）は、 前方後円墳 。かつて中世城館の築城が知られるほか、後円部上に稲荷神社・観音堂が立地するとともに前方部は墓地利用された関係で、墳丘には大きな改変が加えられている   。これまでに測量調査および 1992年 （ 平成 4年）以後に数次の発掘調査が実施されている。","https://ja.wikipedia.org/wiki/亀ヶ森・鎮守森古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度35分34.89秒 東経139度49分44.77秒","","","","","","","","","","","","","","","","","","",""
"陣が峯城","[陣が峯城跡（じんがみねじょうあと）〔河沼郡会津坂下町〕2007年7月26日] 陣が峯城 （じんがみねじょう）は 福島県 河沼郡 会津坂下町 にあった 平安時代 末期の城館（ 日本の城 ）。遺跡は 陣が峯城跡 （じんがみねじょうあと）として国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/陣が峯城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度35分41.5秒 東経139度48分38.4秒","","","","","","","","","","","","","","","","","","",""
"向羽黒山城","[向羽黒山城跡（むかいはぐろやましろあと）〔大沼郡会津美里町〕2001年8月7日] 向羽黒山城 （むかいはぐろやまじょう）は、 福島県 大沼郡 会津美里町 にあった 日本の城 である。城跡は、国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/向羽黒山城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度26分43.4秒東経139度54分0.0秒","北緯37度26分43.4秒東経139度54分0.0秒﻿ / ﻿北緯37.445389度 東経139.900000度﻿ /37.445389; 139.900000","","向羽黒山城","国の史跡","山城","曲輪、土塁、堀、石垣","1568年（永禄11年）","1601年（慶長6年）","蘆名盛氏","蘆名氏、上杉氏、蒲生氏","岩崎城","なし","","","蘆名氏？上杉氏？蒲生氏？","","","",""
"下野街道","[下野街道（しもつけかいどう）〔南会津郡下郷町〕2002年3月19日] 会津西街道 （あいづにしかいどう）は、 江戸時代 に 会津藩 主・ 保科正之 によって整備された、会津の若松城下から 下野 の今市に至る 街道 。会津からは 下野街道 （しもつけかいどう）とも、日光街道とも、江戸街道とも、南山通りとも呼ばれた。","https://ja.wikipedia.org/wiki/下野街道","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"関東地方の史跡一覧","[関東地方の史跡一覧] 関東地方の史跡一覧 （かんとうちほうのしせきいちらん）は、 関東地方 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中部地方の史跡一覧","[中部地方の史跡一覧] 中部地方の史跡一覧 （ちゅうぶちほうのしせきいちらん）は、 中部地方 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"近畿地方の史跡一覧","[近畿地方の史跡一覧] 近畿地方の史跡一覧 （きんきちほうのしせきいちらん）は、 近畿地方 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/近畿地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中国地方の史跡一覧","[中国地方の史跡一覧] 中国地方の史跡一覧 （ちゅうごくちほうのしせきいちらん）は、 中国地方 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/中国地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"四国地方の史跡一覧","[四国地方の史跡一覧] 四国地方の史跡一覧 （しこくちほうのしせきいちらん）は、 四国地方 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/四国地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"九州・沖縄地方の史跡一覧","[九州・沖縄地方の史跡一覧] 九州・沖縄地方の史跡一覧 （きゅうしゅう・おきなわちほうのしせきいちらん）は、 九州地方 及び 沖縄県 にある 史跡 を一覧形式でまとめたものである。","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:特別史跡","[Category:特別史跡] 日本国政府（ 文部科学大臣 ）が 文化財保護法 に基づいて指定した 史跡 のうち、 特別史跡 の指定を受けたものに関するカテゴリ。","https://ja.wikipedia.org/wiki/Category:特別史跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:日本の史跡 (都道府県別)","[Category:日本の史跡 (都道府県別)] 所在地を都道府県別に分類した、日本の 史跡 （ 文化財保護法 に基づき日本国指定の史跡。地方公共団体のみにより指定されたものは含まない。）のカテゴリ。","https://ja.wikipedia.org/wiki/Category:日本の史跡_(都道府県別)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:日本の史跡一覧","[日本の史跡一覧] 日本の史跡一覧 のカテゴリ。","https://ja.wikipedia.org/wiki/Category:日本の史跡一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:北海道の一覧","[北海道の一覧] 北海道 関連の一覧記事および一覧記事に準じた記事 に関するカテゴリ。","https://ja.wikipedia.org/wiki/Category:北海道の一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:北海道の歴史","[北海道の歴史] 北海道 の 歴史 に関するカテゴリ。","https://ja.wikipedia.org/wiki/Category:北海道の歴史","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:東北地方の一覧","[東北地方の一覧] このカテゴリには下位カテゴリ 7 件が含まれており、そのうち以下の 7 件を表示しています。","https://ja.wikipedia.org/wiki/Category:東北地方の一覧","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:東北地方の歴史","[東北地方の歴史] 東北地方 の 歴史 に関するカテゴリ。","https://ja.wikipedia.org/wiki/Category:東北地方の歴史","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"Category:日本文化関連のスタブ項目","[日本文化関連のスタブ項目] ↑ 0-9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z","https://ja.wikipedia.org/wiki/Category:日本文化関連のスタブ項目","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
