"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"川部駅","川部駅（かわべえき・東日本旅客鉄道奥羽本線・五能線）","https://ja.wikipedia.org/wiki/川部駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","■奥羽本線","453.4 km（福島起点）","東日本旅客鉄道（JR東日本）","1894年（明治27年）12月1日[1]","地上駅","2面3線[1]","","業務委託駅[1]みどりの窓口有[1]","カワ","","265人/日（降車客含まず）-2019年-","","","","","","","",""
"川辺駅","川辺駅（かわべえき・由利高原鉄道鳥海山ろく線）","https://ja.wikipedia.org/wiki/川辺駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯39度14分55.94秒東経140度7分13.44秒","鳥海山ろく線","20.1 km（羽後本荘起点）","由利高原鉄道","1938年（昭和13年）10月21日[1]","地上駅","1面1線","秋田県由利本荘市矢島町川辺北緯39度14分55.94秒東経140度7分13.44秒﻿ / ﻿北緯39.2488722度 東経140.1204000度﻿ /39.2488722; 140.1204000座標:北緯39度14分55.94秒東経140度7分13.44秒﻿ / ﻿北緯39.2488722度 東経140.1204000度﻿ /39.2488722; 140.1204000","無人駅[2]","カヘ","","","40人/日-2018年-","","","","","","",""
"川辺沖駅","川辺沖駅（かわべおきえき）","https://ja.wikipedia.org/wiki/川辺沖駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯37度11分33.1秒東経140度24分21.3秒","■水郡線","112.6 km（水戸起点）","東日本旅客鉄道（JR東日本）","1959年（昭和34年）6月1日","地上駅","1面1線","福島県石川郡玉川村大字川辺北緯37度11分33.1秒東経140度24分21.3秒座標:北緯37度11分33.1秒 東経140度24分21.3秒","無人駅","カオ","","47人/日（降車客含まず）-2004年-","","","","","","","",""
"川辺宿駅","川辺宿駅（かわべじゅくえき）","https://ja.wikipedia.org/wiki/川辺宿駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度37分56.65秒東経133度42分53.67秒","井原線","6.0 km（総社起点）","井原鉄道","1999年（平成11年）1月11日[1]","高架駅","1面1線[1]","岡山県倉敷市真備町川辺美トロ2281-3北緯34度37分56.65秒東経133度42分53.67秒","無人駅","カヤ","","","189人/日-2018年-","","","","","","",""
"河辺の森駅","河辺の森駅（かわべのもりえき）","https://ja.wikipedia.org/wiki/河辺の森駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度8分7.44秒東経136度11分46.26秒","■本線（湖東近江路線）","23.0 km（米原起点）","近江鉄道","2004年（平成16年）3月13日[1]","地上駅","片式1面1線","滋賀県東近江市建部下野町1241-2北緯35度8分7.44秒東経136度11分46.26秒﻿ / ﻿北緯35.1354000度 東経136.1961833度﻿ /35.1354000; 136.1961833座標:北緯35度8分7.44秒東経136度11分46.26秒﻿ / ﻿北緯35.1354000度 東経136.1961833度﻿ /35.1354000; 136.1961833","","","OR14","13人/日（降車客含まず）-2016年-","","","","","","","",""
"川間駅","川間駅（かわまえき）","https://ja.wikipedia.org/wiki/川間駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度58分45秒東経139度50分1.9秒","■野田線（東武アーバンパークライン）","22.9 km（大宮起点）","東武鉄道","1930年（昭和5年）10月1日","地上駅","1面2線","千葉県野田市尾崎832北緯35度58分45秒東経139度50分1.9秒﻿ / ﻿北緯35.97917度 東経139.833861度﻿ /35.97917; 139.833861座標:北緯35度58分45秒東経139度50分1.9秒﻿ / ﻿北緯35.97917度 東経139.833861度﻿ /35.97917; 139.833861","","ワマ","TD13","","17,065人/日-2019年-","","","","","","",""
"川前駅","川前駅（かわまええき）","https://ja.wikipedia.org/wiki/川前駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","■磐越東線","26.3 km（いわき起点）","東日本旅客鉄道（JR東日本）","1917年（大正6年）10月10日[1]","地上駅","1面2線[1]","","無人駅[1]（乗車駅証明書発行機 有）","カエ","","38人/日（降車客含まず）-2004年-","","","","","","","",""
"川俣駅","川俣駅（かわまたえき）","https://ja.wikipedia.org/wiki/川俣駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度12分33.0秒東経139度31分35.5秒","■伊勢崎線","70.5 km（浅草起点）","東武鉄道","1903年（明治36年）4月23日","地上駅（橋上駅）","2面2線","群馬県邑楽郡明和町中谷328-3北緯36度12分33.0秒東経139度31分35.5秒﻿ / ﻿北緯36.209167度 東経139.526528度﻿ /36.209167; 139.526528座標:北緯36度12分33.0秒東経139度31分35.5秒﻿ / ﻿北緯36.209167度 東経139.526528度﻿ /36.209167; 139.526528","*1907年（明治40年）現在地に移転業務委託駅","カワ","TI08","","2,895人/日-2019年-","","","","","","",""
"川南駅","川南駅（かわみなみえき）","https://ja.wikipedia.org/wiki/川南駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯32度11分31.35秒東経131度33分10.85秒","日豊本線","305.6 km（小倉起点）","九州旅客鉄道（JR九州）","1921年（大正10年）6月11日[2]","地上駅","1面2線[1]","宮崎県児湯郡川南町大字平田[1]北緯32度11分31.35秒東経131度33分10.85秒","簡易委託駅[3]","ワミ","","308人/日（降車客含まず）-2018年-","","","","","","","",""
"川宮駅","川宮駅（かわみやえき）","https://ja.wikipedia.org/wiki/川宮駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度12分37秒東経136度57分43.2秒","ガイドウェイバス志段味線（ゆとりーとライン）","4.3 km（大曽根起点）","名古屋ガイドウェイバス","2001年（平成13年）3月23日[1]","高架駅","2面2線","名古屋市守山区川宮町北緯35度12分37秒東経136度57分43.2秒﻿ / ﻿北緯35.21028度 東経136.962000度﻿ /35.21028; 136.962000座標:北緯35度12分37秒東経136度57分43.2秒﻿ / ﻿北緯35.21028度 東経136.962000度﻿ /35.21028; 136.962000","","","Y06","950人/日（降車客含まず）-2019年-","","","","","","","",""
"川村駅 (熊本県)","川村駅 (熊本県)（かわむらえき・くま川鉄道湯前線）","https://ja.wikipedia.org/wiki/川村駅_(熊本県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯32度12分26.09秒東経130度47分43.33秒","■湯前線","4.4 km（人吉温泉駅起点）","くま川鉄道","1953年（昭和28年）7月15日","地上駅","1面1線","熊本県球磨郡相良村大字柳瀬北緯32度12分26.09秒東経130度47分43.33秒﻿ / ﻿北緯32.2072472度 東経130.7953694度﻿ /32.2072472; 130.7953694﻿ (　川村駅)","無人駅","ワム","","","5人/日-2018年-","","","","","","",""
"川村駅 (愛知県)","川村駅 (愛知県)（かわむらえき・名古屋ガイドウェイバスガイドウェイバス志段味線）","https://ja.wikipedia.org/wiki/川村駅_(愛知県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度11分51.07秒東経136度57分23.44秒","ガイドウェイバス志段味線（ゆとりーとライン）","5.1 km（大曽根起点）","名古屋ガイドウェイバス","2001年（平成13年）3月23日[1]","高架駅","2面2線","名古屋市守山区川村町北緯35度11分51.07秒東経136度57分23.44秒﻿ / ﻿北緯35.1975194度 東経136.9565111度﻿ /35.1975194; 136.9565111﻿ (川村駅)座標:北緯35度11分51.07秒東経136度57分23.44秒﻿ / ﻿北緯35.1975194度 東経136.9565111度﻿ /35.1975194; 136.9565111﻿ (川村駅)","","","Y07","761人/日（降車客含まず）-2019年-","","","","","","","",""
"河山駅","河山駅（かわやまえき）","https://ja.wikipedia.org/wiki/河山駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度14分9.98秒東経131度59分2.68秒","錦川清流線","27.9 km（川西起点）","錦川鉄道","1960年（昭和35年）11月1日","地上駅","1面1線","山口県岩国市美川町四馬神北緯34度14分9.98秒東経131度59分2.68秒﻿ / ﻿北緯34.2361056度 東経131.9840778度﻿ /34.2361056; 131.9840778﻿ (河山駅)座標:北緯34度14分9.98秒東経131度59分2.68秒﻿ / ﻿北緯34.2361056度 東経131.9840778度﻿ /34.2361056; 131.9840778﻿ (河山駅)","無人駅[2]1987年（昭和62年）7月25日に、岩日線から現在の第三セクターに転換。","ワヤ","","","13[1]人/日-2019年-","","","","","","",""
"川湯温泉駅","川湯温泉駅（かわゆおんせんえき）","https://ja.wikipedia.org/wiki/川湯温泉駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯43度36分59.22秒東経144度27分29.19秒","■釧網本線","79.8 km（網走起点）","北海道旅客鉄道（JR北海道）","1930年（昭和5年）8月20日","地上駅","2面2線","北海道川上郡弟子屈町川湯駅前1丁目北緯43度36分59.22秒東経144度27分29.19秒","無人駅","ハユ","○B66","","8人/日-2014年-","","","","","","",""
"香春駅","香春駅（かわらえき）","https://ja.wikipedia.org/wiki/香春駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度39分57.88秒東経130度50分49.28秒","JI日田彦山線","23.4 km（城野起点）","九州旅客鉄道（JR九州）","1915年（大正4年）4月1日[1]","地上駅","2面2線[1]","福岡県田川郡香春町大字香春[1]1121-2北緯33度39分57.88秒東経130度50分49.28秒","無人駅（自動券売機 有）*1943年に上香春駅から改称。","カハ←カワラ","JI  11 ","","","","","","","","",""
"川原石駅","川原石駅（かわらいしえき）","https://ja.wikipedia.org/wiki/川原石駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度14分55.19秒東経132度32分29.37秒","Y呉線","68.7 km（三原起点）","西日本旅客鉄道（JR西日本）","1935年（昭和10年）11月24日","地上駅（盛土上）","2面2線[1]","広島県呉市海岸三丁目8先北緯34度14分55.19秒東経132度32分29.37秒﻿ / ﻿北緯34.2486639度 東経132.5414917度﻿ /34.2486639; 132.5414917座標:北緯34度14分55.19秒東経132度32分29.37秒﻿ / ﻿北緯34.2486639度 東経132.5414917度﻿ /34.2486639; 132.5414917","無人駅（自動券売機 有）","カラ","JR-Y13","496人/日（降車客含まず）-2019年-","","","","","","","",""
"瓦ヶ浜駅","瓦ヶ浜駅（かわらがはまえき）","https://ja.wikipedia.org/wiki/瓦ヶ浜駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度59分18.86秒東経135度53分38.06秒","▼石山坂本線","2.8 km（石山寺起点）","京阪電気鉄道","1914年（大正3年）1月17日","地上駅","2面2線","滋賀県大津市中庄一丁目23-16北緯34度59分18.86秒東経135度53分38.06秒﻿ / ﻿北緯34.9885722度 東経135.8939056度﻿ /34.9885722; 135.8939056座標:北緯34度59分18.86秒東経135度53分38.06秒﻿ / ﻿北緯34.9885722度 東経135.8939056度﻿ /34.9885722; 135.8939056","","","OT  05","735人/日（降車客含まず）-2019年-","1,500人/日-2019年-","","","","","","",""
"香春口三萩野駅","香春口三萩野駅（かわらぐちみはぎのえき）","https://ja.wikipedia.org/wiki/香春口三萩野駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度52分23.5秒東経130度52分50.2秒","■小倉線","1.6 km（小倉起点）","北九州高速鉄道（モノレール）","1985年（昭和60年）1月9日[1]","高架駅","2面2線","北九州市小倉北区香春口一丁目北緯33度52分23.5秒東経130度52分50.2秒","","","04","2,758人/日（降車客含まず）-2019年-","5,420人/日-2019年-","","","","","","",""
"河原田駅","河原田駅（かわらだえき）","https://ja.wikipedia.org/wiki/河原田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度54分37.8秒東経136度35分53.8秒","CJ関西本線（JR東海名古屋地区）","44.1 km（名古屋起点）","東海旅客鉄道（JR東海）伊勢鉄道","1890年（明治23年）12月25日","地上駅","3面4線","三重県四日市市河原田町2179北緯34度54分37.8秒東経136度35分53.8秒﻿ / ﻿北緯34.910500度 東経136.598278度﻿ /34.910500; 136.598278座標:北緯34度54分37.8秒東経136度35分53.8秒﻿ / ﻿北緯34.910500度 東経136.598278度﻿ /34.910500; 136.598278","共同使用駅駅員無配置駅","ラタ","CJ  13 ","（JR東海）-2019年-2,127人/日（降車客含まず）（伊勢鉄道）-2019年-1,779人/日（降車客含まず）","","","","","","","",""
"瓦町駅","瓦町駅（かわらまちえき・高松琴平電気鉄道琴平線・志度線・長尾線）","https://ja.wikipedia.org/wiki/瓦町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度20分21秒東経134度3分9.5秒","■琴平線","1.7 km（高松築港起点）","高松琴平電気鉄道","1927年（昭和2年）4月22日","地上駅（橋上駅）","3面5線","香川県高松市常磐町一丁目3番地1北緯34度20分21秒東経134度3分9.5秒﻿ / ﻿北緯34.33917度 東経134.052639度﻿ /34.33917; 134.052639座標:北緯34度20分21秒東経134度3分9.5秒﻿ / ﻿北緯34.33917度 東経134.052639度﻿ /34.33917; 134.052639","*長尾線は高松築港まで乗り入れ",""," K02 ","","14,354人/日-2018年-","","","","","","",""
"川原町駅","川原町駅（かわらまちえき・近鉄名古屋線）","https://ja.wikipedia.org/wiki/川原町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度58分36.02秒東経136度37分22.31秒","E名古屋線","43.1 km（伊勢中川起点）","近畿日本鉄道（近鉄）","1929年（昭和4年）1月30日","高架駅","2面2線","三重県四日市市本郷町1-1北緯34度58分36.02秒東経136度37分22.31秒﻿ / ﻿北緯34.9766722度 東経136.6228639度﻿ /34.9766722; 136.6228639座標:北緯34度58分36.02秒東経136度37分22.31秒﻿ / ﻿北緯34.9766722度 東経136.6228639度﻿ /34.9766722; 136.6228639","","カワラ"," E20 ","847人/日（降車客含まず）-2019年-","","","","","","","",""
"河原町駅 (宮城県)","河原町駅 (宮城県)（かわらまちえき・仙台市地下鉄南北線）","https://ja.wikipedia.org/wiki/河原町駅_(宮城県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯38度14分26.37秒東経140度53分16.41秒","■南北線","10.9 km（泉中央起点）","仙台市交通局（仙台市地下鉄）","1987年（昭和62年）7月15日","地下駅","1面2線","仙台市若林区河原町一丁目5-10先北緯38度14分26.37秒東経140度53分16.41秒﻿ / ﻿北緯38.2406583度 東経140.8878917度﻿ /38.2406583; 140.8878917座標:北緯38度14分26.37秒東経140度53分16.41秒﻿ / ﻿北緯38.2406583度 東経140.8878917度﻿ /38.2406583; 140.8878917","","","○N13","5,318人/日（降車客含まず）-2019年-","10,546[1]人/日-2019年-","","","","","","",""
