"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","路線記号","乗車人員,-統計年次-","種類","市場情報","本社所在地"
"和田浦駅","和田浦駅（わだうらえき）","https://ja.wikipedia.org/wiki/和田浦駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度2分30.7秒東経140度1分10.4秒","■内房線","106.8 km（蘇我起点）千葉から君津経由で110.6 km","東日本旅客鉄道（JR東日本）","1922年（大正11年）12月20日[1]","地上駅","2面2線","千葉県南房総市和田町仁我浦178北緯35度2分30.7秒東経140度1分10.4秒座標:北緯35度2分30.7秒 東経140度1分10.4秒","無人駅（乗車駅証明書発行機 有）","ワラ","94人/日（降車客含まず）-2015年-","","","","","","","","",""
"和田河原駅","和田河原駅（わだがはらえき）","https://ja.wikipedia.org/wiki/和田河原駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度18分57.0秒東経139度7分7.0秒","■大雄山線","8.2 km（小田原起点）","伊豆箱根鉄道","1925年（大正14年）10月15日","地上駅","島式 1面2線","神奈川県南足柄市和田河原583北緯35度18分57.0秒東経139度7分7.0秒﻿ / ﻿北緯35.315833度 東経139.118611度﻿ /35.315833; 139.118611座標:北緯35度18分57.0秒東経139度7分7.0秒﻿ / ﻿北緯35.315833度 東経139.118611度﻿ /35.315833; 139.118611","","","1,552人/日（降車客含まず）-2019年-","ID10","3,065[1]人/日-2019年-","","","","","","",""
"渡瀬駅 (福岡県)","渡瀬駅 (福岡県)（わたぜえき・九州旅客鉄道鹿児島本線）","https://ja.wikipedia.org/wiki/渡瀬駅_(福岡県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度5分59.6秒東経130度27分35.2秒","JB鹿児島本線","139.1 km（門司港起点）","九州旅客鉄道（JR九州）","1891年（明治24年）6月7日[1]","地上駅","2面2線[1]","福岡県みやま市高田町濃施[1]北緯33度5分59.6秒東経130度27分35.2秒座標:北緯33度5分59.6秒 東経130度27分35.2秒","簡易委託駅","ワタ","","JB  24 ","512人/日-2018年-","","","","","","",""
"和多田駅","和多田駅（わただえき）","https://ja.wikipedia.org/wiki/和多田駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度26分13.6秒東経129度58分48.79秒","JK筑肥線[1]","40.9 km（姪浜起点）","九州旅客鉄道（JR九州））[1]","1983年（昭和58年）3月22日","高架駅","1面1線","佐賀県唐津市和多田用尺5-3北緯33度26分13.6秒東経129度58分48.79秒﻿ / ﻿北緯33.437111度 東経129.9802194度﻿ /33.437111; 129.9802194﻿ (和多田駅)","無人駅[1]","ワタ","388人/日（降車客含まず）-2019年-","JK  19 ","","","","","","","",""
"和田塚駅","和田塚駅（わだづかえき）","https://ja.wikipedia.org/wiki/和田塚駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度18分49.3秒東経139度32分43.5秒","江ノ島電鉄線","9.2 km（藤沢起点）","江ノ島電鉄","1907年（明治40年）8月16日","地上駅","1面1線","神奈川県鎌倉市由比ガ浜三丁目4-1北緯35度18分49.3秒東経139度32分43.5秒﻿ / ﻿北緯35.313694度 東経139.545417度﻿ /35.313694; 139.545417﻿ (和田塚駅)座標:北緯35度18分49.3秒東経139度32分43.5秒﻿ / ﻿北緯35.313694度 東経139.545417度﻿ /35.313694; 139.545417﻿ (和田塚駅)","無人駅（自動券売機 有）","","","EN14","1,275人/日-2019年-","","","","","","",""
"渡辺通駅","渡辺通駅（わたなべどおりえき）","https://ja.wikipedia.org/wiki/渡辺通駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯33度35分2.29秒東経130度24分17.44秒","地下鉄七隈線","11.3 km（橋本起点）","福岡市交通局","2005年（平成17年）2月3日","地下駅","1面2線","福岡市中央区渡辺通二丁目北緯33度35分2.29秒東経130度24分17.44秒﻿ / ﻿北緯33.5839694度 東経130.4048444度﻿ /33.5839694; 130.4048444﻿ (渡辺通駅)座標:北緯33度35分2.29秒東経130度24分17.44秒﻿ / ﻿北緯33.5839694度 東経130.4048444度﻿ /33.5839694; 130.4048444﻿ (渡辺通駅)","業務委託駅","","3,660人/日（降車客含まず）-2019年-","○N15","","","","","","","",""
"渡辺橋駅","渡辺橋駅（わたなべばしえき）","https://ja.wikipedia.org/wiki/渡辺橋駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度41分37.73秒東経135度29分40.89秒","■中之島線","","京阪電気鉄道（中之島高速鉄道）","2008年（平成20年）10月19日","地下駅","1面2線","大阪市北区中之島三丁目北緯34度41分37.73秒東経135度29分40.89秒﻿ / ﻿北緯34.6938139度 東経135.4946917度﻿ /34.6938139; 135.4946917﻿ (渡辺橋駅)座標:北緯34度41分37.73秒東経135度29分40.89秒﻿ / ﻿北緯34.6938139度 東経135.4946917度﻿ /34.6938139; 135.4946917﻿ (渡辺橋駅)","","渡（駅名略称方式）","","KH  53","11,594人/日-2019年-","肥後橋駅（Osaka Metro四つ橋線）北新地駅（JR東西線）","","","","","",""
"渡波駅","渡波駅（わたのはえき）","https://ja.wikipedia.org/wiki/渡波駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯38度25分11.4秒東経141度21分54.5秒","■石巻線（■■仙石東北ライン含む）","35.9km（小牛田起点）仙台から塩釜・矢本経由で55.2 km","東日本旅客鉄道（JR東日本）","1939年（昭和14年）10月7日[1]","地上駅","2面2線[1]","宮城県石巻市渡波町一丁目7-1北緯38度25分11.4秒東経141度21分54.5秒座標:北緯38度25分11.4秒 東経141度21分54.5秒","無人駅[2][3]","ワノ","543人/日（降車客含まず）-2018年-","","","","","","","","",""
"和田浜駅","和田浜駅（わだはまえき）","https://ja.wikipedia.org/wiki/和田浜駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度28分50.6秒東経133度15分56.35秒","C境線","9.7 km（米子起点）","西日本旅客鉄道（JR西日本）","1951年（昭和26年）11月1日[1]","地上駅","1面1線","鳥取県米子市和田町字山際1189北緯35度28分50.6秒東経133度15分56.35秒座標:北緯35度28分50.6秒 東経133度15分56.35秒","無人駅","ワタ","","","200人/日-2018年-","","","","","","",""
"和田町駅","和田町駅（わだまちえき）","https://ja.wikipedia.org/wiki/和田町駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度27分49秒東経139度35分12.4秒","本線","4.3 km（横浜起点）","相模鉄道","1952年（昭和27年）8月15日","地上駅","相対式 2面2線","横浜市保土ケ谷区仏向町4番地北緯35度27分49秒東経139度35分12.4秒﻿ / ﻿北緯35.46361度 東経139.586778度﻿ /35.46361; 139.586778座標:北緯35度27分49秒東経139度35分12.4秒﻿ / ﻿北緯35.46361度 東経139.586778度﻿ /35.46361; 139.586778","","ワダ","","SO06","18,231人/日-2018年-","","","","","","",""
"和田岬駅","和田岬駅（わだみさきえき）","https://ja.wikipedia.org/wiki/和田岬駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度39分24.76秒東経135度10分28.87秒","","","西日本旅客鉄道（JR西日本・駅詳細）神戸市交通局（駅詳細）","","","","神戸市兵庫区北緯34度39分24.76秒東経135度10分28.87秒﻿ / ﻿北緯34.6568778度 東経135.1746861度﻿ /34.6568778; 135.1746861﻿ (和田岬駅)","","","","","","","","","","","",""
"和田山駅","和田山駅（わだやまえき）","https://ja.wikipedia.org/wiki/和田山駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度20分28.2秒東経134度51分6.65秒","E山陰本線","119.0 km（京都起点）","西日本旅客鉄道（JR西日本）","1906年（明治39年）4月1日[1]","地上駅（橋上駅）[1]","2面4線[1]","兵庫県朝来市和田山町東谷字藤原184-5[1]北緯35度20分28.2秒東経134度51分6.65秒﻿ / ﻿北緯35.341167度 東経134.8518472度﻿ /35.341167; 134.8518472座標:北緯35度20分28.2秒東経134度51分6.65秒﻿ / ﻿北緯35.341167度 東経134.8518472度﻿ /35.341167; 134.8518472","直営駅[1]みどりの券売機プラス有","タヤ","693人/日（降車客含まず）-2016年-","","","","","","","","",""
"渡瀬駅 (群馬県)","渡瀬駅 (群馬県)（わたらせえき・東武佐野線）","https://ja.wikipedia.org/wiki/渡瀬駅_(群馬県)","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度15分42.26秒東経139度32分12.84秒","■佐野線","2.7 km（館林起点）","東武鉄道","1927年（昭和2年）12月16日","地上駅","1面2線","群馬県館林市足次町65北緯36度15分42.26秒東経139度32分12.84秒﻿ / ﻿北緯36.2617389度 東経139.5369000度﻿ /36.2617389; 139.5369000﻿ (渡瀬駅)座標:北緯36度15分42.26秒東経139度32分12.84秒﻿ / ﻿北緯36.2617389度 東経139.5369000度﻿ /36.2617389; 139.5369000﻿ (渡瀬駅)","","ワセ","","TI31","266人/日-2019年-","","","","","","",""
"渡駅","渡駅（わたりえき・九州旅客鉄道肥薩線）","https://ja.wikipedia.org/wiki/渡駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯32度14分11.97秒東経130度41分41.17秒","肥薩線","45.3 km（八代起点）","九州旅客鉄道（JR九州）","1908年（明治41年）6月1日[1]","地上駅","1面2線","熊本県球磨郡球磨村大字渡北緯32度14分11.97秒東経130度41分41.17秒﻿ / ﻿北緯32.2366583度 東経130.6947694度﻿ /32.2366583; 130.6947694﻿ (渡駅)","無人駅","タリ","","","","","","","","","",""
"亘理駅","亘理駅（わたりえき・東日本旅客鉄道常磐線）","https://ja.wikipedia.org/wiki/亘理駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯38度2分22.7秒東経140度51分40.6秒","■常磐線","334.6 km（日暮里起点）","東日本旅客鉄道（JR東日本）","1897年（明治30年）11月10日[1]","地上駅","2面2線[1]","宮城県亘理郡亘理町字道田西無番地[1]北緯38度2分22.7秒東経140度51分40.6秒座標:北緯38度2分22.7秒 東経140度51分40.6秒","業務委託駅みどりの窓口有[1]","タリ","2,100人/日（降車客含まず）-2019年-","","","","","","","","",""
"渡川駅","渡川駅（わたりがわえき）","https://ja.wikipedia.org/wiki/渡川駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯34度19分22.95秒東経131度36分15.41秒","■山口線","35.5 km（新山口起点）","西日本旅客鉄道（JR西日本）","1961年（昭和36年）4月1日","地上駅","1面1線","山口県山口市阿東生雲東分字渡川北緯34度19分22.95秒東経131度36分15.41秒﻿ / ﻿北緯34.3230417度 東経131.6042806度﻿ /34.3230417; 131.6042806座標:北緯34度19分22.95秒東経131度36分15.41秒﻿ / ﻿北緯34.3230417度 東経131.6042806度﻿ /34.3230417; 131.6042806","無人駅","ワタ","9人/日（降車客含まず）-2019年-","","","","","","","","",""
"和知駅","和知駅（わちえき）","https://ja.wikipedia.org/wiki/和知駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯35度15分39.84秒東経135度23分56.87秒","E山陰本線","58.6 km（京都起点）","西日本旅客鉄道（JR西日本）","1910年（明治43年）8月25日[1]","地上駅","2面3線","京都府船井郡京丹波町本庄馬場19-1北緯35度15分39.84秒東経135度23分56.87秒﻿ / ﻿北緯35.2610667度 東経135.3991306度﻿ /35.2610667; 135.3991306座標:北緯35度15分39.84秒東経135度23分56.87秒﻿ / ﻿北緯35.2610667度 東経135.3991306度﻿ /35.2610667; 135.3991306","簡易委託駅","ワチ","170人/日（降車客含まず）-2016年-","","","","","","","","",""
"稚内駅","稚内駅（わっかないえき）","https://ja.wikipedia.org/wiki/稚内駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯45度25分1.3秒東経141度40分37.2秒","■宗谷本線","259.4 km（旭川起点）","北海道旅客鉄道（JR北海道）","1928年（昭和3年）12月26日","地上駅","1面1線","北海道稚内市中央3丁目6-1北緯45度25分1.3秒東経141度40分37.2秒座標:北緯45度25分1.3秒 東経141度40分37.2秒","直営駅（管理駅）みどりの窓口 有","ワカ","83人/日（降車客含まず）-2019年-","○W80","","","","","","","",""
"和寒駅","和寒駅（わっさむえき）","https://ja.wikipedia.org/wiki/和寒駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯44度1分36.5秒東経142度24分55秒","■宗谷本線","36.3 km（旭川起点）","北海道旅客鉄道（JR北海道）","1899年（明治32年）11月15日","地上駅","2面3線","北海道上川郡和寒町字北町北緯44度1分36.5秒東経142度24分55秒","無人駅","ワサ","","○W38","164人/日-2014年-","","","","","","",""
"和戸駅","和戸駅（わどえき）","https://ja.wikipedia.org/wiki/和戸駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度2分24.88秒東経139度42分2.28秒","■伊勢崎線","43.9 km（浅草起点）","東武鉄道","1899年（明治32年）12月20日","地上駅","1面2線","埼玉県南埼玉郡宮代町和戸一丁目1-1北緯36度2分24.88秒東経139度42分2.28秒﻿ / ﻿北緯36.0402444度 東経139.7006333度﻿ /36.0402444; 139.7006333﻿ (和戸駅)座標:北緯36度2分24.88秒東経139度42分2.28秒﻿ / ﻿北緯36.0402444度 東経139.7006333度﻿ /36.0402444; 139.7006333﻿ (和戸駅)","","ワト","","TI01","4,102人/日-2019年-","","","","","","",""
"和銅黒谷駅","和銅黒谷駅（わどうくろやえき）","https://ja.wikipedia.org/wiki/和銅黒谷駅","日本の鉄道駅一覧_や-わ行","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_や-わ行","箇条書き,制限あり","北緯36度2分48.93秒東経139度6分6.63秒","■秩父本線","53.4 km（羽生起点）","秩父鉄道","1914年（大正3年）10月27日","地上駅","1面2線","埼玉県秩父市黒谷412-4北緯36度2分48.93秒東経139度6分6.63秒﻿ / ﻿北緯36.0469250度 東経139.1018417度﻿ /36.0469250; 139.1018417座標:北緯36度2分48.93秒東経139度6分6.63秒﻿ / ﻿北緯36.0469250度 東経139.1018417度﻿ /36.0469250; 139.1018417","","クロ","218人/日（降車客含まず）-2019年-","","424人/日-2019年-","","","","","","",""
