"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","築城主","城郭構造","築城年","遺構","主な城主","指定文化財","廃城年","位置","地図","別名","天守構造","主な改修者","再建造物","所在地","登録文化財","埋蔵文化財,包蔵地番号","宗派","本尊","創建年"
"臼杵城","[臼杵城（丹生島城）] 臼杵城 （うすきじょう）は、 大分県 臼杵市 にあった 日本の城 。城跡は大分県の 史跡 に指定されている。 戦国時代 、 大友宗麟 により臼杵城の前身となる「 丹生島城 」が築かれ、 大友氏 の拠点となった。 江戸時代 には 臼杵藩 の藩庁が置かれた。","https://ja.wikipedia.org/wiki/臼杵城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度7分18.59秒東経131度48分14.77秒","大友宗麟","連郭式平山城（海城）","永禄5年（1562年）","曲輪、畳櫓、卯寅口門脇櫓、石垣、空堀、堀","大友氏、福原氏、太田氏、稲葉氏","大分県指定史跡","明治6年（1873年）","北緯33度7分18.59秒東経131度48分14.77秒﻿ / ﻿北緯33.1218306度 東経131.8041028度﻿ /33.1218306; 131.8041028","臼杵城","丹生島城、巨亀城、金亀城、亀城","複合式望楼型3層（1601年築 非現存）","","大門櫓","","","","","",""
"佐伯城","[佐伯城] 佐伯城 （さいきじょう）は、 大分県 佐伯市 にあった 日本の城 である。 江戸時代 には 佐伯藩 の藩庁が置かれた。「さえき」と読むのは誤り  。 大分百景 、 続日本100名城 （194番）に選定されている。","https://ja.wikipedia.org/wiki/佐伯城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度57分36.83秒東経131度53分23.35秒","毛利高政","山城","慶長11年（1606年）","三の丸櫓門、石垣","毛利氏","県指定有形文化財（三の丸櫓門）","1871年","北緯32度57分36.83秒東経131度53分23.35秒﻿ / ﻿北緯32.9602306度 東経131.8898194度﻿ /32.9602306; 131.8898194","佐伯城","鶴ヶ城、鶴屋城、鶴谷城","独立式望楼型3重（1606年・非現存）","","","","","","","",""
"朝日嶽城","[朝日嶽城] 朝日嶽城 （あさひだけじょう）は、 豊後国 海部郡 （現・ 大分県 佐伯市 宇目 大字塩見園）にあった戦国末期の山城。","https://ja.wikipedia.org/wiki/朝日嶽城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"栂牟礼城","[栂牟礼城] 栂牟礼城 （とがむれじょう）は、 大分県 佐伯市 弥生（旧 南海部郡 弥生町 ）大字井崎上小倉にあった 山城 。 大永 年間（ 1521年 - 1528年 ）に 佐伯惟治 によって栂牟礼山に築かれたとされる。","https://ja.wikipedia.org/wiki/栂牟礼城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"日田城","[日田城（大蔵城）] 日田城 （ひたじょう）は、 豊後国 日田郡 在田郷城内村（現在の 大分県 日田市 北豆田 慈眼山公園 とその一帯）にあった 日本の城 である。大蔵城、鷹城、高城ともいう。","https://ja.wikipedia.org/wiki/日田城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度19分54.78秒東経130度56分39.78秒","鬼蔵太夫永弘","山城","852年","曲輪","大蔵日田氏・大友日田氏","","不明・1500年代後半か","北緯33度19分54.78秒東経130度56分39.78秒﻿ / ﻿北緯33.3318833度 東経130.9443833度﻿ /33.3318833; 130.9443833座標:北緯33度19分54.78秒東経130度56分39.78秒﻿ / ﻿北緯33.3318833度 東経130.9443833度﻿ /33.3318833; 130.9443833","日田城","鷹城、高城、大蔵城","","","","","","","","",""
"日隈城","[日隈城] 日隈城 （ひのくまじょう）は、 豊後国 日田郡 竹田村 大分県 日田市 亀山町（きざんまち）にあった城である。","https://ja.wikipedia.org/wiki/日隈城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度18分52.02秒東経130度55分43.13秒","宮城豊盛","梯郭式平山城","文禄3年（1594年）","曲輪、石垣","毛利氏 (藤原氏)","未指定","元和2年（1616年）","北緯33度18分52.02秒東経130度55分43.13秒﻿ / ﻿北緯33.3144500度 東経130.9286472度﻿ /33.3144500; 130.9286472","日隈城","隈城、亀翁城","5階地下1階（1596年築・非現存）","毛利高政","","","","","","",""
"永山城","[永山城（丸山城）] 永山城 （ながやまじょう）は、 大分県 日田市 丸山町にあった 城 である。通称、 月隈城 （つきくまじょう）ともいうが誤りとされる。旧称は 丸山城 （まるやまじょう）。以下は、日田陣屋を併記する。","https://ja.wikipedia.org/wiki/永山城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度19分56.28秒東経130度56分10.28秒","小川光氏","梯郭式平山城・陣屋","慶長6年（1601年）","曲輪、石垣、堀","","大分県史跡","寛永16年(1639年)","北緯33度19分56.28秒東経130度56分10.28秒﻿ / ﻿北緯33.3323000度 東経130.9361889度﻿ /33.3323000; 130.9361889","永山城","丸山城、月隈城","不明","石川忠総","土塀","","","","","",""
"玖珠城 (存在しないページ)","[玖珠城]","https://ja.wikipedia.org/w/index.php?title=玖珠城&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"角牟礼城","[角牟礼城] 角牟礼城 （つのむれじょう）は、 大分県 玖珠郡 玖珠町 の 角埋山 （つのむれやま）にあった 山城 。 弘安 年間（ 1278年 - 1288年 ）に 森朝通 により築かれたとされる。国の 史跡  。","https://ja.wikipedia.org/wiki/角牟礼城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度18分33.7秒東経131度9分16.2秒","森朝通","山城","弘安年間（1278年-1288年）","曲輪、石垣、土塁、井戸、竪堀","森氏、毛利氏 (藤原氏)","国の史跡","慶長6年（1601年）","北緯33度18分33.7秒東経131度9分16.2秒﻿ / ﻿北緯33.309361度 東経131.154500度﻿ /33.309361; 131.154500","角牟礼城","角埋城","","","","","","","","",""
"岡城 (豊後国)","[岡城] 岡城 （おかじょう）は、 豊後国 直入郡 竹田（現在の 大分県 竹田市 大字竹田）にあった 日本の城 （ 山城 ）である。「臥牛城（がぎゅうじょう）」、「豊後竹田城（ぶんごたけたじょう）」とも呼ばれる。","https://ja.wikipedia.org/wiki/岡城_(豊後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度58分9.18秒東経131度24分29.05秒","緒方惟栄","梯郭式山城","文治元年（1185年）","石垣","志賀氏、中川氏","国の史跡","明治4年（1871年）","北緯32度58分9.18秒東経131度24分29.05秒﻿ / ﻿北緯32.9692167度 東経131.4080694度﻿ /32.9692167; 131.4080694﻿ (岡城)座標:北緯32度58分9.18秒東経131度24分29.05秒﻿ / ﻿北緯32.9692167度 東経131.4080694度﻿ /32.9692167; 131.4080694﻿ (岡城)","岡城","臥牛城、豊後竹田城","不明（1596年築・非現存）複合連結型層塔式（1774年再・非現存）","志賀貞朝、中川秀成","","","","","","",""
"飫肥城","[飫肥城] 飫肥城 （おびじょう）は、 日向国 南部（現在の 宮崎県 日南市 飫肥 ）にある 日本の城 である。 江戸時代 は 伊東氏 飫肥藩 の藩庁として繁栄した。飫肥市街北部の丘陵に曲輪を幾つも並べた群郭式の 平山城 である。 伊東四十八城 の一つ。","https://ja.wikipedia.org/wiki/飫肥城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯31度37分44.78秒東経131度21分1.09秒","土持氏","群郭式平山城","戦国初期","石垣","土持氏、新納氏、伊東氏","日南市史跡","1871年","北緯31度37分44.78秒東経131度21分1.09秒﻿ / ﻿北緯31.6291056度 東経131.3503028度﻿ /31.6291056; 131.3503028座標:北緯31度37分44.78秒東経131度21分1.09秒﻿ / ﻿北緯31.6291056度 東経131.3503028度﻿ /31.6291056; 131.3503028","飫肥城","","建造されず","伊東祐兵","御殿・櫓門・門・塀","","","","","",""
"宮崎城","[宮崎城] 宮崎城 （みやざきじょう）は、現在の 宮崎県 宮崎市 池内町にあったと言われる 日本の城 （ 山城 ）である。 1335年 （ 建武 2年）もしくは 1336年 （ 延元 元年）築城。 南朝方 勢力だった図師六郎入道隋円・慈円父子が築いた。 伊東四十八城 の一つ。別名「池内城」。","https://ja.wikipedia.org/wiki/宮崎城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯31度58分02.1秒東経131度24分29.0秒","図師六郎入道隋円・慈円","","1335年（建武2年）または1336年（延元元年）","","落合彦左衛門、肥田木勘解由左衛門尉、伊東義祐、稲津掃部助ほか","","1615年（元和元年）","北緯31度58分02.1秒東経131度24分29.0秒﻿ / ﻿北緯31.967250度 東経131.408056度﻿ /31.967250; 131.408056座標:北緯31度58分02.1秒東経131度24分29.0秒﻿ / ﻿北緯31.967250度 東経131.408056度﻿ /31.967250; 131.408056","宮崎城","池内城","","","","","","","","",""
"延岡城","[延岡城（縣城）] 延岡城 （のべおかじょう）は、 宮崎県 延岡市 本小路 に築かれた城である。もとは 縣城 （あがたじょう）といい、別名に 亀井城 （かめいじょう）という。","https://ja.wikipedia.org/wiki/延岡城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","土持氏","平山城","慶長8年（1603年）","石垣","土持氏、 高橋氏、有馬氏、三浦氏、牧野氏、内藤氏","なし","1870年","","延岡城","縣城、亀井城","なし・御三階櫓（1655年築 非現存）","高橋元種・有馬康純","","","","","","",""
"高鍋城","[高鍋城（舞鶴城）] 高鍋城 （たかなべじょう）は 宮崎県 児湯郡 高鍋町 にあった平山城。別名を舞鶴城。旧名は 財部城 （たからべじょう）といった。 伊東四十八城 の一つ。 江戸時代 には 高鍋藩 の藩庁となった。城跡は舞鶴公園として整備されている。","https://ja.wikipedia.org/wiki/高鍋城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度7分24.82秒東経131度30分3.36秒","土持氏","梯郭式平山城","平安時代末期","石垣、土塁、堀","土持氏、伊東氏、秋月氏","","明治4年（1871年）","北緯32度7分24.82秒東経131度30分3.36秒﻿ / ﻿北緯32.1235611度 東経131.5009333度﻿ /32.1235611; 131.5009333","","舞鶴城、財部城","三階櫓（非現存）","秋月種長","","","","","","",""
"松尾城 (日向国)","[松尾城] 松尾城 （まつおじょう）は、 日向国 縣 （あがた、現在の 宮崎県 延岡市 松山町）にあった 城 。別名「縣城（あがたじょう）」。","https://ja.wikipedia.org/wiki/松尾城_(日向国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度35分01.7秒東経131度37分54.5秒","土持宣綱","山城","1441年（文安元年）","曲輪","土持氏","なし","1603年（慶長8年）","北緯32度35分01.7秒東経131度37分54.5秒﻿ / ﻿北緯32.583806度 東経131.631806度﻿ /32.583806; 131.631806座標:北緯32度35分01.7秒東経131度37分54.5秒﻿ / ﻿北緯32.583806度 東経131.631806度﻿ /32.583806; 131.631806","松尾城","縣城","なし","","","","","","","",""
"西階城","[西階城] 西階城 （にししなじょう）は、現在の 宮崎県 延岡市 にあった 日本の城 跡。別名、 宝坂城 ・ 中の城 。","https://ja.wikipedia.org/wiki/西階城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度34分12.7秒東経131度38分06.2秒","土持全宣?","山城","正長2年/永享元年（1429年）?","曲輪空堀・竪堀・土塁・堀切・櫓台・犬走り・土橋など","土持氏","未指定","文安3年（1446年）","北緯32度34分12.7秒東経131度38分06.2秒﻿ / ﻿北緯32.570194度 東経131.635056度﻿ /32.570194; 131.635056座標:北緯32度34分12.7秒東経131度38分06.2秒﻿ / ﻿北緯32.570194度 東経131.635056度﻿ /32.570194; 131.635056","西階城","宝坂城・中の城","なし","","","","","","","",""
"井上城","[井上城] 井上城 （いのうえじょう）は、現在の 宮崎県 延岡市 にあった 城郭 。","https://ja.wikipedia.org/wiki/井上城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度33分53.3秒東経131度39分14.6秒","土持栄綱または土持国綱","山城","12世紀末または13世紀末","曲輪","土持氏","未指定","不明","北緯32度33分53.3秒東経131度39分14.6秒﻿ / ﻿北緯32.564806度 東経131.654056度﻿ /32.564806; 131.654056座標:北緯32度33分53.3秒東経131度39分14.6秒﻿ / ﻿北緯32.564806度 東経131.654056度﻿ /32.564806; 131.654056","井上城","","なし","","","","","","","",""
"浦城城","[浦城城] 浦城城 （うらしろじょう）、または 浦尻城 （うらしりじょう）は、現在の 宮崎県 延岡市 浦城町字市場・田ノ浦にある 日本の城 跡。","https://ja.wikipedia.org/wiki/浦城城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度38分22.9秒東経131度45分36.8秒","河野越智氏?","山城","不明（16世紀代?）","曲輪、堀切","松田義清?","史跡等未指定","不明","北緯32度38分22.9秒東経131度45分36.8秒﻿ / ﻿北緯32.639694度 東経131.760222度﻿ /32.639694; 131.760222座標:北緯32度38分22.9秒東経131度45分36.8秒﻿ / ﻿北緯32.639694度 東経131.760222度﻿ /32.639694; 131.760222","浦城城","浦尻城","なし","","","","","延岡市No.1009","","",""
