"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","規模","築造時期","史跡","形状","法人番号","文化財","出土品","山号","宗派","埋葬施設","本尊","別名","創建年","城郭構造","築城主","遺構"
"大仏切通","[大仏切通（だいぶつきりどおし）〔鎌倉市〕] 大仏切通 （だいぶつきりどおし）は 鎌倉七口 のひとつで、現在の 神奈川県 鎌倉市 長谷 と 常盤 ・ 深沢地域 を結ぶ 切通し 道。","https://ja.wikipedia.org/wiki/大仏切通","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分7.6秒 東経139度31分53.5秒","","","","","","","","","","","","","","","","","","",""
"鶴岡八幡宮","[鶴岡八幡宮境内（つるがおかはちまんぐうけいだい）〔鎌倉市〕] 鶴岡八幡宮 （つるがおかはちまんぐう）は、 神奈川県 鎌倉市 雪ノ下 にある 神社 。 旧社格 は 国幣中社 で、現在は 神社本庁 の 別表神社 。別称として 鎌倉八幡宮 とも呼ばれる。 武家源氏 、鎌倉武士の守護神。鎌倉初代将軍 源頼朝 ゆかりの神社として全国の八幡社の中では関東方面で知名度が高く、近年では 三大八幡宮 の一社に入ることがある  。境内は国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/鶴岡八幡宮","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分33.91秒東経139度33分23.17秒","神奈川県鎌倉市雪ノ下2丁目1番31号","北緯35度19分33.91秒東経139度33分23.17秒﻿ / ﻿北緯35.3260861度 東経139.5564361度﻿ /35.3260861; 139.5564361﻿ (鶴岡八幡宮)座標:北緯35度19分33.91秒東経139度33分23.17秒﻿ / ﻿北緯35.3260861度 東経139.5564361度﻿ /35.3260861; 139.5564361﻿ (鶴岡八幡宮)","鶴岡八幡宮神奈川県の地図を表示鶴岡八幡宮日本の地図を表示","","","","","","","","","","","","","","","",""
"上杉憲方","[伝上杉憲方墓（でんうえすぎのりかたのはか）〔鎌倉市〕　1927年4月8日国指定] 上杉 憲方 （うえすぎ のりまさ  /のりかた）は、 南北朝時代 から 室町時代 初期にかけての 武将 ・ 守護大名 。 関東管領 、 上野国 ・ 武蔵国 ・ 伊豆国 ・ 下野国 ・ 安房国 守護 。 山内上杉家 5代当主。","https://ja.wikipedia.org/wiki/上杉憲方","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"東勝寺跡","[東勝寺跡（とうしょうじあと）〔鎌倉市〕] 東勝寺 （とうしょうじ）は、かつて 神奈川県 鎌倉市 葛西ケ谷にあった 寺院 で、 鎌倉幕府 の 執権 として活躍した 北条氏 の 菩提寺 のひとつ。 関東十刹 の一つであった。","https://ja.wikipedia.org/wiki/東勝寺跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分13.8秒 東経139度33分34.6秒","神奈川県鎌倉市","","","","","","","","","","青龍山","臨済宗","","","","","","",""
"極楽寺 (鎌倉市)","[極楽寺境内・忍性墓（ごくらくじけいだい・にんしょうのはか）〔鎌倉市〕] 極楽寺 （ごくらくじ）は、 神奈川県 鎌倉市 極楽寺 にある 真言律宗 の 寺院 である。 霊鷲山感応院極楽律寺 （りゅうじゅさん かんのういん ごくらくりつじ）と号する。 本尊 は 釈迦如来 。 開基 （創立者）は 北条重時 、 開山 は 忍性 である。","https://ja.wikipedia.org/wiki/極楽寺_(鎌倉市)","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度18分37秒東経139度31分42.5秒","神奈川県鎌倉市極楽寺3丁目6番5号","北緯35度18分37秒東経139度31分42.5秒﻿ / ﻿北緯35.31028度 東経139.528472度﻿ /35.31028; 139.528472﻿ (極楽寺)座標:北緯35度18分37秒東経139度31分42.5秒﻿ / ﻿北緯35.31028度 東経139.528472度﻿ /35.31028; 139.528472﻿ (極楽寺)","","","","","","9021005001881","五輪塔（忍性塔）、木造釈迦如来立像ほか（国の重要文化財）","","霊鷲山","真言律宗","","釈迦如来","","正元元年（1259年）","","",""
"日野俊基","[日野俊基墓（ひのとしもとのはか）〔鎌倉市〕] 日野 俊基 （ひの としもと）は、 鎌倉時代 後期の 公家 。 藤原北家 真夏 流 日野家 、 刑部卿 ・ 日野種範 の子。 官位 は 従四位下 ・ 右中弁  、 贈 従三位 。","https://ja.wikipedia.org/wiki/日野俊基","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"仏法寺跡","[仏法寺跡（ぶっぽうじあと）〔鎌倉市〕] 極楽寺 （ごくらくじ）は、 神奈川県 鎌倉市 極楽寺 にある 真言律宗 の 寺院 である。 霊鷲山感応院極楽律寺 （りゅうじゅさん かんのういん ごくらくりつじ）と号する。 本尊 は 釈迦如来 。 開基 （創立者）は 北条重時 、 開山 は 忍性 である。","https://ja.wikipedia.org/wiki/仏法寺跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度18分37秒東経139度31分42.5秒","神奈川県鎌倉市極楽寺3丁目6番5号","北緯35度18分37秒東経139度31分42.5秒﻿ / ﻿北緯35.31028度 東経139.528472度﻿ /35.31028; 139.528472﻿ (極楽寺)座標:北緯35度18分37秒東経139度31分42.5秒﻿ / ﻿北緯35.31028度 東経139.528472度﻿ /35.31028; 139.528472﻿ (極楽寺)","","","","","","9021005001881","五輪塔（忍性塔）、木造釈迦如来立像ほか（国の重要文化財）","","霊鷲山","真言律宗","","釈迦如来","","正元元年（1259年）","","",""
"法華堂跡","[法華堂跡（源頼朝墓・北条義時墓）（ほっけどうあと（みなもとよりとものはか・ほうじょうよしときのはか））〔鎌倉市〕] 白旗神社 （しらはたじんじゃ）は、 関東地方 ・ 東北地方 ・ 中部地方 に分布する 神社 である。 白幡神社 ・白籏神社とも表記される。","https://ja.wikipedia.org/wiki/法華堂跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北条氏常盤亭跡","[北条氏常盤亭跡（ほうじょうしときわていあと）〔鎌倉市〕] 北条氏常盤亭跡 （ほうじょうしときわていあと）は 神奈川県 鎌倉市 常盤 （ 深沢地域 ）にある 遺跡 で国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/北条氏常盤亭跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分20秒 東経139度32分03秒","","","","","","","","","","","","","","","","","","",""
"明月院","[明月院境内（めいげついんけいだい）〔鎌倉市〕] 明月院 （めいげついん）は、 神奈川県 鎌倉市 山ノ内 にある 臨済宗 建長寺 派の寺院。正式には 福源山明月院 （ふくげんざんめいげついん）と号する。 紫陽花 の名所として知られ、 あじさい寺 としても知られている  。 平安時代 後期、山内俊道の供養のために創建された 明月庵 が始まり。本尊は 聖観音 、開基（創立者）は 上杉憲方 、開山（初代住職）は密室守厳（みっしつしゅごん）である  。 北条時頼 の墓所が敷地内にある。","https://ja.wikipedia.org/wiki/明月院","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度20分5.97秒東経139度33分5.24秒","神奈川県鎌倉市山ノ内189","北緯35度20分5.97秒東経139度33分5.24秒﻿ / ﻿北緯35.3349917度 東経139.5514556度﻿ /35.3349917; 139.5514556座標:北緯35度20分5.97秒東経139度33分5.24秒﻿ / ﻿北緯35.3349917度 東経139.5514556度﻿ /35.3349917; 139.5514556","","","","","","5021005001984","木造上杉重房像ほか（重要文化財）明月院境内（国の史跡）","","福源山","臨済宗建長寺派","","聖観音","","明月庵:永暦元年（1160年）禅興寺:文永五年（1268年）頃","","",""
"永福寺跡","[永福寺跡（ようふくじあと）〔鎌倉市〕] 永福寺跡 （ようふくじあと  ）は、 神奈川県 鎌倉市 二階堂 （旧二階堂村）にある 寺院 跡。 鎌倉時代 初期に 源頼朝 が 中尊寺 の二階大堂、大長寿院を模して建立した寺院で、 鶴岡八幡宮 、 勝長寿院 とならんで当時の 鎌倉 の三大寺社の一つであった。二階建ての 仏堂 であった事から 二階堂 とも称された。寺跡は国の 史跡 に指定されている  。また 世界遺産 候補となっている 武家の古都・鎌倉 の構成資産のひとつ。","https://ja.wikipedia.org/wiki/永福寺跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分41秒 東経139度34分04秒","","","","","","","","","","","","","","","","","","",""
"若宮大路","[若宮大路（わかみやおおじ）〔鎌倉市〕] 若宮大路 （わかみやおおじ）は、 神奈川県 鎌倉市 の 由比ヶ浜 （滑川交差点）から 鶴岡八幡宮 に通じる 参道 であり、同市の目抜き通りの一つ。","https://ja.wikipedia.org/wiki/若宮大路","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"清浄光寺","[藤沢敵御方供養塔（ふじさわてきみかたくようとう）〔藤沢市〕] 清浄光寺 （しょうじょうこうじ）は、 神奈川県 藤沢市 にある 時宗 総本山の 寺院 。藤沢山無量光院清浄光寺と号す。近世になって 遊行寺 （ゆぎょうじ）と通称され、 明治時代 より 法主 （ほっす）・藤沢上人と 遊行上人 が同一上人であるために通称の遊行寺の方が知られている。藤沢道場ともいう。","https://ja.wikipedia.org/wiki/清浄光寺","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度20分54.65秒東経139度29分19.12秒","神奈川県藤沢市西富一丁目8番1号","北緯35度20分54.65秒東経139度29分19.12秒﻿ / ﻿北緯35.3485139度 東経139.4886444度﻿ /35.3485139; 139.4886444座標:北緯35度20分54.65秒東経139度29分19.12秒﻿ / ﻿北緯35.3485139度 東経139.4886444度﻿ /35.3485139; 139.4886444","","","","","","8021005000208","","","藤沢山","時宗遊行派","","阿弥陀如来","","正中2年（1325年、呑海による開山年）","","",""
"旧相模川橋脚","[旧相模川橋脚（きゅうさがみがわきょうきゃく）〔茅ヶ崎市〕] 旧相模川橋脚 （きゅうさがみがわきょうきゃく）は 神奈川県 茅ヶ崎市 下町屋1丁目にある 中世 の 遺跡 。国の 史跡 および 天然記念物 に指定されている。","https://ja.wikipedia.org/wiki/旧相模川橋脚","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度19分55.8秒 東経139度23分3.4秒","","","","","","","","","","","","","","","","","","",""
"下寺尾官衙遺跡群","[下寺尾官衙遺跡群（しもてらおかんがいせきぐん）〔茅ヶ崎市〕] 下寺尾官衙遺跡群 （しもてらおかんがいせきぐん）は、 神奈川県 茅ヶ崎市 下寺尾にある 官衙 遺跡。国の 史跡 。","https://ja.wikipedia.org/wiki/下寺尾官衙遺跡群","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度21分46秒 東経139度23分48秒","","","","","","","","","","","","","","","","","","",""
"五領ヶ台貝塚","[五領ヶ台貝塚（ごりょうがだいかいづか）〔平塚市〕] 五領ヶ台貝塚 （ごりょうがだいかいづか）は、 神奈川県 平塚市 広川にある 貝塚 の 遺跡 。 1972年 （昭和47年）7月29日に、国の 史跡 に指定された   。","https://ja.wikipedia.org/wiki/五領ヶ台貝塚","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度21分15.5秒 東経139度18分02.5秒","","","","","","","","","","","","","","","","","","",""
"伊勢原八幡台石器時代住居跡","[伊勢原八幡台石器時代住居跡（いせはらはちまんだいせっきじだいじゅうきょあと）〔伊勢原市〕] 伊勢原八幡台石器時代住居跡 （いせはらはちまんだいせっきじだいじゅうきょあと）は、 神奈川県 伊勢原市 八幡台・東大竹にある 縄文時代 中期から後期の集落跡である。1934年12月28日に 国史跡 に指定された。","https://ja.wikipedia.org/wiki/伊勢原八幡台石器時代住居跡","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度23分20秒 東経139度18分31秒","","","","","","","","","","","","","","","","","","",""
"秋葉山古墳群","[秋葉山古墳群（あきばやまこふんぐん）〔海老名市〕] 秋葉山古墳群 （あきばやまこふんぐん）は、 神奈川県 海老名市 にある 古墳群 。 2005年 7月14日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/秋葉山古墳群","関東地方の史跡一覧","https://ja.wikipedia.org/wiki/関東地方の史跡一覧","箇条書き,制限あり","北緯35度28分10秒東経139度24分15秒","神奈川県海老名市上今泉4丁目","北緯35度28分10秒東経139度24分15秒﻿ / ﻿北緯35.46944度 東経139.40417度﻿ /35.46944; 139.40417座標:北緯35度28分10秒東経139度24分15秒﻿ / ﻿北緯35.46944度 東経139.40417度﻿ /35.46944; 139.40417","秋葉山古墳群","第一号墳：全長59m、高さ6.3m","3世紀 - 4世紀","国の史跡（2005年7月14日指定）","前方後円墳3基前方後方墳1基方墳1基","","","土器、鉄鏃","","","","","","","","",""
