"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","主祭神","位置","社格,等","例祭","創建","本殿の,様式","地図","主な神事","別名","札所等","神体","法人番号","国","地方","面積","総人口","人口密度","外部リンク"
"宗像大社","[宗像大社（福岡県宗像市）] 宗像大社 （むなかたたいしゃ）は 福岡県 宗像市 に在る 神社 。 式内社 （ 名神大社 ）、 八神郡 の一つ。旧 社格 は 官幣大社 で、現在は 神社本庁 の 別表神社 。日本各地に七千余ある 宗像神社 、 厳島神社 、および 宗像三女神 を祀る神社の総本社であり、『 日本書紀 』では、一書に曰くとして「 道主貴 」と称される。 玄界灘 に浮かぶ 沖ノ島 を神域とし、沖ノ島で出土した 古代 祭祀 の奉献品の多くは 国宝 に指定されている。 裏伊勢 とも称される。","https://ja.wikipedia.org/wiki/宗像大社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯33度49分51秒東経130度30分51秒","福岡県宗像市田島2331（辺津宮）福岡県宗像市大島1811（中津宮）福岡県宗像市大島沖之島（沖津宮）","田心姫神（沖津宮）湍津姫神（中津宮）市杵島姫神（辺津宮）","北緯33度49分51秒東経130度30分51秒﻿ / ﻿北緯33.83083度 東経130.51417度﻿ /33.83083; 130.51417座標:北緯33度49分51秒東経130度30分51秒﻿ / ﻿北緯33.83083度 東経130.51417度﻿ /33.83083; 130.51417","式内社（名神大）旧官幣大社別表神社","春季大祭4月1日-4月3日秋季大祭（田島放生会）10月1日-3日","不詳（有史以前）","","","","道主貴（みちぬしのむち）","","御霊代は青玉（沖津宮）紫玉（中津宮）八咫鏡（邊津宮）","","","","","","",""
"六県神社 (存在しないページ)","[六県神社（奈良県）（むつがた）]","https://ja.wikipedia.org/w/index.php?title=六県神社&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"村松大神宮 (存在しないページ)","[村松大神宮（茨城県東海村）]","https://ja.wikipedia.org/w/index.php?title=村松大神宮&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"明治神宮","[明治神宮（東京都）] 明治神宮 （めいじじんぐう）は、 東京都 渋谷区 にある 神社 。 旧社格 は官幣大社で、 勅祭社 。","https://ja.wikipedia.org/wiki/明治神宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度40分34秒東経139度41分57秒","東京都渋谷区代々木神園町1番1号","明治天皇昭憲皇太后","北緯35度40分34秒東経139度41分57秒﻿ / ﻿北緯35.67611度 東経139.69917度﻿ /35.67611; 139.69917﻿ (明治神宮)座標:北緯35度40分34秒東経139度41分57秒﻿ / ﻿北緯35.67611度 東経139.69917度﻿ /35.67611; 139.69917﻿ (明治神宮)","","11月3日（明治天皇御誕生日）","大正9年（1920年）","","明治神宮東京都区部の地図を表示明治神宮日本の地図を表示","","","","","","","","","","",""
"売布神社 (宝塚市)","[賣布神社（兵庫県宝塚市）] 売布神社 （めふじんじゃ、賣布神社）は、 兵庫県 宝塚市 売布山手町にある 神社 。 式内社 で、 旧社格 は 郷社 。","https://ja.wikipedia.org/wiki/売布神社_(宝塚市)","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度49分02秒東経135度21分30秒","兵庫県宝塚市売布山手町1-1","下照姫神","北緯34度49分02秒東経135度21分30秒﻿ / ﻿北緯34.81722度 東経135.35833度﻿ /34.81722; 135.35833座標:北緯34度49分02秒東経135度21分30秒﻿ / ﻿北緯34.81722度 東経135.35833度﻿ /34.81722; 135.35833","式内社（小）旧郷社","10月19日","（伝）推古天皇18年（605年）","流造","売布神社","","","","","","","","","","",""
"茂宇気神社","[茂宇気神社（鳥取県鳥取市）；（もうけ）] 茂宇気神社 （もうけじんじゃ）は、 鳥取県 鳥取市 鹿野町 河内にある 神社 。祭神は 天照大神 である。 旧社格 は村社。","https://ja.wikipedia.org/wiki/茂宇気神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度25分35.6秒東経134度0分53秒","鳥取県鳥取市鹿野町河内","天照大神","北緯35度25分35.6秒東経134度0分53秒﻿ / ﻿北緯35.426556度 東経134.01472度﻿ /35.426556; 134.01472座標:北緯35度25分35.6秒東経134度0分53秒﻿ / ﻿北緯35.426556度 東経134.01472度﻿ /35.426556; 134.01472","村社、神饌幣帛料供進神社","10月17日","","","","","","","","","","","","","",""
"百舌鳥八幡宮","[百舌鳥八幡宮（大阪府堺市）] 百舌鳥八幡宮 （もずはちまんぐう）は、 大阪府 堺市 北区 にある 神社 。旧 社格 は 府社 。約1万坪の境内の中には大阪府の 天然記念物 に指定されている樹齢約800年の巨大な クス が茂る。","https://ja.wikipedia.org/wiki/百舌鳥八幡宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度33分14.9秒東経135度29分41秒","大阪府堺市北区百舌鳥赤畑町5-706","応神天皇神功皇后仲哀天皇","北緯34度33分14.9秒東経135度29分41秒﻿ / ﻿北緯34.554139度 東経135.49472度﻿ /34.554139; 135.49472﻿ (百舌鳥八幡宮)座標:北緯34度33分14.9秒東経135度29分41秒﻿ / ﻿北緯34.554139度 東経135.49472度﻿ /34.554139; 135.49472﻿ (百舌鳥八幡宮)","旧府社","月見祭","欽明天皇時代（532年-571年）","三間社流造","百舌鳥八幡宮大阪府の地図を表示百舌鳥八幡宮大阪市の地図を表示","","","","","","","","","","",""
"籠神社","[元伊勢籠神社（京都府）：⇒籠神社] 籠神社 （このじんじゃ）は、 京都府 宮津市 大垣にある 神社 。 式内社 （ 名神大社 ）、 丹後国 一宮 。 旧社格 は 国幣中社 で、現在は 神社本庁 の 別表神社 。","https://ja.wikipedia.org/wiki/籠神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度34分58.13秒東経135度11分48.01秒","京都府宮津市字大垣430","彦火明命","北緯35度34分58.13秒東経135度11分48.01秒﻿ / ﻿北緯35.5828139度 東経135.1966694度﻿ /35.5828139; 135.1966694座標:北緯35度34分58.13秒東経135度11分48.01秒﻿ / ﻿北緯35.5828139度 東経135.1966694度﻿ /35.5828139; 135.1966694","式内社（名神大）丹後国一宮旧国幣中社別表神社","4月24日（葵祭）","不詳（有史以前）","神明造","","","元伊勢籠神社・内宮元宮・籠守大権現","神仏霊場巡拝の道第131番（京都第51番）","","","","","","","",""
"元郷氷川神社","[元郷氷川神社（埼玉県川口市）] 元郷氷川神社 （もとごうひかわじんじゃ）は、 埼玉県 川口市 元郷 1丁目の住宅街に鎮座する 神社 であり、 旧社格 は村社。","https://ja.wikipedia.org/wiki/元郷氷川神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度48分1秒東経139度44分4.3秒","埼玉県川口市元郷1-30-2","素盞嗚尊市杵島姫命","北緯35度48分1秒東経139度44分4.3秒﻿ / ﻿北緯35.80028度 東経139.734528度﻿ /35.80028; 139.734528﻿ (元郷氷川神社)座標:北緯35度48分1秒東経139度44分4.3秒﻿ / ﻿北緯35.80028度 東経139.734528度﻿ /35.80028; 139.734528﻿ (元郷氷川神社)","村社","10月第3土・日曜日","室町時代","","","","元郷氷川神社","","","","","","","","",""
"還来神社","[還来神社（滋賀県大津市）] 還来神社 （もどろぎじんじゃ）は、 滋賀県 大津市 伊香立途中町にある 神社 である。","https://ja.wikipedia.org/wiki/還来神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度09分37.5秒東経135度51分59.3秒","滋賀県大津市伊香立途中町518","藤原旅子霊","北緯35度09分37.5秒東経135度51分59.3秒﻿ / ﻿北緯35.160417度 東経135.866472度﻿ /35.160417; 135.866472","旧村社","5月6日","不詳","一間社流造","","","","","","","","","","","",""
"物部神社","[物部神社（島根県ほか）] 物部神社 （もののべじんじゃ）は、 古代 日本 の 物部氏 に由来する 神社 。この名前を持つ神社は 東日本 から 西日本 にわたる広い範囲にわたって分布している。その多くは、物部氏の初代の 宇麻志摩遅命 や 祖神 である 饒速日命 を主祭神としている。","https://ja.wikipedia.org/wiki/物部神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"盛岡八幡宮","[盛岡八幡宮（岩手県盛岡市）] 盛岡八幡宮 （もりおかはちまんぐう）は、 岩手県 盛岡市 にある 神社 である。 旧社格 は 県社 で、現在は 神社本庁 の 別表神社 に加列されている。盛岡の 総鎮守 とされ、神事の チャグチャグ馬コ 、例祭の 山車 行事（ 盛岡山車 ）、 流鏑馬 神事で知られる。","https://ja.wikipedia.org/wiki/盛岡八幡宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯39度41分43.5秒東経141度9分50.1秒","岩手県盛岡市八幡町13-1","誉田別命(応神天皇、八幡神)を主祭神とし、他に・春日大神・白山大神を祀る。","北緯39度41分43.5秒東経141度9分50.1秒﻿ / ﻿北緯39.695417度 東経141.163917度﻿ /39.695417; 141.163917﻿ (盛岡八幡宮)座標:北緯39度41分43.5秒東経141度9分50.1秒﻿ / ﻿北緯39.695417度 東経141.163917度﻿ /39.695417; 141.163917﻿ (盛岡八幡宮)","県社・別表神社","9月15日（南部流流鏑馬神事）","康平5年（1062年）","","盛岡八幡宮","チャグチャグ馬コ（6月第2土曜日）","","","","","","","","","",""
"桃太郎神社 (犬山市)","[桃太郎神社（愛知県犬山市）] 桃太郎神社 （ももたろうじんじゃ）は、 愛知県 犬山市 栗栖（くりす）にある 神社 。犬山市には桃太郎伝説が存在する。","https://ja.wikipedia.org/wiki/桃太郎神社_(犬山市)","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度24分18.92秒東経136度57分58.31秒","愛知県犬山市栗栖字古屋敷","大神実命","北緯35度24分18.92秒東経136度57分58.31秒﻿ / ﻿北緯35.4052556度 東経136.9661972度﻿ /35.4052556; 136.9661972﻿ (桃太郎神社)座標:北緯35度24分18.92秒東経136度57分58.31秒﻿ / ﻿北緯35.4052556度 東経136.9661972度﻿ /35.4052556; 136.9661972﻿ (桃太郎神社)","","5月5日","","","","","","","","","","","","","",""
"守山八幡宮","[守山八幡宮（熊本県宇城市）] 守山八幡宮 （もりやまはちまんぐう）は、 熊本県 宇城市 小川町南部田にある 神社 である。旧 社格 は 郷社 。","https://ja.wikipedia.org/wiki/守山八幡宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯32度35分42秒東経130度42分54秒","熊本県宇城市小川町南部田1108","応神天皇神功皇后姫大神","北緯32度35分42秒東経130度42分54秒﻿ / ﻿北緯32.594923度 東経130.715042度﻿ /32.594923; 130.715042座標:北緯32度35分42秒東経130度42分54秒﻿ / ﻿北緯32.594923度 東経130.715042度﻿ /32.594923; 130.715042","郷社","10月15日","1051年（永承6年）","","","","","","","","","","","","",""
"八咫烏神社","[八咫烏神社（奈良県宇陀市）] 八咫烏神社 （やたがらすじんじゃ）は、 奈良県 宇陀市 にある 神社 。『 延喜式神名帳 』記載の 式内小社 。 旧社格 は県社。","https://ja.wikipedia.org/wiki/八咫烏神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度30分10.8秒東経135度56分47.2秒","奈良県宇陀市榛原高塚42","建角身命","北緯34度30分10.8秒東経135度56分47.2秒﻿ / ﻿北緯34.503000度 東経135.946444度﻿ /34.503000; 135.946444﻿ (八咫烏神社)座標:北緯34度30分10.8秒東経135度56分47.2秒﻿ / ﻿北緯34.503000度 東経135.946444度﻿ /34.503000; 135.946444﻿ (八咫烏神社)","式内社（小）旧県社","11月3日","慶雲2年（705年）","春日造","","","","","","","","","","","",""
"八重垣神社","[八重垣神社（島根県松江市）] 八重垣神社 （やえがきじんじゃ）は、 島根県 松江市 にある 神社 である。旧称 佐久佐神社 （さくさじんじゃ）。式内社（論社）で、旧 社格 は 県社 。 意宇六社 の一社。 出雲國神仏霊場 第十四番。 素盞嗚尊 と 櫛稲田姫 の故事から縁結びの神社として信仰を集める。","https://ja.wikipedia.org/wiki/八重垣神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度25分44.5秒東経133度4分25.3秒","島根県松江市佐草町227","素盞嗚尊櫛稲田姫大己貴命青幡佐久佐日古命","北緯35度25分44.5秒東経133度4分25.3秒﻿ / ﻿北緯35.429028度 東経133.073694度﻿ /35.429028; 133.073694﻿ (八重垣神社)座標:北緯35度25分44.5秒東経133度4分25.3秒﻿ / ﻿北緯35.429028度 東経133.073694度﻿ /35.429028; 133.073694﻿ (八重垣神社)","式内社（小）旧県社別表神社","10月20日","","大社造","","身隠神事（5月3日）還幸祭（12月15日）","","出雲國神仏霊場14番","","","","","","","",""
"夜支布山口神社 (存在しないページ)","[夜支布山口神社（奈良県）（やぎうやまぐち）]","https://ja.wikipedia.org/w/index.php?title=夜支布山口神社&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"八重山神社","[八重山神社（島根県雲南市）] 八重山神社 （やえやまじんじゃ）は、 島根県 雲南市 にある 神社 である。 松江藩 主により建立されたと言われ、 氏子 のいない神社であり、牛馬の守護神として崇敬される。","https://ja.wikipedia.org/wiki/八重山神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯35度8分38.28秒東経132度48分4.09秒","島根県雲南市掛合町入間50","主祭神：伊邪那美命天照皇大神建速須佐之男命速玉之男命母事解之男神神大市比売命大山祇神","北緯35度8分38.28秒東経132度48分4.09秒﻿ / ﻿北緯35.1439667度 東経132.8011361度﻿ /35.1439667; 132.8011361","","","","","","例大祭（4月13日）豊饒祭（9月13日）月並祭（月13日）","","","","","","","","","",""
