"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","法人番号","文化財","宗派","創建年","本尊","山号","面積","開基","札所等","正式名","寺格","分類","別称","運営者","公式サイト","開山","公式HP"
"虹の松原","[虹の松原（唐津市）] 虹の松原 （にじのまつばら）は、 佐賀県 唐津市 の 唐津湾 沿岸に広がる 松原 。","https://ja.wikipedia.org/wiki/虹の松原","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"九年庵","[九年庵（旧伊丹氏別邸）庭園（神埼市）] 九年庵 （くねんあん）は 佐賀県 神埼市 神埼町的仁比山にある  数寄屋造り の  邸宅および 日本庭園 である。","https://ja.wikipedia.org/wiki/九年庵","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"雲仙市","[温泉岳（雲仙市） -雲仙岳のこと] ","https://ja.wikipedia.org/wiki/雲仙市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度50分6.7秒東経130度11分15.1秒","〒859-1107長崎県雲仙市吾妻町牛口名714番地北緯32度50分6.7秒東経130度11分15.1秒﻿ / ﻿北緯32.835194度 東経130.187528度﻿ /32.835194; 130.187528座標:北緯32度50分6.7秒東経130度11分15.1秒﻿ / ﻿北緯32.835194度 東経130.187528度﻿ /32.835194; 130.187528","","7000020422134","","","","","","214.31km2","","","","","","","","","",""
"石田城","[石田城五島氏庭園（五島市）] 石田城 （いしだじょう）は 長崎県 五島市 池田町にあった 日本の城 。城跡は長崎県指定史跡。城内に残る五島氏庭園は国の 名勝 に指定されている。福江城とも記される。","https://ja.wikipedia.org/wiki/石田城","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度41分36.5秒東経128度50分47.5秒","","北緯32度41分36.5秒東経128度50分47.5秒﻿ / ﻿北緯32.693472度 東経128.846528度﻿ /32.693472; 128.846528","","","","","","","","","","","","","","","","",""
"大村市","[旧円融寺庭園（大村市）] ","https://ja.wikipedia.org/wiki/大村市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","〒856-8686長崎県大村市玖島一丁目25番地","","5000020422053","","","","","","126.64km2","","","","","","","","","",""
"金石城","[旧金石城庭園（対馬市）] 金石城 （かねいしじょう）は、 長崎県 対馬市 厳原町 にあった 城 である。市街を挟んで北東隣の 桟原城 （さじきばらじょう）とあわせて厳原城（いずはらじょう）ともいう  。","https://ja.wikipedia.org/wiki/金石城","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯34度12分15.1秒東経129度17分10.0秒","","北緯34度12分15.1秒東経129度17分10.0秒﻿ / ﻿北緯34.204194度 東経129.286111度﻿ /34.204194; 129.286111","","","","","","","","","","","","","","","","",""
"平戸市","[棲霞園及び梅ヶ谷津偕楽園（平戸市）] ","https://ja.wikipedia.org/wiki/平戸市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯33度22分5秒東経129度33分13.4秒","〒859-5192長崎県平戸市岩の上町1508番地の第3北緯33度22分5秒東経129度33分13.4秒﻿ / ﻿北緯33.36806度 東経129.553722度﻿ /33.36806; 129.553722﻿ (平戸市)座標:北緯33度22分5秒東経129度33分13.4秒﻿ / ﻿北緯33.36806度 東経129.553722度﻿ /33.36806; 129.553722﻿ (平戸市)","","4000020422070","","","","","","235.09km2","","","","","","","","","",""
"三井楽","[三井楽（みみらくのしま）（五島市）] 三井楽 （みみらくのしま）は、 長崎県 五島市 三井楽町 の海岸域及び海域であり、日本国指定の 名勝 （2014年10月6日指定）である。また、 日本遺産 「国境の島 壱岐・対馬・五島～古代からの架け橋～」の構成資産でもある  。","https://ja.wikipedia.org/wiki/三井楽","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"松浜軒","[旧熊本藩八代城主浜御茶屋（松浜軒）庭園（八代市）] 松浜軒 （松濱軒、しょうひんけん）は 熊本県 八代市 北の丸町にある、 肥後 熊本藩 細川氏 の筆頭 家老 で 八代城 代  であった 松井家 の邸宅と庭園。別名： 浜の茶屋 。国の 名勝 に指定されている。名勝としての指定名称は 旧熊本藩八代城主浜御茶屋（松浜軒）庭園 。","https://ja.wikipedia.org/wiki/松浜軒","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"不知火 (妖怪)","[不知火及び水島（八代市・宇城市）] 不知火 （しらぬい）は、 九州 に伝わる 怪火 の一種。旧暦7月の 晦日 の風の弱い 新月 の夜などに、 八代海 や 有明海 に現れるという  。なお、現在も見え、 大気光学現象 の一つとされている。","https://ja.wikipedia.org/wiki/不知火_(妖怪)","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"水前寺成趣園","[水前寺成趣園（熊本市）] 水前寺成趣園 （すいぜんじじょうじゅえん）は、 熊本県 熊本市 中央区 にある 大名庭園 。面積約7万3000平方メートル。通称は 水前寺公園 。豊富な阿蘇伏流水が湧出して作った池を中心にした桃山式回遊庭園で、築山や浮石、芝生、松などの植木で 東海道五十三次 の景勝を模したといわれる。","https://ja.wikipedia.org/wiki/水前寺成趣園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"阿蘇山","[米塚及び草千里ヶ浜（阿蘇市・阿蘇郡南阿蘇村）] 阿蘇山 （あそさん）は、 日本 の 九州 中央部、 熊本県 阿蘇地方に位置する 火山 。 カルデラ を伴う大型の 複成火山 であり、 活火山 である。","https://ja.wikipedia.org/wiki/阿蘇山","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度53分3秒東経131度6分14秒","日本熊本県","北緯32度53分3秒東経131度6分14秒﻿ / ﻿北緯32.88417度 東経131.10389度﻿ /32.88417; 131.10389座標:北緯32度53分3秒東経131度6分14秒﻿ / ﻿北緯32.88417度 東経131.10389度﻿ /32.88417; 131.10389","","","","","","","","","","","","","","","","",""
"上天草市","[千巌山および高舞登山（上天草市）] ","https://ja.wikipedia.org/wiki/上天草市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度35分14.7秒東経130度25分49.5秒","〒869-3692熊本県上天草市大矢野町上1514番地北緯32度35分14.7秒東経130度25分49.5秒﻿ / ﻿北緯32.587417度 東経130.430417度﻿ /32.587417; 130.430417﻿ (上天草市)座標:北緯32度35分14.7秒東経130度25分49.5秒﻿ / ﻿北緯32.587417度 東経130.430417度﻿ /32.587417; 130.430417﻿ (上天草市)","","2000020432121","","","","","","126.94km2","","","","","","","","","",""
"妙見浦","[妙見浦（天草市）] 妙見浦 （みょうけんうら / みょうけんがうら）は、 熊本県 の 天草諸島 天草下島 西岸、 天草灘 沿岸に発達する海岸。 天草市 に属する。風光明媚な景勝地で、国の 名勝 及び 天然記念物 （1935年指定）。 雲仙天草国立公園 に属する。","https://ja.wikipedia.org/wiki/妙見浦","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"龍ヶ岳","[竜ヶ岳（上天草市）] 龍ヶ岳 （りゅうがたけ）は 熊本県 上天草市 龍ヶ岳町 にある山。標高469.3メートル  。","https://ja.wikipedia.org/wiki/龍ヶ岳","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度24分11.9秒東経130度22分43.1秒","熊本県上天草市龍ヶ岳町大道","北緯32度24分11.9秒東経130度22分43.1秒﻿ / ﻿北緯32.403306度 東経130.378639度﻿ /32.403306; 130.378639座標:北緯32度24分11.9秒東経130度22分43.1秒﻿ / ﻿北緯32.403306度 東経130.378639度﻿ /32.403306; 130.378639","","","","","","","","","","","","","","","","",""
"別府の地獄","[別府の地獄（別府市）] 別府地獄めぐり （べっぷじごくめぐり）は、 大分県 別府市 の 別府温泉 に多数存在する様々な奇観を呈する自然湧出の 源泉 「 地獄 」を、 定期観光バス などで周遊する定番の 観光 コースである。また、これらの地獄の総称としても使われる。 海地獄 、 血の池地獄 、 白池地獄 、 龍巻地獄 は、 2009年 （平成21年）7月23日に、 別府の地獄 として国の 名勝 に指定されている   。","https://ja.wikipedia.org/wiki/別府の地獄","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"耶馬渓","[耶馬渓（日田市・宇佐市・中津市・玖珠郡）] 座標 : .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap} 北緯33度26分24秒 東経131度8分29秒 ﻿ / ﻿ 北緯33.44000度 東経131.14139度 ﻿ / 33.44000; 131.14139","https://ja.wikipedia.org/wiki/耶馬渓","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"旧久留島氏庭園","[旧久留島氏庭園（玖珠郡玖珠町） -森陣屋を参照] 森陣屋 （もりじんや）は、 大分県 玖珠郡 玖珠町 （ 豊後国 ）にあった 陣屋 である。 豊後 森藩 の藩庁が置かれていた。 久留島陣屋 とも言われる。","https://ja.wikipedia.org/wiki/旧久留島氏庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"国東の耶馬","[天念寺耶馬及び無動寺耶馬（豊後高田市）] 国東の耶馬 （くにさきのやば）では、 大分県 の 国東半島 一帯（ 豊後高田市 、 国東市 、 杵築市 ）に存在する「～耶馬」と称される岩峰群について説明する。","https://ja.wikipedia.org/wiki/国東の耶馬","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中山仙境","[中山仙境（夷谷）（豊後高田市）] 夷谷 （えびすだに）は、 大分県 豊後高田市 夷にある 渓谷  。","https://ja.wikipedia.org/wiki/中山仙境","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"国東の耶馬","[文殊耶馬（国東市）] 国東の耶馬 （くにさきのやば）では、 大分県 の 国東半島 一帯（ 豊後高田市 、 国東市 、 杵築市 ）に存在する「～耶馬」と称される岩峰群について説明する。","https://ja.wikipedia.org/wiki/国東の耶馬","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"尾鈴山","[尾鈴山瀑布群（児湯郡都農町）] 尾鈴山 （おすずやま、御鈴山）は、 九州 南部に広がる 九州山地 の東部に位置する 山 であり、 宮崎県 都農町 と 木城町 にまたがる。","https://ja.wikipedia.org/wiki/尾鈴山","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度17分57秒東経131度25分34秒","日本宮崎県都農町・木城町","北緯32度17分57秒東経131度25分34秒﻿ / ﻿北緯32.29917度 東経131.42611度﻿ /32.29917; 131.42611座標:北緯32度17分57秒東経131度25分34秒﻿ / ﻿北緯32.29917度 東経131.42611度﻿ /32.29917; 131.42611","","","","","","","","","","","","","","","","",""
"高千穂峡","[五箇瀬川峡谷（高千穂峡谷）（西臼杵郡高千穂町）] 真名井の滝 （まないのたき）は、高千穂峡の川幅が狭まった部分に流れ落ちる 滝 である。 日本の滝百選 の一つ。","https://ja.wikipedia.org/wiki/高千穂峡","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯32度42分3秒東経131度18分2秒","宮崎県高千穂町","北緯32度42分3秒東経131度18分2秒﻿ / ﻿北緯32.70083度 東経131.30056度﻿ /32.70083; 131.30056","","","","","","","","","","","","","","","","",""
