"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"粟島（大阪屋ショップ前）駅","[粟島（大阪屋ショップ前）駅（あわじま（おおさかやショップまえ）えき）] 粟島（大阪屋ショップ前）駅 （あわじま（おおさかやしょっぷまえ）えき）は、 富山県 富山市 粟島町3丁目20番地にある、 富山地方鉄道 富山港線 の 駅 である。 駅番号 は C31 。","https://ja.wikipedia.org/wiki/粟島（大阪屋ショップ前）駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度43分9.5秒東経137度13分29.3秒","■富山港線","2.9 km（富山駅起点）","富山地方鉄道","地上駅","2006年（平成18年）4月29日","2面2線","富山県富山市粟島町北緯36度43分9.5秒東経137度13分29.3秒﻿ / ﻿北緯36.719306度 東経137.224806度﻿ /36.719306; 137.224806﻿ (粟島（大阪屋ショップ前）駅)座標:北緯36度43分9.5秒東経137度13分29.3秒﻿ / ﻿北緯36.719306度 東経137.224806度﻿ /36.719306; 137.224806﻿ (粟島（大阪屋ショップ前）駅)","","","C31","","340人/日-2019年-","","","","","","",""
"阿波橘駅","[阿波橘駅（あわたちばなえき）] 阿波橘駅 （あわたちばなえき）は、 徳島県 阿南市 津乃峰町 東分にある 四国旅客鉄道 （JR四国） 牟岐線 の 駅 である。駅番号は M14 。特急「 むろと 」1往復（1・2号）を含む全列車が停車する。","https://ja.wikipedia.org/wiki/阿波橘駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度53分18.96秒東経134度39分6.04秒","■牟岐線","28.6 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1936年（昭和11年）3月27日","1面1線","徳島県阿南市津乃峰町東分北緯33度53分18.96秒東経134度39分6.04秒﻿ / ﻿北緯33.8886000度 東経134.6516778度﻿ /33.8886000; 134.6516778座標:北緯33度53分18.96秒東経134度39分6.04秒﻿ / ﻿北緯33.8886000度 東経134.6516778度﻿ /33.8886000; 134.6516778","無人駅","タチ","○M14","","174人/日-2019年-","","","","","","",""
"粟津駅 (石川県)","[粟津駅 (石川県)（あわづえき・西日本旅客鉄道北陸本線）] 粟津駅 （あわづえき）は、 石川県 小松市 符津町にある、 西日本旅客鉄道 （JR西日本） 北陸本線 の 駅 である。","https://ja.wikipedia.org/wiki/粟津駅_(石川県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度21分20.03秒東経136度25分28.66秒","■北陸本線","142.4 km（米原起点）","西日本旅客鉄道（JR西日本）*","地上駅","1907年（明治40年）11月16日","2面4線","石川県小松市符津町ヰ2-1-8北緯36度21分20.03秒東経136度25分28.66秒﻿ / ﻿北緯36.3555639度 東経136.4246278度﻿ /36.3555639; 136.4246278座標:北緯36度21分20.03秒東経136度25分28.66秒﻿ / ﻿北緯36.3555639度 東経136.4246278度﻿ /36.3555639; 136.4246278","業務委託駅みどりの窓口有","アワ","","1,291人/日（降車客含まず）-2019年-","","","","","","","",""
"粟津駅 (滋賀県)","[粟津駅 (滋賀県)（あわづえき・京阪石山坂本線）] 粟津駅 （あわづえき）は、 滋賀県 大津市 別保一丁目にある、 京阪電気鉄道 石山坂本線 の 駅 。 駅番号 は OT04 。","https://ja.wikipedia.org/wiki/粟津駅_(滋賀県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度59分6.12秒東経135度53分43.68秒","▼石山坂本線","2.8 km（石山寺起点）","京阪電気鉄道","地上駅","1913年（大正2年）5月1日","2面2線","滋賀県大津市別保一丁目7番6号北緯34度59分6.12秒東経135度53分43.68秒﻿ / ﻿北緯34.9850333度 東経135.8954667度﻿ /34.9850333; 135.8954667座標:北緯34度59分6.12秒東経135度53分43.68秒﻿ / ﻿北緯34.9850333度 東経135.8954667度﻿ /34.9850333; 135.8954667","* 開業当時の駅名は別保駅","","OT  04","669人/日（降車客含まず）-2019年-","1,372人/日-2019年-","","","","","","",""
"阿波富田駅","[阿波富田駅（あわとみだえき）] 阿波富田駅 （あわとみだえき）は、 徳島県 徳島市 かちどき橋 一丁目にある 四国旅客鉄道 （JR四国） 牟岐線 の 駅 である。駅番号は M01 。","https://ja.wikipedia.org/wiki/阿波富田駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度3分50.91秒東経134度33分20.70秒","■牟岐線","1.4 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅（盛土上）","1986年（昭和61年）11月1日","1面1線","徳島県徳島市かちどき橋一丁目北緯34度3分50.91秒東経134度33分20.70秒﻿ / ﻿北緯34.0641417度 東経134.5557500度﻿ /34.0641417; 134.5557500座標:北緯34度3分50.91秒東経134度33分20.70秒﻿ / ﻿北緯34.0641417度 東経134.5557500度﻿ /34.0641417; 134.5557500","無人駅","トミ","○M01","451人/日（降車客含まず）-2018年-","902人/日-2018年-","","","","","","",""
"阿波中島駅","[阿波中島駅（あわなかしまえき）] 阿波中島駅 （あわなかしまえき）は、 徳島県 阿南市 那賀川町赤池 にある、 四国旅客鉄道 （JR四国） 牟岐線 の 駅 。駅番号は M11 。","https://ja.wikipedia.org/wiki/阿波中島駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度56分27.57秒東経134度39分54.34秒","■牟岐線","21.8 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1936年（昭和11年）3月27日","1面1線","徳島県阿南市那賀川町赤池169北緯33度56分27.57秒東経134度39分54.34秒﻿ / ﻿北緯33.9409917度 東経134.6650944度﻿ /33.9409917; 134.6650944座標:北緯33度56分27.57秒東経134度39分54.34秒﻿ / ﻿北緯33.9409917度 東経134.6650944度﻿ /33.9409917; 134.6650944","無人駅","ナカ","○M11","","420人/日-2019年-","","","","","","",""
"粟野駅","[粟野駅（あわのえき）] 粟野駅 （あわのえき）は、 福井県 敦賀市 野坂に所在する、 西日本旅客鉄道 （JR西日本） 小浜線 の 駅 である。","https://ja.wikipedia.org/wiki/粟野駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度37分3.42秒東経136度1分35.88秒","■小浜線","7.7 km（敦賀起点）","西日本旅客鉄道（JR西日本）","地上駅","1917年（大正6年）12月15日","1面2線","福井県敦賀市野坂北緯35度37分3.42秒東経136度1分35.88秒﻿ / ﻿北緯35.6176167度 東経136.0266333度﻿ /35.6176167; 136.0266333座標:北緯35度37分3.42秒東経136度1分35.88秒﻿ / ﻿北緯35.6176167度 東経136.0266333度﻿ /35.6176167; 136.0266333","無人駅","アノ","","74人/日（降車客含まず）-2019年-","","","","","","","",""
"阿波半田駅","[阿波半田駅（あわはんだえき）] 阿波半田駅 （あわはんだえき）は、 徳島県 美馬郡 つるぎ町 半田字中藪にある、 四国旅客鉄道 （JR四国） 徳島線 の 駅 である。駅番号は B19 。標高70.0 m  。","https://ja.wikipedia.org/wiki/阿波半田駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度2分27.15秒東経134度2分9.25秒","■徳島線","17.2 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1914年（大正3年）3月25日","1面1線","徳島県美馬郡つるぎ町半田字中藪406北緯34度2分27.15秒東経134度2分9.25秒﻿ / ﻿北緯34.0408750度 東経134.0359028度﻿ /34.0408750; 134.0359028座標:北緯34度2分27.15秒東経134度2分9.25秒﻿ / ﻿北緯34.0408750度 東経134.0359028度﻿ /34.0408750; 134.0359028","簡易委託駅","ハン","○B19","88人/日（降車客含まず）-2014年-","","","","","","","",""
"阿波福井駅","[阿波福井駅（あわふくいえき）] 阿波福井駅 （あわふくいえき）は、 徳島県 阿南市 福井町 中連にある、 四国旅客鉄道 （JR四国） 牟岐線 の 駅 である。駅番号は M17 。","https://ja.wikipedia.org/wiki/阿波福井駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度49分27.03秒東経134度36分19.34秒","■牟岐線","38.9 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1937年（昭和12年）6月27日","1面1線","徳島県阿南市福井町中連北緯33度49分27.03秒東経134度36分19.34秒﻿ / ﻿北緯33.8241750度 東経134.6053722度﻿ /33.8241750; 134.6053722座標:北緯33度49分27.03秒東経134度36分19.34秒﻿ / ﻿北緯33.8241750度 東経134.6053722度﻿ /33.8241750; 134.6053722","無人駅","フイ","○M17","","76人/日-2019年-","","","","","","",""
"阿波山川駅","[阿波山川駅（あわやまかわえき）] 阿波山川駅 （あわやまかわえき）は、 徳島県 吉野川市 山川町 湯立にある、 四国旅客鉄道 （JR四国） 徳島線 の 駅 である。駅番号は B14 。全 特急列車 が停車する。","https://ja.wikipedia.org/wiki/阿波山川駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度3分18.75秒東経134度14分1.47秒","■徳島線","37.7 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1900年（明治33年）8月7日","1面1線","徳島県吉野川市山川町湯立北緯34度3分18.75秒東経134度14分1.47秒﻿ / ﻿北緯34.0552083度 東経134.2337417度﻿ /34.0552083; 134.2337417座標:北緯34度3分18.75秒東経134度14分1.47秒﻿ / ﻿北緯34.0552083度 東経134.2337417度﻿ /34.0552083; 134.2337417","無人駅（自動券売機 有）*1957年に湯立駅から改称。","アヤ","○B14","381人/日（降車客含まず）-2014年-","","","","","","","",""
"芦原温泉駅","[芦原温泉駅（あわらおんせんえき）] 芦原温泉駅 （あわらおんせんえき）は、 福井県 あわら市 春宮にある、 西日本旅客鉄道 （JR西日本）・ 日本貨物鉄道 （JR貨物） 北陸本線 の 駅 である。","https://ja.wikipedia.org/wiki/芦原温泉駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度12分52秒東経136度14分6秒","■北陸本線***","117.6 km（米原起点）","西日本旅客鉄道（JR西日本）**日本貨物鉄道（JR貨物）","地上駅（橋上駅）","1897年（明治30年）9月20日","2面3線","福井県あわら市春宮一丁目12-15北緯36度12分52秒東経136度14分6秒﻿ / ﻿北緯36.21444度 東経136.23500度﻿ /36.21444; 136.23500座標:北緯36度12分52秒東経136度14分6秒﻿ / ﻿北緯36.21444度 東経136.23500度﻿ /36.21444; 136.23500","直営駅みどりの窓口有","ワラ","","1,690人/日（降車客含まず）-2019年-","","","","","","","",""
"あわら湯のまち駅","[あわら湯のまち駅（あわらゆのまちえき）] あわら湯のまち駅 （あわらゆのまちえき）は、 福井県 あわら市 二面にある、 えちぜん鉄道 三国芦原線 の 駅 。 駅番号 は E40 。","https://ja.wikipedia.org/wiki/あわら湯のまち駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度13分23秒東経136度11分37秒","■三国芦原線","20.0km（福井口起点）福井から21.5 km","えちぜん鉄道","地上駅","1911年（明治44年）12月15日*","相対式2面2線","福井県あわら市二面33-1-5北緯36度13分23秒東経136度11分37秒﻿ / ﻿北緯36.22306度 東経136.19361度﻿ /36.22306; 136.19361座標:北緯36度13分23秒東経136度11分37秒﻿ / ﻿北緯36.22306度 東経136.19361度﻿ /36.22306; 136.19361","有人駅*三国線芦原駅の開業日","ワラ（国鉄駅）","○E40","","498人/日-2018年-","","","","","","",""
"安城駅","[安城駅（あんじょうえき）] 安城駅 （あんじょうえき）は、 愛知県 安城市 御幸本町 にある、 東海旅客鉄道 （JR東海） 東海道本線 の 駅 である。新幹線三河安城駅、名鉄の新安城駅、北安城駅、南安城駅との区分の為、「JR安城駅」と呼ばれることが多い。 駅番号 は CA54 。","https://ja.wikipedia.org/wiki/安城駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度57分35.949秒東経137度5分13.776秒","CA東海道本線（名古屋地区）","333.7 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）","1891年（明治24年）6月16日","3面4線","愛知県安城市御幸本町1-1北緯34度57分35.949秒東経137度5分13.776秒﻿ / ﻿北緯34.95998583度 東経137.08716000度﻿ /34.95998583; 137.08716000座標:北緯34度57分35.949秒東経137度5分13.776秒﻿ / ﻿北緯34.95998583度 東経137.08716000度﻿ /34.95998583; 137.08716000","駅長配置駅（管理駅）JR全線きっぷうりば有","アン","CA  54 ","11,624人/日（降車客含まず）-2019年-","","","","","","","",""
"安針塚駅","[安針塚駅（あんじんづかえき）] 安針塚駅 （あんじんづかえき）は、 神奈川県 横須賀市 長浦町二丁目にある、 京浜急行電鉄 本線 の 駅 である。 駅番号 は KK56 。","https://ja.wikipedia.org/wiki/安針塚駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度17分12.3秒東経139度38分34.6秒","■本線","47.1 km（品川起点）","京浜急行電鉄","高架駅","1934年（昭和9年）10月1日","2面2線","神奈川県横須賀市長浦町2-32北緯35度17分12.3秒東経139度38分34.6秒﻿ / ﻿北緯35.286750度 東経139.642944度﻿ /35.286750; 139.642944﻿ (安針塚駅)座標:北緯35度17分12.3秒東経139度38分34.6秒﻿ / ﻿北緯35.286750度 東経139.642944度﻿ /35.286750; 139.642944﻿ (安針塚駅)","1940年、軍需部前駅より改称","","KK56","","4,671人/日-2019年-","","","","","","",""
"安善駅","[安善駅（あんぜんえき）] 安善駅 （あんぜんえき）は、 神奈川県 横浜市 鶴見区 安善町 一丁目にある、 東日本旅客鉄道 （JR東日本）・ 日本貨物鉄道 （JR貨物） 鶴見線 の 駅 である。 駅番号 は JI 06 。","https://ja.wikipedia.org/wiki/安善駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度29分58.8秒東経139度42分2.4秒","■鶴見線（本線）","3.5 km（鶴見起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）","地上駅","1930年（昭和5年）10月28日","1面2線","横浜市鶴見区安善町一丁目北緯35度29分58.8秒東経139度42分2.4秒﻿ / ﻿北緯35.499667度 東経139.700667度﻿ /35.499667; 139.700667座標:北緯35度29分58.8秒東経139度42分2.4秒﻿ / ﻿北緯35.499667度 東経139.700667度﻿ /35.499667; 139.700667","無人駅（自動券売機 有）横浜市内駅","アセ","JI06","1,625人/日（降車客含まず）-2008年-","","","","","","","",""
