"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","所在地","駅構造","開業年月日","ホーム","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","標高","標高差","最長滑走距離","最大傾斜"
"電鉄石田駅","電鉄石田駅（でんてついしだえき）","https://ja.wikipedia.org/wiki/電鉄石田駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯36度51分58.23秒東経137度25分23.54秒","■本線","34.9 km（電鉄富山起点）","富山地方鉄道","富山県黒部市岡253-2北緯36度51分58.23秒東経137度25分23.54秒﻿ / ﻿北緯36.8661750度 東経137.4232056度﻿ /36.8661750; 137.4232056﻿ (電鉄石田駅)座標:北緯36度51分58.23秒東経137度25分23.54秒﻿ / ﻿北緯36.8661750度 東経137.4232056度﻿ /36.8661750; 137.4232056﻿ (電鉄石田駅)","地上駅","1940年（昭和15年）6月1日","2面2線","","T26","","","250人/日-2019年-","","","","","","",""
"出雲市駅","電鉄出雲市駅（でんてついずもしえき）","https://ja.wikipedia.org/wiki/出雲市駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯35度21分38.51秒東経132度45分23.46秒","","","西日本旅客鉄道（JR西日本・駅詳細）一畑電車（駅詳細）","島根県出雲市駅北町11北緯35度21分38.51秒東経132度45分23.46秒","","","","","","","","","","","","","","",""
"電鉄魚津駅","電鉄魚津駅（でんてつうおづえき）","https://ja.wikipedia.org/wiki/電鉄魚津駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯36度48分54.37秒東経137度24分1.1秒","■本線","28.9 km（電鉄富山起点）","富山地方鉄道","富山県魚津市文化町10番3号北緯36度48分54.37秒東経137度24分1.1秒﻿ / ﻿北緯36.8151028度 東経137.400306度﻿ /36.8151028; 137.400306﻿ (電鉄魚津駅)座標:北緯36度48分54.37秒東経137度24分1.1秒﻿ / ﻿北緯36.8151028度 東経137.400306度﻿ /36.8151028; 137.400306﻿ (電鉄魚津駅)","高架駅","1936年（昭和11年）6月5日","単式1面1線","","T23","","381人/日（降車客含まず）-2017年-","","","","","","","",""
"電鉄黒部駅","電鉄黒部駅（でんてつくろべえき）","https://ja.wikipedia.org/wiki/電鉄黒部駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯36度52分26.16秒東経137度26分39.78秒","■本線","37.2 km（電鉄富山起点）","富山地方鉄道","富山県黒部市三日市815北緯36度52分26.16秒東経137度26分39.78秒﻿ / ﻿北緯36.8739333度 東経137.4443833度﻿ /36.8739333; 137.4443833﻿ (電鉄黒部駅)座標:北緯36度52分26.16秒東経137度26分39.78秒﻿ / ﻿北緯36.8739333度 東経137.4443833度﻿ /36.8739333; 137.4443833﻿ (電鉄黒部駅)","地上駅","1922年（大正11年）11月5日","3面3線","業務委託駅","T27","","","744人/日-2019年-","","","","","","",""
"デンテツターミナルビル前停留場","デンテツターミナルビル前停留場（デンテツターミナルビルまえていりゅうじょう）","https://ja.wikipedia.org/wiki/デンテツターミナルビル前停留場","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯33度33分33.98秒東経133度32分38.63秒","後免線","10.8 km（後免町起点）","とさでん交通","高知県高知市はりまや町一丁目北緯33度33分33.98秒東経133度32分38.63秒﻿ / ﻿北緯33.5594389度 東経133.5440639度﻿ /33.5594389; 133.5440639﻿ (デンテツターミナルビル前停留場)","地上駅","1908年（明治41年）10月31日*","2面2線","* 1944年に廃止、1958年に再開業","","","","","はりまや橋停留場（桟橋線）","","","","","",""
"富山駅","電鉄富山駅（でんてつとやまえき）","https://ja.wikipedia.org/wiki/富山駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","西日本旅客鉄道（JR西日本）あいの風とやま鉄道富山地方鉄道","富山県富山市明輪町","","","","","","","","","","","","","","",""
"富山駅","電鉄富山駅・エスタ前停留場（でんてつとやまえき・エスタまえていりゅうじょう）","https://ja.wikipedia.org/wiki/富山駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","西日本旅客鉄道（JR西日本）あいの風とやま鉄道富山地方鉄道","富山県富山市明輪町","","","","","","","","","","","","","","",""
"天道駅","天道駅（てんとうえき）","https://ja.wikipedia.org/wiki/天道駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯33度36分19.43秒東経130度40分40.1秒","JC筑豊本線[1]（福北ゆたか線）","42.3 km（若松起点）","九州旅客鉄道（JR九州）[1]","福岡県飯塚市天道[2]680北緯33度36分19.43秒東経130度40分40.1秒﻿ / ﻿北緯33.6053972度 東経130.677806度﻿ /33.6053972; 130.677806﻿ (天道駅)","地上駅","1901年（明治34年）12月9日[2]","2面2線[2]","無人駅[1]","JC  12 ","テン","566人/日（降車客含まず）-2019年-","","","","","","","",""
"天童駅","天童駅（てんどうえき）","https://ja.wikipedia.org/wiki/天童駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯38度21分35.89秒東経140度22分10.21秒","■山形新幹線","100.4km（福島起点）東京から373.2 km","東日本旅客鉄道（JR東日本）","山形県天童市本町一丁目1-1北緯38度21分35.89秒東経140度22分10.21秒座標:北緯38度21分35.89秒 東経140度22分10.21秒","地上駅（橋上駅）","1901年（明治34年）8月23日","2面3線","業務委託駅みどりの窓口有","","テン","1,393人/日（降車客含まず）-2019年-","","","","","","","",""
"天童南駅","天童南駅（てんどうみなみえき）","https://ja.wikipedia.org/wiki/天童南駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯38度20分32.96秒東経140度21分57.07秒","■奥羽本線（山形線）","98.3 km（福島起点）","東日本旅客鉄道（JR東日本）","山形県天童市芳賀タウン北6丁目北緯38度20分32.96秒東経140度21分57.07秒座標:北緯38度20分32.96秒 東経140度21分57.07秒","地上駅","2015年（平成27年）3月14日","1面1線","無人駅（自動券売機 有）","","テミ","","","","","","","","",""
"天応駅","天応駅（てんのうえき・西日本旅客鉄道呉線）","https://ja.wikipedia.org/wiki/天応駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯34度16分55.97秒東経132度31分10.47秒","Y呉線","74.3 km（三原起点）","西日本旅客鉄道（JR西日本）","広島県呉市天応塩谷町3-1北緯34度16分55.97秒東経132度31分10.47秒﻿ / ﻿北緯34.2822139度 東経132.5195750度﻿ /34.2822139; 132.5195750座標:北緯34度16分55.97秒東経132度31分10.47秒﻿ / ﻿北緯34.2822139度 東経132.5195750度﻿ /34.2822139; 132.5195750","地上駅","1903年（明治36年）12月27日","1面2線","無人駅（自動券売機 有）","JR-Y10","ノウ","576人/日（降車客含まず）-2019年-","","","","","","","",""
"天王駅","天王駅（てんのうえき・東日本旅客鉄道男鹿線）","https://ja.wikipedia.org/wiki/天王駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯39度53分55.6秒東経139度57分49秒","■男鹿線","13.2km（追分起点）秋田から26.2 km","東日本旅客鉄道（JR東日本）","秋田県潟上市天王字道合18北緯39度53分55.6秒東経139度57分49秒﻿ / ﻿北緯39.898778度 東経139.96361度﻿ /39.898778; 139.96361座標:北緯39度53分55.6秒東経139度57分49秒﻿ / ﻿北緯39.898778度 東経139.96361度﻿ /39.898778; 139.96361","地上駅","1956年（昭和31年）11月26日[1]","1面1線","無人駅（自動券売機 有）","","テノ","","","","","","","","",""
"天王寺駅","天王寺駅（てんのうじえき）","https://ja.wikipedia.org/wiki/天王寺駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","西日本旅客鉄道（JR西日本・駅詳細）大阪市高速電気軌道（Osaka Metro・駅詳細）阪堺電気軌道（駅詳細）南海電気鉄道（廃線・駅詳細）","大阪市天王寺区・阿倍野区","","","","","","","","","大阪阿部野橋駅（近鉄南大阪線）","","","","","",""
"天王寺駅","天王寺駅前駅（てんのうじえきまええき）","https://ja.wikipedia.org/wiki/天王寺駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","西日本旅客鉄道（JR西日本・駅詳細）大阪市高速電気軌道（Osaka Metro・駅詳細）阪堺電気軌道（駅詳細）南海電気鉄道（廃線・駅詳細）","大阪市天王寺区・阿倍野区","","","","","","","","","大阪阿部野橋駅（近鉄南大阪線）","","","","","",""
"天王宿駅","天王宿駅（てんのうじゅくえき）","https://ja.wikipedia.org/wiki/天王宿駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯36度24分53.85秒東経139度18分29.25秒","■上毛線","22.8 km（中央前橋起点）","上毛電気鉄道","群馬県桐生市相生町二丁目477-3北緯36度24分53.85秒東経139度18分29.25秒﻿ / ﻿北緯36.4149583度 東経139.3081250度﻿ /36.4149583; 139.3081250﻿ (天王宿駅)座標:北緯36度24分53.85秒東経139度18分29.25秒﻿ / ﻿北緯36.4149583度 東経139.3081250度﻿ /36.4149583; 139.3081250﻿ (天王宿駅)","地上駅","1938年（昭和13年）3月10日","1面2線","","","","","180人/日-2019年（令和元年）-","","","","","","",""
"天王洲アイル駅","天王洲アイル駅（てんのうずアイルえき）","https://ja.wikipedia.org/wiki/天王洲アイル駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","東京モノレール（駅詳細）東京臨海高速鉄道（駅詳細）","東京都品川区東品川二丁目","","","","","","","","","","","","","","",""
"天王台駅","天王台駅（てんのうだいえき）","https://ja.wikipedia.org/wiki/天王台駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯35度52分21.1秒東経140度2分27.3秒","■■常磐線（快速）（正式には常磐線）","34.0km（日暮里起点）上野から36.2 km","東日本旅客鉄道（JR東日本）","千葉県我孫子市柴崎台一丁目19-1北緯35度52分21.1秒東経140度2分27.3秒﻿ / ﻿北緯35.872528度 東経140.040917度﻿ /35.872528; 140.040917座標:北緯35度52分21.1秒東経140度2分27.3秒﻿ / ﻿北緯35.872528度 東経140.040917度﻿ /35.872528; 140.040917","地上駅（橋上駅）","1971年（昭和46年）4月20日","2面4線","業務委託駅","JJ09","テノ","19,271人/日（降車客含まず）-2019年-","","","","","","","",""
"天王町駅","天王町駅（てんのうちょうえき）","https://ja.wikipedia.org/wiki/天王町駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯35度27分14秒東経139度36分10秒","本線","2.4 km（横浜起点）","相模鉄道","横浜市保土ケ谷区天王町2丁目45番地5北緯35度27分14秒東経139度36分10秒﻿ / ﻿北緯35.45389度 東経139.60278度﻿ /35.45389; 139.60278座標:北緯35度27分14秒東経139度36分10秒﻿ / ﻿北緯35.45389度 東経139.60278度﻿ /35.45389; 139.60278","高架駅","1930年（昭和5年）9月10日","2面2線","","SO04","テン","","27,305人/日-2018年-","","","","","","",""
"天拝山駅","天拝山駅（てんぱいざんえき）","https://ja.wikipedia.org/wiki/天拝山駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯33度28分54.73秒東経130度31分49.2秒","JB鹿児島本線","94.3 km（門司港起点）","九州旅客鉄道（JR九州）","福岡県筑紫野市大字立明寺643-2北緯33度28分54.73秒東経130度31分49.2秒﻿ / ﻿北緯33.4818694度 東経130.530333度﻿ /33.4818694; 130.530333﻿ (天拝山駅)座標:北緯33度28分54.73秒東経130度31分49.2秒﻿ / ﻿北緯33.4818694度 東経130.530333度﻿ /33.4818694; 130.530333﻿ (天拝山駅)","地上駅","1989年（平成元年）3月11日[1]","2面2線","業務委託駅","JB  09 ","テイ","2,724人/日（降車客含まず）-2019年-","","","","","","","",""
"伝法駅","伝法駅（でんぽうえき）","https://ja.wikipedia.org/wiki/伝法駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯34度41分21.08秒東経135度27分6.39秒","阪神なんば線","4.9 km（尼崎起点）","阪神電気鉄道","大阪市此花区伝法三丁目14-50北緯34度41分21.08秒東経135度27分6.39秒﻿ / ﻿北緯34.6891889度 東経135.4517750度﻿ /34.6891889; 135.4517750座標:北緯34度41分21.08秒東経135度27分6.39秒﻿ / ﻿北緯34.6891889度 東経135.4517750度﻿ /34.6891889; 135.4517750","地上駅（盛土駅）","1924年（大正13年）1月20日","2面2線","","HS47","","","","","8,389人/日-2019年-","","","","",""
"明智平ロープウェイ","展望台駅 (栃木県)（てんぼうだいえき・日光交通明智平ロープウェイ）","https://ja.wikipedia.org/wiki/明智平ロープウェイ","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"皿倉登山鉄道","展望台駅 (福岡県)（てんぼうだいえき・皿倉山スロープカー）","https://ja.wikipedia.org/wiki/皿倉登山鉄道#路線","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯33度51分24.07秒東経130度47分46.94秒","","","","","","","","","","","","","","","","","","",""
"天満駅","天満駅（てんまえき）","https://ja.wikipedia.org/wiki/天満駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯34度42分17.76秒東経135度30分43.69秒","O大阪環状線","天王寺駅経由：20.1 km（大阪起点）","西日本旅客鉄道（JR西日本）","大阪市北区錦町1-20北緯34度42分17.76秒東経135度30分43.69秒﻿ / ﻿北緯34.7049333度 東経135.5121361度﻿ /34.7049333; 135.5121361﻿ (天満駅)","高架駅","1895年（明治28年）10月17日","2面2線","直営駅みどりの窓口有大阪市内駅","JR-O10","テマ","26,377人/日（降車客含まず）-2019年-","","扇町駅（Osaka Metro堺筋線）","","","","","",""
"伝馬町駅","伝馬町駅（てんまちょうえき・名古屋市営地下鉄名城線）","https://ja.wikipedia.org/wiki/伝馬町駅","日本の鉄道駅一覧_ち-て","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ち-て","箇条書き,制限あり","北緯35度7分15秒東経136度54分38秒","名城線","14.5 km（大曽根起点）","名古屋市交通局（名古屋市営地下鉄）","名古屋市熱田区伝馬二丁目1-1北緯35度7分15秒東経136度54分38秒﻿ / ﻿北緯35.12083度 東経136.91056度﻿ /35.12083; 136.91056座標:北緯35度7分15秒東経136度54分38秒﻿ / ﻿北緯35.12083度 東経136.91056度﻿ /35.12083; 136.91056","地下駅","1974年（昭和49年）3月30日","2面2線","","M26","","7,747人/日（降車客含まず）-2019年-","15,131[1]人/日-2019年-","","","","","","",""
