"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","管理運営","事業主体","専門分野","公式サイト","正式名称","アクセス","面積","愛称","種数","館長","前身","頭数","主な飼育動物","水槽総容量","最大水槽容量","来園者数"
"いしかわ動物園","[金沢水族館（石川県金沢市） -1963年～1993年] いしかわ動物園 （いしかわどうぶつえん）は、 石川県 能美市 徳山町にある 動物園 。 1999年 （ 平成 11年）10月に開園した  。","https://ja.wikipedia.org/wiki/いしかわ動物園","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯36度26分1.06秒東経136度32分43.45秒","〒923-1222石川県能美市徳山町600番地","石川県石川県の地図を表示いしかわ動物園 (日本)日本の地図を表示北緯36度26分1.06秒東経136度32分43.45秒﻿ / ﻿北緯36.4336278度 東経136.5454028度﻿ /36.4336278; 136.5454028座標:北緯36度26分1.06秒東経136度32分43.45秒﻿ / ﻿北緯36.4336278度 東経136.5454028度﻿ /36.4336278; 136.5454028","","一般財団法人　石川県県民ふれあい公社","","動物園","いしかわ動物園","","北陸自動車道「小松インター」または「美川インター」または「白山インター」より車で約20分。 バス：金沢駅より約1時間、小松駅より約40分いしかわ動物園サバンナの草原","約23ヘクタール","","207（2019年1月1日時点）","","","3632（2019年1月1日時点）","","","",""
"伊東水族館 (存在しないページ)","[伊東水族館（静岡県伊東市）]","https://ja.wikipedia.org/w/index.php?title=伊東水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ペンギン博物館 (存在しないページ)","[ペンギン博物館（静岡県伊東市）]","https://ja.wikipedia.org/w/index.php?title=ペンギン博物館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"森のゆうえんち","[八瀬海水水族館（京都府京都市左京区） - 1964年～1984年] 森のゆうえんち （もりのゆうえんち）は、 京都市 左京区 八瀬 野瀬町120番地にかつて存在した 京福電気鉄道 子会社の「比叡産業」が経営母体だった 遊園地 である。同社の資本金は1990年後半の時点で1000万円、京福電気鉄道の100パーセント出資、総面積は約40000平方メートル。","https://ja.wikipedia.org/wiki/森のゆうえんち","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"堺水族館","[堺水族館（大阪府堺市） -1903年～1961年] 堺水族館 （さかいすいぞくかん）は、 大阪府 堺市 大浜公園 にかつて存在した 水族館 である。","https://ja.wikipedia.org/wiki/堺水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"水道記念館 (大阪市)","[水道記念館（大阪府大阪市） -1998年?～2012年?] 水道記念館 （すいどうきねんかん）は、 大阪市水道局 が 大阪市 東淀川区 に設置した、大阪市の 水道 の歴史について楽しみながら学ぶことができる 科学館 。また、 琵琶湖 ・ 淀川 水系の 淡水魚 、 貝類 などを多く飼育している。","https://ja.wikipedia.org/wiki/水道記念館_(大阪市)","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度43分27.7秒 東経135度30分19.3秒","","","","","","","","","","","","","","","","","","",""
"明石市立水族館","[明石市立水族館（兵庫県明石市） -1957年4月～1972年4月13日] 明石市立水族館 （あかししりつすいぞくかん）は、 兵庫県 明石市 中崎 1丁目3の中崎海岸付近にかつて存在した水族館。","https://ja.wikipedia.org/wiki/明石市立水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","兵庫県明石市中崎1丁目3","","1957年（昭和32年）","明石市","明石市","","","","","","","","","","","","","",""
"熊野淡水熱帯魚館 (存在しないページ)","[熊野淡水熱帯魚館（三重県熊野市） -1985年9月～1992年3月]","https://ja.wikipedia.org/w/index.php?title=熊野淡水熱帯魚館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"志摩マリンランド","[志摩マリンランド（三重県志摩市） - 1970年～2021年] 志摩マリンランド （しまマリンランド）は、 三重県 志摩市 の 賢島 で2021年3月まで営業していた 水族館  。 近鉄グループ の一員であった。「 マンボウ の泳ぐ水族館」を標榜していた  。日本で初めて ニシキアナゴ の生息を確認し、 和名 の命名に携わった場所である  。","https://ja.wikipedia.org/wiki/志摩マリンランド","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度18分39.1秒東経136度49分9.9秒","〒517-0502三重県志摩市阿児町神明賢島723-1","北緯34度18分39.1秒東経136度49分9.9秒﻿ / ﻿北緯34.310861度 東経136.819417度﻿ /34.310861; 136.819417座標:北緯34度18分39.1秒東経136度49分9.9秒﻿ / ﻿北緯34.310861度 東経136.819417度﻿ /34.310861; 136.819417","1970年3月18日","近鉄レジャーサービス株式会社","近鉄レジャーサービス株式会社","総合","志摩マリンランド","志摩マリンランド","近鉄志摩線賢島駅下車、徒歩2- 3分。","43,221","マリンランド","450種（2021年現在）","里中知之（2021年現在）","","約7,000点（2021年現在）","マンボウ・フンボルトペンギン","","","15万1千人（2019年度）"
"大社教育水族館 (存在しないページ)","[大社教育水族館（島根県出雲市）]","https://ja.wikipedia.org/w/index.php?title=大社教育水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"フローティングアイランド・水族園","[フローティングアイランド・水族園（広島県尾道市） -1989年～1999年8月31日] マリンパーク境ガ浜 （マリンパークさかいがはま）は、 広島県 尾道市 浦崎町と 沼隈郡 沼隈町 （現在の 福山市 沼隈町）にまたがる地域にかつて存在していた総合リゾート施設である  。水族館などは1999年に閉鎖され、2015年現在は 境ガ浜マリーナ として、リゾートホテル「 ベラビスタ境ガ浜 」の付属施設として運営されている。","https://ja.wikipedia.org/wiki/フローティングアイランド・水族園","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度23分29秒 東経133度17分6秒","","","","","","","","","","","","","","","","","","",""
"大うなぎ水族館イーランド","[大うなぎ水族館イーランド（徳島県海部郡海陽町） - 1989年5月～2005年10月31日] 大うなぎ水族館イーランド （おおうなぎすいぞくかんイーランド）は、 徳島県 海部郡 海部町 （現在の 海陽町 ）奥浦にかつて存在した 水族館 である。","https://ja.wikipedia.org/wiki/大うなぎ水族館イーランド","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"町立長浜水族館 (存在しないページ)","[町立長浜水族館（愛媛県大洲市）[14]- 1935年～1986年]","https://ja.wikipedia.org/w/index.php?title=町立長浜水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"箱崎水族館","[箱崎水族館（福岡県福岡市）] 箱崎水族館 （はこざきすいぞくかん）は、 明治 末期から 昭和 初期にかけて 福岡県 福岡市 （現： 東区 ）箱崎浜に存在した 水族館 である。本記事では戦後、箱崎水族館の付近にあった 福岡水族館 についても記述する。","https://ja.wikipedia.org/wiki/箱崎水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"箱崎水族館","[福岡水族館（福岡県福岡市）] 箱崎水族館 （はこざきすいぞくかん）は、 明治 末期から 昭和 初期にかけて 福岡県 福岡市 （現： 東区 ）箱崎浜に存在した 水族館 である。本記事では戦後、箱崎水族館の付近にあった 福岡水族館 についても記述する。","https://ja.wikipedia.org/wiki/箱崎水族館#福岡水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"西海橋水族館 (存在しないページ)","[西海橋水族館（長崎県佐世保市） - 1958年～1988年]","https://ja.wikipedia.org/w/index.php?title=西海橋水族館&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"金魚と鯉の郷広場 (存在しないページ)","[金魚の館（金魚と鯉の郷広場内）（熊本県玉名郡長洲町） -1995年～2008年3月閉鎖後建物の利用方法が検討され、改修を経て、2012年5月名称は継承し水族館ではなく地域住民交流等を目的とした公民館的施設として再開された。]","https://ja.wikipedia.org/w/index.php?title=金魚と鯉の郷広場&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"天草アレグリアガーデンズ","[天草いるかワールド（熊本県天草市） -1966年～2010年12月15日] このリゾート施設は、 1966年 に開通した 天草五橋 で九州本土からの交通が便利になるのを受けて同年に 九州産業交通 が出資して子会社の天草観光開発株式会社を設立し「 天草海洋レジャーランド 」を開業したのが始まりである。敷地内には ホテル ・水族館（後述）の他、かつては対岸の展望台のある敷地には「自然動物公園」も存在し、ここでは猿や鳥獣類も多く飼育されており、ホテル・水族館側の「愛情駅」から展望台・自然動物公園側の「幸福駅」まで海の上を跨いで眺めを楽しみながら両敷地間を移動できる 天草海上ロープウェイ も運行されていた。","https://ja.wikipedia.org/wiki/天草アレグリアガーデンズ#天草いるかワールド","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","〒863-0001熊本県天草市本渡町広瀬996","","","","","","公式サイト","ホテルアレグリアガーデンズ天草","","","","","","天草国際ホテル天草国際ホテルアレグリア","","","","",""
