"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","種類","時代","面積","文化財指定","外部リンク","国","都道府県","標高","分類","運営者","公式サイト","一般公開","地方","市町村コード","法人番号","総人口","人口密度","隣接自治体"
"菜畑遺跡","[菜畑遺跡（唐津市）] 菜畑遺跡 （なばたけいせき）は、現在日本最古の 水稲耕作 遺跡である  。 佐賀県 唐津市 の西南部、 JR 唐津駅 から西に2キロメートルほどのところにあり、国の 史跡 に指定されている  。従来の 縄文時代 の水田跡が発見されている。","https://ja.wikipedia.org/wiki/菜畑遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度26分55.1秒 東経129度57分27.9秒","","","","","","","","","","","","","","","","","","",""
"佐世保市","[門前遺跡（佐世保市：縄文〜近世）- 硬玉製の大珠・玦状耳飾り、国内最古の木棺墓（朝鮮半島より古い）・エンタシス建物跡など[1] 佐世保市 （させぼし、させほし  ）は、 長崎県 北部地方にある 市 。","https://ja.wikipedia.org/wiki/佐世保市","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度10分47.9秒東経129度42分55.1秒","〒857-8585長崎県佐世保市八幡町1番10号北緯33度10分47.9秒東経129度42分55.1秒﻿ / ﻿北緯33.179972度 東経129.715306度﻿ /33.179972; 129.715306﻿ (佐世保市)座標:北緯33度10分47.9秒東経129度42分55.1秒﻿ / ﻿北緯33.179972度 東経129.715306度﻿ /33.179972; 129.715306﻿ (佐世保市)","","","426.06km2","","公式ウェブサイト","日本","長崎県","","","","","","九州地方","42202-9","5000020422029","241,517人（推計人口、2021年6月1日）","567人/km2","松浦市、平戸市、西海市、北松浦郡佐々町、東彼杵郡川棚町、波佐見町佐賀県：伊万里市、西松浦郡有田町"
"島原市","[小原下遺跡（島原市）-製鉄遺構[9] 島原市 （しまばらし）は、 長崎県 南東部の 島原半島 にある 市 。島原半島の中心都市。 島原城 や武家屋敷など旧城下町の街並みが残り、市内に湧水群のある観光都市である。 有明海 （ 島原湾 ）を介して、フェリーや高速船で結ばれている対岸の 熊本市 や 大牟田市 などとの関係も深い。旧 南高来郡 。","https://ja.wikipedia.org/wiki/島原市","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯32度47分17.3秒東経130度22分12.9秒","〒855-8555長崎県島原市上の町537北緯32度47分17.3秒東経130度22分12.9秒﻿ / ﻿北緯32.788139度 東経130.370250度﻿ /32.788139; 130.370250座標:北緯32度47分17.3秒東経130度22分12.9秒﻿ / ﻿北緯32.788139度 東経130.370250度﻿ /32.788139; 130.370250","","","82.97km2","","公式ウェブサイト","日本","長崎県","","","","","","九州地方","42203-7","5000020422037","42,502人（推計人口、2021年6月1日）","512人/km2","雲仙市、南島原市（海を隔てて）熊本県熊本市"
"南島原市","[山の寺梶木遺跡（南島原市）[11] 南島原市 （みなみしまばらし）は、 長崎県 島原半島 南部に位置する 市 である。","https://ja.wikipedia.org/wiki/南島原市","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯32度39分35.3秒東経130度17分52秒","〒859-2211長崎県南島原市西有家町里坊96番地2北緯32度39分35.3秒東経130度17分52秒﻿ / ﻿北緯32.659806度 東経130.29778度﻿ /32.659806; 130.29778座標:北緯32度39分35.3秒東経130度17分52秒﻿ / ﻿北緯32.659806度 東経130.29778度﻿ /32.659806; 130.29778市庁舎位置","","","170.11km2","","公式ウェブサイト","日本","長崎県","","","","","","九州地方","42214-2","7000020422142","41,471人（推計人口、2021年6月1日）","244人/km2","長崎県:島原市、雲仙市（島原湾を挟んで）熊本県:上天草市、天草市"
"吉田遺跡 (存在しないページ)","[吉田遺跡（対馬市）]","https://ja.wikipedia.org/w/index.php?title=吉田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"泉福寺洞窟","[泉福寺洞窟（佐世保市：旧石器時代〜弥生時代）] 泉福寺洞窟 （せんぷくじどうくつ）もしくは 泉福寺洞窟遺跡 （せんぷくじどうくついせき）は、 長崎県 佐世保市 瀬戸越（旧 北松浦郡 大野  ）にある 旧石器時代 から 弥生時代 の 岩陰遺跡 である。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/泉福寺洞窟","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度12分16.5秒 東経129度43分48.9秒","","","","","","","","","","","","","","","","","","",""
"福井洞窟","[福井洞窟（佐世保市：旧石器時代〜縄文時代）] 福井洞窟 （ふくいどうくつ）は、 長崎県 佐世保市 吉井町（旧 北松浦郡 吉井町  ）にある 後期旧石器時代 から 縄文時代 草創期の 遺跡 である。国の 史跡 。","https://ja.wikipedia.org/wiki/福井洞窟","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度17分32.8秒 東経129度41分49.2秒","","","","","","","","","","","","","","","","","","",""
"岩下洞穴","[岩下洞穴（佐世保市：旧石器時代〜古墳時代）] 岩下洞穴 （いわしたどうけつ）は、 長崎県 佐世保市 松瀬町（旧 北松浦郡 大野 ）にある 旧石器時代 から 古墳時代 の 遺跡 。県指定 史跡 。","https://ja.wikipedia.org/wiki/岩下洞穴","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"宮の本遺跡","[宮の本遺跡（佐世保市：縄文草創期〜古墳時代）] 宮の本遺跡 （みやのもといせき）は、 長崎県 佐世保市 高島町 にある 縄文時代 草創期から 古墳時代 の 複合遺跡 。","https://ja.wikipedia.org/wiki/宮の本遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度10分02.8秒東経129度35分29.2秒","長崎県佐世保市高島町639","縄文時代・弥生時代・古墳時代の墓地","","","","","","","","","","","","","","","","",""
"西彼杵郡","[伊木力遺跡[12] 西彼杵郡 （にしそのぎぐん）は、 長崎県 の 郡 。","https://ja.wikipedia.org/wiki/西彼杵郡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大矢遺跡 (存在しないページ)","[大矢遺跡（天草市）]","https://ja.wikipedia.org/w/index.php?title=大矢遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"御領貝塚","[御領貝塚（熊本市）] 御領貝塚 （ごりょうかいづか）は、 熊本県 南区 城南町 にある 縄文時代 の 貝塚 。 1970年 3月9日、国の史跡に指定された  。 熊本平野 南縁部の標高20メートルの丘陵上に位置する、九州最大級の貝塚である。貝種は98パーセント以上がシジミである。本遺跡出土の土器は「御領式」と呼ばれ、縄文時代後期の標式土器の一つである。土器のほか、石器、骨角器、抜歯痕のある人骨などが出土している。","https://ja.wikipedia.org/wiki/御領貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯32度41分55秒 東経130度43分25秒","","","","","","","","","","","","","","","","","","",""
"阿高黒橋貝塚","[阿高黒橋貝塚（熊本市）] 阿高黒橋貝塚 （あだかくろはしかいづか）は、 熊本県 熊本市 南区 城南町 阿高字東原に位置する、 縄文時代 中期から後期にかけての 貝塚  。 1916年 （ 大正 5年）に発見され、 1980年 （ 昭和 55年）に 国の史跡 に指定されている  。 佐賀市 の 東名遺跡 と並ぶ西日本最大級の縄文貝塚とされる。","https://ja.wikipedia.org/wiki/阿高黒橋貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"二子山遺跡 (存在しないページ)","[二子山遺跡（合志市）]","https://ja.wikipedia.org/w/index.php?title=二子山遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"無田原遺 (存在しないページ)","[無田原遺跡（大津町）]","https://ja.wikipedia.org/w/index.php?title=無田原遺&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"轟貝塚","[轟貝塚(宇土市)] 轟貝塚 （とどろきかいづか）は、 熊本県 宇土市 宮庄町にある 縄文時代 の貝塚遺跡である。","https://ja.wikipedia.org/wiki/轟貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"早水台遺跡","[早水台遺跡（日出町）] 早水台遺跡 （そうずだいいせき）は、 大分県 速見郡 日出町 川崎にある 旧石器時代 から 縄文時代 早期にかけての 遺跡 である。 別府湾 を眼下に望む 河岸段丘 上に立地する。","https://ja.wikipedia.org/wiki/早水台遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度21分20.5秒 東経131度32分51.2秒","","","","","","","","","","","","","","","","","","",""
"横尾遺跡 (存在しないページ)","[横尾遺跡（大分市）]","https://ja.wikipedia.org/w/index.php?title=横尾遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大石遺跡 (大分県)","[大石遺跡（豊後大野市）] 大石遺跡 （おおいしいせき）は、 大分県 豊後大野市 緒方町大石にある 縄文時代 晩期の 遺跡 。","https://ja.wikipedia.org/wiki/大石遺跡_(大分県)","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"田井原遺跡","[田井原遺跡（竹田市）] 田井原遺跡 （たいのはるいせき）は、 大分県 竹田市 田井にある 縄文時代 晩期から 弥生時代 初頭の 遺跡 。","https://ja.wikipedia.org/wiki/田井原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"陣内遺跡 (存在しないページ)","[陣内遺跡（高千穂町）]","https://ja.wikipedia.org/w/index.php?title=陣内遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"本野原遺跡","[本野原遺跡（宮崎市）] 本野原遺跡 （もとのばるいせき）は、 宮崎県 宮崎市 田野町 甲に位置する 旧石器時代 から 縄文時代 にかけての 複合遺跡  。 竪穴住居 が100軒以上発掘されており、 横峯遺跡 と並ぶ、特に縄文時代後期における 西日本 最大規模の定住集落遺跡とされる  。 2004年 （ 平成 16年）に国の史跡に指定  。","https://ja.wikipedia.org/wiki/本野原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯31度49分23秒東経131度16分57秒","宮崎県宮崎市田野町甲","複合遺跡","","","","","","","","","","","Yes","","","","","",""
"塚原遺跡 (宮崎市) (存在しないページ)","[塚原遺跡（宮崎市）]","https://ja.wikipedia.org/w/index.php?title=塚原遺跡_(宮崎市)&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上野原遺跡","[上野原遺跡（霧島市）] 上野原遺跡 （うえのはらいせき）は、 鹿児島県 霧島市 国分上野原縄文の森 にある 縄文時代 早期から 近世 にかけての複合 遺跡 。遺跡の周辺は 鹿児島県上野原縄文の森 と呼ばれる県営公園として整備されている。また、 鹿児島県立埋蔵文化財センター が敷地内に併設されており、鹿児島県の考古学発掘調査研究の中心的な拠点となっている。","https://ja.wikipedia.org/wiki/上野原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯31度42分49秒 東経130度48分5秒","〒899-4318鹿児島県霧島市国分上野原縄文の森1-1","","","","","","","","","","","","","","","","","",""
"栫ノ原遺跡","[栫ノ原遺跡（南さつま市）] 栫ノ原遺跡 （かこいのはらいせき）は、 鹿児島県 南さつま市 加世田村原にある集落跡。1997年3月11日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/栫ノ原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯31度25分18秒 東経130度19分51秒","","","","","","","","","","","","","","","","","","",""
"掃除山遺跡","[掃除山遺跡（鹿児島市）] 掃除山遺跡 （そうじやまいせき）は、 鹿児島県 鹿児島市 下福元町 後迫字掃除山にある 縄文時代 草創期  の遺跡である  。","https://ja.wikipedia.org/wiki/掃除山遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯31度31分27.4秒 東経130度29分49.1秒","","","","","","","","","","","","","","","","","","",""
