"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開館","位置","外部リンク","専門分野","正式名称","管理運営","事業主体","延床面積","館長","建物設計","収蔵作品数","来館者数","アクセス","愛称","前身","閉館","学芸員","公式サイト"
"ジョスリン美術館","[ジョスリン美術館（ネブラスカ州オマハ）] ジョスリン美術館は1931年、サラ・H・ジョスリンにより、実業家であった夫ジョージ・A・ジョスリンの追悼のために開館された。  オマハにあるこの美術館はジョン及びアラン・マクドナルドによりデザインされ、そのアール・デコ調の建造物には様々な種類の 大理石 が使われている。また、 ノーマン・フォスター がデザインした拡張部分が1994年にオープンした。  2008年には彫刻庭園の建設が始まり、2009年の夏に完成した。","https://ja.wikipedia.org/wiki/ジョスリン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","2200 Dodge Street Omaha, NE","1931年","","公式ウェブサイト","","","","","","","","","","","","","","",""
"デューク大学","[デューク大学ナシャー美術館(Nasher Museum of Art)（ノースカロライナ州ダーラム）] デューク大学は、米国でトップクラスの名門大学にランクされています。学部入学は国内で最も厳選されており、2025年のクラスの全体的な受け入れ率は5.7％です。  国内の他のほとんどの大学よりも研究に多くのお金を費やしており、その研究者は最も頻繁に引用されています。2019年の時点で、15人のノーベル賞受賞者と3人のチューリング賞受賞者が大学に所属しています。デューク大学の卒業生には、50人のローズ奨学生、25人のチャーチル奨学生、13人のシュワルツマン奨学生、8人のミッチェル奨学生も含まれています。    大学は、どの大学でも（プリンストンとハーバードに次ぐ）チャーチル学者の数が3番目に多く、アメリカ人の中でロードス、マーシャル、トルーマン、ゴールドウォーター、ウダルの学者の数が5番目に多い。 1986年から2015年までの大学。デュークは、米国の1人の大統領（リチャードニクソン）と14人の生きている億万長者の母校です。","https://ja.wikipedia.org/wiki/デューク大学","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ノースカロライナ美術館","[ノースカロライナ美術館(ノースカロライナ州ローリー)] ノースカロライナ美術館 (North Carolina Museum of Art) は アメリカ合衆国 ノースカロライナ州 ローリー にある美術館。","https://ja.wikipedia.org/wiki/ノースカロライナ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ノースカロライナ大学オークランド・アート・ミュージアム (存在しないページ)","[ノースカロライナ大学オークランド・アート・ミュージアム(Ackland Art Museum)（ノースカロライナ州チャペルヒル）]","https://ja.wikipedia.org/w/index.php?title=ノースカロライナ大学オークランド・アート・ミュージアム&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ミント美術館 (存在しないページ)","[ミント美術館(Mint Museum) (ノースカロライナ州シャーロット)]","https://ja.wikipedia.org/w/index.php?title=ミント美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ホノルル美術館","[ホノルル美術館（ハワイ州ホノルル）] ホノルル美術館は、米国博物館協会の認定を受け、国立及び州立史跡として登録されている。 1922年 にハワイ領から美術館としての認可を得て、 1927年 4月8日 に開館した。創立者はアナ・ライス・クック。ホノルル美術館のコレクションは現在50,000点を上回り、重要なアジア美術品、アメリカ、ヨーロッパの絵画や装飾品、アジア織物、アフリカ、オセアニア、南北アメリカの伝統的な作品、ハワイの美術品などがある  。","https://ja.wikipedia.org/wiki/ホノルル美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","アメリカ合衆国ハワイ州ホノルルSouth Beretania Street 900","1922年設立、1927年開館","北緯21度18分14秒西経157度50分55秒﻿ / ﻿北緯21.30389度 西経157.84861度﻿ /21.30389; -157.84861座標:北緯21度18分14秒西経157度50分55秒﻿ / ﻿北緯21.30389度 西経157.84861度﻿ /21.30389; -157.84861","honolulumuseum.org","","","","","","ステファン・ヨスト (Stephan Jost)","","","","","","","","",""
"ノートン美術館 (存在しないページ)","[ノートン美術館(Norton Museum of Art)(フロリダ州ウエストパームビーチ)]","https://ja.wikipedia.org/w/index.php?title=ノートン美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ジョン・アンド・メーベル・リングリング・ミュージアム・オブ・アート (存在しないページ)","[ジョン・アンド・メーベル・リングリング・ミュージアム・オブ・アート(John and Mable Ringling Museum of Art)（フロリダ州サラソータ）]","https://ja.wikipedia.org/w/index.php?title=ジョン・アンド・メーベル・リングリング・ミュージアム・オブ・アート&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"マイアミ大学 (フロリダ州)","[マイアミ大学ロウ美術館(Lowe Art Museum)（フロリダ州マイアミ）] なお、 アメリカ合衆国 には フロリダ州 と オハイオ州 に2校の マイアミ大学 がある。後者は オハイオ州 南西部、オックスフォード(Oxford)に位置する州立大学である。双方の区別をつけるために オハイオ州 の方は「Miami University of Ohio」や、そのまま「Miami University」と呼び、フロリダ州のほうはそのまま「University of Miami」と呼ぶ。ここではフロリダ州のマイアミ大学について述べる。 オハイオ州のマイアミ大学に関しては、 マイアミ大学 (オハイオ州) を参照のこと 。","https://ja.wikipedia.org/wiki/マイアミ大学_(フロリダ州)","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","アメリカ合衆国フロリダ州コーラルゲーブルス","","","","","","","","","","","","","","","","","","www.miami.edu"
"ビスカヤ博物館および庭園 (存在しないページ)","[ビスカヤ博物館および庭園(Villa Vizcaya)（フロリダ州マイアミ）]","https://ja.wikipedia.org/w/index.php?title=ビスカヤ博物館および庭園&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"フィラデルフィア美術館","[フィラデルフィア美術館（ペンシルバニア州フィラデルフィア）] 1876年 、アメリカ建国百周年の際に建設されたメモリアルホールがその起源である。1年後の 1877年 から美術館として公開された。所蔵品は30万点を数え、古代からコンテンポラリー・アートまであらゆる時代、地域、分野にわたっている。所蔵品の質・量ともに、アメリカでも有数の美術館である。","https://ja.wikipedia.org/wiki/フィラデルフィア美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","ペンシルベニア州フィラデルフィア","1876年","","www.philamuseum.org","","Philadelphia Museum of Art","","","","","","","775,043人 (2016年)","","","","","",""
"バーンズ・コレクション","[バーンズ・コレクション（ペンシルバニア州フィラデルフィア）] バーンズ・コレクション (Barnes Collection, Barnes Foundation Collection) は、 アメリカ合衆国 フィラデルフィア 郊外 ローワー・メリオン にある美術財団の バーンズ財団 ( Barnes Foudation ) が所蔵する美術作品コレクションである。美術コレクターであり、美術研究者であったアルバート・C・バーンズ ( Albert C. Barnes ) が収集したフランス近代絵画2,500点以上を擁する個人コレクションが財団によって所蔵・管理されている。所蔵コレクションの展示施設のフィラデルフィア中心部への移転により、2012年に財団による 美術館 が開館している。","https://ja.wikipedia.org/wiki/バーンズ・コレクション","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","2025 Benjamin Franklin Parkway Philadelphia, PA","","北緯39度57分37.8秒西経75度10分21.72秒﻿ / ﻿北緯39.960500度 西経75.1727000度﻿ /39.960500; -75.1727000座標:北緯39度57分37.8秒西経75度10分21.72秒﻿ / ﻿北緯39.960500度 西経75.1727000度﻿ /39.960500; -75.1727000","公式ウェブサイト","","","","","","","","2,500点以上","","","","","","",""
"ペンシルバニア大学","[ペンシルバニア大学アーサー・ロス美術館(Arthur Ross Gallery)（ペンシルバニア州フィラデルフィア）] ペンシルベニア大学 （ ペンシルバニア大学 、 英 : The University of Pennsylvania ）とは、 アメリカ合衆国 の ペンシルベニア州 、 フィラデルフィア に所在する 私立大学 。 1740年 に設立され、 アメリカ大学協会 の創設メンバーの1つでもある。略称は Penn 、 UPenn 。","https://ja.wikipedia.org/wiki/ペンシルバニア大学","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","アメリカ合衆国ペンシルベニア州フィラデルフィア","","","","","","","","","","","","","","","","","","www.upenn.edu"
