"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","所在地","種類","管理者","漁港番号","開港","公式サイト","漁業協同組合"," • 合計","統計年度","都道府県","等時帯","郵便番号","市外局番","ナンバープレート","市町村","総陸揚量","陸揚金額","標高"
"夫婦浦漁港 (存在しないページ)","[夫婦浦漁港（めおとうら - ）日南市、串間市]","https://ja.wikipedia.org/w/index.php?title=夫婦浦漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"市木漁港 (存在しないページ)","[市木漁港（いちき - ）串間市（築島）]","https://ja.wikipedia.org/w/index.php?title=市木漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"本城漁港 (存在しないページ)","[本城漁港（ほんじょう - ）串間市]","https://ja.wikipedia.org/w/index.php?title=本城漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"福島高松漁港 (存在しないページ)","[福島高松漁港（ふくしまたかまつ - ）串間市]","https://ja.wikipedia.org/w/index.php?title=福島高松漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北浦漁港 (宮崎県) (存在しないページ)","[北浦漁港（きたうら - ）延岡市]","https://ja.wikipedia.org/w/index.php?title=北浦漁港_(宮崎県)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"宮之浦漁港 (存在しないページ)","[宮之浦漁港（みやのうら - ）串間市]","https://ja.wikipedia.org/w/index.php?title=宮之浦漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"枕崎漁港","[枕崎漁港（まくらざき - ）特定第3種：枕崎市] 枕崎漁港 （まくらざきぎょこう）は、 鹿児島県 枕崎市 にある 漁港 。 特定第3種漁港  。管理者は 鹿児島県  。","https://ja.wikipedia.org/wiki/枕崎漁港","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","北緯31度16分7秒東経130度17分31秒","日本","鹿児島県枕崎市","自然/人工","鹿児島県","","1774年","","","","","","","","","","","","",""
"薄井漁港 (存在しないページ)","[薄井漁港（うすい - ）出水郡長島町]","https://ja.wikipedia.org/w/index.php?title=薄井漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"阿久根漁港 (存在しないページ)","[阿久根漁港（あくね - ）阿久根市]","https://ja.wikipedia.org/w/index.php?title=阿久根漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"串木野漁港","[串木野漁港（くしきの - ）いちき串木野市] 串木野港 （くしきのこう 英語 : Kushikino Port ）は、 九州 南部西岸の 鹿児島県 いちき串木野市 にある、 東シナ海 に面した 港湾 である。","https://ja.wikipedia.org/wiki/串木野漁港","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"山川漁港","[山川漁港（やまがわ - ）指宿市] 山川漁港 （やまがわぎょこう）は、 鹿児島県 指宿市 の 鹿児島湾 入口部に位置する 山川湾 の地形を利用してつくられた 漁港 。","https://ja.wikipedia.org/wiki/山川漁港","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"名護漁港 (存在しないページ)","[名護漁港（なご - ）出水市]","https://ja.wikipedia.org/w/index.php?title=名護漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"幣串漁港 (存在しないページ)","[幣串漁港（へぐし - ）出水郡長島町（獅子島）]","https://ja.wikipedia.org/w/index.php?title=幣串漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"葛輪漁港 (存在しないページ)","[葛輪漁港（くずわ - ）出水郡長島町]","https://ja.wikipedia.org/w/index.php?title=葛輪漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"茅屋漁港 (存在しないページ)","[茅屋漁港（ぼや - ）出水郡長島町]","https://ja.wikipedia.org/w/index.php?title=茅屋漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"平良漁港 (存在しないページ)","[平良漁港（たいら - ）薩摩川内市（中甑島）]","https://ja.wikipedia.org/w/index.php?title=平良漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"藺牟田漁港 (存在しないページ)","[藺牟田漁港（いむた - ）薩摩川内市（下甑島）]","https://ja.wikipedia.org/w/index.php?title=藺牟田漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"羽島漁港 (存在しないページ)","[羽島漁港（はしま - ）いちき串木野市]","https://ja.wikipedia.org/w/index.php?title=羽島漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"戸崎漁港 (存在しないページ)","[戸崎漁港（とさき - ）いちき串木野市]","https://ja.wikipedia.org/w/index.php?title=戸崎漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"江口漁港 (存在しないページ)","[江口漁港（えぐち - ）日置市]","https://ja.wikipedia.org/w/index.php?title=江口漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小湊漁港","[小湊(万世)漁港（こみなと（ばんせい） - ）南さつま市] 小湊漁港 （こみなとぎょこう）は、 千葉県 鴨川市 小湊の 太平洋 （内浦湾）に面する 第3種漁港 である。 南房総国定公園 の区域内に位置し、外房地域漁業の生産拠点漁港に位置付けられている   。祓  、寄浦  の2地区が整備されている。沿岸部の 鯛の浦 は マダイ が群泳することで知られ、鯛の浦タイ生息地の名称で国の 特別天然記念物 に指定されている。","https://ja.wikipedia.org/wiki/小湊漁港","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","北緯35度7分17.2秒東経140度11分50.8秒","日本","千葉県鴨川市小湊","第3種漁港","千葉県","1930040","1968年12月16日","小湊漁港（千葉県）","東安房漁業協同組合","","","","","","","","","","",""
"片浦漁港 (存在しないページ)","[片浦漁港（かたうら - ）南さつま市]","https://ja.wikipedia.org/w/index.php?title=片浦漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"野間池漁港 (存在しないページ)","[野間池漁港（のまいけ - ）南さつま市]","https://ja.wikipedia.org/w/index.php?title=野間池漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"秋目漁港 (存在しないページ)","[秋目漁港（あきめ - ）南さつま市]","https://ja.wikipedia.org/w/index.php?title=秋目漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"久志漁港 (存在しないページ)","[久志漁港（くし - ）南さつま市]","https://ja.wikipedia.org/w/index.php?title=久志漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"頴娃漁港 (存在しないページ)","[頴娃漁港（えい - ）南九州市]","https://ja.wikipedia.org/w/index.php?title=頴娃漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"川尻漁港 (存在しないページ)","[川尻漁港（かわじり - ）指宿市]","https://ja.wikipedia.org/w/index.php?title=川尻漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"今和泉漁港 (存在しないページ)","[今和泉漁港（いまいずみ - ）指宿市]","https://ja.wikipedia.org/w/index.php?title=今和泉漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"谷山漁港 (存在しないページ)","[谷山漁港（たにやま - ）鹿児島市]","https://ja.wikipedia.org/w/index.php?title=谷山漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"牛根麓漁港 (存在しないページ)","[牛根麓漁港（うしねふもと - ）鹿児島市、垂水市]","https://ja.wikipedia.org/w/index.php?title=牛根麓漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"境漁港 (鹿児島県) (存在しないページ)","[境漁港（さかい - ）垂水市]","https://ja.wikipedia.org/w/index.php?title=境漁港_(鹿児島県)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"海潟漁港 (存在しないページ)","[海潟漁港（かいがた - ）垂水市]","https://ja.wikipedia.org/w/index.php?title=海潟漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伊座敷漁港 (存在しないページ)","[伊座敷漁港（いざしき - ）肝属郡南大隅町]","https://ja.wikipedia.org/w/index.php?title=伊座敷漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"庄司浦漁港 (存在しないページ)","[庄司浦漁港（しょうじうら - ）西之表市（種子島）]","https://ja.wikipedia.org/w/index.php?title=庄司浦漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"住吉漁港 (鹿児島県) (存在しないページ)","[住吉漁港（すみよし - ）西之表市（種子島）]","https://ja.wikipedia.org/w/index.php?title=住吉漁港_(鹿児島県)&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"桂島漁港 (存在しないページ)","[桂島漁港（かつらじま - ）出水市（桂島）]","https://ja.wikipedia.org/w/index.php?title=桂島漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"野口漁港 (存在しないページ)","[野口漁港（のぐち - ）出水市]","https://ja.wikipedia.org/w/index.php?title=野口漁港&amp;action=edit&amp;redlink=1","日本の漁港一覧","https://ja.wikipedia.org/wiki/日本の漁港一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
