"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","所在地","面積","地方","総人口","都道府県","外部リンク","法人番号","人口密度","市町村コード","隣接自治体","市長","市の花","市の木","郡","町長","町の木","町の花","市の鳥"
"田川市","[田川（歴史遺産・文化・自然・祭礼） -石炭記念公園、田川市美術館、丸山公園（桜の名所）、炭坑節、岩屋鍾乳洞、ロマンスヶ丘、川渡り神幸祭。] 田川市 （たがわし）は、 福岡県 の中央部に位置する 市 である。","https://ja.wikipedia.org/wiki/田川市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度38分20秒東経130度48分22秒","日本","〒825-8501福岡県田川市中央町1番1号北緯33度38分20秒東経130度48分22秒﻿ / ﻿北緯33.63889度 東経130.80611度﻿ /33.63889; 130.80611座標:北緯33度38分20秒東経130度48分22秒﻿ / ﻿北緯33.63889度 東経130.80611度﻿ /33.63889; 130.80611市庁舎位置","54.55km2（境界未定部分あり）","九州地方","45,946人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","7000020402061","842人/km2","40206-1","飯塚市、嘉麻市、田川郡香春町、糸田町、福智町、川崎町、大任町","二場公人","ツツジ","キンモクセイ、イチョウ","","","","",""
"香春町","[香春（自然・味覚・保養） -香春岳、筑豊ラーメン本店・発祥地、柿下温泉。] 香春町 （かわらまち）は、 福岡県 田川郡 に属し、 筑豊 を形成する自治体の一つ。 田川地区 北部に位置する 町 。","https://ja.wikipedia.org/wiki/香春町","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度40分4.7秒東経130度50分50.3秒","日本","〒822-1492福岡県田川郡香春町大字高野994番地北緯33度40分4.7秒東経130度50分50.3秒﻿ / ﻿北緯33.667972度 東経130.847306度﻿ /33.667972; 130.847306座標:北緯33度40分4.7秒東経130度50分50.3秒﻿ / ﻿北緯33.667972度 東経130.847306度﻿ /33.667972; 130.847306役場庁舎位置","44.50km2","九州地方","9,955人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","5000020406015","224人/km2","40601-5","北九州市、田川市、田川郡福智町、大任町、赤村、京都郡みやこ町","","","","田川郡","筒井澄雄","銀杏","梅",""
"添田町","[添田（歴史遺産・自然・レジャー・保養） -英彦山、英彦山神宮、岩石城（添田公園）、歓遊舎ひこさん、ひこさん温泉しゃくなげ荘、油木ダムなど。] 添田町 （そえだまち）は、 福岡県 の中央部に位置する 町 である。 田川郡 に属しており、 筑豊 を構成する自治体の一つ。","https://ja.wikipedia.org/wiki/添田町","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度34分18.5秒東経130度51分14.3秒","日本","〒824-0691福岡県田川郡添田町大字添田2151番地北緯33度34分18.5秒東経130度51分14.3秒﻿ / ﻿北緯33.571806度 東経130.853972度﻿ /33.571806; 130.853972座標:北緯33度34分18.5秒東経130度51分14.3秒﻿ / ﻿北緯33.571806度 東経130.853972度﻿ /33.571806; 130.853972役場庁舎位置","132.20km2（境界未定部分あり）","九州地方","8,786人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","5000020406023","66.5人/km2","40602-3","嘉麻市、田川郡大任町、川崎町、赤村、朝倉郡東峰村、京都郡みやこ町大分県：中津市、日田市","","","","田川郡","寺西明男","樫","シャクナゲ",""
"赤村","[赤村（レジャー・保養） - レジャー、温泉などが一体となった施設「源じいの森」がある。] 赤村 （あかむら）は、 福岡県 の東部に位置する 村 。 田川郡 に属しており、 筑豊 を構成する自治体の一つでもある。","https://ja.wikipedia.org/wiki/赤村","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度37分0秒東経130度52分15.3秒","日本","〒824-0432福岡県田川郡赤村大字内田1188番地北緯33度37分0秒東経130度52分15.3秒﻿ / ﻿北緯33.61667度 東経130.870917度﻿ /33.61667; 130.870917役場庁舎位置","31.98km2","九州地方","2,790人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","2000020406091","87.2人/km2","40609-1","田川郡香春町、大任町、添田町、京都郡みやこ町","","","","田川郡","","","",""
"筑前町","[筑前（レジャー・保養） -夜須高原記念の森、安の里公園などのレジャー施設。] 筑前町 （ちくぜんまち）は、 福岡県 中南部に位置する 町 。 朝倉郡 に属する。","https://ja.wikipedia.org/wiki/筑前町","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度27分25.3秒東経130度35分42.6秒","日本","〒838-0298福岡県朝倉郡筑前町篠隈373番地北緯33度27分25.3秒東経130度35分42.6秒﻿ / ﻿北緯33.457028度 東経130.595167度﻿ /33.457028; 130.595167座標:北緯33度27分25.3秒東経130度35分42.6秒﻿ / ﻿北緯33.457028度 東経130.595167度﻿ /33.457028; 130.595167役場庁舎位置","67.10km2","九州地方","29,608人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","6000020404471","441人/km2","40447-1","朝倉市、小郡市、筑紫野市、嘉麻市、飯塚市、三井郡大刀洗町","","","","朝倉郡","田頭喜久己","サクラ","フジ",""
"朝倉市","[朝倉（歴史遺産・保養） -秋月城、原鶴温泉。] 朝倉市 （あさくらし）は、 福岡県 の中南部、 筑後地域 に位置する 市 である。","https://ja.wikipedia.org/wiki/朝倉市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度25分24.3秒東経130度39分55.9秒","日本","〒838-0061福岡県朝倉市菩提寺412番地2北緯33度25分24.3秒東経130度39分55.9秒﻿ / ﻿北緯33.423417度 東経130.665528度﻿ /33.423417; 130.665528座標:北緯33度25分24.3秒東経130度39分55.9秒﻿ / ﻿北緯33.423417度 東経130.665528度﻿ /33.423417; 130.665528市庁舎位置","246.71km2","九州地方","49,254人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","1000020402281","200人/km2","40228-1","久留米市、うきは市、嘉麻市、朝倉郡筑前町、東峰村、三井郡大刀洗町大分県日田市","林裕二","","","","","","",""
"筑後市","[筑後（保養） -船小屋温泉。] 筑後市 （ちくごし）は、 福岡県 南部の 筑後平野 の中央に位置するほぼ平坦な 田園都市 。 福岡市 から JR九州 鹿児島本線 で約45分、 自動車 で約1時間の 距離 にある。同市のマスコットキャラクターは はね丸 と パネコ ・ ポネコ の姉妹。","https://ja.wikipedia.org/wiki/筑後市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度12分44秒東経130度30分7.5秒","日本","〒833-8601福岡県筑後市大字山ノ井898番地北緯33度12分44秒東経130度30分7.5秒﻿ / ﻿北緯33.21222度 東経130.502083度﻿ /33.21222; 130.502083座標:北緯33度12分44秒東経130度30分7.5秒﻿ / ﻿北緯33.21222度 東経130.502083度﻿ /33.21222; 130.502083市庁舎位置","41.78km2","九州地方","48,794人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","1000020402117","1,168人/km2","40211-7","久留米市、柳川市、八女市、みやま市、三潴郡大木町、八女郡広川町","西田正治","サザンカ（1980年選定）","クスノキ（1980年選定）","","","","","シラサギ"
"柳川市","[柳川（町並み・歴史遺産・文化） - 掘割のある城下町、柳川下り、御花（華族邸宅）、北原白秋関係、有明海産魚介類による郷土料理。] 柳川市 （やながわし）は、 福岡県 の南部、 筑後地方 の南西部に位置する 市 である。市域のうち旧柳川市域、旧三橋町域は 福岡都市圏 に属している。","https://ja.wikipedia.org/wiki/柳川市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度9分47秒東経130度24分20.9秒","日本","〒832-8601福岡県柳川市本町87番地1北緯33度9分47秒東経130度24分20.9秒﻿ / ﻿北緯33.16306度 東経130.405806度﻿ /33.16306; 130.405806座標:北緯33度9分47秒東経130度24分20.9秒﻿ / ﻿北緯33.16306度 東経130.405806度﻿ /33.16306; 130.405806市庁舎位置","77.15km2","九州地方","64,120人（推計人口、2020年9月1日）","福岡県","公式ウェブサイト","6000020402079","831人/km2","40207-9","大川市、筑後市、みやま市、三潴郡大木町佐賀県佐賀市","金子健次","花菖蒲及び藤","柳","","","","",""
"大牟田市","[大牟田（歴史遺産・娯楽・レジャー・祭礼） -三井三池炭鉱関連施設（宮原坑跡・三池港など）、石炭産業科学館、大牟田市動物園・延命公園、諏訪公園、大蛇山。] 大牟田市 （おおむたし）は、 福岡県 の最南端にある 市 である。","https://ja.wikipedia.org/wiki/大牟田市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度1分49秒東経130度26分45.5秒","日本","〒836-8666福岡県大牟田市有明町二丁目3番地北緯33度1分49秒東経130度26分45.5秒﻿ / ﻿北緯33.03028度 東経130.445972度﻿ /33.03028; 130.445972座標:北緯33度1分49秒東経130度26分45.5秒﻿ / ﻿北緯33.03028度 東経130.445972度﻿ /33.03028; 130.445972市庁舎位置","81.45km2","九州地方","110,054人（推計人口、2020年9月1日）","福岡県","大牟田市公式サイト","8000020402028","1,351人/km2","40202-8","みやま市熊本県：荒尾市、玉名郡南関町","関好孝","ヤブツバキ","クヌギ","","","","",""
"佐賀市","[佐賀（味覚・保養） -佐賀牛、シシリアンライス、熊の川温泉] 佐賀市 （さがし）は、 佐賀県 の中東部に位置する 市 。佐賀県の 県庁所在地 で、 施行時特例市 である。","https://ja.wikipedia.org/wiki/佐賀市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度15分48.6秒東経130度18分3秒","日本","〒840-8501佐賀県佐賀市栄町1番1号北緯33度15分48.6秒東経130度18分3秒﻿ / ﻿北緯33.263500度 東経130.30083度﻿ /33.263500; 130.30083市庁舎位置","431.84km2（境界未定部分あり）","九州地方","231,738人（推計人口、2021年6月1日）","佐賀県","公式ウェブサイト","3000020412015","537人/km2","41201-5","小城市、唐津市、多久市、神埼市、杵島郡白石町(海隔てて)福岡県：福岡市、柳川市、大川市、糸島市","秀島敏行","サクラ","イチョウ","","","","",""
"唐津市","[唐津（歴史遺産・祭礼・特産・味覚） -唐津城、唐津くんち、唐津焼、呼子イカ。] 唐津市 （からつし）は、 佐賀県 の北西に位置し 玄界灘 に面する 市 。 福岡都市圏 （福岡相対都市圏）を形成する 都市 の一部である。","https://ja.wikipedia.org/wiki/唐津市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度27分00.3秒東経129度58分05.7秒","日本","〒847-8511佐賀県唐津市西城内1番1号北緯33度27分00.3秒東経129度58分05.7秒﻿ / ﻿北緯33.450083度 東経129.968250度﻿ /33.450083; 129.968250座標:北緯33度27分00.3秒東経129度58分05.7秒﻿ / ﻿北緯33.450083度 東経129.968250度﻿ /33.450083; 129.968250","487.59km2","九州地方","115,509人（推計人口、2021年6月1日）","佐賀県","公式ウェブサイト","3000020412023","237人/km2","41202-3","佐賀市、伊万里市、多久市、武雄市東松浦郡玄海町福岡県糸島市長崎県：壱岐市、松浦市","峰達郎","藤","松","","","","",""
"伊万里市","[伊万里（特産） -伊万里焼。] 伊万里市 （いまりし）は、 佐賀県 の西部にある 市 である。かつて 伊万里港 から積み出しを行っていた 磁器 （ 伊万里焼 ）で有名である。","https://ja.wikipedia.org/wiki/伊万里市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度15分53.1秒東経129度52分50.9秒","日本","〒848-8501佐賀県伊万里市立花町1355番地1北緯33度15分53.1秒東経129度52分50.9秒﻿ / ﻿北緯33.264750度 東経129.880806度﻿ /33.264750; 129.880806座標:北緯33度15分53.1秒東経129度52分50.9秒﻿ / ﻿北緯33.264750度 東経129.880806度﻿ /33.264750; 129.880806","255.25km2","九州地方","52,384人（推計人口、2021年6月1日）","佐賀県","公式ウェブサイト","1000020412058","205人/km2","41205-8","唐津市、武雄市、西松浦郡有田町長崎県：佐世保市、松浦市","深浦弘信","ツツジ","マキ","","","","",""
"鹿島市","[鹿島（社寺） -祐徳稲荷神社。] 鹿島市 （かしまし）は、 佐賀県 の南部にある 市 である。旧 藤津郡 。","https://ja.wikipedia.org/wiki/鹿島市","日本の観光地一覧","https://ja.wikipedia.org/wiki/日本の観光地一覧","箇条書き,制限あり","北緯33度6分13.8秒東経130度5分54.9秒","日本","〒849-1391佐賀県鹿島市大字納富分2643-1北緯33度6分13.8秒東経130度5分54.9秒﻿ / ﻿北緯33.103833度 東経130.098583度﻿ /33.103833; 130.098583座標:北緯33度6分13.8秒東経130度5分54.9秒﻿ / ﻿北緯33.103833度 東経130.098583度﻿ /33.103833; 130.098583","112.12km2","九州地方","27,519人（推計人口、2021年6月1日）","佐賀県","公式ウェブサイト","1000020412074","245人/km2","41207-4","嬉野市、杵島郡白石町、藤津郡太良町長崎県大村市","樋口久俊","サクラ","キンモクセイ","","","","",""
