"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","事業主体","位置","専門分野","管理運営","学校種別","設置者","本部所在地","学部","ウェブサイト","面積","研究科","正式名称","前身","キャンパス","分類","運営者"
"徳島大学","[徳島大学薬学部附属薬用植物園（徳島県徳島市）] 徳島大学は1949年、徳島県内の旧制学校6校を母体として成立した。2013年時点で、5学部、3研究部・7教育部を設置している。 工学部 の学生数は 中国・四国地方 の国立大学工学部で最大  。徳島大学の特徴として、 理系 の学部、大学院の充実が挙げられる。中でも、工学部の評価は高い。四国唯一の 歯学部 があり、四国で活躍する多くの歯科医を輩出している。","https://ja.wikipedia.org/wiki/徳島大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯34度4分33.29秒東経134度30分57.05秒","","","","","","","","国立","国立大学法人徳島大学","徳島県徳島市新蔵町2-24北緯34度4分33.29秒東経134度30分57.05秒﻿ / ﻿北緯34.0759139度 東経134.5158472度﻿ /34.0759139; 134.5158472座標:北緯34度4分33.29秒東経134度30分57.05秒﻿ / ﻿北緯34.0759139度 東経134.5158472度﻿ /34.0759139; 134.5158472","総合科学部医学部歯学部薬学部理工学部生物資源産業学部","https://www.tokushima-u.ac.jp/","","総合科学教育部医科学教育部口腔科学教育部薬科学教育部栄養生命科学教育部保健科学教育部先端技術科学教育部ソシオ・アーツ・アンド・サイエンス研究部ヘルスバイオサイエンス研究部ソシオテクノサイエンス研究部","","","新蔵（徳島市新蔵町）常三島（徳島市南常三島町）蔵本（徳島市蔵本町）","",""
"松山大学","[松山大学薬学部附属薬用植物園（愛媛県松山市）] 1923年 （ 大正 12年）の 松山高等商業学校 創立以来、この間に輩出した卒業生は、約7万人。2020年現在、大学には、経済学部、経営学部、人文学部、法学部、薬学部の5学部6学科がある。","https://ja.wikipedia.org/wiki/松山大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度51分1.7秒 東経132度46分3.2秒","","","","","","","","私立","学校法人松山大学","愛媛県松山市文京町4番地2","経済学部経営学部人文学部法学部薬学部","https://www.matsuyama-u.ac.jp/","","経済学研究科経営学研究科言語コミュニケーション研究科社会学研究科法学研究科医療薬学研究科","","","文京キャンパス（愛媛県松山市）樋又キャンパス（愛媛県松山市）御幸キャンパス（愛媛県松山市）久万ノ台グラウンド（愛媛県松山市）西宮温山記念会館（兵庫県西宮市）東京オフィス（東京都中央区）","",""
"山陽小野田市立山口東京理科大学","[山陽小野田市立山口東京理科大学薬学部附属江汐公園薬用植物園（山口県山陽小野田市）] 1987年 、 学校法人東京理科大学 により 山口県 小野田市 （当時）に設置された 東京理科大学山口短期大学 を前身とする。 1995年 に四年制となり山口東京理科大学となった。 2016年 より設置者が学校法人東京理科大学から 公立大学法人 山陽小野田市立山口東京理科大学となり、 公立大学 に移行した。本部は 山陽小野田市 だが、敷地の一部は 宇部市 にもまたがる。","https://ja.wikipedia.org/wiki/山陽小野田市立山口東京理科大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度57分25秒 東経131度11分15.5秒","","","","","","","","公立","公立大学法人山陽小野田市立山口東京理科大学","山口県山陽小野田市大学通1-1-1","工学部薬学部","https://www.socu.ac.jp/","","工学研究科","","","本部のみ","",""
"福岡大学","[福岡大学薬学部薬草園（福岡市城南区）] 9学部31学科、2万人以上の学生を有する 西日本 最大級の規模を持つ私立の 総合大学 である。2019年に創立85周年を迎え、25万人以上の卒業生を社会に輩出した。","https://ja.wikipedia.org/wiki/福岡大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度33分1.4秒 東経130度21分58秒","","","","","","","","私立","学校法人福岡大学","福岡県福岡市城南区七隈8丁目19番1号","人文学部法学部経済学部商学部商学部二部理学部工学部医学部薬学部スポーツ科学部","https://www.fukuoka-u.ac.jp/","","人文科学研究科法学研究科経済学研究科商学研究科理学研究科工学研究科医学研究科薬学研究科スポーツ健康科学研究科法曹実務研究科（法科大学院）","","","七隈（福岡市城南区）ひびきの北九州学術研究都市（北九州市若松区）","",""
"第一薬科大学","[第一薬科大学薬用植物園（福岡市南区）] 薬剤師国家試験を受験する上で、学科による有利不利はない。","https://ja.wikipedia.org/wiki/第一薬科大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度33分56.8秒 東経130度25分12秒","","","","","","","","私立","学校法人都築学園","福岡県福岡市南区玉川町22-1","薬学部","https://www.daiichi-cps.ac.jp/","","","","","同上","",""
"九州大学大学院","[九州大学大学院薬学研究院附属薬用植物園（福岡県糟屋郡篠栗町）] 九州大学は、 1949年 （ 昭和 24年）に 旧制 九州大学等を包括して設置された 国立大学 である。 1867年 （ 慶応 3年）に設立された 賛生館 を起源とする九州帝国大学を直接の母体としている（ 旧帝大 の一つ）。九州帝国大学の初代総長は 東京帝国大学 の総長と明治専門学校（現： 九州工業大学 ）の初代総裁を務めた 山川健次郎 である。 2003年 （ 平成 15年）に 九州芸術工科大学 を吸収、 2004年 （平成16年）に 国立大学法人 による設置へと移行した。","https://ja.wikipedia.org/wiki/九州大学大学院","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度35分44.6秒 東経130度13分4秒","","","","","","","","国立","国立大学法人九州大学","福岡県福岡市西区元岡744番地","共創学部文学部教育学部法学部経済学部理学部医学部歯学部薬学部工学部芸術工学部農学部","www.kyushu-u.ac.jp/ja/","","人文科学府／研究院比較社会文化学府／研究院人間環境学府／研究院法学府／研究院法務学府経済学府／研究院言語文化研究院理学府／研究院数理学府／研究院システム生命科学府医学系学府／研究院歯学府／研究院薬学府／研究院工学府／研究院芸術工学府／研究院システム情報科学府／研究院総合理工学府／研究院生物資源環境科学府／農学研究院統合新領域学府","","","伊都地区（福岡県福岡市西区、糸島市）病院地区（福岡県福岡市東区）筑紫地区（福岡県春日市、大野城市）大橋地区（福岡県福岡市南区）別府地区（大分県別府市）","",""
"長崎大学","[長崎大学薬学部附属薬用植物園（長崎県長崎市）] 起源は、 幕末 の 1857年 に オランダ海軍 の 軍医 ヨハネス・ポンペ・ファン・メーデルフォールト （ポンペ）が、 長崎奉行所 内に開いた日本最古の医学校「 医学 伝習所」である。直接の前身は 1923年 創立の 長崎医科大学 で、 旧制六医科大学 の 旧官立大学 の一つである。","https://ja.wikipedia.org/wiki/長崎大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯32度47分8.7秒 東経129度51分59.2秒","","","","","","","","国立","国立大学法人長崎大学","長崎県長崎市文教町1-14","経済学部医学部歯学部教育学部薬学部工学部水産学部環境科学部多文化社会学部情報データ科学部","http://www.nagasaki-u.ac.jp","","経済学研究科医歯薬学総合研究科熱帯医学・グローバルヘルス研究科教育学研究科国際健康開発研究科工学研究科水産・環境科学総合研究科","","","片淵キャンパス（長崎市片淵4丁目）文教キャンパス（長崎市文教町）坂本キャンパス1（長崎市坂本1丁目）坂本キャンパス2（長崎市坂本1丁目）","",""
"長崎国際大学","[長崎国際大学薬学部付属薬用植物（長崎県佐世保市）] 学校法人九州文化学園 と 長崎県 及び 佐世保市 の公私協力方式で設置されている。 ハウステンボス をキャンパスの一部としており、学生証で入場が可能である。2007年度の 大学 認証 評価 は、2009年度に再評価を受審し、基準を満たしていると 財団法人 日本高等教育評価機構 は評価した。","https://ja.wikipedia.org/wiki/長崎国際大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯33度6分8.9秒 東経129度47分27.5秒","","","","","","","","私立","学校法人九州文化学園","長崎県佐世保市ハウステンボス町2825-7","人間社会学部健康管理学部薬学部","https://www1.niu.ac.jp/","","人間社会学研究科健康管理学研究科薬学研究科","","","","",""
"九州保健福祉大学","[九州保健福祉大学薬学部附属薬用植物園（宮崎県延岡市）] 以上の他、 吉備国際大学 との連合大学院国際協力研究科がある。","https://ja.wikipedia.org/wiki/九州保健福祉大学","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯32度34分5.6秒 東経131度36分48.7秒","","","","","","","","私立","学校法人順正学園","宮崎県延岡市吉野町1714-1","社会福祉学部保健科学部薬学部生命医科学部臨床心理学部通信教育部社会福祉学部","https://www.phoenix.ac.jp/","","社会福祉学研究科保健科学研究科医療薬学研究科","","","","",""
"宮崎県総合農業試験場薬草・地域作物センター (存在しないページ)","[宮崎県総合農業試験場薬草・地域作物センター（宮崎県小林市）]","https://ja.wikipedia.org/w/index.php?title=宮崎県総合農業試験場薬草・地域作物センター&amp;action=edit&amp;redlink=1","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"佐多旧薬園","[佐多旧薬園（鹿児島県肝属郡南大隅町）] 佐多旧薬園 （さたきゅうやくえん）は、 鹿児島県 肝属郡 南大隅町 佐多伊座敷にある 薩摩藩 直営の 植物園 跡。","https://ja.wikipedia.org/wiki/佐多旧薬園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯31度5分31.0秒 東経130度41分26.8秒","","","","","","","","","","","","","","","","","","",""
"薬用植物資源研究センター種子島研究部","[薬用植物資源研究センター種子島研究部（鹿児島県中種子町）] 薬用植物資源研究センター種子島研究部 （やくようしょくぶつしげんけんきゅうセンターたねがしまけんきゅうぶ）は、 鹿児島県 種子島 にある 薬用植物 の研究施設、試験場、 植物園 。面積は108.693 m 2 。","https://ja.wikipedia.org/wiki/薬用植物資源研究センター種子島研究部","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯30度32分30.8秒東経130度57分15.5秒","〒891-3604鹿児島県熊毛郡中種子町野間松原山","1951年","","","北緯30度32分30.8秒東経130度57分15.5秒﻿ / ﻿北緯30.541889度 東経130.954306度﻿ /30.541889; 130.954306座標:北緯30度32分30.8秒東経130度57分15.5秒﻿ / ﻿北緯30.541889度 東経130.954306度﻿ /30.541889; 130.954306","","","","","","","","","","","","","",""
