"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","標高","標高差","最長滑走距離","最大傾斜","コース数"
"はるひ野駅","はるひ野駅（はるひのえき）","https://ja.wikipedia.org/wiki/はるひ野駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度37分7.8秒東経139度27分52.52秒","多摩線","4.9 km（新百合ヶ丘起点）新宿から26.4 km","小田急電鉄","地上駅","2004年（平成16年）12月11日","2面2線","川崎市麻生区はるひ野5丁目8番1号北緯35度37分7.8秒東経139度27分52.52秒﻿ / ﻿北緯35.618833度 東経139.4645889度﻿ /35.618833; 139.4645889座標:北緯35度37分7.8秒東経139度27分52.52秒﻿ / ﻿北緯35.618833度 東経139.4645889度﻿ /35.618833; 139.4645889","","OT04[1]","","","10,048人/日-2019年-","","","","","","",""
"原町駅","原町駅（はるまちえき）","https://ja.wikipedia.org/wiki/原町駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯33度36分42.74秒東経130度28分15.29秒","JC篠栗線（福北ゆたか線）","20.1 km（桂川起点）","九州旅客鉄道（JR九州）","地上駅","1904年（明治37年）6月19日[1]","2面2線","福岡県糟屋郡粕屋町原町一丁目1-1北緯33度36分42.74秒東経130度28分15.29秒﻿ / ﻿北緯33.6118722度 東経130.4709139度﻿ /33.6118722; 130.4709139座標:北緯33度36分42.74秒東経130度28分15.29秒﻿ / ﻿北緯33.6118722度 東経130.4709139度﻿ /33.6118722; 130.4709139","業務委託駅POS端末設置","JC  03 ","マチ←ハルマ","1,519人/日（降車客含まず）-2019年-","","","","","","","",""
"晴山駅","晴山駅（はるやまえき）","https://ja.wikipedia.org/wiki/晴山駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯39度22分0.39秒東経141度15分27.74秒","■釜石線","15.9 km（花巻起点）","東日本旅客鉄道（JR東日本）","地上駅","1914年（大正3年）4月16日[1]","1面1線","岩手県花巻市東和町東晴山北緯39度22分0.39秒東経141度15分27.74秒座標:北緯39度22分0.39秒 東経141度15分27.74秒","無人駅","","ルヤ","","","","","","","","",""
"播州赤穂駅","播州赤穂駅（ばんしゅうあこうえき）","https://ja.wikipedia.org/wiki/播州赤穂駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度45分23.98秒東経134度23分35.40秒","A赤穂線","10.5km（相生起点）姫路から31.2km大阪から119.1 km","西日本旅客鉄道（JR西日本）","地上駅（橋上駅）","1951年（昭和26年）12月12日[1]","2面3線","兵庫県赤穂市加里屋328[1]北緯34度45分23.98秒東経134度23分35.40秒﻿ / ﻿北緯34.7566611度 東経134.3931667度﻿ /34.7566611; 134.3931667座標:北緯34度45分23.98秒東経134度23分35.40秒﻿ / ﻿北緯34.7566611度 東経134.3931667度﻿ /34.7566611; 134.3931667","直営駅[1]みどりの窓口有","","ハア","4,080人/日（降車客含まず）-2019年-","","","","","","","",""
"阪神国道駅","阪神国道駅（はんしんこくどうえき）","https://ja.wikipedia.org/wiki/阪神国道駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度44分13.87秒東経135度21分16.71秒","■今津線","8.6 km（宝塚起点）西宮北口から0.9 km","阪急電鉄","高架駅[2]","1927年（昭和2年）5月10日[2]","2面2線[2]","兵庫県西宮市津門大塚町8番18号[1]北緯34度44分13.87秒東経135度21分16.71秒﻿ / ﻿北緯34.7371861度 東経135.3546417度﻿ /34.7371861; 135.3546417座標:北緯34度44分13.87秒東経135度21分16.71秒﻿ / ﻿北緯34.7371861度 東経135.3546417度﻿ /34.7371861; 135.3546417","","HK22","","","","","（通年平均）3,872人/日-2019年-","","","","",""
"半蔵門駅","半蔵門駅（はんぞうもんえき）","https://ja.wikipedia.org/wiki/半蔵門駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度41分8.5秒東経139度44分30秒","●[1]半蔵門線","5.1 km（渋谷起点）","東京地下鉄（東京メトロ）","地下駅","1982年（昭和57年）12月9日","1面2線","東京都千代田区麹町一丁目6北緯35度41分8.5秒東経139度44分30秒﻿ / ﻿北緯35.685694度 東経139.74167度﻿ /35.685694; 139.74167座標:北緯35度41分8.5秒東経139度44分30秒﻿ / ﻿北緯35.685694度 東経139.74167度﻿ /35.685694; 139.74167","","Z05[1]","ハン","","91,881人/日-2019年-","","","","","","",""
"半田駅","半田駅（はんだえき）","https://ja.wikipedia.org/wiki/半田駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度53分38秒東経136度55分50秒","CE武豊線","14.6 km（大府起点）","東海旅客鉄道（JR東海）","地上駅","1886年（明治19年）3月1日","1面2線","愛知県半田市御幸町110-1北緯34度53分38秒東経136度55分50秒﻿ / ﻿北緯34.89389度 東経136.93056度﻿ /34.89389; 136.93056座標:北緯34度53分38秒東経136度55分50秒﻿ / ﻿北緯34.89389度 東経136.93056度﻿ /34.89389; 136.93056","業務委託駅JR全線きっぷうりば有","CE  07 ","ハン","1,651人/日（降車客含まず）-2019年-","","","","","","","",""
"番田駅 (神奈川県)","番田駅 (神奈川県)（ばんだえき・東日本旅客鉄道相模線）","https://ja.wikipedia.org/wiki/番田駅_(神奈川県)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度32分43.4秒東経139度21分46.8秒","■相模線","26.9 km（茅ケ崎起点）","東日本旅客鉄道（JR東日本）","地上駅","1931年（昭和6年）4月29日","1面2線","相模原市中央区上溝378北緯35度32分43.4秒東経139度21分46.8秒﻿ / ﻿北緯35.545389度 東経139.363000度﻿ /35.545389; 139.363000座標:北緯35度32分43.4秒東経139度21分46.8秒﻿ / ﻿北緯35.545389度 東経139.363000度﻿ /35.545389; 139.363000","無人駅*1944年に上溝駅から改称。","","ハン","3,643人/日（降車客含まず）-2014年-","","","","","","","",""
"磐梯熱海駅","磐梯熱海駅（ばんだいあたみえき）","https://ja.wikipedia.org/wiki/磐梯熱海駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯37度28分50.94秒東経140度16分14.85秒","■磐越西線[1]","15.4 km（郡山起点）","東日本旅客鉄道（JR東日本）","地上駅","1898年（明治31年）7月26日[1]","2面2線[2]","福島県郡山市熱海町熱海四丁目[1]406北緯37度28分50.94秒東経140度16分14.85秒座標:北緯37度28分50.94秒 東経140度16分14.85秒","業務委託駅みどりの窓口有[1]","","タミ","244人/日（降車客含まず）-2019年-","","","","","","","",""
"阪大病院前駅","阪大病院前駅（はんだいびょういんまええき）","https://ja.wikipedia.org/wiki/阪大病院前駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度49分7秒東経135度31分47.09秒","■彩都線","2.6 km（万博記念公園起点）","大阪モノレール","高架駅","1998年（平成10年）10月1日[1]","島式 1面2線","大阪府茨木市美穂ヶ丘北緯34度49分7秒東経135度31分47.09秒﻿ / ﻿北緯34.81861度 東経135.5297472度﻿ /34.81861; 135.5297472﻿ (阪大病院前駅)",""," 52 ","","","","","8,284人/日-2019年-","","","","",""
"磐梯町駅","磐梯町駅（ばんだいまちえき）","https://ja.wikipedia.org/wiki/磐梯町駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","","■磐越西線","51.2 km（郡山起点）","東日本旅客鉄道（JR東日本）","地上駅","1899年（明治32年）7月15日[1]","1面2線[2]","","簡易委託駅","","イマ","147人/日（降車客含まず）-2019年-","","","","","","","",""
"半田口駅","半田口駅（はんだぐちえき）","https://ja.wikipedia.org/wiki/半田口駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度54分32.3秒東経136度55分31.6秒","河和線","13.2 km（太田川起点）","名古屋鉄道","地上駅","1931年（昭和6年）4月1日","2面2線","愛知県半田市岩滑中町二丁目150北緯34度54分32.3秒東経136度55分31.6秒﻿ / ﻿北緯34.908972度 東経136.925444度﻿ /34.908972; 136.925444座標:北緯34度54分32.3秒東経136度55分31.6秒﻿ / ﻿北緯34.908972度 東経136.925444度﻿ /34.908972; 136.925444","無人駅（駅集中管理システム導入駅）","KC  10 ","","","1,161人/日-2019年[1]-","","","","","","",""
"半田埠頭駅","半田埠頭駅（はんだふとうえき）","https://ja.wikipedia.org/wiki/半田埠頭駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度52分52.6秒東経136度57分11.4秒","半田線","3.4 km（東成岩起点）","衣浦臨海鉄道","地上駅","1975年（昭和50年）11月15日","","愛知県半田市十一号地北緯34度52分52.6秒東経136度57分11.4秒﻿ / ﻿北緯34.881278度 東経136.953167度﻿ /34.881278; 136.953167﻿ (半田埠頭駅)座標:北緯34度52分52.6秒東経136度57分11.4秒﻿ / ﻿北緯34.881278度 東経136.953167度﻿ /34.881278; 136.953167﻿ (半田埠頭駅)","貨物専用駅","","ハフ","","","","","","","","",""
"番田駅 (福井県)","番田駅 (福井県)（ばんでんえき・えちぜん鉄道三国芦原線）","https://ja.wikipedia.org/wiki/番田駅_(福井県)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯36度12分44.5秒東経136度12分8.5秒","■三国芦原線","18.3km（福井口起点）福井から19.8 km","えちぜん鉄道","地上駅","1928年12月30日","単式1面1線","福井県あわら市番田34-48-3北緯36度12分44.5秒東経136度12分8.5秒﻿ / ﻿北緯36.212361度 東経136.202361度﻿ /36.212361; 136.202361座標:北緯36度12分44.5秒東経136度12分8.5秒﻿ / ﻿北緯36.212361度 東経136.202361度﻿ /36.212361; 136.202361","無人駅","○E39","","","31人/日-2018年-","","","","","","",""
"板東駅","板東駅（ばんどうえき）","https://ja.wikipedia.org/wiki/板東駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度9分19.56秒東経134度30分24.72秒","■高徳線","62.1 km（高松起点）","四国旅客鉄道（JR四国）","地上駅","1923年（大正12年）2月15日","2面2線","徳島県鳴門市大麻町板東辻見堂北緯34度9分19.56秒東経134度30分24.72秒﻿ / ﻿北緯34.1554333度 東経134.5068667度﻿ /34.1554333; 134.5068667﻿ (板東駅)","無人駅","○T05","トオ←トヲ","","390[1]人/日-2019年-","","","","","","",""
"阪東橋駅","阪東橋駅（ばんどうばしえき）","https://ja.wikipedia.org/wiki/阪東橋駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度26分14.5秒東経139度37分29.6秒","■ブルーライン（1号線）","18.1 km（湘南台起点）","横浜市交通局（横浜市営地下鉄）","地下駅","1972年（昭和47年）12月16日","1面2線","横浜市中区弥生町5丁目48番地[1]北緯35度26分14.5秒東経139度37分29.6秒﻿ / ﻿北緯35.437361度 東経139.624889度﻿ /35.437361; 139.624889﻿ (阪東橋駅)座標:北緯35度26分14.5秒東経139度37分29.6秒﻿ / ﻿北緯35.437361度 東経139.624889度﻿ /35.437361; 139.624889﻿ (阪東橋駅)","業務委託駅（京王設備サービス）","B15","","10,785人/日（降車客含まず）-2019年-","21,344人/日-2019年-","","","","","","",""
"母野駅","母野駅（はんのえき）","https://ja.wikipedia.org/wiki/母野駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度35分55.55秒東経136度56分31.14秒","越美南線","26.1 km（美濃太田起点）","長良川鉄道","地上駅","1927年4月10日[2]","1面1線[1]","岐阜県郡上市美並町上田北緯35度35分55.55秒東経136度56分31.14秒﻿ / ﻿北緯35.5987639度 東経136.9419833度﻿ /35.5987639; 136.9419833座標:北緯35度35分55.55秒東経136度56分31.14秒﻿ / ﻿北緯35.5987639度 東経136.9419833度﻿ /35.5987639; 136.9419833","無人駅[1]","15","ハノミス（美濃洲原駅時代）コン（木尾駅時代）","3人/日（降車客含まず）-2015年-","","","","","","","",""
"飯能駅","飯能駅（はんのうえき）","https://ja.wikipedia.org/wiki/飯能駅","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯35度51分3.96秒東経139度19分8.63秒","■池袋線","43.7km（池袋起点）小竹向原から40.3 km","西武鉄道","地上駅（橋上駅）","1915年（大正4年）4月15日[1]","3面4線","埼玉県飯能市仲町11-21[1]北緯35度51分3.96秒東経139度19分8.63秒﻿ / ﻿北緯35.8511000度 東経139.3190639度﻿ /35.8511000; 139.3190639﻿ (飯能駅)座標:北緯35度51分3.96秒東経139度19分8.63秒﻿ / ﻿北緯35.8511000度 東経139.3190639度﻿ /35.8511000; 139.3190639﻿ (飯能駅)","","SI26","","","32,929人/日-2019年-","","","","","","",""
"万博記念公園駅 (茨城県)","万博記念公園駅 (茨城県)（ばんぱくきねんこうえんえき・首都圏新都市鉄道つくばエクスプレス）","https://ja.wikipedia.org/wiki/万博記念公園駅_(茨城県)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯36度3分30.36秒東経140度3分33.58秒","つくばエクスプレス","51.8 km（秋葉原起点）","首都圏新都市鉄道","高架駅","2005年（平成17年）8月24日","2面2線","茨城県つくば市島名4386（諏訪）北緯36度3分30.36秒東経140度3分33.58秒﻿ / ﻿北緯36.0584333度 東経140.0593278度﻿ /36.0584333; 140.0593278座標:北緯36度3分30.36秒東経140度3分33.58秒﻿ / ﻿北緯36.0584333度 東経140.0593278度﻿ /36.0584333; 140.0593278","","TX18","","3,162人/日（降車客含まず）-2018年-","","","","","","","",""
"万博記念公園駅 (大阪府)","万博記念公園駅 (大阪府)（ばんぱくきねんこうえんえき・大阪高速鉄道大阪モノレール線・国際文化公園都市線）","https://ja.wikipedia.org/wiki/万博記念公園駅_(大阪府)","日本の鉄道駅一覧_は","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_は","箇条書き,制限あり","北緯34度48分24.33秒東経135度31分48.53秒","■本線","9.9 km（大阪空港起点）","大阪モノレール","高架駅（橋上駅）","1990年（平成2年）6月1日","島式 2面3線","大阪府吹田市千里万博公園北緯34度48分24.33秒東経135度31分48.53秒﻿ / ﻿北緯34.8067583度 東経135.5301472度﻿ /34.8067583; 135.5301472座標:北緯34度48分24.33秒東経135度31分48.53秒﻿ / ﻿北緯34.8067583度 東経135.5301472度﻿ /34.8067583; 135.5301472",""," 17 ","","","","","22,222人/日-2019年-","","","","",""
