"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"平井駅 (東京都)","平井駅 (東京都)（ひらいえき・東日本旅客鉄道総武本線）","https://ja.wikipedia.org/wiki/平井駅_(東京都)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度42分23.2秒東経139度50分33秒","■総武線（各駅停車）（正式には総武本線）","8.2 km（東京起点）千葉から31.0 km","東日本旅客鉄道（JR東日本）","1899年（明治32年）4月28日[1]","高架駅","1面2線","東京都江戸川区平井三丁目30-1北緯35度42分23.2秒東経139度50分33秒﻿ / ﻿北緯35.706444度 東経139.84250度﻿ /35.706444; 139.84250座標:北緯35度42分23.2秒東経139度50分33秒﻿ / ﻿北緯35.706444度 東経139.84250度﻿ /35.706444; 139.84250","業務委託駅東京都区内駅","ヒイ←ヒヰ","33,436人/日（降車客含まず）-2019年-","JB24","","","","","","","",""
"平井駅 (愛媛県)","平井駅 (愛媛県)（ひらいえき・伊予鉄道横河原線）","https://ja.wikipedia.org/wiki/平井駅_(愛媛県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度48分30.76秒東経132度49分44.14秒","横河原線","6.9 km（松山市起点）","伊予鉄道","1893年5月7日","地上駅","1面2線","愛媛県松山市平井町北緯33度48分30.76秒東経132度49分44.14秒﻿ / ﻿北緯33.8085444度 東経132.8289278度﻿ /33.8085444; 132.8289278﻿ (平井駅)","","","","●IY17","981[1]人/日-2019年-","","","","","","",""
"平石駅","平石駅（ひらいしえき）","https://ja.wikipedia.org/wiki/平石駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯39度17分30.1秒東経140度37分42.5秒","■北上線","51.6 km（北上起点）","東日本旅客鉄道（JR東日本）","1963年（昭和38年）7月15日[1]","地上駅","1面1線","秋田県横手市山内土渕字平石上段50北緯39度17分30.1秒東経140度37分42.5秒座標:北緯39度17分30.1秒 東経140度37分42.5秒","無人駅","ヒシ","","","","","","","","","",""
"平泉駅","平泉駅（ひらいずみえき）","https://ja.wikipedia.org/wiki/平泉駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯38度59分17.13秒東経141度7分3.13秒","■東北本線","452.3 km（東京起点）","東日本旅客鉄道（JR東日本）","1898年（明治31年）5月28日[1]","地上駅","2面2線[1]","岩手県西磐井郡平泉町平泉字泉屋76北緯38度59分17.13秒東経141度7分3.13秒座標:北緯38度59分17.13秒 東経141度7分3.13秒","業務委託駅みどりの窓口有[2]","ライ","405人/日（降車客含まず）-2019年-","","","","","","","","",""
"平磯駅","平磯駅（ひらいそえき）","https://ja.wikipedia.org/wiki/平磯駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度21分27.98秒東経140度36分27.49秒","湊線","10.8 km（勝田起点）","ひたちなか海浜鉄道","1924年9月3日","地上駅","1面1線","茨城県ひたちなか市平磯町北緯36度21分27.98秒東経140度36分27.49秒﻿ / ﻿北緯36.3577722度 東経140.6076361度﻿ /36.3577722; 140.6076361座標:北緯36度21分27.98秒東経140度36分27.49秒﻿ / ﻿北緯36.3577722度 東経140.6076361度﻿ /36.3577722; 140.6076361","無人駅（自動券売機 有）","","","","215[1]人/日-2019年-","","","","","","",""
"平岩駅","平岩駅（ひらいわえき）","https://ja.wikipedia.org/wiki/平岩駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度53分13.02秒東経137度51分55.72秒","■大糸線","85.0km（松本起点）南小谷から14.9 km","西日本旅客鉄道（JR西日本）","1957年（昭和32年）8月15日","地上駅","1面1線[1]","新潟県糸魚川市大字大所字平岩[1]北緯36度53分13.02秒東経137度51分55.72秒﻿ / ﻿北緯36.8869500度 東経137.8654778度﻿ /36.8869500; 137.8654778座標:北緯36度53分13.02秒東経137度51分55.72秒﻿ / ﻿北緯36.8869500度 東経137.8654778度﻿ /36.8869500; 137.8654778","無人駅[1]標高：264.2m[1]","ヒラ[1]","2人/日（降車客含まず）-2019年-","","","","","","","","",""
"平岡駅","平岡駅（ひらおかえき・東海旅客鉄道飯田線）","https://ja.wikipedia.org/wiki/平岡駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度16分25.43秒東経137度51分13.06秒","CD飯田線","93.8 km（豊橋起点）","東海旅客鉄道（JR東海）","1936年（昭和11年）4月26日[1]","地上駅","1面2線[1]","長野県下伊那郡天龍村平岡[1]1280-4北緯35度16分25.43秒東経137度51分13.06秒﻿ / ﻿北緯35.2737306度 東経137.8536278度﻿ /35.2737306; 137.8536278座標:北緯35度16分25.43秒東経137度51分13.06秒﻿ / ﻿北緯35.2737306度 東経137.8536278度﻿ /35.2737306; 137.8536278","駅員無配置駅[1]*1952年に満島駅から改称[1]。標高：324m[1]","ヒラ[1]","51人/日（降車客含まず）-2018年-","","","","","","","","",""
"枚岡駅","枚岡駅（ひらおかえき・近鉄奈良線）","https://ja.wikipedia.org/wiki/枚岡駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度40分11.64秒東経135度38分53.22秒","A奈良線","8.3km（布施起点）大阪難波から14.4 km","近畿日本鉄道（近鉄）","1914年（大正3年）4月30日","地上駅","2面2線","大阪府東大阪市出雲井町2-6北緯34度40分11.64秒東経135度38分53.22秒﻿ / ﻿北緯34.6699000度 東経135.6481167度﻿ /34.6699000; 135.6481167座標:北緯34度40分11.64秒東経135度38分53.22秒﻿ / ﻿北緯34.6699000度 東経135.6481167度﻿ /34.6699000; 135.6481167","","ヒラオ",""," A14 ","4,799人/日-2018年-","","","","","","",""
"平賀駅","平賀駅（ひらかえき）","https://ja.wikipedia.org/wiki/平賀駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯40度35分6.02秒東経140度33分39.74秒","弘南線","7.5 km（弘前起点）","弘南鉄道","1927年（昭和2年）9月7日","地上駅","2面2線","青森県平川市本町北柳田23-5北緯40度35分6.02秒東経140度33分39.74秒﻿ / ﻿北緯40.5850056度 東経140.5610389度﻿ /40.5850056; 140.5610389座標:北緯40度35分6.02秒東経140度33分39.74秒﻿ / ﻿北緯40.5850056度 東経140.5610389度﻿ /40.5850056; 140.5610389","社員配置駅","","","","916人/日-2017年-","","","","","","",""
"枚方公園駅","枚方公園駅（ひらかたこうえんえき）","https://ja.wikipedia.org/wiki/枚方公園駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度48分40.31秒東経135度38分21.83秒","■京阪本線","20.8 km（淀屋橋起点）","京阪電気鉄道","1910年（明治43年）4月15日","地上駅","2面2線","大阪府枚方市伊加賀東町3-8[1]北緯34度48分40.31秒東経135度38分21.83秒﻿ / ﻿北緯34.8111972度 東経135.6393972度﻿ /34.8111972; 135.6393972﻿ (枚方公園駅*)","*1949年に枚方駅から改称","枚公（駅名略称方式）","","KH  20","20,741人/日-2019年-","","","","","","",""
"枚方市駅","枚方市駅（ひらかたしえき）","https://ja.wikipedia.org/wiki/枚方市駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度48分58.05秒東経135度38分54.31秒","■京阪本線","21.8 km（淀屋橋起点）","京阪電気鉄道","1910年（明治43年）4月15日","高架駅","3面6線","大阪府枚方市岡東町19-14北緯34度48分58.05秒東経135度38分54.31秒﻿ / ﻿北緯34.8161250度 東経135.6484194度﻿ /34.8161250; 135.6484194﻿ (枚方市駅)","*1949年に枚方東口駅から改称","枚市（駅名略称方式）","","KH  21","96,604人/日-2019年-","","","","","","",""
"平川駅","平川駅（ひらかわえき）","https://ja.wikipedia.org/wiki/平川駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度27分0.05秒東経130度30分49.18秒","指宿枕崎線","17.2 km（鹿児島中央起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）5月20日","地上駅","1面1線","鹿児島県鹿児島市平川町3769北緯31度27分0.05秒東経130度30分49.18秒","無人駅駅集中管理システム（Smart Support Station）採用[1]","ヒラ","936人/日（降車客含まず）-2019年-","","","","","","","","",""
"開駅","開駅（ひらきえき）","https://ja.wikipedia.org/wiki/開駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度5分51.75秒東経130度27分9.53秒","■天神大牟田線","66.6 km（西鉄福岡（天神）起点）","西日本鉄道","1938年（昭和13年）10月1日","地上駅","2面2線","福岡県みやま市高田町北新開北緯33度5分51.75秒東経130度27分9.53秒﻿ / ﻿北緯33.0977083度 東経130.4526472度﻿ /33.0977083; 130.4526472座標:北緯33度5分51.75秒東経130度27分9.53秒﻿ / ﻿北緯33.0977083度 東経130.4526472度﻿ /33.0977083; 130.4526472","","","","T  44 ","658人/日-2019年-","","","","","","",""
"平木駅","平木駅（ひらぎえき）","https://ja.wikipedia.org/wiki/平木駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","■長尾線","10.9km（瓦町起点）高松築港から12.6 km","高松琴平電気鉄道","1912年（明治45年）4月30日","地上駅","相対式2面2線","","無人駅","",""," N12 ","395人/日-2018年-","","","","","","",""
"平岸駅 (北海道赤平市)","平岸駅 (北海道赤平市)（ひらぎしえき・北海道旅客鉄道根室本線）","https://ja.wikipedia.org/wiki/平岸駅_(北海道赤平市)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯43度32分29.04秒東経142度7分25.98秒","■根室本線","20.7 km（滝川起点）","北海道旅客鉄道（JR北海道）","1913年（大正2年）11月10日","地上駅","2面2線","北海道赤平市平岸仲町1丁目北緯43度32分29.04秒東経142度7分25.98秒﻿ / ﻿北緯43.5414000度 東経142.1238833度﻿ /43.5414000; 142.1238833﻿ (平岸駅)","無人駅","ヒキ","","○T25","28人/日-2014年-","","","","","","",""
"平岸駅 (札幌市)","平岸駅 (札幌市)（ひらぎしえき・札幌市営地下鉄南北線）","https://ja.wikipedia.org/wiki/平岸駅_(札幌市)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯43度2分4.6秒東経141度22分4.9秒","札幌市営地下鉄南北線","9.0 km（麻生起点）","札幌市交通局","1971年（昭和46年）12月16日","地下駅","2面2線","札幌市豊平区平岸2条7丁目[1]北緯43度2分4.6秒東経141度22分4.9秒﻿ / ﻿北緯43.034611度 東経141.368028度﻿ /43.034611; 141.368028座標:北緯43度2分4.6秒東経141度22分4.9秒﻿ / ﻿北緯43.034611度 東経141.368028度﻿ /43.034611; 141.368028","","","8,389人/日（降車客含まず）-2019年-","○N12[2]","","","","","","","",""
"平木田駅","平木田駅（ひらきだえき）","https://ja.wikipedia.org/wiki/平木田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯38度05分41.1秒東経139度25分42秒","■羽越本線","44.7km（新津起点）新潟から46.0 km","東日本旅客鉄道（JR東日本）","1914年（大正3年）11月1日","地上駅","2面2線","新潟県胎内市平木田1605北緯38度05分41.1秒東経139度25分42秒座標:北緯38度05分41.1秒 東経139度25分42秒","無人駅（自動券売機 有）","ヒキ","","","","","","","","","",""
"平倉駅","平倉駅（ひらくらえき）","https://ja.wikipedia.org/wiki/平倉駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯39度15分52.70秒東経141度35分43.24秒","■釜石線","56.6 km（花巻起点）","東日本旅客鉄道（JR東日本）","1915年（大正4年）11月23日[1]","地上駅","1面1線","岩手県遠野市上郷町平倉北緯39度15分52.70秒東経141度35分43.24秒座標:北緯39度15分52.70秒 東経141度35分43.24秒","無人駅","ヒク","","","","","","","","","",""
"平子駅","平子駅（ひらこえき）","https://ja.wikipedia.org/wiki/平子駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度54分45.84秒東経133度6分0.67秒","P芸備線","57.4km（備中神代起点）新見から63.8 km","西日本旅客鉄道（JR西日本）","1952年（昭和27年）2月1日","地上駅","1面1線","広島県庄原市西城町平子北緯34度54分45.84秒東経133度6分0.67秒﻿ / ﻿北緯34.9127333度 東経133.1001861度﻿ /34.9127333; 133.1001861座標:北緯34度54分45.84秒東経133度6分0.67秒﻿ / ﻿北緯34.9127333度 東経133.1001861度﻿ /34.9127333; 133.1001861","無人駅","ヒラ","2人/日（降車客含まず）-2018年-","","","","","","","","",""
"平田駅 (長野県)","平田駅 (長野県)（ひらたえき・東日本旅客鉄道篠ノ井線）","https://ja.wikipedia.org/wiki/平田駅_(長野県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度11分30秒東経137度57分46秒","■篠ノ井線（■■中央本線直通含む）","57.9 km（篠ノ井起点）","東日本旅客鉄道（JR東日本）","2007年（平成19年）3月18日[1]","地上駅（橋上駅）","2面2線","長野県松本市平田西北緯36度11分30秒東経137度57分46秒﻿ / ﻿北緯36.19167度 東経137.96278度﻿ /36.19167; 137.96278座標:北緯36度11分30秒東経137度57分46秒﻿ / ﻿北緯36.19167度 東経137.96278度﻿ /36.19167; 137.96278","業務委託駅みどりの窓口有標高：609.0m","ヒタ","1,492人/日（降車客含まず）-2019年-","","","","","","","","",""
"平田駅 (滋賀県)","平田駅 (滋賀県)（ひらたえき・近江鉄道八日市線）","https://ja.wikipedia.org/wiki/平田駅_(滋賀県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度6分37.00秒東経136度8分47.87秒","■八日市線（万葉あかね線）","5.0 km（八日市起点）","近江鉄道","1913年（大正2年）12月29日","地上駅","相対式2面2線","滋賀県東近江市平田町121-2北緯35度6分37.00秒東経136度8分47.87秒﻿ / ﻿北緯35.1102778度 東経136.1466306度﻿ /35.1102778; 136.1466306座標:北緯35度6分37.00秒東経136度8分47.87秒﻿ / ﻿北緯35.1102778度 東経136.1466306度﻿ /35.1102778; 136.1466306","","","164人/日（降車客含まず）-2016年-","OR19","","","","","","","",""
"平田駅 (高知県)","平田駅 (高知県)（ひらたえき・土佐くろしお鉄道宿毛線）","https://ja.wikipedia.org/wiki/平田駅_(高知県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度57分20.29秒東経132度47分42.71秒","■宿毛線","15.3km（中村起点）岡山から309.7km高松から289.7 km","土佐くろしお鉄道（TKT）","1997年（平成9年）10月1日","高架駅[1]","1面1線","高知県宿毛市平田町戸内1552番地1北緯32度57分20.29秒東経132度47分42.71秒","","ヒラ","","○TK45","92人/日-2018年-","","","","","","",""
