"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","所在地","駅構造","開業年月日","ホーム","備考","電報略号","駅番号","乗降人員,-統計年度-","乗車人員,-統計年度-","乗換","乗降人員,-統計年次-","外部リンク","種類","市場情報","本社所在地","設立"
"虎姫駅","虎姫駅（とらひめえき）","https://ja.wikipedia.org/wiki/虎姫駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度25分28.05秒東経136度15分26.71秒","A北陸本線","12.8 km（米原起点）","西日本旅客鉄道（JR西日本）","滋賀県長浜市大寺町細田1043北緯35度25分28.05秒東経136度15分26.71秒﻿ / ﻿北緯35.4244583度 東経136.2574194度﻿ /35.4244583; 136.2574194座標:北緯35度25分28.05秒東経136度15分26.71秒﻿ / ﻿北緯35.4244583度 東経136.2574194度﻿ /35.4244583; 136.2574194","地上駅","1902年（明治35年）6月1日","2面2線","簡易委託駅","トラ","JR-A08","","709人/日（降車客含まず）-2019年-","","","","","","",""
"東浪見駅","東浪見駅（とらみえき）","https://ja.wikipedia.org/wiki/東浪見駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度20分49.7秒東経140度22分36秒","■外房線","46.2 km（千葉起点）","東日本旅客鉄道（JR東日本）","千葉県長生郡一宮町東浪見北緯35度20分49.7秒東経140度22分36秒座標:北緯35度20分49.7秒 東経140度22分36秒","地上駅","1925年（大正14年）12月15日[1]","2面2線","無人駅[2]（乗車駅証明書発行機 有）","トラ","","","81人/日（降車客含まず）-2006年-","","","","","","",""
"鳥居駅","鳥居駅（とりいえき）","https://ja.wikipedia.org/wiki/鳥居駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度55分14.32秒東経137度33分6.27秒","CD飯田線","29.3 km（豊橋起点）","東海旅客鉄道（JR東海）","愛知県新城市有海字島17北緯34度55分14.32秒東経137度33分6.27秒﻿ / ﻿北緯34.9206444度 東経137.5517417度﻿ /34.9206444; 137.5517417座標:北緯34度55分14.32秒東経137度33分6.27秒﻿ / ﻿北緯34.9206444度 東経137.5517417度﻿ /34.9206444; 137.5517417","地上駅","1923年（大正12年）2月1日","1面1線","駅員無配置駅","リイ","","","35人/日（降車客含まず）-2019年-","","","","","","",""
"鳥居前駅","鳥居前駅（とりいまええき）","https://ja.wikipedia.org/wiki/鳥居前駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度41分32.52秒東経135度41分46.14秒","Y生駒鋼索線（宝山寺線）","0.0 km（鳥居前起点）","近畿日本鉄道","奈良県生駒市元町一丁目10-1北緯34度41分32.52秒東経135度41分46.14秒﻿ / ﻿北緯34.6923667度 東経135.6961500度﻿ /34.6923667; 135.6961500﻿ (鳥居前駅)座標:北緯34度41分32.52秒東経135度41分46.14秒﻿ / ﻿北緯34.6923667度 東経135.6961500度﻿ /34.6923667; 135.6961500﻿ (鳥居前駅)","地上駅","1918年（大正7年）8月29日","櫛形3面2線","","トリ"," Y17 ","","","生駒駅(近鉄奈良線・けいはんな線・生駒線)","","","","","",""
"鳥居本駅","鳥居本駅（とりいもとえき）","https://ja.wikipedia.org/wiki/鳥居本駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度17分3.41秒東経136度16分59.05秒","■本線（彦根・多賀大社線）","3.4 km（米原起点）","近江鉄道","滋賀県彦根市鳥居本町647北緯35度17分3.41秒東経136度16分59.05秒﻿ / ﻿北緯35.2842806度 東経136.2830694度﻿ /35.2842806; 136.2830694座標:北緯35度17分3.41秒東経136度16分59.05秒﻿ / ﻿北緯35.2842806度 東経136.2830694度﻿ /35.2842806; 136.2830694","地上駅","1931年（昭和6年）3月15日","島式1面2線","無人駅","","OR03","212人/日-2019年-","103人/日（降車客含まず）-2019年-","","","","","","",""
"鳥形駅","鳥形駅（とりがたえき）","https://ja.wikipedia.org/wiki/鳥形駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯40度16分17.2秒東経140度2分12.9秒","■五能線","11.2 km（東能代起点）","東日本旅客鉄道（JR東日本）","秋田県能代市坂形字鳥形[1]北緯40度16分17.2秒東経140度2分12.9秒座標:北緯40度16分17.2秒 東経140度2分12.9秒","地上駅","1960年（昭和35年）12月1日[1]","1面1線[1]","無人駅[1]","トリ","","","","","","","","","",""
"蔵王中央ロープウェイ","鳥兜駅（とりかぶとえき）","https://ja.wikipedia.org/wiki/蔵王中央ロープウェイ","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯38度10分13.9秒東経140度24分6.2秒","","","","〒990-2301山形県山形市蔵王温泉川原708-1","","","","","","","","","","","","","","",""
"鳥沢駅","鳥沢駅（とりさわえき）","https://ja.wikipedia.org/wiki/鳥沢駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度36分29.8秒東経139度0分12.2秒","■■中央本線","70.9km（新宿起点）東京から81.2 km","東日本旅客鉄道（JR東日本）","山梨県大月市富浜町鳥沢319-2北緯35度36分29.8秒東経139度0分12.2秒座標:北緯35度36分29.8秒 東経139度0分12.2秒","地上駅","1902年（明治35年）6月1日[1]","1面2線[1]","無人駅[1]","トリ","JC30","","871人/日（降車客含まず）-2014年-","","","","","","",""
"都立家政駅","都立家政駅（とりつかせいえき）","https://ja.wikipedia.org/wiki/都立家政駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度43分20.4秒東経139度38分40.5秒","■新宿線","8.0 km（西武新宿起点）","西武鉄道","東京都中野区鷺宮一丁目16-1北緯35度43分20.4秒東経139度38分40.5秒﻿ / ﻿北緯35.722333度 東経139.644583度﻿ /35.722333; 139.644583﻿ (都立家政駅)座標:北緯35度43分20.4秒東経139度38分40.5秒﻿ / ﻿北緯35.722333度 東経139.644583度﻿ /35.722333; 139.644583﻿ (都立家政駅)","地上駅","1937年（昭和12年）12月25日","2面2線","","","SS08","19,236人/日-2019年-","","","","","","","",""
"都立大学駅","都立大学駅（とりつだいがくえき）","https://ja.wikipedia.org/wiki/都立大学駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度37分4.2秒東経139度40分35秒","■東横線","5.6 km（渋谷起点）","東急電鉄","東京都目黒区中根一丁目5-1北緯35度37分4.2秒東経139度40分35秒﻿ / ﻿北緯35.617833度 東経139.67639度﻿ /35.617833; 139.67639﻿ (都立大学駅)座標:北緯35度37分4.2秒東経139度40分35秒﻿ / ﻿北緯35.617833度 東経139.67639度﻿ /35.617833; 139.67639﻿ (都立大学駅)","高架駅","1927年（昭和2年）8月28日[2]","2面2線","","","TY06","35,277人/日-2020年-","","","","","","","",""
"取手駅","取手駅（とりでえき）","https://ja.wikipedia.org/wiki/取手駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度53分44.7秒東経140度03分46.7秒","","","東日本旅客鉄道（JR東日本・駅詳細）関東鉄道（駅詳細）","茨城県取手市中央町北緯35度53分44.7秒東経140度03分46.7秒﻿ / ﻿北緯35.895750度 東経140.062972度﻿ /35.895750; 140.062972座標:北緯35度53分44.7秒東経140度03分46.7秒﻿ / ﻿北緯35.895750度 東経140.062972度﻿ /35.895750; 140.062972","","","","","","","","","","","","","","",""
"鳥ノ木駅","鳥ノ木駅（とりのきえき）","https://ja.wikipedia.org/wiki/鳥ノ木駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯33度45分50.32秒東経132度42分41.93秒","■予讃線","204.8 km（高松起点）","四国旅客鉄道（JR四国）","愛媛県伊予市下吾川北緯33度45分50.32秒東経132度42分41.93秒﻿ / ﻿北緯33.7639778度 東経132.7116472度﻿ /33.7639778; 132.7116472座標:北緯33度45分50.32秒東経132度42分41.93秒﻿ / ﻿北緯33.7639778度 東経132.7116472度﻿ /33.7639778; 132.7116472","地上駅","1986年（昭和61年）11月1日","1面1線","無人駅","トキ","○U04","356[1]人/日-2019年-","","","","","","","",""
"鳥浜駅","鳥浜駅（とりはまえき）","https://ja.wikipedia.org/wiki/鳥浜駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度22分37.6秒東経139度38分30.2秒","■金沢シーサイドライン","2.2 km（新杉田起点）","横浜シーサイドライン","横浜市金沢区幸浦一丁目北緯35度22分37.6秒東経139度38分30.2秒﻿ / ﻿北緯35.377111度 東経139.641722度﻿ /35.377111; 139.641722﻿ (鳥浜駅)座標:北緯35度22分37.6秒東経139度38分30.2秒﻿ / ﻿北緯35.377111度 東経139.641722度﻿ /35.377111; 139.641722﻿ (鳥浜駅)","高架駅","1989年（平成元年）7月5日[1]","島式 1面2線","無人駅","","3","5,944人/日-2019年-","2,962人/日（降車客含まず）-2019年-","","","","","","",""
"トレードセンター前駅","トレードセンター前駅（トレードセンターまええき）","https://ja.wikipedia.org/wiki/トレードセンター前駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度38分19.50秒東経135度24分43.53秒","●南港ポートタウン線（ニュートラム）","0.6 km（コスモスクエア起点）","大阪市高速電気軌道(Osaka Metro)","大阪市住之江区南港北1丁目北緯34度38分19.50秒東経135度24分43.53秒﻿ / ﻿北緯34.6387500度 東経135.4120917度﻿ /34.6387500; 135.4120917座標:北緯34度38分19.50秒東経135度24分43.53秒﻿ / ﻿北緯34.6387500度 東経135.4120917度﻿ /34.6387500; 135.4120917","高架駅","1997年（平成9年）12月18日","1面2線","",""," P10 ","12,355人/日-2020年-","5,893人/日（降車客含まず）-2020年-","","","","","","",""
"土呂駅","土呂駅（とろえき）","https://ja.wikipedia.org/wiki/土呂駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度55分54.5秒東経139度37分55.4秒","■東北本線（宇都宮線）","33.3 km（東京起点）東京から尾久経由で33.5 km","東日本旅客鉄道（JR東日本）","さいたま市北区土呂町一丁目14北緯35度55分54.5秒東経139度37分55.4秒﻿ / ﻿北緯35.931806度 東経139.632056度﻿ /35.931806; 139.632056﻿ (土呂駅)","地上駅（橋上駅）","1983年（昭和58年）10月1日","1面2線","業務委託駅","トロ","","","15,861人/日（降車客含まず）-2019年-","","","","","","",""
"トロッコ嵐山駅","トロッコ嵐山駅（トロッコあらしやまえき）","https://ja.wikipedia.org/wiki/トロッコ嵐山駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度1分1.75秒東経135度40分12.94秒","嵯峨野観光線","1.0 km（トロッコ嵯峨起点）","嵯峨野観光鉄道","京都市右京区嵯峨小倉山町北緯35度1分1.75秒東経135度40分12.94秒﻿ / ﻿北緯35.0171528度 東経135.6702611度﻿ /35.0171528; 135.6702611座標:北緯35度1分1.75秒東経135度40分12.94秒﻿ / ﻿北緯35.0171528度 東経135.6702611度﻿ /35.0171528; 135.6702611","地上駅","1991年（平成3年）4月27日","1面1線","","トロアラ","","","","","","","","","",""
"トロッコ亀岡駅","トロッコ亀岡駅（トロッコかめおかえき）","https://ja.wikipedia.org/wiki/トロッコ亀岡駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度0分47秒東経135度36分24秒","嵯峨野観光線","7.3 km（トロッコ嵯峨起点）","嵯峨野観光鉄道","京都府亀岡市篠町山本北緯35度0分47秒東経135度36分24秒﻿ / ﻿北緯35.01306度 東経135.60667度﻿ /35.01306; 135.60667﻿ (トロッコ亀岡駅)","地上駅","1991年（平成3年）4月27日","1面1線","","トロカオ","","","","","","","","","",""
"トロッコ嵯峨駅","トロッコ嵯峨駅（トロッコさがえき）","https://ja.wikipedia.org/wiki/トロッコ嵯峨駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度1分7秒東経135度40分50.5秒","嵯峨野観光線","0.0 km（トロッコ嵯峨起点）","嵯峨野観光鉄道","京都市右京区嵯峨天龍寺車道町北緯35度1分7秒東経135度40分50.5秒","地上駅","1991年（平成3年）4月27日","1面1線","","トロサカ","","","","西日本旅客鉄道山陰本線（嵯峨嵐山駅）京福電気鉄道嵐山本線（嵐電嵯峨駅）","","","","","",""
"トロッコ保津峡駅","トロッコ保津峡駅（トロッコほづきょうえき）","https://ja.wikipedia.org/wiki/トロッコ保津峡駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯35度1分34秒東経135度38分46.6秒","嵯峨野観光線","3.4 km（トロッコ嵯峨起点）","嵯峨野観光鉄道","京都市西京区嵐山北松尾山北緯35度1分34秒東経135度38分46.6秒﻿ / ﻿北緯35.02611度 東経135.646278度﻿ /35.02611; 135.646278﻿ (トロッコ保津峡駅)","地上駅","1991年（平成3年）4月27日","1面1線","","","","","","","","","","","",""
"戸綿駅","戸綿駅（とわたえき）","https://ja.wikipedia.org/wiki/戸綿駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度49分53.23秒東経137度55分50.80秒","天竜浜名湖線*","12.0 km（掛川起点）","天竜浜名湖鉄道","静岡県周智郡森町睦実1579-3北緯34度49分53.23秒東経137度55分50.80秒﻿ / ﻿北緯34.8314528度 東経137.9307778度﻿ /34.8314528; 137.9307778座標:北緯34度49分53.23秒東経137度55分50.80秒﻿ / ﻿北緯34.8314528度 東経137.9307778度﻿ /34.8314528; 137.9307778","高架駅（築堤上）","1960年（昭和35年）4月20日","1面1線","*1987年まで国鉄二俣線。","","","","147人/日（降車客含まず）-2018年-","","","","","","",""
"十和田南駅","十和田南駅（とわだみなみえき）","https://ja.wikipedia.org/wiki/十和田南駅","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯40度15分19.68秒東経140度46分13.37秒","■花輪線","77.7 km（好摩起点）","東日本旅客鉄道（JR東日本）","秋田県鹿角市十和田錦木字浜田100北緯40度15分19.68秒東経140度46分13.37秒座標:北緯40度15分19.68秒 東経140度46分13.37秒","地上駅","1920年（大正9年）7月4日","1面2線","業務委託駅[1]みどりの窓口有*1957年に毛馬内駅から改称。","トタケナ（改称前）","","","146人/日（降車客含まず）-2019年-","","","","","","",""
"富田駅 (大阪府)","富田駅 (大阪府)（とんだえき・阪急電鉄京都本線）","https://ja.wikipedia.org/wiki/富田駅_(大阪府)","日本の鉄道駅一覧_と","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_と","箇条書き,制限あり","北緯34度50分7.09秒東経135度35分35.19秒","■京都本線","17.3 km（十三起点）大阪梅田から19.7 km","阪急電鉄","大阪府高槻市富田町三丁目4番10号[1]北緯34度50分7.09秒東経135度35分35.19秒﻿ / ﻿北緯34.8353028度 東経135.5931083度﻿ /34.8353028; 135.5931083座標:北緯34度50分7.09秒東経135度35分35.19秒﻿ / ﻿北緯34.8353028度 東経135.5931083度﻿ /34.8353028; 135.5931083","地上駅","1928年（昭和3年）1月16日","2面2線","","","HK71","（特定日）20,356人/日-2019年-","","摂津富田駅（JR京都線）**","（通年平均）17,318人/日-2019年-","","","","",""
