"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"有明駅 (東京都)","有明駅 (東京都)（ありあけえき・ゆりかもめ東京臨海新交通臨海線）","https://ja.wikipedia.org/wiki/有明駅_(東京都)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度38分4.7秒東経139度47分35.7秒","東京臨海新交通臨海線","12.0 km（新橋起点）","ゆりかもめ","高架駅","1995年（平成7年）11月1日[1]","2面3線","東京都江東区有明三丁目7-5.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度38分4.7秒東経139度47分35.7秒﻿ / ﻿北緯35.634639度 東経139.793250度﻿ /35.634639; 139.793250﻿ (有明駅)座標:北緯35度38分4.7秒東経139度47分35.7秒﻿ / ﻿北緯35.634639度 東経139.793250度﻿ /35.634639; 139.793250﻿ (有明駅)","車両基地あり（元終着駅）","","U12","3,052人/日（降車客含まず）-2018年-","5,756人/日-2018年-","国際展示場駅（りんかい線）","","","","","",""
"有明駅 (長野県)","有明駅 (長野県)（ありあけえき・東日本旅客鉄道大糸線）","https://ja.wikipedia.org/wiki/有明駅_(長野県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度21分33.08秒東経137度52分43.19秒","■大糸線","18.4 km（松本起点）","東日本旅客鉄道（JR東日本）","地上駅","1915年（大正4年）8月8日[3]","1面2線[1]","長野県安曇野市穂高北穂高[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度21分33.08秒東経137度52分43.19秒﻿ / ﻿北緯36.3591889度 東経137.8786639度﻿ /36.3591889; 137.8786639座標:北緯36度21分33.08秒東経137度52分43.19秒﻿ / ﻿北緯36.3591889度 東経137.8786639度﻿ /36.3591889; 137.8786639","簡易委託駅[1]POS端末設置標高：539.3m[1]","アリ[1]","31[2]","242人/日（降車客含まず）-2019年-","","","","","","","",""
"有明テニスの森駅","有明テニスの森駅（ありあけテニスのもりえき）","https://ja.wikipedia.org/wiki/有明テニスの森駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度38分23.8秒東経139度47分20秒","東京臨海新交通臨海線","12.7 km（新橋起点）","ゆりかもめ","高架駅","2006年（平成18年）3月27日[1]","1面2線","東京都江東区有明一丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度38分23.8秒東経139度47分20秒﻿ / ﻿北緯35.639944度 東経139.78889度﻿ /35.639944; 139.78889﻿ (有明テニスの森駅)座標:北緯35度38分23.8秒東経139度47分20秒﻿ / ﻿北緯35.639944度 東経139.78889度﻿ /35.639944; 139.78889﻿ (有明テニスの森駅)","無人駅","","U13","2,055人/日（降車客含まず）-2018年-","4,148人/日-2018年-","","","","","","",""
"有明湯江駅","有明湯江駅（ありあけゆええき）","https://ja.wikipedia.org/wiki/有明湯江駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度51分29.68秒東経130度19分41.66秒","■島原鉄道線","31.8 km（諫早起点）","島原鉄道","地上駅","1919年（大正8年）5月6日","1面1線","長崎県島原市有明町池田.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯32度51分29.68秒東経130度19分41.66秒﻿ / ﻿北緯32.8582444度 東経130.3282389度﻿ /32.8582444; 130.3282389﻿ (有明湯江駅)","* 年間乗車人員を日数で除算","","","*49人/日（降車客含まず）-2018年-","107人/日-2018年-","","","","","","",""
"有井駅","有井駅（ありいえき）","https://ja.wikipedia.org/wiki/有井駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度52分34.20秒東経136度5分8.16秒","紀勢本線","159.6 km（亀山起点）","東海旅客鉄道（JR東海）","地上駅","1940年（昭和15年）8月8日[1]","1面1線","三重県熊野市有馬町1003北緯33度52分34.20秒東経136度5分8.16秒","駅員無配置駅","アリ","","52人/日（降車客含まず）-2019年-","","","","","","","",""
"有井川駅","有井川駅（ありいがわえき）","https://ja.wikipedia.org/wiki/有井川駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度2分20.19秒東経133度4分16.44秒","■中村線","27.6 km（窪川起点）","土佐くろしお鉄道（TKT）","地上駅","1970年（昭和45年）10月1日","1面1線","高知県幡多郡黒潮町有井川北緯33度2分20.19秒東経133度4分16.44秒","無人駅","アリ","○TK33","","11人/日-2018年-","","","","","","",""
"有岡駅","有岡駅（ありおかえき）","https://ja.wikipedia.org/wiki/有岡駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度57分41.21秒東経132度49分59.96秒","■宿毛線","11.6 km（中村起点）","土佐くろしお鉄道（TKT）","高架駅","1997年（平成9年）10月1日","2面2線[1]","高知県四万十市有岡字スギノキ北緯32度57分41.21秒東経132度49分59.96秒","無人駅","アオ","○TK43","","98人/日-2018年-","","","","","","",""
"有壁駅","有壁駅（ありかべえき）","https://ja.wikipedia.org/wiki/有壁駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯38度52分2.93秒東経141度7分15.00秒","■東北本線","437.8 km（東京起点）","東日本旅客鉄道（JR東日本）","地上駅","1924年（大正13年）10月16日[1]","2面2線[1]","宮城県栗原市金成有壁上原前.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯38度52分2.93秒東経141度7分15.00秒﻿ / ﻿北緯38.8674806度 東経141.1208333度﻿ /38.8674806; 141.1208333座標:北緯38度52分2.93秒東経141度7分15.00秒﻿ / ﻿北緯38.8674806度 東経141.1208333度﻿ /38.8674806; 141.1208333","無人駅[1]（乗車駅証明書発行機 有）","カヘ","","","","","","","","","",""
"有佐駅","有佐駅（ありさえき）","https://ja.wikipedia.org/wiki/有佐駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度33分45.87秒東経130度40分13.72秒","■鹿児島本線","223.5 km（門司港起点）","九州旅客鉄道（JR九州）","地上駅","1896年（明治29年）11月21日[1]","2面3線[1]","熊本県八代市鏡町下有佐151-2[1][2].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯32度33分45.87秒東経130度40分13.72秒﻿ / ﻿北緯32.5627417度 東経130.6704778度﻿ /32.5627417; 130.6704778﻿ (有佐駅)","業務委託駅[2]","アリ","","929人/日（降車客含まず）-2019年-","","","","","","","",""
"有栖川駅","有栖川駅（ありすがわえき）","https://ja.wikipedia.org/wiki/有栖川駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度0分54.94秒東経135度41分39.99秒","■嵐山本線","5.7 km（四条大宮起点）","京福電気鉄道","地上駅","1910年（明治43年）3月25日","千鳥式2面2線","京都市右京区嵯峨野神ノ木町.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度0分54.94秒東経135度41分39.99秒﻿ / ﻿北緯35.0152611度 東経135.6944417度﻿ /35.0152611; 135.6944417座標:北緯35度0分54.94秒東経135度41分39.99秒﻿ / ﻿北緯35.0152611度 東経135.6944417度﻿ /35.0152611; 135.6944417","","","●A9","","2,175人/日-2019年-","","","","","","",""
"有田駅","有田駅（ありたえき）","https://ja.wikipedia.org/wiki/有田駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度11分0.2秒東経129度52分55.54秒","■佐世保線","28.2 km（肥前山口起点）","九州旅客鉄道（JR九州）日本貨物鉄道（JR貨物）*■松浦鉄道","地上駅","1897年（明治30年）7月10日","2面3線","佐賀県西松浦郡有田町本町丙.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯33度11分0.2秒東経129度52分55.54秒﻿ / ﻿北緯33.183389度 東経129.8820944度﻿ /33.183389; 129.8820944﻿ (有田駅)","共同使用駅JR九州：業務委託駅JR九州：みどりの窓口有松浦鉄道：直営駅","アリ","","（JR九州） -2019年-838人/日（降車客含まず）（松浦鉄道） -2017年-352人/日（降車客含まず）","","","","","","","",""
"有戸駅","有戸駅（ありとえき）","https://ja.wikipedia.org/wiki/有戸駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度54分50.21秒東経141度11分21.09秒","■大湊線","9.6 km（野辺地起点）","東日本旅客鉄道（JR東日本）","地上駅","1921年（大正10年）3月20日","1面1線","青森県上北郡野辺地町字小沢平北緯40度54分50.21秒東経141度11分21.09秒座標:北緯40度54分50.21秒 東経141度11分21.09秒","無人駅","アト","","","","","","","","","",""
"有畑駅","有畑駅（ありはたえき）","https://ja.wikipedia.org/wiki/有畑駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯41度7分55.10秒東経141度16分35.34秒","■大湊線","36.0 km（野辺地起点）","東日本旅客鉄道（JR東日本）","地上駅","1946年（昭和21年）6月10日","1面1線","青森県上北郡横浜町字有畑北緯41度7分55.10秒東経141度16分35.34秒座標:北緯41度7分55.10秒 東経141度16分35.34秒","無人駅","アリ","","","","","","","","","",""
"有馬温泉駅","有馬温泉駅 (神鉄)（ありまおんせんえき・神戸電鉄有馬線）","https://ja.wikipedia.org/wiki/有馬温泉駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度47分57.56秒東経135度14分45.49秒","有馬線","22.5km（湊川起点）新開地から22.9 km","神戸電鉄","地上駅[1]","1928年（昭和3年）11月28日","2面2線[1]","神戸市北区有馬町字ウツギ谷266-2.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度47分57.56秒東経135度14分45.49秒﻿ / ﻿北緯34.7993222度 東経135.2459694度﻿ /34.7993222; 135.2459694﻿ (有馬温泉駅*)座標:北緯34度47分57.56秒東経135度14分45.49秒﻿ / ﻿北緯34.7993222度 東経135.2459694度﻿ /34.7993222; 135.2459694﻿ (有馬温泉駅*)","標高357m* 開業当初は電鉄有馬駅[1]。","","○KB16","1,492人/日（降車客含まず）-2019年-","3,384[2]人/日-2019年-","","","","","","",""
"六甲有馬ロープウェー","有馬温泉駅 (六甲有馬ロープウェー)（ありまおんせんえき・六甲有馬ロープウェー裏六甲線）","https://ja.wikipedia.org/wiki/六甲有馬ロープウェー","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"有間川駅","有間川駅（ありまがわえき）","https://ja.wikipedia.org/wiki/有間川駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度9分47.97秒東経138度8分11.73秒","■日本海ひすいライン[1]","49.3km（市振起点）泊から58.7km米原から343.8 km","えちごトキめき鉄道[1]","地上駅[1]","1947年（昭和22年）7月1日[3]*","2面2線[1]","新潟県上越市大字有間川字平浜1075[2].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯37度9分47.97秒東経138度8分11.73秒﻿ / ﻿北緯37.1633250度 東経138.1365917度﻿ /37.1633250; 138.1365917座標:北緯37度9分47.97秒東経138度8分11.73秒﻿ / ﻿北緯37.1633250度 東経138.1365917度﻿ /37.1633250; 138.1365917","無人駅[1]","リマ[1]","","13人/日（降車客含まず）-2019年-","","","","","","","",""
"有馬口駅","有馬口駅（ありまぐちえき）","https://ja.wikipedia.org/wiki/有馬口駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度47分48.27秒東経135度13分15.42秒","有馬線","20.0km（湊川起点）新開地から20.4 km","神戸電鉄","地上駅","1928年（昭和3年）11月28日","2面4線","神戸市北区有野町唐櫃字フチネ垣127-2.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度47分48.27秒東経135度13分15.42秒﻿ / ﻿北緯34.7967417度 東経135.2209500度﻿ /34.7967417; 135.2209500座標:北緯34度47分48.27秒東経135度13分15.42秒﻿ / ﻿北緯34.7967417度 東経135.2209500度﻿ /34.7967417; 135.2209500","標高293m[2]","","○KB15","456人/日（降車客含まず）-2019年-","889[1]人/日-2019年-","","","","","","",""
"有松駅","有松駅（ありまつえき）","https://ja.wikipedia.org/wiki/有松駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度4分3秒東経136度58分17秒","名古屋本線","52.7 km（豊橋起点）","名古屋鉄道","橋上駅","1917年（大正6年）5月8日","2面2線","名古屋市緑区有松2102.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度4分3秒東経136度58分17秒﻿ / ﻿北緯35.06750度 東経136.97139度﻿ /35.06750; 136.97139座標:北緯35度4分3秒東経136度58分17秒﻿ / ﻿北緯35.06750度 東経136.97139度﻿ /35.06750; 136.97139","*1943年有松裏駅より改称。有人駅","","NH  25 ","","14,999人/日-2019年[1]-","","","","","","",""
