"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","Hidden","Hidden","Hidden","Hidden"
"米ノ津駅","米ノ津駅（こめのつえき）","https://ja.wikipedia.org/wiki/米ノ津駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯32度7分20.16秒東経130度20分31.73秒","肥薩おれんじ鉄道線","61.3km（八代起点）293.6 km（門司港起点）","肥薩おれんじ鉄道","地上駅","1923年（大正12年）10月15日","相対式 2面2線","鹿児島県出水市下鯖町1964番地北緯32度7分20.16秒東経130度20分31.73秒﻿ / ﻿北緯32.1222667度 東経130.3421472度﻿ /32.1222667; 130.3421472座標:北緯32度7分20.16秒東経130度20分31.73秒﻿ / ﻿北緯32.1222667度 東経130.3421472度﻿ /32.1222667; 130.3421472","無人駅","OR15","オレコメ","103人/日（降車客含まず）-2015年-","210人/日-2015年-","","","","","","",""
"後免駅","後免駅（ごめんえき）","https://ja.wikipedia.org/wiki/後免駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度34分45.16秒東経133度38分43.32秒","■土讃線（JR四国）","116.2km（多度津起点）岡山から168.9km高松から148.9 km","四国旅客鉄道（JR四国）土佐くろしお鉄道（TKT）","地上駅（橋上駅[1]）","1925年（大正14年）12月5日","2面4線","高知県南国市駅前町二丁目4-104北緯33度34分45.16秒東経133度38分43.32秒","共同使用駅（JR四国の管轄駅）駅長配置駅みどりの窓口有","○D40","メン","1,892[2]人/日（降車客含まず）-2019年-","3,940[3]人/日-2019年-","","","","","","",""
"後免中町停留場","後免中町停留場（ごめんなかまちていりゅうじょう）","https://ja.wikipedia.org/wiki/後免中町停留場","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度34分31.67秒東経133度38分44.71秒","後免線","0.5 km（後免町起点）","とさでん交通","地上駅","1911年（明治44年）1月27日","2面2線","高知県南国市後免町一・二丁目北緯33度34分31.67秒東経133度38分44.71秒﻿ / ﻿北緯33.5754639度 東経133.6457528度﻿ /33.5754639; 133.6457528﻿ (後免中町停留場*)","* 1952年に後免中町通停留場から改称","","","","","","","","","","",""
"後免西町停留場","後免西町停留場（ごめんにしまちていりゅうじょう）","https://ja.wikipedia.org/wiki/後免西町停留場","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度34分32.97秒東経133度38分33.85秒","後免線","0.7 km（後免町起点）","とさでん交通","地上駅","1911年（明治44年）1月27日","2面2線","高知県南国市日吉町1丁目北緯33度34分32.97秒東経133度38分33.85秒﻿ / ﻿北緯33.5758250度 東経133.6427361度﻿ /33.5758250; 133.6427361﻿ (後免西町停留場*)","* 1968年に後免西町通停留場から改称","","","","","","","","","","",""
"後免東町停留場","後免東町停留場（ごめんひがしまちていりゅうじょう）","https://ja.wikipedia.org/wiki/後免東町停留場","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度34分28.29秒東経133度38分52.3秒","後免線","0.2 km（後免町起点）","とさでん交通","地上駅","1911年（明治44年）5月14日","2面2線","高知県南国市後免町三丁目北緯33度34分28.29秒東経133度38分52.3秒﻿ / ﻿北緯33.5745250度 東経133.647861度﻿ /33.5745250; 133.647861﻿ (後免東町停留場*)","* 改称経歴- 1922年 後免町→後免東町通- 時期不詳 後免東町通→後免東町","","","","","","","","","","",""
"後免町駅","後免町駅（ごめんまちえき・土佐くろしお鉄道ごめん・なはり線）","https://ja.wikipedia.org/wiki/後免町駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","","","","とさでん交通（駅詳細）土佐くろしお鉄道（TKT・駅詳細）","","","","高知県南国市大埇","","","","","","","","","","","",""
"後免町駅","後免町停留場（ごめんまちていりゅうじょう・とさでん交通後免線）","https://ja.wikipedia.org/wiki/後免町駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","","","","とさでん交通（駅詳細）土佐くろしお鉄道（TKT・駅詳細）","","","","高知県南国市大埇","","","","","","","","","","","",""
"小本駅","小本駅（こもとえき）","https://ja.wikipedia.org/wiki/小本駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度8分57秒東経136度51分41秒","西名古屋港線（あおなみ線）","3.3 km（名古屋起点）","名古屋臨海高速鉄道","高架駅","2004年（平成16年）10月6日","1面2線","名古屋市中川区小本一丁目19-16北緯35度8分57秒東経136度51分41秒﻿ / ﻿北緯35.14917度 東経136.86139度﻿ /35.14917; 136.86139座標:北緯35度8分57秒東経136度51分41秒﻿ / ﻿北緯35.14917度 東経136.86139度﻿ /35.14917; 136.86139","","AN03","","1,491人/日（降車客含まず）-2019年-","","","","","","","",""
"菰野駅","菰野駅（こものえき）","https://ja.wikipedia.org/wiki/菰野駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","","K湯の山線","11.3 km（近鉄四日市起点）","近畿日本鉄道（近鉄）","地上駅","1913年（大正2年）6月1日","2面2線","","無人駅（自動券売機 有）"," K27 ","コモ","1,380人/日（降車客含まず）-2019年-","","","","","","","",""
"子守唄の里高屋駅","子守唄の里高屋駅（こもりうたのさとたかやえき）","https://ja.wikipedia.org/wiki/子守唄の里高屋駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯34度34分54.45秒東経133度26分0.01秒","井原線","34.1 km（総社起点）","井原鉄道","高架駅","1999年（平成11年）1月11日[1]","1面1線","岡山県井原市高屋町三丁目北緯34度34分54.45秒東経133度26分0.01秒","無人駅[1]","","タヤ","","192人/日-2018年-","","","","","","",""
"小森江駅","小森江駅（こもりええき）","https://ja.wikipedia.org/wiki/小森江駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度54分55.03秒東経130度56分18.54秒","JA鹿児島本線","4.0 km（門司港起点）","九州旅客鉄道（JR九州）","地上駅","1988年（昭和63年）3月13日[2]","2面2線[2]","北九州市門司区小森江三丁目11[1][2]北緯33度54分55.03秒東経130度56分18.54秒﻿ / ﻿北緯33.9152861度 東経130.9384833度﻿ /33.9152861; 130.9384833座標:北緯33度54分55.03秒東経130度56分18.54秒﻿ / ﻿北緯33.9152861度 東経130.9384833度﻿ /33.9152861; 130.9384833","業務委託駅[1][2]みどりの窓口有北九州市内駅","JA  30 ","コモ","1,446人/日（降車客含まず）-2019年-","","","","","","","",""
"小諸駅","小諸駅（こもろえき）","https://ja.wikipedia.org/wiki/小諸駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯36度19分36.85秒東経138度25分18.58秒","■しなの鉄道線（しなの鉄道）","22.0 km（軽井沢起点）","しなの鉄道東日本旅客鉄道（JR東日本）*","地上駅","1888年（明治21年）12月1日[2]**","3面5線","長野県小諸市相生町一丁目1-1[1]北緯36度19分36.85秒東経138度25分18.58秒﻿ / ﻿北緯36.3269028度 東経138.4218278度﻿ /36.3269028; 138.4218278座標:北緯36度19分36.85秒東経138度25分18.58秒﻿ / ﻿北緯36.3269028度 東経138.4218278度﻿ /36.3269028; 138.4218278","共同使用駅（しなの鉄道の管轄駅）[1]終日社員配置駅*みどりの窓口有[1]標高：663.0m[1]**JR東日本では開業日を1997年（平成9年）10月1日としている。","","コモ[1]","（JR東日本）1,696人/日（降車客含まず）-2019年-","","","","","","","",""
"小屋浦駅","小屋浦駅（こやうらえき）","https://ja.wikipedia.org/wiki/小屋浦駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯34度18分8.99秒東経132度30分22.87秒","Y呉線","77.1 km（三原起点）","西日本旅客鉄道（JR西日本）","地上駅","1914年（大正3年）5月1日","2面2線","広島県安芸郡坂町小屋浦二丁目4-7北緯34度18分8.99秒東経132度30分22.87秒﻿ / ﻿北緯34.3024972度 東経132.5063528度﻿ /34.3024972; 132.5063528座標:北緯34度18分8.99秒東経132度30分22.87秒﻿ / ﻿北緯34.3024972度 東経132.5063528度﻿ /34.3024972; 132.5063528","無人駅（自動券売機 有）","JR-Y08","コヤ","378人/日（降車客含まず）-2018年-","","","","","","","",""
"子安駅","子安駅（こやすえき）","https://ja.wikipedia.org/wiki/子安駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度29分5.8秒東経139度38分44.3秒","■本線","19.3 km（品川起点）","京浜急行電鉄（京急）","地上駅","1905年（明治38年）12月24日","2面4線","横浜市神奈川区子安通一丁目46北緯35度29分5.8秒東経139度38分44.3秒﻿ / ﻿北緯35.484944度 東経139.645639度﻿ /35.484944; 139.645639﻿ (子安駅)座標:北緯35度29分5.8秒東経139度38分44.3秒﻿ / ﻿北緯35.484944度 東経139.645639度﻿ /35.484944; 139.645639﻿ (子安駅)","","KK33","","","7,775人/日-2019年-","","","","","","",""
"小屋平駅","小屋平駅（こやだいらえき）","https://ja.wikipedia.org/wiki/小屋平駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯36度42分39.86秒東経137度38分49.36秒","黒部峡谷鉄道本線","17.5 km（宇奈月起点）","黒部峡谷鉄道","","","島式 1面2線","富山県黒部市宇奈月町黒部北緯36度42分39.86秒東経137度38分49.36秒座標:北緯36度42分39.86秒 東経137度38分49.36秒","専用駅","","","","","","","","","","",""
"小柳駅 (青森県)","小柳駅 (青森県)（こやなぎえき・青い森鉄道線）","https://ja.wikipedia.org/wiki/小柳駅_(青森県)","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯40度49分5.6秒東経140度47分53.3秒","■青い森鉄道線","114.7km（目時起点）東京から732.0 km","青い森鉄道","地上駅","1986年（昭和61年）11月1日","2面2線","青森県青森市小柳字桂北緯40度49分5.6秒東経140度47分53.3秒座標:北緯40度49分5.6秒 東経140度47分53.3秒","無人駅（自動券売機 有）","","ナキ","-2016年- 295人/日（降車客含まず）","-2017年- 1,063人/日","","","","","","",""
"木屋瀬駅","木屋瀬駅（こやのせえき）","https://ja.wikipedia.org/wiki/木屋瀬駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯33度46分43.88秒東経130度43分29.17秒","筑豊電気鉄道線","12.6 km（黒崎駅前起点）","筑豊電気鉄道","地上駅","1958年（昭和33年）4月29日","2面2線","北九州市八幡西区木屋瀬五丁目201-1北緯33度46分43.88秒東経130度43分29.17秒","無人駅","CK 18","","","760人/日-2019年-","","","","","","",""
"小屋の畑駅","小屋の畑駅（こやのはたえき）","https://ja.wikipedia.org/wiki/小屋の畑駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯40度4分35.3秒東経141度1分14.45秒","■花輪線","33.6 km（好摩起点）","東日本旅客鉄道（JR東日本）","地上駅","1960年（昭和35年）12月1日","1面1線","岩手県八幡平市保戸坂北緯40度4分35.3秒東経141度1分14.45秒座標:北緯40度4分35.3秒 東経141度1分14.45秒","無人駅","","コタ","","","","","","","","",""
"湖山駅","湖山駅（こやまえき）","https://ja.wikipedia.org/wiki/湖山駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度30分49.33秒東経134度11分9.93秒","A山陰本線","234.5 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅","1907年（明治40年）4月28日","2面2線","鳥取県鳥取市湖山町東一丁目683北緯35度30分49.33秒東経134度11分9.93秒﻿ / ﻿北緯35.5137028度 東経134.1860917度﻿ /35.5137028; 134.1860917﻿ (湖山駅)座標:北緯35度30分49.33秒東経134度11分9.93秒﻿ / ﻿北緯35.5137028度 東経134.1860917度﻿ /35.5137028; 134.1860917﻿ (湖山駅)","業務委託駅","","コヤ","607人/日（降車客含まず）-2019年-","","","","","","","",""
"小谷松駅","小谷松駅（こやまつえき）","https://ja.wikipedia.org/wiki/小谷松駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度16分7.5秒東経140度15分5.0秒","いすみ線","18.2 km（大原起点）","いすみ鉄道","地上駅","1960年（昭和35年）6月20日","1面1線","千葉県夷隅郡大多喜町小谷松283-3北緯35度16分7.5秒東経140度15分5.0秒座標:北緯35度16分7.5秒 東経140度15分5.0秒","無人駅","","コヤ","3人/日（降車客含まず）-2018年-","","","","","","","",""
"御油駅","御油駅（ごゆえき）","https://ja.wikipedia.org/wiki/御油駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯34度50分45秒東経137度19分18秒","名古屋本線","10.7 km（豊橋起点）","名古屋鉄道","地上駅","1926年（大正15年）4月1日","2面2線","愛知県豊川市御油町西井領24北緯34度50分45秒東経137度19分18秒﻿ / ﻿北緯34.84583度 東経137.32167度﻿ /34.84583; 137.32167座標:北緯34度50分45秒東経137度19分18秒﻿ / ﻿北緯34.84583度 東経137.32167度﻿ /34.84583; 137.32167","無人駅（国府駅管理）*1949年本御油駅から改称","NH  05 ","","","633人/日-2019年[1]-","","","","","","",""
"湖遊館新駅駅","湖遊館新駅駅（こゆうかんしんえきえき）","https://ja.wikipedia.org/wiki/湖遊館新駅駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度27分9.4秒東経132度51分43.3秒","北松江線","15.2 km（電鉄出雲市起点）","一畑電車","地上駅","1995年（平成7年）10月1日","1面1線","島根県出雲市園町北緯35度27分9.4秒東経132度51分43.3秒座標:北緯35度27分9.4秒 東経132度51分43.3秒","無人駅","11","","13人/日（降車客含まず）-2018年-","27人/日-2018年-","","","","","","",""
"子吉駅","子吉駅（こよしえき）","https://ja.wikipedia.org/wiki/子吉駅","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯39度21分2.49秒東経140度3分35.26秒","鳥海山ろく線","4.5 km（羽後本荘起点）","由利高原鉄道","地上駅","1922年（大正11年）8月1日","1面1線","秋田県由利本荘市玉ノ池落シ14-8北緯39度21分2.49秒東経140度3分35.26秒﻿ / ﻿北緯39.3506917度 東経140.0597944度﻿ /39.3506917; 140.0597944座標:北緯39度21分2.49秒東経140度3分35.26秒﻿ / ﻿北緯39.3506917度 東経140.0597944度﻿ /39.3506917; 140.0597944","","","コヨ","","23人/日-2018年-","","","","","","",""
"古里駅 (東京都)","古里駅（こりえき）","https://ja.wikipedia.org/wiki/古里駅_(東京都)","日本の鉄道駅一覧_こ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_こ","箇条書き,制限あり","北緯35度48分58.4秒東経139度9分7.5秒","■青梅線（東京アドベンチャーライン）","31.6 km（立川起点）","東日本旅客鉄道（JR東日本）","地上駅","1944年（昭和19年）7月1日[2]","2面2線[1]","東京都西多摩郡奥多摩町小丹波501北緯35度48分58.4秒東経139度9分7.5秒座標:北緯35度48分58.4秒 東経139度9分7.5秒","無人駅（乗車駅証明書発行機 有）","JC71","コリ","255人/日（降車客含まず）-2014年-","","","","","","","",""
