"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","指定文化財","城郭構造","築城主","遺構","別名","築城年","主な城主","史跡","廃城年","形状","規模","築造時期","天守構造","出土品","時代","主な改修者"
"小牧・長久手の戦い","[長久手古戦場附 御旗山 首塚色金山（ながくてこせんじょう つけたり みはたやま くびづか いろがねやま）〔長久手市〕1939年9月7日] 小牧・長久手の戦い （こまき・ながくてのたたかい）は、 天正 12年（ 1584年 ）3月から11月にかけて、 羽柴秀吉 （1586年、豊臣賜姓）陣営と 織田信雄 ・ 徳川家康 陣営の間で行われた戦い。尾張北部の 小牧山城 、 犬山城 、 楽田城 を中心に、尾張南部、美濃西部、美濃東部、伊勢北部、紀伊、和泉、摂津の各地で合戦が行なわれた。また、この合戦に連動した戦いが北陸、四国、関東でも起きており、全国規模の戦役であった。名称に関しては、江戸時代の合戦記では「小牧」や「長久手」を冠したものが多く、明治時代の参謀本部は「小牧役」と称している。ほかに「小牧・長久手の役」、「天正十二年の東海戦役」という名も提唱されている      。","https://ja.wikipedia.org/wiki/小牧・長久手の戦い","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"桶狭間","[桶狭間古戦場伝説地附 戦人塚（おけはざまこせんじょうでんせつち つけたり せんにんづか）〔豊明市〕1937年12月21日] 桶狭間 （おけはざま）は、 愛知県 名古屋市 緑区 と愛知県 豊明市 にまたがる地域の汎称地名・歴史的地名である。","https://ja.wikipedia.org/wiki/桶狭間#桶狭間古戦場伝説地","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"阿野一里塚","[阿野一里塚（あのいちりづか）〔豊明市〕] 阿野一里塚 （あのいちりづか）は、 愛知県 豊明市 阿野町に現存する 一里塚 。珍しく両側とも残っている。1936年12月16日、国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/阿野一里塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度02分52秒 東経137度00分12秒","","","","","","","","","","","","","","","","","","",""
"入海貝塚","[入海貝塚（いりみかいづか）〔知多郡東浦町〕] 入海貝塚 （いりみかいづか）は、 愛知県 知多郡 東浦町 にある 貝塚 。入海式土器の 標式遺跡 として知られ  、1953年（ 昭和 28年）11月14日に国の 史跡 に指定された  。 入海神社 の 境内 にある。","https://ja.wikipedia.org/wiki/入海貝塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度59分8.0秒 東経136度58分10.5秒","","","","","","","","","","","","","","","","","","",""
"舞木廃寺塔跡","[舞木廃寺塔跡（まいきはいじとうあと）〔豊田市〕] 舞木廃寺塔跡 （まいきはいじとうあと）は、 愛知県 豊田市 舞木町にある 廃寺 の 塔 跡。国の 史跡  。","https://ja.wikipedia.org/wiki/舞木廃寺塔跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度08分44秒東経137度10分11秒","愛知県豊田市","","","","","","","","","","","","","","","","","",""
"松平郷","[松平氏遺跡（まつだいらしいせき）〔豊田市〕2000年2月4日] 松平郷 （まつだいらごう）は、 三河国 の 戦国大名 から江戸幕府の 将軍 家へと発展する 松平氏 ・ 徳川氏 の発祥地の 郷 である。 巴川 （ 足助川 ）東岸の山地の中の小集落で、三河国 加茂郡 に属し、現在の 愛知県 豊田市 松平町 にあたる。一帯に残る館跡、城跡等は 松平氏遺跡 として国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/松平郷","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度3分2秒 東経137度15分38秒","","","","","","","","","","","","","","","","","","",""
"二子古墳","[二子古墳（ふたごこふん）〔安城市〕] 二子古墳 （ふたごこふん）は、 愛知県 安城市 二タ子（ふたご）・印内にある 古墳時代 前期の 前方後方墳 。 1927年 （ 昭和 2年）に国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/二子古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度55分44秒東経137度05分48秒","愛知県安城市桜井町二タ子・印内","北緯34度55分44秒東経137度05分48秒﻿ / ﻿北緯34.92889度 東経137.09667度﻿ /34.92889; 137.09667","","","","","","","","","1927年　国の史跡に指定","","前方後方墳","全長68.2m　","古墳時代前期前半または前期中葉","","なし","",""
"姫小川古墳","[姫小川古墳（ひめおがわこふん）〔安城市〕] 矢作川 中流域西岸の沖積低地に面した 碧海台地 の東縁に立地。 古墳時代 前期ごろに築造されたと考えられている。 江戸時代 の薬師堂建造に伴う改変や戦後の埋め立てなどを経て現在に至る。築造当初前方部は長方形に近いと思われたが、実際は台形に近いことがわかっている。後円部の西側と北側に溝があるが、葺き石はない。 埴輪 （ 壺型埴輪 ）の小片などが出土している。1927年10月26日に、古墳は国史跡に指定された  。","https://ja.wikipedia.org/wiki/姫小川古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度54分55秒東経137度05分44秒","愛知県安城市姫小川町姫40ほか","北緯34度54分55秒東経137度05分44秒﻿ / ﻿北緯34.91528度 東経137.09556度﻿ /34.91528; 137.09556","","","","","","","","","国の史跡（1927年10月26日）","","前方後方墳","全長66.0m　","古墳時代前期頃","","","",""
"本證寺 (安城市)","[本證寺境内（ほんしょうじけいだい）〔安城市〕] 本證寺 （ほんしょうじ）は、 愛知県 安城市 野寺町 にある 真宗大谷派 の 寺院 。 山号 は雲龍山。野寺御本坊とも呼ばれる。","https://ja.wikipedia.org/wiki/本證寺_(安城市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度54分0.73秒東経137度5分6.86秒","愛知県安城市野寺町野寺26","北緯34度54分0.73秒東経137度5分6.86秒﻿ / ﻿北緯34.9002028度 東経137.0852389度﻿ /34.9002028; 137.0852389","","","","","","","","","","","","","","","","",""
"大平一里塚","[大平一里塚（おおひらいちりづか）〔岡崎市〕] 大平一里塚 （おおひらいちりづか）は、 愛知県 岡崎市 大平町 にある、旧 東海道 の 一里塚 。 1937年 （ 昭和 12年） 12月21日 、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/大平一里塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度56分29.0秒 東経137度11分37.1秒","","","","","","","","","","","","","","","","","","",""
"北野廃寺跡","[北野廃寺跡（きたのはいじあと）〔岡崎市〕] 北野廃寺跡 （きたのはいじあと）は、 愛知県 岡崎市 北野町 にある 飛鳥時代 に建立された寺院跡である。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/北野廃寺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度59分25.9秒 東経137度8分24.3秒","","","","","","","","","","","","","","","","","","",""
"真宮遺跡","[真宮遺跡（しんぐういせき）〔岡崎市〕] 真宮遺跡 （しんぐういせき）は、 愛知県 岡崎市 真宮町 から 六名 1丁目にかけて所在する遺跡で、 縄文時代 から 鎌倉時代 までの 複合遺跡 である。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/真宮遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度56分45.4秒東経137度9分5.1秒","愛知県岡崎市真宮町～六名1丁目","","","","","","","","","","","","","","","","","",""
"正法寺古墳 (西尾市)","[正法寺古墳（しょうぼうじこふん）〔西尾市〕] 正法寺古墳 （しょうぼうじこふん）は、 愛知県 西尾市 （旧 幡豆郡 吉良町 ）吉良町乙川西大山にある 古墳時代 中期の 前方後円墳 。 1936年 に国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/正法寺古墳_(西尾市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度47分22秒東経137度05分08秒","愛知県西尾市吉良町乙川西大山","北緯34度47分22秒東経137度05分08秒﻿ / ﻿北緯34.78944度 東経137.08556度﻿ /34.78944; 137.08556","","","","","","","","","1936年　国の史跡に指定","","前方後円墳","全長94m　","古墳時代中期前葉","","円筒埴輪・形象埴輪・小型器台","",""
"瓜郷遺跡","[瓜郷遺跡（うりごういせき）〔豊橋市〕] 瓜郷遺跡 （うりごういせき）は、 愛知県 豊橋市 瓜郷町 寄道にある、 弥生時代 の集落 遺跡 である。 1953年 （昭和28年） 11月14日 に、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/瓜郷遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度47分07秒東経137度22分31秒","日本愛知県豊橋市","","","","","","","","","","","","","","","","","弥生時代",""
"嵩山蛇穴","[嵩山蛇穴（すせじゃあな）〔豊橋市〕] 嵩山蛇穴 （すせのじゃあな）は、 愛知県 豊橋市 嵩山町にある 縄文時代 の 洞窟 。 1957年 7月1日に国の史跡に指定された。嵩山から本坂峠への登り口近く  にある深さ50mほどの 鍾乳洞 で、縄文時代前期の洞窟住居跡だったとされている    。 ジャアナヒラタゴミムシ など、全国的にも希少な 洞穴生物 が生息する  。","https://ja.wikipedia.org/wiki/嵩山蛇穴","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度47分51秒 東経137度29分06秒","","","","","","","","","","","","","","","","","","",""
"馬越長火塚古墳群 (存在しないページ)","[馬越長火塚古墳群（まごしながひづかこふんぐん）〔豊橋市〕2016年3月1日]","https://ja.wikipedia.org/w/index.php?title=馬越長火塚古墳群&amp;action=edit&amp;redlink=1","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"三河国分寺","[三河国分寺跡（みかわこくぶんじあと）〔豊川市〕1922年10月12日] 三河国分寺 （みかわこくぶんじ）は、 愛知県 豊川市 八幡町（やわたちょう）本郷にある 曹洞宗 の 寺院 。山号は国府荘山。 本尊 は 薬師如来 。","https://ja.wikipedia.org/wiki/三河国分寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度50分17.45秒東経137度20分32.43秒","愛知県豊川市八幡町本郷31","北緯34度50分17.45秒東経137度20分32.43秒﻿ / ﻿北緯34.8381806度 東経137.3423417度﻿ /34.8381806; 137.3423417﻿ (三河国分寺)座標:北緯34度50分17.45秒東経137度20分32.43秒﻿ / ﻿北緯34.8381806度 東経137.3423417度﻿ /34.8381806; 137.3423417﻿ (三河国分寺)","","","","","","","","","","","","","","","","",""
"三河国分尼寺跡","[三河国分尼寺跡（みかわこくぶんにじあと）〔豊川市〕1922年10月12日] 三河国分寺跡 （みかわこくぶんにじあと）は、 愛知県 豊川市 八幡町（やわたちょう）忍地（にんじ）にある古代 寺院 跡。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/三河国分尼寺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長篠城","[長篠城跡（ながしのじょうあと）〔新城市〕1929年12月17日] 長篠城 （ながしのじょう）は、 三河 設楽郡 長篠（ 愛知県 新城市 長篠）にあった 日本の城 。特に 天正 3年（ 1575年 ）の 長篠の戦い に先立つ長篠城をめぐる激しい攻防戦で知られる。","https://ja.wikipedia.org/wiki/長篠城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度55分22.14秒東経137度33分35.45秒","","北緯34度55分22.14秒東経137度33分35.45秒﻿ / ﻿北緯34.9228167度 東経137.5598472度﻿ /34.9228167; 137.5598472﻿ (長篠城)座標:北緯34度55分22.14秒東経137度33分35.45秒﻿ / ﻿北緯34.9228167度 東経137.5598472度﻿ /34.9228167; 137.5598472﻿ (長篠城)","長篠城","国の史跡（城跡の一部）","平城","菅沼元成","曲輪、土塁、空堀、石垣","末広城、扇城","永正5年（1508年）","菅沼氏、奥平氏","","天正4年（1576年）","","","","なし","","","奥平信昌、徳川家康"
