"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","所在地","ホーム","駅番号","備考","電報略号","乗降人員,-統計年度-","乗車人員,-統計年度-","乗換","通称","国","種類","起点","終点","駅数"
"検見川駅","検見川駅（けみがわえき）","https://ja.wikipedia.org/wiki/検見川駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","■千葉線","5.3 km（京成津田沼起点）","京成電鉄","地上駅","1921年（大正10年）7月17日","","2面2線","KS54","","","4,050人/日-2019年-","","","","","","","",""
"検見川浜駅","検見川浜駅（けみがわはまえき）","https://ja.wikipedia.org/wiki/検見川浜駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯35度38分13.3秒東経140度3分33秒","■京葉線","33.7 km（東京起点）","東日本旅客鉄道（JR東日本）","高架駅","1986年（昭和61年）3月3日","千葉市美浜区真砂四丁目2-1北緯35度38分13.3秒東経140度3分33秒﻿ / ﻿北緯35.637028度 東経140.05917度﻿ /35.637028; 140.05917﻿ (検見川浜駅)","2面2線","JE14","業務委託駅[1][2]","ケハ","","15,635人/日（降車客含まず）-2019年-","","","","","","",""
"けやき台駅","けやき台駅（けやきだいえき）","https://ja.wikipedia.org/wiki/けやき台駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯33度26分3.82秒東経130度32分0.11秒","JB鹿児島本線","99.9 km（門司港起点）","九州旅客鉄道（JR九州）","地上駅（橋上駅[1]）","1990年（平成2年）3月10日[1]","佐賀県三養基郡基山町大字小倉[1]北緯33度26分3.82秒東経130度32分0.11秒﻿ / ﻿北緯33.4343944度 東経130.5333639度﻿ /33.4343944; 130.5333639﻿ (けやき台駅)","2面2線[1]","JB  11 ","業務委託駅[2]","ケヤ","","1,285人/日（降車客含まず）-2019年-","","","","","","",""
"欅平駅","欅平駅（けやきだいらえき）","https://ja.wikipedia.org/wiki/欅平駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯36度41分48.1秒東経137度39分28.6秒","黒部峡谷鉄道本線","20.1 km（宇奈月起点）","黒部峡谷鉄道","地上駅","1953年11月16日","富山県黒部市宇奈月町黒部北緯36度41分48.1秒東経137度39分28.6秒﻿ / ﻿北緯36.696694度 東経137.657944度﻿ /36.696694; 137.657944﻿ (欅平駅)","1面1線","","","","","","","","","","","",""
"関西電力黒部専用鉄道","欅平下部駅（けやきだいらかぶえき）","https://ja.wikipedia.org/wiki/関西電力黒部専用鉄道","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"関西電力黒部専用鉄道","欅平上部駅（けやきだいらじょうぶえき）","https://ja.wikipedia.org/wiki/関西電力黒部専用鉄道","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"介良通停留場","介良通停留場（けらどおりていりゅうじょう）","https://ja.wikipedia.org/wiki/介良通停留場","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯33度33分36.24秒東経133度34分59.79秒","後免線","7.0 km（後免町起点）","とさでん交通","地上駅","1910年（明治43年）10月15日","高知県高知市高須本町北緯33度33分36.24秒東経133度34分59.79秒﻿ / ﻿北緯33.5600667度 東経133.5832750度﻿ /33.5600667; 133.5832750﻿ (介良通停留場)","2面2線","","","","","","","","","","","",""
"下呂駅","下呂駅（げろえき）","https://ja.wikipedia.org/wiki/下呂駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯35度48分19.75秒東経137度14分22.76秒","CG高山本線","88.3 km（岐阜起点）","東海旅客鉄道（JR東海）","地上駅","1930年（昭和5年）11月2日[1]","岐阜県下呂市幸田字下小瀬1390北緯35度48分19.75秒東経137度14分22.76秒","2面3線[1]","CG  16 ","駅長配置駅（管理駅）JR全線きっぷうりば有[1]","ケロ","","804人/日（降車客含まず）-2019年-","","","","","","",""
"研究学園駅","研究学園駅（けんきゅうがくえんえき）","https://ja.wikipedia.org/wiki/研究学園駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯36度4分55.69秒東経140度4分56.66秒","つくばエクスプレス","55.6 km（秋葉原起点）","首都圏新都市鉄道","高架駅","2005年（平成17年）8月24日","茨城県つくば市研究学園五丁目9番地1[1]北緯36度4分55.69秒東経140度4分56.66秒﻿ / ﻿北緯36.0821361度 東経140.0824056度﻿ /36.0821361; 140.0824056座標:北緯36度4分55.69秒東経140度4分56.66秒﻿ / ﻿北緯36.0821361度 東経140.0824056度﻿ /36.0821361; 140.0824056","2面2線","TX19","","","","7,405人/日（降車客含まず）-2018年-","","","","","","",""
"健軍交番前停留場","健軍交番前停留場（けんぐんこうばんまえていりゅうじょう）","https://ja.wikipedia.org/wiki/健軍交番前停留場","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","健軍線（■A系統・■B系統）","2.7km（水前寺公園起点）田崎橋から8.9 km","熊本市交通局","地上駅","1956年（昭和31年）5月20日","","2面2線","□25","","","626人/日-2015年-","","","","","","","",""
"健軍校前停留場","健軍校前停留場（けんぐんこうまえていりゅうじょう）","https://ja.wikipedia.org/wiki/健軍校前停留場","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","健軍線（■A系統・■B系統）","2.0km（水前寺公園起点）田崎橋から8.2 km","熊本市交通局","地上駅","1945年（昭和20年）5月6日","","2面2線","□23","","","1,113人/日-2015年-","","","","","","","",""
"健軍町停留場","健軍町停留場（けんぐんまちていりゅうじょう）","https://ja.wikipedia.org/wiki/健軍町停留場","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","健軍線（■A系統・■B系統）","3.0km（水前寺公園起点）田崎橋から9.2km上熊本から9.8 km","熊本市交通局","地上駅","1945年（昭和20年）5月6日","","2面2線","□26","","","6,704人/日-2015年-","3,542人/日（降車客含まず）-2015年-","","","","","","",""
"源じいの森駅","源じいの森駅（げんじいのもりえき）","https://ja.wikipedia.org/wiki/源じいの森駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯33度36分58.2秒東経130度53分45.69秒","■田川線","15.8 km（行橋起点）","■平成筑豊鉄道","地上駅","1995年（平成7年）7月21日","福岡県田川郡赤村大字赤6933-2北緯33度36分58.2秒東経130度53分45.69秒座標:北緯33度36分58.2秒 東経130度53分45.69秒","1面1線","HC22","無人駅","","","","","","","","","",""
"原生花園駅","原生花園駅（げんせいかえんえき・臨時）","https://ja.wikipedia.org/wiki/原生花園駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯43度56分27.58秒東経144度24分51.9秒","■釧網本線","16.9 km（網走起点）","北海道旅客鉄道（JR北海道）","地上駅","1987年（昭和62年）7月1日","北海道斜里郡小清水町字浜小清水2-4北緯43度56分27.58秒東経144度24分51.9秒座標:北緯43度56分27.58秒 東経144度24分51.9秒","1面1線","○B75","無人駅営業期間5月1日 - 10月31日","ケセ","","","","","","","","",""
"県総合運動場駅","県総合運動場駅（けんそうごううんどうじょうえき）","https://ja.wikipedia.org/wiki/県総合運動場駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯34度59分36.19秒東経138度25分47.64秒","S静岡清水線","4.8 km（新静岡起点）","静岡鉄道","地上駅","1908年（明治41年）12月9日","静岡市駿河区栗原6番25号北緯34度59分36.19秒東経138度25分47.64秒﻿ / ﻿北緯34.9933861度 東経138.4299000度﻿ /34.9933861; 138.4299000座標:北緯34度59分36.19秒東経138度25分47.64秒﻿ / ﻿北緯34.9933861度 東経138.4299000度﻿ /34.9933861; 138.4299000","島式 2面4線","S 08","","","3,668人/日-2018年-","1,847人/日（降車客含まず）-2018年-","","","","","","",""
"県庁通り停留場","県庁通り停留場（けんちょうどおりていりゅうじょう）","https://ja.wikipedia.org/wiki/県庁通り停留場","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","","■東山本線（1系統）","1.3 km（岡山駅前起点）","岡山電気軌道","地上駅","1927年（昭和2年）9月26日","","2面2線","○H05","","","","","","","","","","",""
"県庁前停留場 (愛媛県)","県庁前停留場 (愛媛県)（けんちょうまえていりゅうじょう・伊予鉄道城南線）","https://ja.wikipedia.org/wiki/県庁前停留場_(愛媛県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯33度50分27.88秒東経132度45分59.38秒","城南線","2.6 km（道後温泉起点）","伊予鉄道","地上駅","","愛媛県松山市北緯33度50分27.88秒東経132度45分59.38秒﻿ / ﻿北緯33.8410778度 東経132.7664944度﻿ /33.8410778; 132.7664944﻿ (県庁前停留場)","2面2線","20","","","905[1]人/日-2015年-","","","","","","","",""
"県庁前駅 (沖縄県)","県庁前駅 (沖縄県)（けんちょうまええき・沖縄都市モノレール線）","https://ja.wikipedia.org/wiki/県庁前駅_(沖縄県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯26度12分51.79秒東経127度40分45.68秒","■沖縄都市モノレール線（ゆいレール）","6.0 km（那覇空港起点）","沖縄都市モノレール","高架駅","2003年（平成15年）8月10日[2][3]","沖縄県那覇市久茂地一丁目103北緯26度12分51.79秒東経127度40分45.68秒﻿ / ﻿北緯26.2143861度 東経127.6793556度﻿ /26.2143861; 127.6793556座標:北緯26度12分51.79秒東経127度40分45.68秒﻿ / ﻿北緯26.2143861度 東経127.6793556度﻿ /26.2143861; 127.6793556","1面2線","7","","","","3,764人/日（降車客含まず）-2020年-","","","","","","",""
"県庁前駅 (千葉県)","県庁前駅 (千葉県)（けんちょうまええき・千葉都市モノレール1号線）","https://ja.wikipedia.org/wiki/県庁前駅_(千葉県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯35度36分13.2秒東経140度7分19.7秒","■1号線","3.2 km（千葉みなと起点）","千葉都市モノレール","高架駅","1999年（平成11年）3月24日[1]","千葉市中央区市場町1-2北緯35度36分13.2秒東経140度7分19.7秒座標:北緯35度36分13.2秒 東経140度7分19.7秒","相対式、2面2線","CM18","無人駅","","","919人/日（降車客含まず）-2018年-","","","","","","",""
"県庁前停留場 (富山県)","県庁前停留場 (富山県)（けんちょうまえていりゅうじょう・富山地方鉄道富山市内軌道線）","https://ja.wikipedia.org/wiki/県庁前停留場_(富山県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯36度41分44.27秒東経137度12分35.18秒","富山軌道線（支線）","0.6km（電鉄富山駅・エスタ前起点）南富山駅前から4.2 km","富山地方鉄道","地上駅","1913年（大正2年）9月1日","富山県富山市安住町北緯36度41分44.27秒東経137度12分35.18秒﻿ / ﻿北緯36.6956306度 東経137.2097722度﻿ /36.6956306; 137.2097722﻿ (県庁前停留場)","相対式2面2線","C17","","","381[1]人/日-2019年-","","","","","","","",""
"県庁前駅 (兵庫県)","県庁前駅 (兵庫県)（けんちょうまええき・神戸市営地下鉄山手線）","https://ja.wikipedia.org/wiki/県庁前駅_(兵庫県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯34度41分27.29秒東経135度11分1.89秒","西神・山手線（正式には山手線）","5.4km（新長田起点）谷上から9.7 km","神戸市交通局（神戸市営地下鉄）","地下駅[1]","1985年（昭和60年）6月18日[1]","神戸市中央区下山手通5丁目[1]北緯34度41分27.29秒東経135度11分1.89秒﻿ / ﻿北緯34.6909139度 東経135.1838583度﻿ /34.6909139; 135.1838583﻿ (県庁前駅*)座標:北緯34度41分27.29秒東経135度11分1.89秒﻿ / ﻿北緯34.6909139度 東経135.1838583度﻿ /34.6909139; 135.1838583﻿ (県庁前駅*)","2層式 2面2線[1]"," S04 ","*1993年に山手（県庁前）駅から改称[1]。","","","5,556人/日（降車客含まず）-2019年-","","","","","","",""
"県庁前駅 (広島県)","県庁前駅 (広島県)（けんちょうまええき・広島高速交通広島新交通1号線）","https://ja.wikipedia.org/wiki/県庁前駅_(広島県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯34度23分48.71秒東経132度27分29.63秒","広島新交通1号線","0.3 km（本通起点）","広島高速交通","地下駅","1994年（平成6年）8月20日[1]","広島市中区基町10-90北緯34度23分48.71秒東経132度27分29.63秒﻿ / ﻿北緯34.3968639度 東経132.4582306度﻿ /34.3968639; 132.4582306﻿ (県庁前駅)座標:北緯34度23分48.71秒東経132度27分29.63秒﻿ / ﻿北緯34.3968639度 東経132.4582306度﻿ /34.3968639; 132.4582306﻿ (県庁前駅)","1面2線","","直営駅（管理駅）[2]","","14,989人/日-2018年-","5,521人/日（降車客含まず）-2018年-","","","","","","",""
"県庁前停留場 (高知県)","県庁前停留場 (高知県)（けんちょうまえていりゅうじょう・とさでん交通伊野線）","https://ja.wikipedia.org/wiki/県庁前停留場_(高知県)","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯33度33分28.87秒東経133度31分54.77秒","伊野線","1.0 km（はりまや橋起点）","とさでん交通","地上駅","1904年（明治37年）5月2日","高知県高知市本町北緯33度33分28.87秒東経133度31分54.77秒﻿ / ﻿北緯33.5580194度 東経133.5318806度﻿ /33.5580194; 133.5318806﻿ (県庁前停留場*)","2面2線","","* 開業時は本町上一丁目停留場","","","","","","","","","",""
"源道寺駅","源道寺駅（げんどうじえき）","https://ja.wikipedia.org/wiki/源道寺駅","日本の鉄道駅一覧_く-け","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_く-け","箇条書き,制限あり","北緯35度12分52秒東経138度37分38秒","CC身延線","9.3 km（富士起点）","東海旅客鉄道（JR東海）","地上駅","1930年（昭和5年）12月25日","静岡県富士宮市源道寺町北緯35度12分52秒東経138度37分38秒","2面2線","CC  05 ","駅員無配置駅","ケン","","784人/日（降車客含まず）-2019年-","","","","","","",""
