"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","球場規模","所有者","グラウンド","照明","開場","管理・運用者","フェンス","スコアボード","設計者","起工","創設","監督","閉場","建設者","建設費","分類","面積","運営者"
"久米島町営仲里野球場","[久米島町営仲里野球場] 久米島町営仲里野球場 （くめじまちょうえい・なかざとやきゅうじょう）は、 沖縄県 島尻郡 久米島町 の仲里総合運動公園内にある 野球場 である。久米島町が運営管理を行っている。","https://ja.wikipedia.org/wiki/久米島町営仲里野球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯26度20分8.9秒東経126度48分47.1秒","沖縄県島尻郡久米島町字謝名堂546-1（仲里総合運動公園内）","グラウンド面積：－m2両翼：100 m、中堅：122 m","久米島町","内野：クレー舗装外野：天然芝","なし","（2005年1月改修）","久米島町","m","","","","","","","","","","",""
"宮古島市民球場","[宮古島市民球場] 宮古島市民球場 （みやこじましみんきゅうじょう）は、 沖縄県 宮古島市 平良字西仲宗根の 宮古島市多目的運動公園 内にある 野球場 。宮古島市が運営管理を行っている。","https://ja.wikipedia.org/wiki/宮古島市民球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯24度48分20.4秒東経125度18分6秒","沖縄県宮古島市平良字西仲宗根1574-1","グラウンド面積：13,353m2両翼：97.6 m中堅：122 m","宮古島市","内野：クレー舗装外野：天然芝","あり","1992年","宮古島市","","パネル式","","","","","","","","","",""
"宮古島市城辺野球場 (存在しないページ)","[宮古島市城辺野球場]","https://ja.wikipedia.org/w/index.php?title=宮古島市城辺野球場&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"石垣市営球場","[石垣市営球場] 石垣市営球場 （いしがきしえい きゅうじょう）は、 沖縄県 石垣市 の 石垣市中央運動公園 内にある 野球場 。施設は石垣市が所有し、石垣市公共施設管理公社が運営管理を行っている。","https://ja.wikipedia.org/wiki/石垣市営球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯24度20分42.6秒東経124度10分15.8秒","沖縄県石垣市登野城1408番地1（中央運動公園内）","グラウンド面積:－m2両翼：100 m中堅：122 m","石垣市","内野：クレー舗装外野：天然芝","なし","昭和54年（1979年）3月","石垣市公共施設管理公社","","","","","","","","","","","",""
"伊江村総合運動公園 (存在しないページ)","[伊江村総合運動公園野球場]","https://ja.wikipedia.org/w/index.php?title=伊江村総合運動公園&amp;action=edit&amp;redlink=1","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"中島公園","[中島球場（現:北海道立文学館立地）] 中島公園 （なかじまこうえん）は、 札幌市 中央区 にある 公園 ・ 地名 。「 日本の都市公園100選 」「 日本の歴史公園100選 」選定  。","https://ja.wikipedia.org/wiki/中島公園#歴史","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯43度02分39秒東経141度21分18秒","日本札幌市中央区中島公園・南14条西5丁目・南15条西4丁目","","","","","","","","","","","","","","","","総合公園","23.6ヘクタール","公園緑化協会・中島公園コンソーシアム（指定管理者）"
"秋田県立野球場","[秋田県立球場（現:秋田県立武道館立地）] 秋田県立野球場 （あきたけんりつやきゅうじょう）は、 秋田県 秋田市 新屋（通称 向浜 ）にある 野球場 。愛称は こまちスタジアム 。施設は秋田県が所有し、県の外郭団体である 秋田県総合公社 が 指定管理者 として運営管理を行っている。","https://ja.wikipedia.org/wiki/秋田県立野球場#参考・旧県立球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯39度43分34.5秒東経140度4分11.0秒","秋田県秋田市新屋町字砂奴寄4-5","グラウンド面積：14,397m2両翼：100m中堅：122m","秋田県","内野：クレー舗装外野：天然芝","照明塔：4基、膜屋根設置：2基最大照度：投捕間2400Lx内野2000Lx外野1200Lx（照度可変）","2003年","秋田県総合公社（指定管理者）","","","","","","","","","","","",""
"東仙台球場","[東仙台球場（JT球場、現:せんだい 宮の杜敷地内）] 東仙台球場 （ひがしせんだいきゅうじょう）は、かつて 宮城県 仙台市 宮城野区 東仙台 にあった 野球場 で、旧称は「 JT球場 」。施設は 日本たばこ産業 の関連会社が所有し、 2005年 ～ 2006年 の2年間は仙台市に貸与され、市の施設として運営されていたが、2006年10月をもって閉鎖された。","https://ja.wikipedia.org/wiki/東仙台球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","宮城県仙台市宮城野区東仙台4-10-10（旧日本たばこ産業仙台工場内）","グラウンド面積：－m2両翼：95 m中堅：120 m","ジェイティ開発コンサルティング（日本たばこ産業傘下、不動産部門子会社）","内野：クレー舗装外野：天然芝","なし","1980年（1988年改修）","仙台市スポーツ振興事業団（2005年～2006年）","","","","","","","","","","","",""
"仙台市八木山動物公園","[八木山球場（現:仙台市八木山動物公園敷地内）] 仙台市八木山動物公園 （せんだいしやぎやまどうぶつこうえん）は、 宮城県 仙台市 太白区 にある仙台市立の 動物園 。開園は 1965年 （昭和40年）。 仙台市都心部 を見下ろす 八木山 に位置する。当園の向かい側には 遊園地 の 八木山ベニーランド があり、また 仙台城 址などがある 青葉山 へは、 八木山橋 を渡ってすぐである。2018年（平成30年）時点での飼育動物の数は130種581点である  。","https://ja.wikipedia.org/wiki/仙台市八木山動物公園#八木山球場とベーブ・ルース","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯38度14分39.6秒東経140度50分39.4秒","〒982-0801宮城県仙台市太白区八木山本町1-43","","仙台市","","","","","","","","","","","","","","","14万6463m2",""
"東北電力名取スポーツパーク愛島球場","[東北電力名取スポーツパーク愛島球場] 東北電力名取スポーツパーク愛島球場 （とうほくでんりょく なとりすぽーつぱーく めでしまきゅうじょう）は、かつて 宮城県 名取市 の 東北電力名取スポーツパーク 内にあった 野球場 。通称 愛島球場 。施設は 東北電力 が所有し、子会社の名取スポーツパーク企画が運営管理を行っていた。","https://ja.wikipedia.org/wiki/東北電力名取スポーツパーク愛島球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯38度10分12.1秒東経140度50分3.8秒","宮城県名取市愛島塩手字滝沢1-6（東北電力名取スポーツパーク内）","両翼：98 m中堅：122 m","東北電力","内野：クレー舗装外野：天然芝","照明塔：6基最大照度：内野1000Lx　　　　　　　外野 500Lx","1998年（平成10年）","名取スポーツパーク企画","","","","","","","","","","","",""
"宇都宮常設球場","[宇都宮常設球場（現:宇都宮市立宮の原小学校立地）] 宇都宮常設球場 （うつのみやじょうせつきゅうじょう）は、かつて 栃木県 宇都宮市 にあった 野球場 である。","https://ja.wikipedia.org/wiki/宇都宮常設球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","","","","","","","","","","","","","","","","","","",""
"分福球場","[分福球場（現:関東学園大学附属高等学校分福総合グラウンド立地）] 分福球場 （ぶんぷくきゅうじょう）はかつて 群馬県 館林市 にあった 野球場 。","https://ja.wikipedia.org/wiki/分福球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯36度13分39.5秒 東経139度31分33.4秒","","","","","","","","","","","","","","","","","","",""
"西武第三球場","[西武第三球場（2004年春季閉鎖、駐車場に。ただし、メットライフドームでのプロの試合やイベントのない日は「ライオンズサッカーパーク」として利用される。）] 西武第三球場 （せいぶだいさんきゅうじょう）は、かつて 埼玉県 所沢市 にあった 野球場 。","https://ja.wikipedia.org/wiki/西武第三球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","埼玉県所沢市上山口","グラウンド面積：m両翼：－ m中堅：－ m","西武鉄道","内野：クレー舗装外野：天然芝","なし","1980年","","","","","","","","2003年","","","","",""
"谷津遊園","[谷津球場] 谷津遊園 （やつゆうえん）は、 千葉県 習志野市 谷津にかつて存在した 遊園地 。 京成電鉄 が直営運営を行っていた。 1982年 （ 昭和 57年） 12月21日 に閉園。現在は施設内の バラ園 が、習志野市営の 谷津バラ園 として現存している。","https://ja.wikipedia.org/wiki/谷津遊園#戦前","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","北緯35度40分51.1秒 東経140度0分20秒","","","","","","","","","","","","","","","","","","",""
"後楽園球場","[後楽園球場] 1936年 （ 昭和 11年）に日本の プロ野球 （当時は職業野球）は本格的に始まったが、 東京府 内では 東京六大学野球リーグ の反発で 明治神宮野球場 が使用できなかったこともあり、同年7月1日の東京におけるプロチーム同士の初試合（ 東京巨人軍 対 名古屋軍 ）は 早稲田大学 の 戸塚球場 を借りて挙行せざるを得ず、東京で試合を開催する球場の問題が持ち上がっていた。このため、 杉並区 に 上井草球場 、当時の 深川区 に 洲崎球場 が造られたが、上井草は3万人という収容人員に比して交通の便が悪く、洲崎は海岸沿いの低湿地に立地していたため満潮時にたびたび球場が浸水するという問題を抱えていた。","https://ja.wikipedia.org/wiki/後楽園球場","日本の野球場一覧","https://ja.wikipedia.org/wiki/日本の野球場一覧","表2・箇条書き","","東京都文京区後楽1-3-61","　グラウンド面積：11,493m2両翼 - 公称：90 m（約295.3 ft）　　　　 実測：87.8 m（約288.1 ft）中堅 - 公称：120 m（約393.7 ft）　　　　 実測：120.8 m（約396.3 ft）右・左中間 - 実測：110.1 m（約361.1 ft）","","天然芝（開場 - 1975年）人工芝（1976年 - 閉場）","照度 - バッテリー間：2000ルクス、内野：1500ルクス、外野：1000ルクス","1937年（昭和12年）9月11日","株式会社後楽園スタヂアム","外野2.1m〜4.7m","","古橋柳太郎","","","","1987年（昭和62年）11月8日","飛島組","123万円（開設時）","","",""
