"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","所在地","開業年月日","駅構造","ホーム","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","種類","本社所在地","業種","法人番号","代表者","外部リンク"
"サンドーム西駅","サンドーム西駅（サンドームにしえき）","https://ja.wikipedia.org/wiki/サンドーム西駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度56分11秒東経136度10分50秒","福武線","4.1 km（越前武生駅起点）","福井鉄道","福井県鯖江市舟津町3-4-15北緯35度56分11秒東経136度10分50秒﻿ / ﻿北緯35.93639度 東経136.18056度﻿ /35.93639; 136.18056座標:北緯35度56分11秒東経136度10分50秒﻿ / ﻿北緯35.93639度 東経136.18056度﻿ /35.93639; 136.18056","1929年（昭和4年）8月13日[1]","地上駅","1面1線","無人駅*2010年（平成22年）3月25日に上鯖江駅から改称[2]。","○F4","","75人/日（降車客含まず）-2019年-","","","","","","","",""
"山王駅 (愛知県)","山王駅 (愛知県)（さんのうえき・名鉄名古屋本線）","https://ja.wikipedia.org/wiki/山王駅_(愛知県)","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度9分9秒東経136度53分19秒","名古屋本線","66.0 km（豊橋起点）","名古屋鉄道","名古屋市中川区山王三丁目13北緯35度9分9秒東経136度53分19秒﻿ / ﻿北緯35.15250度 東経136.88861度﻿ /35.15250; 136.88861座標:北緯35度9分9秒東経136度53分19秒﻿ / ﻿北緯35.15250度 東経136.88861度﻿ /35.15250; 136.88861","1944年（昭和19年）9月1日","高架駅","1面2線","無人駅（駅集中管理システム導入駅）","NH  35 ","","","7,261人/日-2019年[1]-","","","","","","",""
"山王駅 (福井県)","山王駅 (福井県)（さんのうえき・えちぜん鉄道勝山永平寺線）","https://ja.wikipedia.org/wiki/山王駅_(福井県)","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯36度4分45秒東経136度23分33秒","■勝山永平寺線","17.2 km（福井起点）","えちぜん鉄道","福井県吉田郡永平寺町山王21-15-3北緯36度4分45秒東経136度23分33秒﻿ / ﻿北緯36.07917度 東経136.39250度﻿ /36.07917; 136.39250座標:北緯36度4分45秒東経136度23分33秒﻿ / ﻿北緯36.07917度 東経136.39250度﻿ /36.07917; 136.39250","1914年（大正3年）2月11日","地上駅","2面2線","一部時間帯のみ駅員配置あり","○E17","","","133人/日-2019年-","","","","","","",""
"三戸駅","三戸駅（さんのへえき）","https://ja.wikipedia.org/wiki/三戸駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯40度23分43.85秒東経141度16分23.38秒","■青い森鉄道線","5.5km（目時起点）盛岡から87.5km東京から622.8 km","青い森鉄道","青森県三戸郡南部町大字大向字泉山道9-2北緯40度23分43.85秒東経141度16分23.38秒座標:北緯40度23分43.85秒 東経141度16分23.38秒","1891年（明治24年）9月1日","地上駅","2面3線","直営駅*1907年に三ノ戸駅から改称。","","サヘ","","458人/日-2018年-","","","","","","",""
"三宮駅","三宮駅（さんのみやえき・神戸市営地下鉄西神・山手線・神戸新交通ポートアイランド線）","https://ja.wikipedia.org/wiki/三宮駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","","","","阪神電気鉄道（駅詳細）阪急電鉄（駅詳細）神戸新交通（駅詳細）神戸市交通局（駅詳細）","神戸市中央区","","","","","","","","","JR神戸線（三ノ宮駅）地下鉄海岸線（三宮・花時計前駅）","","","","","",""
"三ノ宮駅","三ノ宮駅（さんのみやえき・西日本旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/三ノ宮駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度41分41.42秒東経135度11分41.79秒","A東海道本線（JR神戸線）","587.0km（東京起点）大阪から30.6 km","西日本旅客鉄道（JR西日本）","神戸市中央区布引町四丁目1-1[1]北緯34度41分41.42秒東経135度11分41.79秒﻿ / ﻿北緯34.6948389度 東経135.1949417度﻿ /34.6948389; 135.1949417﻿ (三ノ宮駅)座標:北緯34度41分41.42秒東経135度11分41.79秒﻿ / ﻿北緯34.6948389度 東経135.1949417度﻿ /34.6948389; 135.1949417﻿ (三ノ宮駅)","1874年（明治7年）5月11日[1]","高架駅[1]","2面4線[1]","直営駅（管理駅）みどりの窓口有神戸市内駅","JR-A61","サン","125,134人/日（降車客含まず）-2019年-","","神戸三宮駅-阪神本線-阪急神戸本線三宮駅-神戸新交通ポートアイランド線-神戸市営地下鉄西神・山手線三宮・花時計前駅-神戸市営地下鉄海岸線","","","","","",""
"三宮・花時計前駅","三宮・花時計前駅（さんのみや・はなどけいまええき）","https://ja.wikipedia.org/wiki/三宮・花時計前駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度41分29.69秒東経135度11分43.98秒","海岸線","7.9 km（新長田起点）","神戸市交通局（神戸市営地下鉄）","神戸市中央区磯上通8丁目[1]北緯34度41分29.69秒東経135度11分43.98秒﻿ / ﻿北緯34.6915806度 東経135.1955500度﻿ /34.6915806; 135.1955500﻿ (三宮・花時計前駅)座標:北緯34度41分29.69秒東経135度11分43.98秒﻿ / ﻿北緯34.6915806度 東経135.1955500度﻿ /34.6915806; 135.1955500﻿ (三宮・花時計前駅)","2001年（平成13年）7月7日[1]","地下駅[1]","1面2線[1]",""," K01 ","","8,434人/日（降車客含まず）-2019年-","","三ノ宮駅-JR西日本東海道本線（JR神戸線）神戸三宮駅-阪神本線-阪急神戸本線三宮駅-神戸市営地下鉄西神・山手線-神戸新交通ポートアイランド線","","","","","",""
"桟橋車庫前停留場","桟橋車庫前停留場（さんばししゃこまえていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋車庫前停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度32分30.22秒東経133度33分6.69秒","桟橋線","3.0 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通四丁目北緯33度32分30.22秒東経133度33分6.69秒﻿ / ﻿北緯33.5417278度 東経133.5518583度﻿ /33.5417278; 133.5518583﻿ (桟橋車庫前停留場*)","1904年（明治37年）5月2日","地上駅","2面2線","* 改称経歴- 時期不詳 桟橋→岸壁通- 2007年 岸壁通→桟橋車庫前","","","","","","","","","","",""
"桟橋通一丁目停留場","桟橋通一丁目停留場（さんばしどおりいっちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋通一丁目停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度33分2.02秒東経133度32分45.43秒","桟橋線","1.9 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通一丁目北緯33度33分2.02秒東経133度32分45.43秒﻿ / ﻿北緯33.5505611度 東経133.5459528度﻿ /33.5505611; 133.5459528﻿ (桟橋通一丁目停留場*)","1904年（明治37年）5月2日","地上駅","2面2線","* 改称経歴- 1938年 帯田→桟橋通二丁目- 1955年 桟橋通二丁目→桟橋通一丁目","","","","","","","","","","",""
"桟橋通五丁目停留場","桟橋通五丁目停留場（さんばしどおりごちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋通五丁目停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度32分25.67秒東経133度33分9.86秒","桟橋線","3.2 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通五丁目北緯33度32分25.67秒東経133度33分9.86秒﻿ / ﻿北緯33.5404639度 東経133.5527389度﻿ /33.5404639; 133.5527389﻿ (桟橋通五丁目停留場*)","1905年（明治38年）4月7日","地上駅","2面1線","* 1938年に桟橋停留場から改称","","","","","","","","","","",""
"桟橋通三丁目停留場","桟橋通三丁目停留場（さんばしどおりさんちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋通三丁目停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度32分48.91秒東経133度32分54.54秒","桟橋線","2.4 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通三丁目北緯33度32分48.91秒東経133度32分54.54秒﻿ / ﻿北緯33.5469194度 東経133.5484833度﻿ /33.5469194; 133.5484833﻿ (桟橋通三丁目停留場)","1955年（昭和30年）6月20日","地上駅","2面2線","","","","","","","","","","","",""
"桟橋通二丁目停留場","桟橋通二丁目停留場（さんばしどおりにちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋通二丁目停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度32分56.68秒東経133度32分49秒","桟橋線","2.1 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通二丁目北緯33度32分56.68秒東経133度32分49秒﻿ / ﻿北緯33.5490778度 東経133.54694度﻿ /33.5490778; 133.54694﻿ (桟橋通二丁目停留場*)","1950年（昭和25年）8月5日","地上駅","2面2線","* 1955年に桟橋通三丁目停留場から改称","","","","","","","","","","",""
"桟橋通四丁目停留場","桟橋通四丁目停留場（さんばしどおりよんちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/桟橋通四丁目停留場","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯33度32分41.67秒東経133度32分59.45秒","桟橋線","2.6 km（高知駅前起点）","とさでん交通","高知県高知市桟橋通四丁目北緯33度32分41.67秒東経133度32分59.45秒﻿ / ﻿北緯33.5449083度 東経133.5498472度﻿ /33.5449083; 133.5498472﻿ (桟橋通四丁目停留場*)","1904年（明治37年）5月2日","地上駅","2面2線","* 1938年に中堤停留場から改称","","","","","","","","","","",""
"船岡城","山腹駅（さんぷくえき）","https://ja.wikipedia.org/wiki/船岡城#昇降施設","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯38度3分12.6秒東経140度45分17.8秒","","","","","","","","","","","","","","","","","","",""
"三本松駅 (奈良県)","三本松駅 (奈良県)（さんぼんまつえき・近鉄大阪線）","https://ja.wikipedia.org/wiki/三本松駅_(奈良県)","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度34分42.05秒東経136度2分7.7秒","D大阪線","59.7 km（大阪上本町起点）","近畿日本鉄道（近鉄）","奈良県宇陀市室生三本松2937北緯34度34分42.05秒東経136度2分7.7秒﻿ / ﻿北緯34.5783472度 東経136.035472度﻿ /34.5783472; 136.035472座標:北緯34度34分42.05秒東経136度2分7.7秒﻿ / ﻿北緯34.5783472度 東経136.035472度﻿ /34.5783472; 136.035472","1930年（昭和5年）10月10日","地上駅","2面2線","無人駅"," D47 ","サンホ","98人/日（降車客含まず）-2018年-","","","","","","","",""
"三本松駅 (香川県)","三本松駅 (香川県)（さんぼんまつえき・四国旅客鉄道高徳線）","https://ja.wikipedia.org/wiki/三本松駅_(香川県)","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度15分5.54秒東経134度20分4.1秒","■高徳線","37.6 km（高松起点）","四国旅客鉄道（JR四国）","香川県東かがわ市三本松1152-3北緯34度15分5.54秒東経134度20分4.1秒﻿ / ﻿北緯34.2515389度 東経134.334472度﻿ /34.2515389; 134.334472﻿ (三本松駅)","1928年（昭和3年）4月15日","地上駅","2面3線","みどりの窓口有","○T12","サマ","736人/日（降車客含まず）-2018年-","1,472人/日-2018年-","","","","","","",""
"三本松口駅","三本松口駅（さんぼんまつぐちえき）","https://ja.wikipedia.org/wiki/三本松口駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度26分46.48秒東経133度19分22.4秒","C境線","3.3 km（米子起点）","西日本旅客鉄道（JR西日本）","鳥取県米子市三本松四丁目北緯35度26分46.48秒東経133度19分22.4秒座標:北緯35度26分46.48秒 東経133度19分22.4秒","1987年（昭和62年）11月1日[2][3]","地上駅","1面1線[1]","無人駅[1]（自動券売機 有）","","サマ","","392人/日-2018年-","","","","","","",""
"三枚橋駅","三枚橋駅（さんまいばしえき）","https://ja.wikipedia.org/wiki/三枚橋駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯36度18分48.58秒東経139度21分17.42秒","■桐生線","3.4 km（太田起点）","東武鉄道","群馬県太田市鳥山下町642-1北緯36度18分48.58秒東経139度21分17.42秒﻿ / ﻿北緯36.3134944度 東経139.3548389度﻿ /36.3134944; 139.3548389﻿ (三枚橋駅)座標:北緯36度18分48.58秒東経139度21分17.42秒﻿ / ﻿北緯36.3134944度 東経139.3548389度﻿ /36.3134944; 139.3548389﻿ (三枚橋駅)","1913年（大正2年）3月19日","地上駅","1面2線","簡易委託駅","TI51","サン","","572人/日-2016年-","","","","","","",""
"三見駅","三見駅（さんみえき）","https://ja.wikipedia.org/wiki/三見駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯34度23分50.66秒東経131度19分48.46秒","■山陰本線","583.9 km（京都起点）","西日本旅客鉄道（JR西日本）","山口県萩市大字三見字片田3349北緯34度23分50.66秒東経131度19分48.46秒﻿ / ﻿北緯34.3974056度 東経131.3301278度﻿ /34.3974056; 131.3301278座標:北緯34度23分50.66秒東経131度19分48.46秒﻿ / ﻿北緯34.3974056度 東経131.3301278度﻿ /34.3974056; 131.3301278","1925年（大正14年）4月3日","地上駅","2面2線","無人駅","","サミ","23人/日（降車客含まず）-2019年-","","","","","","","",""
"山門駅","山門駅（さんもんえき）","https://ja.wikipedia.org/wiki/山門駅","日本の鉄道駅一覧_さ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_さ","箇条書き,制限あり","北緯35度6分53.1秒東経135度46分22秒","鞍馬山鋼索鉄道","0.0 km（山門起点）","鞍馬寺","京都府京都市左京区鞍馬本町北緯35度6分53.1秒東経135度46分22秒﻿ / ﻿北緯35.114750度 東経135.77278度﻿ /35.114750; 135.77278﻿ (山門駅)座標:北緯35度6分53.1秒東経135度46分22秒﻿ / ﻿北緯35.114750度 東経135.77278度﻿ /35.114750; 135.77278﻿ (山門駅)","1957年（昭和32年）1月1日","地上駅","1面1線","","","","","","","","","","","",""
