"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","専門分野","事業主体","管理運営","外部リンク","正式名称","延床面積","前身","アクセス","館長","愛称","建物設計","来館者数","収蔵作品数","閉館","公式サイト","研究職員"
"徳島県立大鳴門橋架橋記念館","[徳島県立大鳴門橋架橋記念館] 徳島県立 大鳴門橋架橋記念館 （とくしまけんりつ おおなるときょうかきょうきねんかん、 英称 ：Ohnaruto Bridge Crossing Memorial Hall）は、 大鳴門橋 架橋を記念して 徳島県 鳴門市 鳴門町土佐泊浦 に設置された施設である。愛称は エディ 。","https://ja.wikipedia.org/wiki/徳島県立大鳴門橋架橋記念館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度14分5.7秒東経134度38分24.5秒","〒772-0053徳島県鳴門町土佐泊浦福池65","北緯34度14分5.7秒東経134度38分24.5秒﻿ / ﻿北緯34.234917度 東経134.640139度﻿ /34.234917; 134.640139﻿ (徳島県立大鳴門橋架橋記念館)座標:北緯34度14分5.7秒東経134度38分24.5秒﻿ / ﻿北緯34.234917度 東経134.640139度﻿ /34.234917; 134.640139﻿ (徳島県立大鳴門橋架橋記念館)","","大鳴門橋に関する資料","徳島県","株式会社ネオビエント・財団法人徳島県観光協会共同事業体（指定管理者）","","徳島県立大鳴門橋架橋記念館","","","","","エディ","","","","","",""
"徳島県立鳥居龍蔵記念博物館","[徳島県立鳥居龍蔵記念博物館] 徳島市出身の 人類学者 鳥居龍蔵 とその研究をテーマとする。 徳島県立博物館 に隣接しており名前も似ているが、その一部ではない。","https://ja.wikipedia.org/wiki/徳島県立鳥居龍蔵記念博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度2分23.5秒東経134度31分34.5秒","〒770-8070徳島市八万町向寺山","北緯34度2分23.5秒東経134度31分34.5秒﻿ / ﻿北緯34.039861度 東経134.526250度﻿ /34.039861; 134.526250﻿ (徳島県立鳥居龍蔵記念博物館)座標:北緯34度2分23.5秒東経134度31分34.5秒﻿ / ﻿北緯34.039861度 東経134.526250度﻿ /34.039861; 134.526250﻿ (徳島県立鳥居龍蔵記念博物館)","2010年11月3日","人類学、考古学、民俗学","徳島県","徳島県","","","485m2","徳島県立鳥居記念博物館","","","","","","","","",""
"徳島県立文学書道館","[徳島県立文学書道館] 徳島県立文学書道館 （とくしまけんりつぶんがくしょどうかん）は、 徳島県 徳島市 中前川町 にある 文学館 。","https://ja.wikipedia.org/wiki/徳島県立文学書道館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度4分48.3秒東経134度33分14.4秒","〒770-0807徳島県徳島市中前川町二丁目22番地1","北緯34度4分48.3秒東経134度33分14.4秒﻿ / ﻿北緯34.080083度 東経134.554000度﻿ /34.080083; 134.554000﻿ (徳島県立文学書道館)座標:北緯34度4分48.3秒東経134度33分14.4秒﻿ / ﻿北緯34.080083度 東経134.554000度﻿ /34.080083; 134.554000﻿ (徳島県立文学書道館)","2002年10月","文学・書道","徳島県","","","","","","","","言の葉ミュージアム","","","","","",""
"徳島県立博物館","[徳島県立博物館] 徳島県立博物館 （とくしまけんりつはくぶつかん、 英称 : Tokushima Prefectural Museum ）とは、 徳島県 徳島市 の 文化の森総合公園 （ 向寺山 ）の三館棟内にある 博物館 である。施設識別カラーは「水色」。 阿波国 、 徳島県 や 四国 の歴史に関する資料を収集展示。","https://ja.wikipedia.org/wiki/徳島県立博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度2分22.2秒東経134度31分34.0秒","〒770-8070徳島県徳島市八万町向寺山","北緯34度2分22.2秒東経134度31分34.0秒﻿ / ﻿北緯34.039500度 東経134.526111度﻿ /34.039500; 134.526111﻿ (徳島県立博物館)座標:北緯34度2分22.2秒東経134度31分34.0秒﻿ / ﻿北緯34.039500度 東経134.526111度﻿ /34.039500; 134.526111﻿ (徳島県立博物館)","1990年11月3日","人文科学、自然科学","徳島県","徳島県","","","8,063m2","徳島県博物館","","","","","","","","","13名"
"徳島県立文書館","[徳島県立文書館] アルコーブの内側","https://ja.wikipedia.org/wiki/徳島県立文書館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度2分22.0秒東経134度31分43.1秒","〒770-8070徳島県徳島市八万町向寺山","北緯34度2分22.0秒東経134度31分43.1秒﻿ / ﻿北緯34.039444度 東経134.528639度﻿ /34.039444; 134.528639﻿ (徳島県立文書館)座標:北緯34度2分22.0秒東経134度31分43.1秒﻿ / ﻿北緯34.039444度 東経134.528639度﻿ /34.039444; 134.528639﻿ (徳島県立文書館)","1990年11月3日","公文書、古文書、行政資料","徳島県","徳島県","","","1,780m2","","","","","","","","","",""
"徳島県立埋蔵文化財総合センター","[徳島県立埋蔵文化財総合センター] 徳島県立 埋蔵文化財総合センター （とくしまけんりつ まいぞうぶんかざいそうごうセンター）は、 徳島県 板野郡 板野町 の 板野町歴史文化公園 にある 埋蔵文化財センター 。","https://ja.wikipedia.org/wiki/徳島県立埋蔵文化財総合センター","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度8分34.4秒東経134度27分5.0秒","〒779-0108徳島県板野郡板野町犬伏平山86-2","北緯34度8分34.4秒東経134度27分5.0秒﻿ / ﻿北緯34.142889度 東経134.451389度﻿ /34.142889; 134.451389﻿ (徳島県立埋蔵文化財総合センター)座標:北緯34度8分34.4秒東経134度27分5.0秒﻿ / ﻿北緯34.142889度 東経134.451389度﻿ /34.142889; 134.451389﻿ (徳島県立埋蔵文化財総合センター)","1995年（平成7年）11月3日","考古学","徳島県","公益財団法人徳島県埋蔵文化財センター","","","3,590m2","","","","レキシルとくしま","","","","","",""
"徳島市立考古資料館","[徳島市立考古資料館] 徳島市立考古資料館 （とくしましこうこしりょうかん）とは、 徳島県 徳島市 国府町西矢野 にある徳島市が管理運営する資料館である。徳島市内で発掘された 縄文時代 から 平安時代 にかけての 考古資料 を収蔵・保管、展示している。 阿波史跡公園 内に位置する。","https://ja.wikipedia.org/wiki/徳島市立考古資料館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度3分39.2秒東経134度28分8.5秒","〒779-3127徳島市国府町西矢野字奥谷10番地の1","北緯34度3分39.2秒東経134度28分8.5秒﻿ / ﻿北緯34.060889度 東経134.469028度﻿ /34.060889; 134.469028﻿ (徳島市立考古資料館)座標:北緯34度3分39.2秒東経134度28分8.5秒﻿ / ﻿北緯34.060889度 東経134.469028度﻿ /34.060889; 134.469028﻿ (徳島市立考古資料館)","1998年11月24日","考古学","徳島市","","","","802.5m2","","","","","","","","","",""
"徳島市天狗久資料館","[徳島市天狗久資料館] 徳島市天狗久資料館 （とくしましてんぐひさしりょうかん）は、 徳島県 徳島市 国府町和田 にある 人形師 ・天狗久に関する博物館。天狗久は 明治 から 昭和 にかけて、 阿波人形浄瑠璃 の隆盛を支えた人形師。 こくふ街角博物館 に指定されている。","https://ja.wikipedia.org/wiki/徳島市天狗久資料館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度4分20.2秒東経134度29分33.9秒","〒779－3127徳島市国府町和田字居内172","北緯34度4分20.2秒東経134度29分33.9秒﻿ / ﻿北緯34.072278度 東経134.492750度﻿ /34.072278; 134.492750﻿ (徳島市天狗久資料館)座標:北緯34度4分20.2秒東経134度29分33.9秒﻿ / ﻿北緯34.072278度 東経134.492750度﻿ /34.072278; 134.492750﻿ (徳島市天狗久資料館)","2002年4月14日","天狗久に関する資料","徳島市","天狗久顕彰会","","","","","","","","","","","","",""
"徳島市立徳島城博物館","[徳島市立徳島城博物館] ","https://ja.wikipedia.org/wiki/徳島市立徳島城博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度4分24.7秒東経134度33分20.3秒","〒770-0851徳島県徳島市徳島町城内1番地の8","北緯34度4分24.7秒東経134度33分20.3秒﻿ / ﻿北緯34.073528度 東経134.555639度﻿ /34.073528; 134.555639﻿ (徳島市立徳島城博物館)座標:北緯34度4分24.7秒東経134度33分20.3秒﻿ / ﻿北緯34.073528度 東経134.555639度﻿ /34.073528; 134.555639﻿ (徳島市立徳島城博物館)","1992年（平成4年）10月1日","歴史学","徳島市","徳島市","徳島市立徳島城博物館","","","","","","徳島城博物館","","","","","",""
"鳴門市ドイツ館","[鳴門市ドイツ館] 第一次世界大戦 中の ドイツ人捕虜 収容所（ 板東俘虜収容所 ）の記念施設として、 1972年 に創設された  。現在の建物は2代目で、 1993年 に竣工した（場所も初代から移転している）  。","https://ja.wikipedia.org/wiki/鳴門市ドイツ館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度9分53.0秒東経134度29分56.7秒","〒779-0225徳島県鳴門市大麻町桧字東山田55番地の2","北緯34度9分53.0秒東経134度29分56.7秒﻿ / ﻿北緯34.164722度 東経134.499083度﻿ /34.164722; 134.499083﻿ (鳴門市ドイツ館)座標:北緯34度9分53.0秒東経134度29分56.7秒﻿ / ﻿北緯34.164722度 東経134.499083度﻿ /34.164722; 134.499083﻿ (鳴門市ドイツ館)","1972年","歴史博物館","鳴門市","鳴門市","","","","坂東俘虜収容所記念施設","","","ドイツ館","","","","","",""
"パゴダ平和記念塔","[パゴダ平和記念塔] パゴダ平和記念塔 （パゴダへいわきねんとう）は、 徳島県 徳島市 眉山町 の 眉山公園 内にある 第二次世界大戦 時の戦死者慰霊のために建立された記念塔。","https://ja.wikipedia.org/wiki/パゴダ平和記念塔","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度4分0.6秒東経134度32分15.9秒","〒770－0908徳島県徳島市眉山町茂助ヶ原","北緯34度4分0.6秒東経134度32分15.9秒﻿ / ﻿北緯34.066833度 東経134.537750度﻿ /34.066833; 134.537750座標:北緯34度4分0.6秒東経134度32分15.9秒﻿ / ﻿北緯34.066833度 東経134.537750度﻿ /34.066833; 134.537750","1958年","","徳島県ビルマ会","徳島県ビルマ会","","","","","","","パゴダ","","","","","",""
"日和佐うみがめ博物館カレッタ","[日和佐うみがめ博物館カレッタ] 日和佐うみがめ博物館カレッタ （ひわさうみがめはくぶつかんカレッタ）は、 徳島県 海部郡 美波町 にある ウミガメ に関する 博物館 。館名の「カレッタ」は アカウミガメ の学名に由来する。世界でも珍しいとされるウミガメの博物館である。","https://ja.wikipedia.org/wiki/日和佐うみがめ博物館カレッタ","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯33度44分4.6秒東経134度32分27.7秒","〒779-2304徳島県海部郡美波町日和佐浦374-4","北緯33度44分4.6秒東経134度32分27.7秒﻿ / ﻿北緯33.734611度 東経134.541028度﻿ /33.734611; 134.541028﻿ (日和佐うみがめ博物館カレッタ)座標:北緯33度44分4.6秒東経134度32分27.7秒﻿ / ﻿北緯33.734611度 東経134.541028度﻿ /33.734611; 134.541028﻿ (日和佐うみがめ博物館カレッタ)","1985年（昭和60年）","ウミガメに関する資料など","美波町","","日和佐うみがめ博物館カレッタ","日和佐うみがめ博物館カレッタ","","","","","","","","","","",""
"松茂町歴史民俗資料館・人形浄瑠璃芝居資料館","[松茂町歴史民俗資料館・人形浄瑠璃芝居資料館] 松茂町歴史民俗資料館・人形浄瑠璃芝居資料館 （まつしげちょうれきしみんぞくしりょうかん・にんぎょうじょうるりしばいしりょうかん）は、 徳島県 板野郡 松茂町 にある松茂町史、 人形浄瑠璃 に関する 博物館 。","https://ja.wikipedia.org/wiki/松茂町歴史民俗資料館・人形浄瑠璃芝居資料館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度8分12.9秒東経134度34分57.7秒","〒771-0220徳島県板野郡松茂町広島字四番越11番地の1","北緯34度8分12.9秒東経134度34分57.7秒﻿ / ﻿北緯34.136917度 東経134.582694度﻿ /34.136917; 134.582694﻿ (松茂町歴史民俗資料館・人形浄瑠璃芝居資料館)座標:北緯34度8分12.9秒東経134度34分57.7秒﻿ / ﻿北緯34.136917度 東経134.582694度﻿ /34.136917; 134.582694﻿ (松茂町歴史民俗資料館・人形浄瑠璃芝居資料館)","1993年（平成5年）","松茂町史、人形浄瑠璃","松茂町","松茂町","","","","","","","","","","","","",""
"モラエス館","[モラエス館] モラエス館 （モラエスかん、 英称 : Moraes　Museum ）は、かつて 徳島県 徳島市 眉山町 にあった ポルトガル の 外交官 である ヴェンセスラウ・デ・モラエス の記念館である。","https://ja.wikipedia.org/wiki/モラエス館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯34度4分1.8秒東経134度32分15.9秒","〒770-0908徳島県徳島市眉山町茂助ケ原","北緯34度4分1.8秒東経134度32分15.9秒﻿ / ﻿北緯34.067167度 東経134.537750度﻿ /34.067167; 134.537750﻿ (モラエス館)座標:北緯34度4分1.8秒東経134度32分15.9秒﻿ / ﻿北緯34.067167度 東経134.537750度﻿ /34.067167; 134.537750﻿ (モラエス館)","1976年7月1日","モラエスに関する資料","徳島市","徳島市","","","","","","","","","","","","",""
