"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","本部所在地","学校種別","設置者","学部","ウェブサイト","研究科","大学設置","創立","キャンパス","大学設置/創立","学生数","廃止","学校設置/創立","大学校種別","学部相当","学長","大学校設置/創立","大学校設置","設立"
"兵庫県立大学","[兵庫県立看護大学 →兵庫県立大学(2004年統合)] 兵庫県立大学は2004年に誕生した大学である。かつて兵庫県に存在した、旧 神戸商科大学 ・旧 姫路工業大学 ・旧 兵庫県立看護大学 の3大学が統合された。前身校はそれぞれ 関西 ではよく知られた大学であったが、 第二次世界大戦 後は伝統を異にして発展した経緯から、大学としての一体感は醸成途上にある。 公立大学 としては、日本有数の歴史・日本最大級の規模を誇る。","https://ja.wikipedia.org/wiki/兵庫県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度40分41.7秒東経135度03分7.6秒","兵庫県神戸市西区学園西町8-2-1北緯34度40分41.7秒東経135度03分7.6秒﻿ / ﻿北緯34.678250度 東経135.052111度﻿ /34.678250; 135.052111座標:北緯34度40分41.7秒東経135度03分7.6秒﻿ / ﻿北緯34.678250度 東経135.052111度﻿ /34.678250; 135.052111","公立","公立大学法人兵庫県立大学","経済学部経営学部国際商経学部理学部工学部看護学部環境人間学部社会情報科学部","https://www.u-hyogo.ac.jp/","社会科学研究科経済学研究科経営学研究科経営研究科会計研究科理学研究科物質理学研究科生命理学研究科工学研究科情報科学研究科応用情報科学研究科シミュレーション学研究科看護学研究科環境人間学研究科減災復興政策研究科緑環境景観マネジメント研究科地域資源マネジメント研究科","","","神戸商科（神戸市西区）姫路工学（姫路市）播磨理学（赤穂郡上郡町・たつの市）姫路環境人間（姫路市）明石看護（明石市）神戸情報科学（神戸市中央区）淡路緑景観（淡路市）豊岡ジオ・コウノトリキャンパス（豊岡市祥雲寺）神戸防災（神戸市中央区）","2004年","","","","","","","","",""
"兵庫農科大学","[兵庫農科大学→神戸大学農学部 (1966年統合)] 1966年 に国立移管され、 神戸大学農学部 の母体となる。 1969年 に廃止された。","https://ja.wikipedia.org/wiki/兵庫農科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","兵庫県多紀郡篠山町","公立","兵庫県","","","","","","","1949年","","1969年","","","","","","",""
"広島医科大学","[広島医科大学→広島大学医学部 (1955年統合)] 広島医科大学 （ひろしまいかだいがく）は、 広島県 呉市 に本部を置いていた 日本 の 公立大学 である。 1948年 に設置され、 1961年 に廃止された。","https://ja.wikipedia.org/wiki/広島医科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","広島県呉市","公立","広島県","","","","1948年","1870年","","","","1961年","","","","","","",""
"広島県立大学","[広島県立大学→県立広島大学(2005年統合)] 経営学部、生物資源学部の2学部からなる大学である。 2005年 4月 に 県立広島女子大学 及び 広島県立保健福祉大学 と統合し、 県立広島大学 となった。","https://ja.wikipedia.org/wiki/広島県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","広島県庄原市七塚町","公立","広島県","経営学部生物資源学部","","経営情報学研究科生物生産システム研究科","1989年","1954年","","","","2005年","","","","","","",""
"県立広島大学","[広島県立保健福祉大学 →県立広島大学(2005年統合)] 源流は、 1920年 （ 大正 9年）、広島県立広島高等女学校（現： 広島県立広島皆実高等学校 ）に設置された「家事補習専攻科」である。その後、この専攻科が 1928年 （ 昭和 3年）に 旧制女子専門学校 の 広島女子専門学校 として独立・開校し、 太平洋戦争 後の 1950年 に 広島女子短期大学 、 1965年 には 広島女子大学 （2000年4月から「県立広島女子大学」に改称）となった。","https://ja.wikipedia.org/wiki/県立広島大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度21分58.5秒 東経132度28分5.7秒","広島県広島市南区","公立","公立大学法人県立広島大学","地域創生学部生物資源科学部保健福祉学部","https://www.pu-hiroshima.ac.jp/","総合学術研究科経営管理研究科","2005年","1920年","広島（広島県広島市南区）地図庄原（広島県庄原市）地図三原（広島県三原市地図）","","","","","","","","","",""
"広島修道大学","[広島商科大学 →広島修道大学(1973年改称)] 1725年 に創始された 藩校 「講学所」を起源とする学校法人修道学園が 1952年 開学の 修道短期大学 を改組して 1960年 に広島商科大学を開設。当初は商学部のみの単科大学だったが、 1973年 に人文学部を増設するにあたって校名を 広島修道大学 に変更。以後も文系学部の拡充を進めた。 2020年現在は7学部13学科1専攻及び法科大学院を含めた大学院4研究科を有する文科系の 総合大学 となっている。","https://ja.wikipedia.org/wiki/広島修道大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度25分59.7秒東経132度24分17.7秒","広島県広島市安佐南区大塚東1-1-1北緯34度25分59.7秒東経132度24分17.7秒﻿ / ﻿北緯34.433250度 東経132.404917度﻿ /34.433250; 132.404917座標:北緯34度25分59.7秒東経132度24分17.7秒﻿ / ﻿北緯34.433250度 東経132.404917度﻿ /34.433250; 132.404917","私立","学校法人修道学園","商学部人文学部法学部経済科学部人間環境学部健康科学部国際コミュニティ学部","https://www.shudo-u.ac.jp/","商学研究科人文科学研究科法学研究科経済科学研究科","1960年","1725年","大塚東（広島県広島市安佐南区）","","","","","","","","","",""
"県立広島女子大学","[広島女子大学 →県立広島女子大学(2000年改称)] 源流は、 1920年 （ 大正 9年）、広島県立広島高等女学校（現： 広島県立広島皆実高等学校 ）に設置された「家事補習専攻科」である。その後、この専攻科が 1928年 （ 昭和 3年）に 旧制女子専門学校 の 広島女子専門学校 として独立・開校し、 太平洋戦争 後の 1950年 に 広島女子短期大学 、 1965年 には 広島女子大学 （2000年4月から「県立広島女子大学」に改称）となった。","https://ja.wikipedia.org/wiki/県立広島女子大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度21分58.5秒 東経132度28分5.7秒","広島県広島市南区","公立","公立大学法人県立広島大学","地域創生学部生物資源科学部保健福祉学部","https://www.pu-hiroshima.ac.jp/","総合学術研究科経営管理研究科","2005年","1920年","広島（広島県広島市南区）地図庄原（広島県庄原市）地図三原（広島県三原市地図）","","","","","","","","","",""
"広島国際学院大学","[広島電機大学 →広島国際学院大学(1999年改称)] 同市内の上瀬野キャンパスにはスポーツ施設と 自動車短期大学部 を設置している。","https://ja.wikipedia.org/wiki/広島国際学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度24分35.6秒 東経132度34分46.5秒","広島県広島市安芸区中野6-20-1","私立","学校法人広島国際学院","工学部情報文化学部","https://www.hkg.ac.jp/html/","工学研究科現代社会学研究科","","","中野キャンパス（大学）上瀬野キャンパス（短大部）","1967年","","","","","","","","",""
"広島文教女子大学","[広島文教女子大学→ 広島文教大学 (2019年改称)] 文教の名を冠しているが、 北海道文教大学 、 東北文教大学 、 文教大学 、 愛知文教大学 、 京都文教大学 との関連性は特にない。","https://ja.wikipedia.org/wiki/広島文教女子大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度30分18.8秒東経132度31分12.2秒","広島県広島市安佐北区可部東1丁目2番1号北緯34度30分18.8秒東経132度31分12.2秒﻿ / ﻿北緯34.505222度 東経132.520056度﻿ /34.505222; 132.520056座標:北緯34度30分18.8秒東経132度31分12.2秒﻿ / ﻿北緯34.505222度 東経132.520056度﻿ /34.505222; 132.520056","私立","学校法人武田学園","人間科学部","https://www.h-bunkyo.ac.jp/university/","人間科学研究科","1966年","1948年","","","","","","","","","","",""
"桃山学院教育大学","[プール学院大学 →桃山学院教育大学(2018年改称)] 2018年 4月より プール学院大学 の設置者が 学校法人桃山学院 に変更となり、 桃山学院教育大学 がスタートした    。西日本初で唯一の 教育学部 教育学科単科の 私立大学 である  。","https://ja.wikipedia.org/wiki/桃山学院教育大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度29分0.2秒東経135度32分2.8秒","大阪府堺市南区槇塚台4-5-1北緯34度29分0.2秒東経135度32分2.8秒﻿ / ﻿北緯34.483389度 東経135.534111度﻿ /34.483389; 135.534111座標:北緯34度29分0.2秒東経135度32分2.8秒﻿ / ﻿北緯34.483389度 東経135.534111度﻿ /34.483389; 135.534111","私立","学校法人桃山学院","人間教育学部","http://www.andrew-edu.ac.jp/","","2018年","1996年","堺キャンパス（堺市南区槇塚台）","","","","","","","","","",""
"福井大学","[福井医科大学 →福井大学医学部 (2003年統合)] 大学通信 の調査によると就職率が複数学部を有する国立大学において10年連続1位、卒業生1000人以上の国公私立大学において1位である  。","https://ja.wikipedia.org/wiki/福井大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度4分37秒東経136度12分42.3秒","福井県福井市文京3-9-1北緯36度4分37秒東経136度12分42.3秒﻿ / ﻿北緯36.07694度 東経136.211750度﻿ /36.07694; 136.211750座標:北緯36度4分37秒東経136度12分42.3秒﻿ / ﻿北緯36.07694度 東経136.211750度﻿ /36.07694; 136.211750","国立","国立大学法人福井大学","教育学部医学部工学部国際地域学部","https://www.u-fukui.ac.jp/","教育学研究科医学系研究科工学研究科国際地域マネジメント研究科","1949年","1873年","文京（福井市文京）松岡（吉田郡永平寺町松岡下合月）敦賀（敦賀市鉄輪町）","","","","","","","","","",""
"福岡教育大学","[福岡学芸大学 →福岡教育大学(1966年改称)] 日本の多くの教育系大学と同じように、特別支援教育教員養成課程（旧：障害児教育教員養成課程）がある。また、特別支援教育系の専攻科（特別支援教育特別専攻科）と別科（言語障害教育教員養成課程）がある。","https://ja.wikipedia.org/wiki/福岡教育大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度48分39.6秒東経130度35分39秒","福岡県宗像市赤間文教町1-1北緯33度48分39.6秒東経130度35分39秒﻿ / ﻿北緯33.811000度 東経130.59417度﻿ /33.811000; 130.59417座標:北緯33度48分39.6秒東経130度35分39秒﻿ / ﻿北緯33.811000度 東経130.59417度﻿ /33.811000; 130.59417","国立","国立大学法人福岡教育大学","教育学部","https://www.fukuoka-edu.ac.jp/","教育学研究科","","","","1949年","","","","","","","","",""
