"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","所在地","ホーム","備考","駅番号","電報略号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"田本駅","田本駅（たもとえき）","https://ja.wikipedia.org/wiki/田本駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度20分56.42秒東経137度50分16.59秒","CD飯田線","104.2 km（豊橋起点）","東海旅客鉄道（JR東海）","1935年（昭和10年）11月15日[1]","地上駅","長野県下伊那郡泰阜村田本[1]北緯35度20分56.42秒東経137度50分16.59秒﻿ / ﻿北緯35.3490056度 東経137.8379417度﻿ /35.3490056; 137.8379417座標:北緯35度20分56.42秒東経137度50分16.59秒﻿ / ﻿北緯35.3490056度 東経137.8379417度﻿ /35.3490056; 137.8379417","1面1線[1]","駅員無配置駅[1]標高：346m[1]","","タモ[1]","1人/日（降車客含まず）-2018年-","","","","","","","",""
"田茂山駅","田茂山駅（たもやまえき）","https://ja.wikipedia.org/wiki/田茂山駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯39度4分48秒東経141度42分48.5秒","■大船渡線BRT","43.0km（気仙沼起点）一ノ関から105.0 km","東日本旅客鉄道（JR東日本）","2020年（令和2年）3月14日","地上駅","岩手県大船渡市盛町字内ノ目北緯39度4分48秒東経141度42分48.5秒﻿ / ﻿北緯39.08000度 東経141.713472度﻿ /39.08000; 141.713472﻿ (田茂山駅)座標:北緯39度4分48秒東経141度42分48.5秒﻿ / ﻿北緯39.08000度 東経141.713472度﻿ /39.08000; 141.713472﻿ (田茂山駅)","","無人駅","","","6人/日（降車客含まず）-2019年-","","","","","","","",""
"多屋駅","多屋駅（たやえき）","https://ja.wikipedia.org/wiki/多屋駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯34度53分46秒東経136度49分52.3秒","常滑線","28.6 km（神宮前起点）","名古屋鉄道","1913年（大正2年）3月29日","高架駅","愛知県常滑市多屋町五丁目160北緯34度53分46秒東経136度49分52.3秒﻿ / ﻿北緯34.89611度 東経136.831194度﻿ /34.89611; 136.831194座標:北緯34度53分46秒東経136度49分52.3秒﻿ / ﻿北緯34.89611度 東経136.831194度﻿ /34.89611; 136.831194","2面2線","無人駅（駅集中管理システム導入駅）*2003年高架化","TA  21 ","","","1,252人/日-2019年[1]-","","","","","","",""
"田山駅","田山駅（たやまえき）","https://ja.wikipedia.org/wiki/田山駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯40度8分23秒東経140度56分38.7秒","■花輪線","49.1 km（好摩起点）","東日本旅客鉄道（JR東日本）","1929年（昭和4年）10月25日","地上駅","岩手県八幡平市石名坂11北緯40度8分23秒東経140度56分38.7秒座標:北緯40度8分23秒 東経140度56分38.7秒","1面1線","無人駅","","タヤ","","","","","","","","",""
"田吉駅","田吉駅（たよしえき）","https://ja.wikipedia.org/wiki/田吉駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯31度52分45.16秒東経131度25分49.24秒","日南線","2.0 km（南宮崎起点）","九州旅客鉄道（JR九州）","1996年（平成8年）7月18日[1]","地上駅","宮崎県宮崎市大字田吉[1]北緯31度52分45.16秒東経131度25分49.24秒﻿ / ﻿北緯31.8792111度 東経131.4303444度﻿ /31.8792111; 131.4303444座標:北緯31度52分45.16秒東経131度25分49.24秒﻿ / ﻿北緯31.8792111度 東経131.4303444度﻿ /31.8792111; 131.4303444","1面2線[1]","無人駅[1]","","タヨ","37人/日（降車客含まず）-2015年-","","","","","","","",""
"多寄駅","多寄駅（たよろえき）","https://ja.wikipedia.org/wiki/多寄駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯44度14分26秒東経142度23分46秒","■宗谷本線","61.7 km（旭川起点）","北海道旅客鉄道（JR北海道）","1903年（明治36年）9月3日","地上駅","北海道士別市多寄町36線東3番地北緯44度14分26秒東経142度23分46秒","1面1線","無人駅","○W44","タヨ","","18人/日-2014年-","","","","","","",""
"多良駅","多良駅（たらえき）","https://ja.wikipedia.org/wiki/多良駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯33度1分30.79秒東経130度10分33.91秒","■長崎本線","67.7 km（鳥栖起点）","九州旅客鉄道（JR九州）","1934年（昭和9年）4月16日","地上駅","佐賀県藤津郡太良町大字多良1702-5北緯33度1分30.79秒東経130度10分33.91秒﻿ / ﻿北緯33.0252194度 東経130.1760861度﻿ /33.0252194; 130.1760861﻿ (多良駅)","2面3線","無人駅[1]","","タラ","323人/日（降車客含まず）-2016年-","","","","","","","",""
"多良木駅","多良木駅（たらぎえき）","https://ja.wikipedia.org/wiki/多良木駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯32度15分46.2秒東経130度55分59.51秒","■湯前線","19.8 km（人吉温泉駅起点）","くま川鉄道","1924年（大正13年）3月30日","地上駅","熊本県球磨郡多良木町大字多良木北緯32度15分46.2秒東経130度55分59.51秒﻿ / ﻿北緯32.262833度 東経130.9331972度﻿ /32.262833; 130.9331972﻿ (多良木駅)","1面1線","","","タラ←タラキ","198人/日（降車客含まず）-2016年-","","","","","","","",""
"垂井駅","垂井駅（たるいえき・東海旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/垂井駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度22分11.413秒東経136度31分52.705秒","CA東海道本線（上り本線・下り本線〔垂井線〕）[1][2][注釈 1][注釈 2]","418.1 km（東京起点）","東海旅客鉄道（JR東海）","1884年（明治17年）5月25日","地上駅（橋上駅）[5]","岐阜県不破郡垂井町1682-4北緯35度22分11.413秒東経136度31分52.705秒﻿ / ﻿北緯35.36983694度 東経136.53130694度﻿ /35.36983694; 136.53130694座標:北緯35度22分11.413秒東経136度31分52.705秒﻿ / ﻿北緯35.36983694度 東経136.53130694度﻿ /35.36983694; 136.53130694","2面3線","業務委託駅JR全線きっぷうりば有","CA  78 ","タル","2,623人/日（降車客含まず）-2019年-","","","","","","","",""
"樽井駅","樽井駅（たるいえき・南海電気鉄道南海本線）","https://ja.wikipedia.org/wiki/樽井駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯34度22分26.85秒東経135度15分41.14秒","■南海本線","40.6 km（難波起点）","南海電気鉄道","1897年（明治30年）11月9日","地上駅","大阪府泉南市樽井五丁目41番1号北緯34度22分26.85秒東経135度15分41.14秒﻿ / ﻿北緯34.3741250度 東経135.2614278度﻿ /34.3741250; 135.2614278座標:北緯34度22分26.85秒東経135度15分41.14秒﻿ / ﻿北緯34.3741250度 東経135.2614278度﻿ /34.3741250; 135.2614278","2面3線","","NK 36","タル","","","","7,956人/日-2019年-","","","","",""
"垂水駅","垂水駅（たるみえき・西日本旅客鉄道山陽本線）","https://ja.wikipedia.org/wiki/垂水駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯34度37分46.3秒東経135度3分13.06秒","A山陽本線（JR神戸線）","13.1km（神戸起点）大阪から46.2 km","西日本旅客鉄道（JR西日本）","1888年（明治21年）11月1日[1]","高架駅[1]","神戸市垂水区神田町1-20[1]北緯34度37分46.3秒東経135度3分13.06秒﻿ / ﻿北緯34.629528度 東経135.0536278度﻿ /34.629528; 135.0536278座標:北緯34度37分46.3秒東経135度3分13.06秒﻿ / ﻿北緯34.629528度 東経135.0536278度﻿ /34.629528; 135.0536278","1面2線[1]","直営駅[1]みどりの窓口有神戸市内駅* 舞子駅に改称していた時期あり。","JR-A70","タル","31,948人/日（降車客含まず）-2019年-","","山陽垂水駅（山陽電気鉄道本線）[1]","","","","","",""
"樽見駅","樽見駅（たるみえき・樽見鉄道樽見線）","https://ja.wikipedia.org/wiki/樽見駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度38分6.42秒東経136度36分56.97秒","樽見線","34.5 km（大垣起点）","樽見鉄道","1989年（平成元年）3月25日[1]","地上駅","岐阜県本巣市根尾樽見北緯35度38分6.42秒東経136度36分56.97秒﻿ / ﻿北緯35.6351167度 東経136.6158250度﻿ /35.6351167; 136.6158250座標:北緯35度38分6.42秒東経136度36分56.97秒﻿ / ﻿北緯35.6351167度 東経136.6158250度﻿ /35.6351167; 136.6158250","1面2線","","","","","","","","","","","",""
"田老駅","田老駅（たろうえき）","https://ja.wikipedia.org/wiki/田老駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯39度43分54.47秒東経141度57分52.74秒","■リアス線","104.7 km（盛起点）","三陸鉄道","1972年（昭和47年）2月27日","地上駅","岩手県宮古市田老字小林北緯39度43分54.47秒東経141度57分52.74秒座標:北緯39度43分54.47秒 東経141度57分52.74秒","1面2線","","","タロ","","","","","","","","",""
"太郎丸エンゼルランド駅","太郎丸エンゼルランド駅（たろうまるエンゼルランドえき）","https://ja.wikipedia.org/wiki/太郎丸エンゼルランド駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯36度7分52.5秒東経136度12分20.5秒","■三国芦原線","9.2km（福井口起点）福井から10.7 km","えちぜん鉄道","1928年（昭和3年）12月30日","地上駅","福井県坂井市春江町西太郎丸5-40-2北緯36度7分52.5秒東経136度12分20.5秒﻿ / ﻿北緯36.131250度 東経136.205694度﻿ /36.131250; 136.205694座標:北緯36度7分52.5秒東経136度12分20.5秒﻿ / ﻿北緯36.131250度 東経136.205694度﻿ /36.131250; 136.205694","1面1線","無人駅*2017年（平成29年）3月25日に、太郎丸駅より改称。","○E33","","157人/日（降車客含まず）-2018年-","","","","","","","",""
"太郎坊宮前駅","太郎坊宮前駅（たろぼうぐうまええき）","https://ja.wikipedia.org/wiki/太郎坊宮前駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度6分30.68秒東経136度11分1.31秒","■八日市線（万葉あかね線）","1.3 km（八日市起点）","近江鉄道","1913年（大正2年）12月29日","地上駅","滋賀県東近江市小脇町753-5北緯35度6分30.68秒東経136度11分1.31秒﻿ / ﻿北緯35.1085222度 東経136.1836972度﻿ /35.1085222; 136.1836972座標:北緯35度6分30.68秒東経136度11分1.31秒﻿ / ﻿北緯35.1085222度 東経136.1836972度﻿ /35.1085222; 136.1836972","片式1面1線","無人駅","OR17","","128人/日（降車客含まず）-2016年-","","","","","","","",""
"俵田駅","俵田駅（たわらだえき）","https://ja.wikipedia.org/wiki/俵田駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度18分52.3秒東経140度3分41秒","■久留里線","20.0 km（木更津起点）","東日本旅客鉄道（JR東日本）","1921年（大正10年）7月10日[1]","地上駅","千葉県君津市俵田1630北緯35度18分52.3秒東経140度3分41秒座標:北緯35度18分52.3秒 東経140度3分41秒","1面1線","無人駅（乗車駅証明書発行機 有）","","ラタ","64人/日（降車客含まず）-2006年-","","","","","","","",""
"田原町駅 (東京都)","田原町駅 (東京都)（たわらまちえき・東京地下鉄銀座線）","https://ja.wikipedia.org/wiki/田原町駅_(東京都)","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度42分35.5秒東経139度47分26.8秒","●[1]銀座線","0.8 km（浅草起点）","東京地下鉄（東京メトロ）","1927年（昭和2年）12月30日","地下駅","東京都台東区西浅草一丁目1-18北緯35度42分35.5秒東経139度47分26.8秒﻿ / ﻿北緯35.709861度 東経139.790778度﻿ /35.709861; 139.790778座標:北緯35度42分35.5秒東経139度47分26.8秒﻿ / ﻿北緯35.709861度 東経139.790778度﻿ /35.709861; 139.790778","2面2線","業務委託駅（メトロコマース）","G18[1]","タワ","","34,372人/日-2019年-","","","","","","",""
"田原町駅 (福井県)","田原町駅 (福井県)（たわらまちえき・福井鉄道福武線・えちぜん鉄道三国芦原線）","https://ja.wikipedia.org/wiki/田原町駅_(福井県)","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯36度4分29.5秒東経136度13分3秒","■えちぜん鉄道三国芦原線","2.1km（福井口起点）福井から3.6 km","■えちぜん鉄道■福井鉄道","1937年（昭和12年）4月1日[1]","地上駅","福井県福井市田原一丁目20-7北緯36度4分29.5秒東経136度13分3秒﻿ / ﻿北緯36.074861度 東経136.21750度﻿ /36.074861; 136.21750座標:北緯36度4分29.5秒東経136度13分3秒﻿ / ﻿北緯36.074861度 東経136.21750度﻿ /36.074861; 136.21750","2面3線","共同使用駅* 一部列車が三国芦原線との間で相互乗り入れ。","○E26","","","（えちぜん鉄道）1,588人/日-2017年-","","","","","","",""
"田原本駅","田原本駅（たわらもとえき）","https://ja.wikipedia.org/wiki/田原本駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","","","","近畿日本鉄道（近鉄）","","","奈良県磯城郡田原本町","","","","","","","","","","","","",""
"段駅","段駅（だんえき）","https://ja.wikipedia.org/wiki/段駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯32度28分4.58秒東経130度38分44.96秒","肥薩線","5.2 km（八代起点）","九州旅客鉄道（JR九州）","1931年（昭和6年）4月1日[1]","地上駅","熊本県八代市坂本町西部段1862北緯32度28分4.58秒東経130度38分44.96秒﻿ / ﻿北緯32.4679389度 東経130.6458222度﻿ /32.4679389; 130.6458222﻿ (段駅)","1面1線","無人駅","","タン","7人/日（降車客含まず）-2015年-","","","","","","","",""
"旦過駅","旦過駅（たんがえき）","https://ja.wikipedia.org/wiki/旦過駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯33度52分50.3秒東経130度52分48.7秒","■小倉線","0.7 km（小倉起点）","北九州高速鉄道（モノレール）","1985年（昭和60年）1月9日[1]","高架駅","北九州市小倉北区魚町四丁目北緯33度52分50.3秒東経130度52分48.7秒","2面2線","","03","","","3,671人/日-2019年-","","","","","","",""
"丹後神崎駅","丹後神崎駅（たんごかんざきえき）","https://ja.wikipedia.org/wiki/丹後神崎駅","日本の鉄道駅一覧_た","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_た","箇条書き,制限あり","北緯35度30分24.05秒東経135度17分36.85秒","宮津線（宮舞線）*","12.7 km（西舞鶴起点）","WILLER TRAINS（京都丹後鉄道）","1957年（昭和32年）6月22日","地上駅","京都府舞鶴市油江109-4北緯35度30分24.05秒東経135度17分36.85秒﻿ / ﻿北緯35.5066806度 東経135.2935694度﻿ /35.5066806; 135.2935694﻿ (丹後神崎駅)座標:北緯35度30分24.05秒東経135度17分36.85秒﻿ / ﻿北緯35.5066806度 東経135.2935694度﻿ /35.5066806; 135.2935694﻿ (丹後神崎駅)","1面1線","無人駅*1990年西日本旅客鉄道から移管","M11","","14人/日（降車客含まず）-2019年-","","","","","","","",""
