"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","遺構","築城年","築城主","廃城年","城郭構造","築造時期","史跡","規模","主な城主","形状","別名","出土品","天守構造","埋葬施設","特記事項"
"小湊フワガネク遺跡","[小湊フワガネク遺跡（こみなと-いせき）〔奄美市〕] 小湊フワガネク遺跡 (こみなとふわがねくいせき) は、 鹿児島県 奄美市 名瀬小湊にある集落跡。2010年8月5日、国史跡に指定された  。小湊は大字名、フワガネクは字名の外金久である。この遺跡からの出土品は、2016年8月17日に一括で国の 重要文化財 に指定されており、 奄美市立奄美博物館 に保管されている  。","https://ja.wikipedia.org/wiki/小湊フワガネク遺跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯28度19分26秒 東経129度31分50秒","","","","","","","","","","","","","","","","","","",""
"徳之島カムィヤキ陶器窯跡","[徳之島カムィヤキ陶器窯跡（とくのしまかむぃやきとうきかまあと）〔大島郡伊仙町〕2007年（平成19年）2月6日] 徳之島カムィヤキ陶器窯跡は、九州から南へ約400kmに位置する 徳之島 に所在する大規模な窯跡である。徳之島は 琉球列島 のうち 奄美大島 と 沖縄本島 の間に位置する比較的大きな島であり、窯跡はその南部、海岸から約3ｋｍほど離れた、標高170から200ｍの丘陵に分布する。","https://ja.wikipedia.org/wiki/徳之島カムィヤキ陶器窯跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯27度41分44秒 東経128度56分33秒","","","","","","","","","","","","","","","","","","",""
"面縄貝塚","[面縄貝塚（おもなわかいづか）〔大島郡伊仙町〕2017年（平成29年）2月9日] 面縄貝塚 （おもなわかいづか）は、 鹿児島県 徳之島 の 砂丘 ・ 珊瑚礁 崖にある 縄文時代 後期以降の 貝塚 遺跡群である。2017年（平成29年）2月9日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/面縄貝塚","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯27度21分30秒 東経128度31分43秒","","","","","","","","","","","","","","","","","","",""
"住吉貝塚","[住吉貝塚（すみよしかいづか）〔大島郡知名町〕2007年（平成19年）7月26日] 住吉貝塚 （すみよしかいづか）は、 鹿児島県 大島郡 知名町 住吉にある 貝塚 である。2007年7月26日、 国史跡 に指定された。","https://ja.wikipedia.org/wiki/住吉貝塚","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯27度21分30秒 東経128度31分43秒","","","","","","","","","","","","","","","","","","",""
"宇佐浜遺跡","[宇佐浜遺跡（うざはまいせき）〔国頭郡国頭村〕1972年（昭和47年）5月15日] 宇佐浜遺跡 （うざはまいせき）は、 沖縄県 国頭郡 国頭村 、 沖縄本島 最北端の 辺戸岬 近辺にある縄文遺跡。 1972年 （昭和47年） 5月15日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/宇佐浜遺跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度51分58.5秒 東経128度15分36.7秒","","","","","","","","","","","","","","","","","","",""
"今帰仁城跡","[今帰仁城跡附シイナ城跡（なきじんじょうあと つけたりしいなじょうあと）〔国頭郡今帰仁村〕1972年（昭和47年）5月15日（世界遺産「琉球王国のグスク及び関連遺産群」の構成資産）] 今帰仁城 （なきじんぐすく、なきじんじょう、別名：北山城（ほくざんじょう、ほくざんぐすく））は、 沖縄県 国頭郡 今帰仁村 に位置する 城跡 である。","https://ja.wikipedia.org/wiki/今帰仁城跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度41分26.8秒東経127度55分47.2秒","北緯26度41分26.8秒東経127度55分47.2秒﻿ / ﻿北緯26.690778度 東経127.929778度﻿ /26.690778; 127.929778﻿ (今帰仁城)座標:北緯26度41分26.8秒東経127度55分47.2秒﻿ / ﻿北緯26.690778度 東経127.929778度﻿ /26.690778; 127.929778﻿ (今帰仁城)","","今帰仁城","国の史跡（今帰仁城跡 附シイナ城跡）世界遺産（琉球王国のグスク及び関連遺産群）","城壁、石垣","13世紀頃か","湧川王子（英祖王の次男）","1665年（寛文5年）","山城","","","","仲北山王：湧川王子（英祖王の次男）湧川按司（湧川王子の長男）今帰仁按司一世（湧川王子の長男）仲昔今帰仁按司（今帰仁按司一世の長男）仲宗根若按司（仲昔今帰仁按司の長男）後北山王（怕尼芝王統）第一尚氏（琉球王国）","","北山城山北今帰仁城","","なし","",""
"仲泊遺跡","[仲泊遺跡（なかどまりいせき）〔国頭郡恩納村〕1975年（昭和50年）4月7日] 仲泊遺跡 （なかどまりいせき）は、 沖縄県 国頭郡 恩納村 にある沖縄先史時代の遺跡である。","https://ja.wikipedia.org/wiki/仲泊遺跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度26分5秒 東経127度47分30秒","","","","","","","","","","","","","","","","","","",""
"国頭方西海道","[国頭方西海道（くにがみほうせいかいどう）〔国頭郡恩納村〕2004年（平成16年）9月30日] 国頭方西海道 （ くにがみほうせいかいどう ）とは琉球王国時代、琉球王国によって築かれた古い街道、宿道（すくみち）のうち、首里を起点に浦添山を通り、国頭地方へ続いている部分である  。 恩納村内にある、真栄田の一里塚、フェーレー岩、仲泊遺跡などの史跡・遺跡では古の面影が残る  。 国道58号 に一部重なる  。","https://ja.wikipedia.org/wiki/国頭方西海道","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"山田城跡","[山田城跡（やまだじょうせき）〔国頭郡恩納村〕2008年4月1日] 山田城 （やまだグスク）は、 沖縄県 国頭郡 恩納村 字山田小字城原にあった14世紀から15世紀頃の グスク（御城）  。","https://ja.wikipedia.org/wiki/山田城跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度25分50.4秒東経127度46分56.7秒","北緯26度25分50.4秒東経127度46分56.7秒﻿ / ﻿北緯26.430667度 東経127.782417度﻿ /26.430667; 127.782417﻿ (山田城 (琉球国))座標:北緯26度25分50.4秒東経127度46分56.7秒﻿ / ﻿北緯26.430667度 東経127.782417度﻿ /26.430667; 127.782417﻿ (山田城 (琉球国))","","山田城","国の史跡","石垣","不明","不明","不明","","","","","護佐丸","","","","なし","",""
"具志原貝塚 (存在しないページ)","[具志原貝塚（ぐしばるかいづか）〔国頭郡伊江村〕1986年（昭和61年）6月9日]","https://ja.wikipedia.org/w/index.php?title=具志原貝塚&amp;action=edit&amp;redlink=1","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"座喜味城","[座喜味城跡（ざきみじょうあと）〔中頭郡読谷村〕1972年（昭和47年）5月15日（「琉球王国のグスク及び関連遺産群」の構成資産）] 座喜味城 （ざきみぐすく・ざきみじょう）は、 沖縄県 中頭郡 読谷村 にあった グスク（御城） の城趾。日本軍が高射砲陣地を構築していたため、十・十空襲と沖縄戦でひどく破壊され、また1974年まで米軍基地 ボーローポイント の通信基地となっていた。 沖縄返還 を機に城壁の調査と再建が行われ、通信基地の退役軍人も驚嘆するほどの美しいグスクとしてよみがえった。2000年、 世界遺産 にも登録された。","https://ja.wikipedia.org/wiki/座喜味城","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度24分29.3秒東経127度44分31.9秒","北緯26度24分29.3秒東経127度44分31.9秒﻿ / ﻿北緯26.408139度 東経127.742194度﻿ /26.408139; 127.742194座標:北緯26度24分29.3秒東経127度44分31.9秒﻿ / ﻿北緯26.408139度 東経127.742194度﻿ /26.408139; 127.742194","","","国の史跡世界遺産（琉球王国のグスク及び関連遺産群）","石垣、郭","1416年-1422年","伝・護佐丸","16世紀","山城","","","","護佐丸ほか","","読谷山城","","","",""
"木綿原遺跡","[木綿原遺跡（もめんばるいせき）〔中頭郡読谷村〕1978年（昭和53年）11月15日] 読谷村の西海岸の砂丘上にある、 沖縄貝塚時代 前期から後期（日本本土の 弥生時代 に相当）の墓群である。石棺墓または石囲墓7基、土壙墓2基に計14体の遺体が埋葬されていたほか、埋葬施設の確認できない人骨3体が出土した。墓群から40メートルほど離れた後背地には 貝塚 も確認されている   。","https://ja.wikipedia.org/wiki/木綿原遺跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度22分12秒 東経127度44分06秒","","","","","","","","","","","","","","","","","","",""
"安慶名城跡 (存在しないページ)","[安慶名城跡（あげなじょうあと）〔うるま市字安慶名〕1972年（昭和47年）5月15日]","https://ja.wikipedia.org/w/index.php?title=安慶名城跡&amp;action=edit&amp;redlink=1","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伊波貝塚","[伊波貝塚（いはかいづか）〔うるま市石川字伊波〕1972年（昭和47年）5月15日] 伊波貝塚 （いはかいづか）は、 沖縄県 うるま市 石川伊波にある 貝塚 。 1972年 （昭和52年）5月15日に国の 史跡 に指定された   。","https://ja.wikipedia.org/wiki/伊波貝塚","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度25分13.6秒 東経127度49分14.5秒","","","","","","","","","","","","","","","","","","",""
"仲原遺跡","[仲原遺跡（なかばるいせき）〔うるま市与那城〕1986年（昭和61年）8月16日] 仲原遺跡 （なかばるいせき）は、 沖縄県 の 伊計島 にある 縄文時代 晩期 - 弥生時代 前期（ 沖縄貝塚時代 中期）にかけての 村落 跡である。所在地は、沖縄県 うるま市 与那城 伊計。","https://ja.wikipedia.org/wiki/仲原遺跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度23分29.5秒 東経127度59分40.5秒","","","","","","","","","","","","","","","","","","",""
"勝連城跡","[勝連城跡（かつれんじょうあと）〔うるま市勝連〕1972年（昭和47年）5月15日（「琉球王国のグスク及び関連遺産群」の構成資産）] 勝連城 （かつれんぐすく・かつれんじょう）は、 沖縄県 うるま市 にあった グスク（御城） の城趾である。 阿麻和利 の城として有名。","https://ja.wikipedia.org/wiki/勝連城跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度19分48.7秒東経127度52分44.1秒","北緯26度19分48.7秒東経127度52分44.1秒﻿ / ﻿北緯26.330194度 東経127.878917度﻿ /26.330194; 127.878917座標:北緯26度19分48.7秒東経127度52分44.1秒﻿ / ﻿北緯26.330194度 東経127.878917度﻿ /26.330194; 127.878917","","勝連城","国の史跡世界遺産（琉球王国のグスク及び関連遺産群）","石垣、郭","14世紀初頭（一説に12世紀-13世紀）","英祖王統・大成王の五男 勝連按司","1458年","山城","","","","勝連按司勝連の伊覇按司浜川按司茂知附按司阿麻和利","","","","なかったと推測","",""
"荻堂貝塚","[荻堂貝塚（おぎどうかいづか）〔中頭郡北中城村〕1972年（昭和47年）5月15日] 荻堂貝塚 （おぎどうかいづか）は、 沖縄県 北中城村 にある 先史時代 の 貝塚 遺跡。 1972年 （ 昭和 47年） 5月15日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/荻堂貝塚","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度17分34.4秒 東経127度47分55.3秒","","","","","","","","","","","","","","","","","","",""
"中城城跡","[中城城跡（なかぐすくじょうあと）〔中頭郡北中城村・中城村〕1972年（昭和47年）5月15日（「琉球王国のグスク及び関連遺産群」の構成資産）] 中城城 （なかぐすくじょう）は、 沖縄県 中頭郡 北中城村 ・ 中城村 に存在した 日本の城 。 15世紀 の 琉球王国 ・ 尚泰久王 代、 護佐丸 の グスク （ 城 ）として知られる。築城された時期は不明。 ユネスコ 世界遺産 。","https://ja.wikipedia.org/wiki/中城城跡","九州・沖縄地方の史跡一覧","https://ja.wikipedia.org/wiki/九州・沖縄地方の史跡一覧","箇条書き,制限あり","北緯26度17分3.1秒東経127度48分4.9秒","北緯26度17分3.1秒東経127度48分4.9秒﻿ / ﻿北緯26.284194度 東経127.801361度﻿ /26.284194; 127.801361﻿ (中城城)座標:北緯26度17分3.1秒東経127度48分4.9秒﻿ / ﻿北緯26.284194度 東経127.801361度﻿ /26.284194; 127.801361﻿ (中城城)","","中城城","国の史跡世界遺産（琉球王国のグスク及び関連遺産群）","石門、城壁、石垣","14世紀後半","先中城按司？","1458年","山城","","","","先中城按司　護佐丸盛春","","なし","","なし","",""
