"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","標高","山系","種類","初登頂","最新噴火","最高峰","上位山系","山号","宗派","本尊","創建年","正式名","札所等","延長","幅","開基","寺格"
"釈迦ヶ岳 (奈良県)","[釈迦ヶ岳] 釈迦ヶ岳 （しゃかがたけ）は、 奈良県 南部の 吉野郡 十津川村 と 下北山村 の境界にある 大峰山系 の 山 。 日本二百名山 に選定されている。 標高 は1,800 mで、 近畿地方 の最高峰である 八経ヶ岳 （八剣山）より南では代表的な山。","https://ja.wikipedia.org/wiki/釈迦ヶ岳_(奈良県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度06分52秒東経135度54分11秒","奈良県吉野郡十津川村、下北山村","北緯34度06分52秒東経135度54分11秒﻿ / ﻿北緯34.11444度 東経135.90306度﻿ /34.11444; 135.90306","1,800m","大峰山系","","","","","","","","","","","","","","",""
"玉置山","[玉置山] 玉置山 （たまきさん）は、 奈良県 吉野郡 十津川村 にある 山 。 大峰山系 の最南端で標高1,076.4メートル、主に 石英斑岩 で形成される  。","https://ja.wikipedia.org/wiki/玉置山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯33度55分36秒東経135度49分54秒","日本奈良県吉野郡十津川村","北緯33度55分36秒東経135度49分54秒﻿ / ﻿北緯33.92667度 東経135.83167度﻿ /33.92667; 135.83167座標:北緯33度55分36秒東経135度49分54秒﻿ / ﻿北緯33.92667度 東経135.83167度﻿ /33.92667; 135.83167","1,076.4m","大峰山系","","","","","","","","","","","","","","",""
"龍門山","[龍門山] 龍門山 （りゅうもんざん）は、 和歌山県 紀の川市 にある 標高 755.9 m の山である。 龍門山脈 の主峰。","https://ja.wikipedia.org/wiki/龍門山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度14分16.8秒東経135度24分40.8秒","日本和歌山県紀の川市","北緯34度14分16.8秒東経135度24分40.8秒﻿ / ﻿北緯34.238000度 東経135.411333度﻿ /34.238000; 135.411333座標:北緯34度14分16.8秒東経135度24分40.8秒﻿ / ﻿北緯34.238000度 東経135.411333度﻿ /34.238000; 135.411333","755.9m","龍門山脈","","","","","","","","","","","","","","",""
"高野山","[高野山] 地名としての「高野山」とは、八葉の峰（今来峰・宝珠峰・鉢伏山・弁天岳・姑射山・転軸山・楊柳山・摩尼山）と呼ばれる峰々に囲まれた 盆地 状の平地の地域を指す（行政上の字名としての「高野山」もおおよそこれと同じ地域である）。8つの峰々に囲まれているその地形は「 蓮 の花が開いたような」と形容されており、 仏教 の聖地としては 両界曼荼羅 のうちの 胎蔵曼荼羅 の「中台八葉院」に擬せられている  。転軸山・楊柳山・摩尼山の三山を 高野三山 という。なお、 高野山 という名称の単独の峰はない。","https://ja.wikipedia.org/wiki/高野山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伯母子岳","[伯母子岳] 伯母子岳 （おばこだけ）は、 紀伊山地 西部に属する奥高野の 山 である。 日本二百名山 の一つに数えられる。","https://ja.wikipedia.org/wiki/伯母子岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度04分39秒東経135度39分03秒","奈良県野迫川村・十津川村","北緯34度04分39秒東経135度39分03秒﻿ / ﻿北緯34.07750度 東経135.65083度﻿ /34.07750; 135.65083","1,344m","紀伊山地","","","","","","","","","","","","","","",""
"護摩壇山","[護摩壇山] 護摩壇山 （ごまだんざん、ごまだんやま）は、 和歌山県 田辺市 と 奈良県 吉野郡 十津川村 との県境にある 山 である。 標高 は1,372 m 。 紀伊山地 に属する。","https://ja.wikipedia.org/wiki/護摩壇山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度03分27秒東経135度34分01秒","日本和歌山県田辺市龍神村奈良県吉野郡十津川村","北緯34度03分27秒東経135度34分01秒﻿ / ﻿北緯34.05750度 東経135.56694度﻿ /34.05750; 135.56694座標:北緯34度03分27秒東経135度34分01秒﻿ / ﻿北緯34.05750度 東経135.56694度﻿ /34.05750; 135.56694","1,372m","護摩壇山山系","","","","","","","","","","","","","","",""
"龍神岳","[龍神岳] 龍神岳 （りゅうじんだけ）は、 和歌山県 田辺市 龍神村と 奈良県 吉野郡 十津川村 との境にある、 標高 1,382mの 山 である。","https://ja.wikipedia.org/wiki/龍神岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度03分31.5秒東経135度34分27.5秒","日本和歌山県田辺市龍神村奈良県吉野郡十津川村","北緯34度03分31.5秒東経135度34分27.5秒﻿ / ﻿北緯34.058750度 東経135.574306度﻿ /34.058750; 135.574306座標:北緯34度03分31.5秒東経135度34分27.5秒﻿ / ﻿北緯34.058750度 東経135.574306度﻿ /34.058750; 135.574306","1,382m","護摩壇山山系","","","","","","","","","","","","","","",""
"那智山 (山)","[那智山] 那智山 （なちさん）は 和歌山県 那智勝浦町 北東部の内陸一帯にそびえる山々の総称。","https://ja.wikipedia.org/wiki/那智山_(山)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"六甲山","[六甲山] 六甲山 （ろっこうさん）は、 兵庫県 南東部、 神戸市 の市街地の西から北にかけて位置する 山塊 である。 瀬戸内海国立公園 の区域に指定されており、また 新日本百名山 、 日本三百名山 、 ふるさと兵庫50山 の一つでもある。","https://ja.wikipedia.org/wiki/六甲山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度46分40.815秒東経135度15分49.4669秒","日本兵庫県神戸市東灘区・北区","北緯34度46分40.815秒東経135度15分49.4669秒﻿ / ﻿北緯34.77800417度 東経135.263740806度﻿ /34.77800417; 135.263740806座標:北緯34度46分40.815秒東経135度15分49.4669秒﻿ / ﻿北緯34.77800417度 東経135.263740806度﻿ /34.77800417; 135.263740806","931.25m","六甲山系","","","","","","","","","","","","","","",""
"摩耶山","[摩耶山] 摩耶山 （まやさん）は、 兵庫県 神戸市 灘区 、 六甲山地 の中央に位置する 標高 702m  の 山 。","https://ja.wikipedia.org/wiki/摩耶山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度43分58秒東経135度12分15秒","日本神戸市灘区摩耶山町","北緯34度43分58秒東経135度12分15秒﻿ / ﻿北緯34.73278度 東経135.20417度﻿ /34.73278; 135.20417座標:北緯34度43分58秒東経135度12分15秒﻿ / ﻿北緯34.73278度 東経135.20417度﻿ /34.73278; 135.20417","702m","六甲山系","","","","","","","","","","","","","","",""
"諭鶴羽山","[諭鶴羽山] 諭鶴羽山 （ゆづるはさん）は 兵庫県 の 淡路島 南部をほぼ東西に連なる 諭鶴羽山地 の西部にある 標高 607.9mの 山 である。諭鶴羽山地の最高峰であり淡路島の最高峰でもある  。 南あわじ市 の神代浦壁・北阿万稲田南・灘惣川の境界に位置する。一等 三角点 設置。 柏原山 、 先山 とともに「淡路三山」の一峰。古名に 譲葉山 とも  。","https://ja.wikipedia.org/wiki/諭鶴羽山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度14分6秒東経134度48分51秒","兵庫県南あわじ市","北緯34度14分6秒東経134度48分51秒﻿ / ﻿北緯34.23500度 東経134.81417度﻿ /34.23500; 134.81417座標:北緯34度14分6秒東経134度48分51秒﻿ / ﻿北緯34.23500度 東経134.81417度﻿ /34.23500; 134.81417","607.9m","諭鶴羽山地","","","","","","","","","","","","","","",""
"蘇武岳","[蘇武岳] 蘇武岳 （そぶだけ）は、 兵庫県 美方郡 香美町 と 豊岡市 との境界に聳える一等 三角点 の 山 である。標高1,074.4m。 兵庫50山 の一つ。 氷ノ山後山那岐山国定公園 に属する。","https://ja.wikipedia.org/wiki/蘇武岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度28分14.8秒東経134度38分17.1秒","日本兵庫県豊岡市・美方郡香美町","北緯35度28分14.8秒東経134度38分17.1秒﻿ / ﻿北緯35.470778度 東経134.638083度﻿ /35.470778; 134.638083座標:北緯35度28分14.8秒東経134度38分17.1秒﻿ / ﻿北緯35.470778度 東経134.638083度﻿ /35.470778; 134.638083","1,074.4m","蘇武岳山系","","","","","","","","","","","","","","",""
"鉢伏山 (香美町)","[鉢伏山] 鉢伏山 （はちぶせやま）は、 兵庫県 養父市 と 美方郡 香美町 の市町境にある 山 。 ふるさと兵庫50山 のひとつ。","https://ja.wikipedia.org/wiki/鉢伏山_(香美町)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度23分43秒東経134度32分11秒","兵庫県養父市・美方郡香美町","北緯35度23分43秒東経134度32分11秒﻿ / ﻿北緯35.39528度 東経134.53639度﻿ /35.39528; 134.53639","1221m","中国山地氷ノ山山系","","","","","","","","","","","","","","",""
"衣笠山","[衣笠山] 衣笠山 （きぬがさやま）","https://ja.wikipedia.org/wiki/衣笠山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"神於山 (存在しないページ)","[神於山]","https://ja.wikipedia.org/w/index.php?title=神於山&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"天保山","[天保山- 日本一低い山（築山）] 天保山 （てんぽうざん）は、 大阪府 大阪市 港区 の天保山公園にある、人工的に土を積み上げて造られた 山 （ 築山 ）  。","https://ja.wikipedia.org/wiki/天保山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯34度39分29.0364秒東経135度25分57.6369秒","大阪府大阪市港区築港3丁目2番","北緯34度39分29.0364秒東経135度25分57.6369秒﻿ / ﻿北緯34.658065667度 東経135.432676917度﻿ /34.658065667; 135.432676917座標:北緯34度39分29.0364秒東経135度25分57.6369秒﻿ / ﻿北緯34.658065667度 東経135.432676917度﻿ /34.658065667; 135.432676917","4.53m","（独立峰）","築山","","","","","","","","","","","","","",""
"荒神山 (滋賀県)","[荒神山] 荒神山 （こうじんやま）は、 日本 の 滋賀県 彦根市 の中西部に所在する 山 。 琵琶湖 を西に望む、 近江盆地 の一角、 湖東 地方の一角に形成された 標高 284 m の 独立峰 である。山頂のおよそ300m北東に、三等 三角点 （標高261.48m、点名が「日夏山」）がある  。","https://ja.wikipedia.org/wiki/荒神山_(滋賀県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度14分01秒東経136度11分52秒","日本滋賀県彦根市","北緯35度14分01秒東経136度11分52秒﻿ / ﻿北緯35.23361度 東経136.19778度﻿ /35.23361; 136.19778座標:北緯35度14分01秒東経136度11分52秒﻿ / ﻿北緯35.23361度 東経136.19778度﻿ /35.23361; 136.19778","284m","独立峰","","","","","","","","","","","","","","",""
"扇ノ山","[扇ノ山] 扇ノ山 （おうぎのせん）は、 兵庫県 と 鳥取県 にまたがる山で、 標高 1,309.9m  。 関西百名山 や 日本三百名山 に選ばれている  。","https://ja.wikipedia.org/wiki/扇ノ山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度26分23秒東経134度26分27秒","日本兵庫県美方郡新温泉町（旧温泉町）・鳥取県鳥取市（旧国府町）・八頭郡八頭町（旧郡家町・旧八東町）・若桜町","北緯35度26分23秒東経134度26分27秒﻿ / ﻿北緯35.43972度 東経134.44083度﻿ /35.43972; 134.44083座標:北緯35度26分23秒東経134度26分27秒﻿ / ﻿北緯35.43972度 東経134.44083度﻿ /35.43972; 134.44083","1,309.9m","","","","","","","","","","","","","","","",""
"氷ノ山","[氷ノ山] 氷ノ山 （ひょうのせん）は、 兵庫県 養父市 と 鳥取県 八頭郡 若桜町 との県境にある 標高 1,510 m の 山 である。 須賀ノ山 とも呼ばれる。 日本二百名山 や ふるさと兵庫50山 のひとつに選定されている。","https://ja.wikipedia.org/wiki/氷ノ山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度21分14秒東経134度30分49秒","日本兵庫県養父市鳥取県八頭郡若桜町","北緯35度21分14秒東経134度30分49秒﻿ / ﻿北緯35.35389度 東経134.51361度﻿ /35.35389; 134.51361座標:北緯35度21分14秒東経134度30分49秒﻿ / ﻿北緯35.35389度 東経134.51361度﻿ /35.35389; 134.51361","1,509.6m","中国山地氷ノ山山系","","","","","","","","","","","","","","",""
"三室山 (兵庫県・鳥取県)","[三室山] 三室山 （みむろやま）は、 兵庫県 宍粟市 と 鳥取県 八頭郡 若桜町 にまたがる 標高 1,358mの 山 である。 中国山地 東部にあたり、 氷ノ山後山那岐山国定公園 の主要な一部をなす。 ふるさと兵庫100山 、 近畿百名山 の一つ。","https://ja.wikipedia.org/wiki/三室山_(兵庫県・鳥取県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯35度14分11.93秒東経134度27分46.16秒","日本兵庫県宍粟市鳥取県八頭郡若桜町","北緯35度14分11.93秒東経134度27分46.16秒﻿ / ﻿北緯35.2366472度 東経134.4628222度﻿ /35.2366472; 134.4628222座標:北緯35度14分11.93秒東経134度27分46.16秒﻿ / ﻿北緯35.2366472度 東経134.4628222度﻿ /35.2366472; 134.4628222","1,358.0m","中国山地","隆起準平原","","","","","","","","","","","","","",""
