"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","乗車人員,-統計年度-","電報略号","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"雲仙ロープウェイ","妙見岳駅（みょうけんだけえき）","https://ja.wikipedia.org/wiki/雲仙ロープウェイ#駅一覧","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","","","","","","","","","","","","","株式会社","日本〒854-0621長崎県雲仙市小浜町雲仙551番地","1956年9月14日","運輸業","3310001008495"
"明見橋停留場","明見橋停留場（みょうけんばしていりゅうじょう）","https://ja.wikipedia.org/wiki/明見橋停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度34分28.38秒東経133度37分3.17秒","後免線","3.1 km（後免町起点）","とさでん交通","地上駅","1911年（明治44年）1月27日","2面2線","高知県高知市大津北緯33度34分28.38秒東経133度37分3.17秒﻿ / ﻿北緯33.5745500度 東経133.6175472度﻿ /33.5745500; 133.6175472﻿ (明見橋停留場)","","","","","","","","","","","",""
"妙高高原駅","妙高高原駅（みょうこうこうげんえき）","https://ja.wikipedia.org/wiki/妙高高原駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度52分19.8秒東経138度12分43.1秒","■妙高はねうまライン[9]（トキてつ）","0.0 km（妙高高原起点）","えちごトキめき鉄道（トキてつ）[5]しなの鉄道[6][7][3]","地上駅","1888年（明治21年）5月1日[1][2][8][3]","2面3線[1][2][3]","新潟県妙高市大字田口312[1][2][3][4]北緯36度52分19.8秒東経138度12分43.1秒﻿ / ﻿北緯36.872167度 東経138.211972度﻿ /36.872167; 138.211972﻿ (妙高高原駅*)座標:北緯36度52分19.8秒東経138度12分43.1秒﻿ / ﻿北緯36.872167度 東経138.211972度﻿ /36.872167; 138.211972﻿ (妙高高原駅*)","共同使用駅（えちごトキめき鉄道の管轄駅）直営駅標高：510m[1][3]マルス端末配置","277人/日（降車客含まず）-2019年-","ミコ[1][3]タク（改称前）","","","","","","","","",""
"妙興寺駅","妙興寺駅（みょうこうじえき）","https://ja.wikipedia.org/wiki/妙興寺駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度17分15秒東経136度47分54秒","名古屋本線","84.7 km（豊橋起点）","名古屋鉄道","高架駅","1924年（大正13年）2月3日","2面2線","愛知県一宮市大和町妙興寺北浦宮地48北緯35度17分15秒東経136度47分54秒﻿ / ﻿北緯35.28750度 東経136.79833度﻿ /35.28750; 136.79833座標:北緯35度17分15秒東経136度47分54秒﻿ / ﻿北緯35.28750度 東経136.79833度﻿ /35.28750; 136.79833","無人駅（駅集中管理システム導入駅）*1993年高架化","","","NH  49 ","2,891人/日-2019年[1]-","","","","","","",""
"妙国寺前停留場","妙国寺前停留場（みょうこくじまえていりゅうじょう）","https://ja.wikipedia.org/wiki/妙国寺前停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度35分0.75秒東経135度28分42.86秒","■阪堺線","8.4（恵美須町起点）天王寺駅前から8.2 km","阪堺電気軌道","地上駅","時期不詳","単式 2面2線","堺市堺区宿屋町東1丁北緯34度35分0.75秒東経135度28分42.86秒﻿ / ﻿北緯34.5835417度 東経135.4785722度﻿ /34.5835417; 135.4785722座標:北緯34度35分0.75秒東経135度28分42.86秒﻿ / ﻿北緯34.5835417度 東経135.4785722度﻿ /34.5835417; 135.4785722","","",""," HN20 ","","","","","","","",""
"妙寺駅","妙寺駅（みょうじえき）","https://ja.wikipedia.org/wiki/妙寺駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","T和歌山線","54.6 km（王寺起点）","西日本旅客鉄道（JR西日本）","地上駅","1900年（明治33年）11月25日[1]","2面2線","","無人駅（自動券売機 有）","266人/日（降車客含まず）-2019年-","メウ","","","","","","","","",""
"明星駅","明星駅（みょうじょうえき）","https://ja.wikipedia.org/wiki/明星駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度31分52.2秒東経136度38分34.08秒","M山田線","19.8 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1930年（昭和5年）3月27日","2面4線","三重県多気郡明和町大字明星2564北緯34度31分52.2秒東経136度38分34.08秒﻿ / ﻿北緯34.531167度 東経136.6428000度﻿ /34.531167; 136.6428000座標:北緯34度31分52.2秒東経136度38分34.08秒﻿ / ﻿北緯34.531167度 東経136.6428000度﻿ /34.531167; 136.6428000","","646人/日（降車客含まず）-2019年-","メセ"," M69 ","","","","","","","",""
"明神駅","明神駅（みょうじんえき）","https://ja.wikipedia.org/wiki/明神駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度40分34.84秒東経139度42分43.88秒","■日光線","81.3 km（東武動物公園起点）","東武鉄道","地上駅","1929年（昭和4年）11月1日","2面2線","栃木県日光市明神883北緯36度40分34.84秒東経139度42分43.88秒﻿ / ﻿北緯36.6763444度 東経139.7121889度﻿ /36.6763444; 139.7121889﻿ (明神駅)座標:北緯36度40分34.84秒東経139度42分43.88秒﻿ / ﻿北緯36.6763444度 東経139.7121889度﻿ /36.6763444; 139.7121889﻿ (明神駅)","","","ミシ","TN22","217人/日-2019年-","","","","","","",""
"妙心寺駅","妙心寺駅（みょうしんじえき）","https://ja.wikipedia.org/wiki/妙心寺駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度1分35.94秒東経135度43分6.6秒","■北野線","1.3 km（北野白梅町起点）","京福電気鉄道","地上駅","1925年（大正14年）11月3日","千鳥式2面1線","京都市右京区花園天授ケ岡町北緯35度1分35.94秒東経135度43分6.6秒﻿ / ﻿北緯35.0266500度 東経135.718500度﻿ /35.0266500; 135.718500座標:北緯35度1分35.94秒東経135度43分6.6秒﻿ / ﻿北緯35.0266500度 東経135.718500度﻿ /35.0266500; 135.718500","","","","●B6","470人/日-2019年-","","","","","","",""
"名谷駅","名谷駅（みょうだにえき）","https://ja.wikipedia.org/wiki/名谷駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度40分45.58秒東経135度5分39.16秒","西神・山手線（西神線・西神延伸線）*","0.0 km（名谷起点）谷上から20.8 km","神戸市交通局（神戸市営地下鉄）","地上駅[1]（掘割式）","1977年（昭和52年）3月13日[2]","島式 2面4線[1]","神戸市須磨区中落合2[1]北緯34度40分45.58秒東経135度5分39.16秒﻿ / ﻿北緯34.6793278度 東経135.0942111度﻿ /34.6793278; 135.0942111﻿ (名谷駅)座標:北緯34度40分45.58秒東経135度5分39.16秒﻿ / ﻿北緯34.6793278度 東経135.0942111度﻿ /34.6793278; 135.0942111﻿ (名谷駅)","","25,407人/日（降車客含まず）-2019年-",""," S12 ","","","","","","","",""
"妙典駅","妙典駅（みょうでんえき）","https://ja.wikipedia.org/wiki/妙典駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度41分29.8秒東経139度55分30秒","●[1]東西線","26.8 km（中野起点）","東京地下鉄（東京メトロ）","高架駅","2000年（平成12年）1月22日[2][3]","2面4線","千葉県市川市富浜一丁目2-10北緯35度41分29.8秒東経139度55分30秒﻿ / ﻿北緯35.691611度 東経139.92500度﻿ /35.691611; 139.92500座標:北緯35度41分29.8秒東経139度55分30秒﻿ / ﻿北緯35.691611度 東経139.92500度﻿ /35.691611; 139.92500","","","テン","T21[1]","53,009人/日-2019年-","","","","","","",""
"妙法寺駅 (新潟県)","妙法寺駅 (新潟県)（みょうほうじえき・東日本旅客鉄道越後線）","https://ja.wikipedia.org/wiki/妙法寺駅_(新潟県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯37度33分59.29秒東経138度44分31.25秒","■越後線","29.4 km（柏崎起点）","東日本旅客鉄道（JR東日本）","地上駅","1913年（大正2年）5月27日[2]","1面1線[1]","新潟県長岡市村田[1]544北緯37度33分59.29秒東経138度44分31.25秒座標:北緯37度33分59.29秒 東経138度44分31.25秒","無人駅（乗車駅証明書発行機 有）[1]","34人/日（降車客含まず）-2010年-","ミホ","","","","","","","","",""
"妙法寺駅 (兵庫県)","妙法寺駅 (兵庫県)（みょうほうじえき・神戸市営地下鉄西神・山手線）","https://ja.wikipedia.org/wiki/妙法寺駅_(兵庫県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度40分30.16秒東経135度6分36.43秒","西神・山手線（正式には西神線）","1.6km（名谷起点）谷上から19.2 km","神戸市交通局（神戸市営地下鉄）","地上駅（掘割構造）[1]","1977年（昭和52年）3月13日[2]","相対式 2面2線[1]","神戸市須磨区横尾1[1]北緯34度40分30.16秒東経135度6分36.43秒﻿ / ﻿北緯34.6750444度 東経135.1101194度﻿ /34.6750444; 135.1101194﻿ (妙法寺駅)座標:北緯34度40分30.16秒東経135度6分36.43秒﻿ / ﻿北緯34.6750444度 東経135.1101194度﻿ /34.6750444; 135.1101194﻿ (妙法寺駅)","","16,869人/日（降車客含まず）-2019年-",""," S11 ","","","","","","","",""
"妙蓮寺駅","妙蓮寺駅（みょうれんじえき）","https://ja.wikipedia.org/wiki/妙蓮寺駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度29分54.5秒東経139度37分59.3秒","■東横線","20.2 km（渋谷起点）","東急電鉄","地上駅","1926年（大正15年）2月14日[1]","2面2線","横浜市港北区菊名一丁目1-1北緯35度29分54.5秒東経139度37分59.3秒﻿ / ﻿北緯35.498472度 東経139.633139度﻿ /35.498472; 139.633139﻿ (妙蓮寺駅)座標:北緯35度29分54.5秒東経139度37分59.3秒﻿ / ﻿北緯35.498472度 東経139.633139度﻿ /35.498472; 139.633139﻿ (妙蓮寺駅)","東急電鉄直営駅","","","TY17","26,102人/日-2019年-","","","","","","",""
"三次駅","三次駅（みよしえき・西日本旅客鉄道芸備線）","https://ja.wikipedia.org/wiki/三次駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度48分10.3秒東経132度51分21.4秒","P芸備線（Z福塩線直通含む）","90.3km（備中神代起点）新見から96.7 km","西日本旅客鉄道（JR西日本）","地上駅","1930年（昭和5年）1月1日","2面3線","広島県三次市十日市南一丁目1番1号北緯34度48分10.3秒東経132度51分21.4秒﻿ / ﻿北緯34.802861度 東経132.855944度﻿ /34.802861; 132.855944座標:北緯34度48分10.3秒東経132度51分21.4秒﻿ / ﻿北緯34.802861度 東経132.855944度﻿ /34.802861; 132.855944","直営駅みどりの券売機プラス有","421人/日（降車客含まず）-2018年-","ミヨ","","","","","","","","",""
"御代志駅","御代志駅（みよしえき・熊本電気鉄道菊池線）","https://ja.wikipedia.org/wiki/御代志駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯32度53分5.8秒東経130度45分0.5秒","■菊池線","10.8km（上熊本起点）藤崎宮前から9.7 km","熊本電気鉄道","地上駅","1913年（大正2年）8月27日","1面1線","熊本県合志市御代志東海林1693-1北緯32度53分5.8秒東経130度45分0.5秒﻿ / ﻿北緯32.884944度 東経130.750139度﻿ /32.884944; 130.750139座標:北緯32度53分5.8秒東経130度45分0.5秒﻿ / ﻿北緯32.884944度 東経130.750139度﻿ /32.884944; 130.750139","無人駅","447人/日（降車客含まず）-2018年-","","KD19","885人/日-2018年-","","","","","","",""
"三好ヶ丘駅","三好ヶ丘駅（みよしがおかえき）","https://ja.wikipedia.org/wiki/三好ヶ丘駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","豊田線","9.0km（赤池起点）上小田井から29.4 km","名古屋鉄道","高架駅","1979年（昭和54年）7月29日","相対式 2面2線","","特殊勤務駅（駅集中管理システム導入駅）","","","TT  03 ","10,060人/日-2019年[1]-","","","","","","",""
"三好町駅","三好町駅（みよしちょうえき）","https://ja.wikipedia.org/wiki/三好町駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度23分30.29秒東経138度14分7.27秒","別所線","1.5 km（上田起点）","上田電鉄","地上駅","1921年（大正10年）6月17日[1]","単式1面1線[1]","長野県上田市御所字中満丁245北緯36度23分30.29秒東経138度14分7.27秒﻿ / ﻿北緯36.3917472度 東経138.2353528度﻿ /36.3917472; 138.2353528座標:北緯36度23分30.29秒東経138度14分7.27秒﻿ / ﻿北緯36.3917472度 東経138.2353528度﻿ /36.3917472; 138.2353528","無人駅[1]","30人/日（降車客含まず）-2017年-","","BE03","","","","","","","",""
"御代田駅","御代田駅（みよたえき）","https://ja.wikipedia.org/wiki/御代田駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","■しなの鉄道線","13.2 km（軽井沢起点）","しなの鉄道","地上駅","1888年（明治21年）12月1日[1]","2面2線[1]","","標高：819m[1]","","ミヨ[1]","","1,592人/日-2019年-","","","","","","",""
"みらい平駅","みらい平駅(みらいだいらえき）","https://ja.wikipedia.org/wiki/みらい平駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度59分40.64秒東経140度2分18.05秒","つくばエクスプレス","44.3 km（秋葉原起点）","首都圏新都市鉄道","地上駅（ホーム地下）","2005年（平成17年）8月24日","2面2線","茨城県つくばみらい市陽光台一丁目5番地北緯35度59分40.64秒東経140度2分18.05秒﻿ / ﻿北緯35.9946222度 東経140.0383472度﻿ /35.9946222; 140.0383472座標:北緯35度59分40.64秒東経140度2分18.05秒﻿ / ﻿北緯35.9946222度 東経140.0383472度﻿ /35.9946222; 140.0383472","","5,271人/日（降車客含まず）-2018年-","","TX16","","","","","","","",""
"三良坂駅","三良坂駅（みらさかえき）","https://ja.wikipedia.org/wiki/三良坂駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度45分58.17秒東経132度57分27.21秒","Z福塩線","73.6 km（福山起点）","西日本旅客鉄道（JR西日本）","地上駅","1933年（昭和8年）11月15日","1面1線","広島県三次市三良坂町三良坂989-2北緯34度45分58.17秒東経132度57分27.21秒﻿ / ﻿北緯34.7661583度 東経132.9575583度﻿ /34.7661583; 132.9575583﻿ (三良坂駅)","無人駅","40人/日（降車客含まず）-2017年-","ミラ","","","","","","","","",""
"見老津駅","見老津駅（みろづえき）","https://ja.wikipedia.org/wiki/見老津駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度30分56.20秒東経135度34分31.95秒","W紀勢本線（きのくに線）","245.0km（亀山起点）新宮から64.8 km","西日本旅客鉄道（JR西日本）","地上駅","1938年（昭和13年）9月7日[1]","1面2線","和歌山県西牟婁郡すさみ町見老津41-6北緯33度30分56.20秒東経135度34分31.95秒","無人駅","12人/日（降車客含まず）-2019年-","ミロ","","","","","","","","",""
