"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","地方","都道府県","面積","総人口","人口密度","所在地","市町村コード","隣接自治体","外部リンク","法人番号","市長","市の花","市の木","市の鳥","特記事項","他のシンボル","区の木","区の花"
"宇城市","[宇城市] 熊本県の中央部に位置し、 宇土半島 の西側・南側および八代海北側沿岸から内陸部を占めるほか、宇土半島の西端部から八代海を挟んで南側にある 戸馳島 をも市域とする。 熊本市 中心部から南へ約15kmの場所に中心市街地がある。松橋を中心に小川、不知火で、生活雑貨店、飲食店、遊楽街を形成しており、市街から離れた豊野、三角は緑のあふれる農業地域である。三角地区にある 三角港 は、かつて熊本県の海の玄関口、また天草諸島への入口として栄えた歴史があり、一部が港湾史跡となっている。","https://ja.wikipedia.org/wiki/宇城市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯32度38分52秒東経130度41分3.4秒","日本","九州地方","熊本県","188.61km2","56,913人（推計人口、2021年6月1日）","302人/km2","〒869-0592熊本県宇城市松橋町大野85番地北緯32度38分52秒東経130度41分3.4秒﻿ / ﻿北緯32.64778度 東経130.684278度﻿ /32.64778; 130.684278﻿ (宇城市)座標:北緯32度38分52秒東経130度41分3.4秒﻿ / ﻿北緯32.64778度 東経130.684278度﻿ /32.64778; 130.684278﻿ (宇城市)","43213-0","熊本市、宇土市、上天草市、八代市、上益城郡甲佐町、下益城郡美里町、八代郡氷川町","公式ウェブサイト","1000020432130","守田憲史","コスモス","サクラ","ウグイス","","","",""
"阿蘇市","[阿蘇市] 阿蘇市 （あそし）は、 熊本県 東北部、阿蘇地域の中央に位置する 市 。","https://ja.wikipedia.org/wiki/阿蘇市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯32度57分6.9秒東経131度7分16.3秒","日本","九州地方","熊本県","376.30km2（境界未定部分あり）","24,683人（推計人口、2021年6月1日）","65.6人/km2","〒869-2695熊本県阿蘇市一の宮町宮地504番地の1北緯32度57分6.9秒東経131度7分16.3秒﻿ / ﻿北緯32.951917度 東経131.121194度﻿ /32.951917; 131.121194﻿ (阿蘇市)座標:北緯32度57分6.9秒東経131度7分16.3秒﻿ / ﻿北緯32.951917度 東経131.121194度﻿ /32.951917; 131.121194﻿ (阿蘇市)","43214-8","菊池市、菊池郡大津町、阿蘇郡南小国町、高森町、南阿蘇村、産山村大分県：竹田市、日田市","公式ウェブサイト","9000020432148","佐藤義興","リンドウ","ミヤマキリシマ（ツツジ）","キジ","","","",""
"天草市","[天草市] 天草市 （あまくさし）は、 熊本県 天草地方 の 市 で、熊本県下では 熊本市 ・ 八代市 に次いで3番目の人口を擁する。また、本土（北海道・本州・四国・九州）と橋で繋がっている離島自治体の中では最も人口が多い。","https://ja.wikipedia.org/wiki/天草市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯32度27分31.2秒東経130度11分34.8秒","日本","九州地方","熊本県","683.86km2","74,169人（推計人口、2021年6月1日）","108人/km2","〒863-0014熊本県天草市東浜町8番1号北緯32度27分31.2秒東経130度11分34.8秒﻿ / ﻿北緯32.458667度 東経130.193000度﻿ /32.458667; 130.193000座標:北緯32度27分31.2秒東経130度11分34.8秒﻿ / ﻿北緯32.458667度 東経130.193000度﻿ /32.458667; 130.193000市庁舎位置","43215-6","上天草市、天草郡苓北町（以下海上を隔てて）長崎県南島原市鹿児島県出水郡長島町","公式ウェブサイト","9000020432156","馬場昭治","はまぼう","あこうの木","","","","",""
"合志市","[合志市] 合志市 （こうしし）は、 熊本県 中北部にある人口約6万人の 市 。","https://ja.wikipedia.org/wiki/合志市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯32度53分9.5秒東経130度47分23.1秒","日本","九州地方","熊本県","53.19km2","62,166人（推計人口、2021年6月1日）","1,169人/km2","〒861-1195熊本県合志市竹迫2140番地北緯32度53分9.5秒東経130度47分23.1秒﻿ / ﻿北緯32.885972度 東経130.789750度﻿ /32.885972; 130.789750座標:北緯32度53分9.5秒東経130度47分23.1秒﻿ / ﻿北緯32.885972度 東経130.789750度﻿ /32.885972; 130.789750市庁舎位置合志庁舎外観西合志庁舎外観","43216-4","熊本市、菊池市、菊池郡菊陽町、大津町","公式ウェブサイト","9000020432164","荒木義行","カスミソウ（2006年11月9日制定）","クヌギ（2006年11月9日制定）","","","","",""
"下益城郡","[下益城郡：美里町] 下益城郡 （しもましきぐん）は、 熊本県 （ 肥後国 ）の 郡 。","https://ja.wikipedia.org/wiki/下益城郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"玉名郡","[玉名郡：玉東町-南関町-長洲町-和水町] 玉名郡 （たまなぐん）は、 熊本県 （ 肥後国 ）の 郡 。","https://ja.wikipedia.org/wiki/玉名郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"菊池郡","[菊池郡：大津町-菊陽町] 菊池郡 （きくちぐん）は、 熊本県 （ 肥後国 ）の 郡 。","https://ja.wikipedia.org/wiki/菊池郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"阿蘇郡","[阿蘇郡：南小国町-小国町-産山村-高森町-西原村-南阿蘇村] 阿蘇郡 （あそぐん）は、熊本県（肥後国）の 郡 である。","https://ja.wikipedia.org/wiki/阿蘇郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上益城郡","[上益城郡：御船町-嘉島町-益城町-甲佐町-山都町] 上益城郡 （かみましきぐん）は、 熊本県 （ 肥後国 ）の 郡 。","https://ja.wikipedia.org/wiki/上益城郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"八代郡","[八代郡：氷川町] ","https://ja.wikipedia.org/wiki/八代郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"葦北郡","[葦北郡：芦北町-津奈木町] 葦北郡 （あしきたぐん）は、熊本県（肥後国）の 郡 。","https://ja.wikipedia.org/wiki/葦北郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"球磨郡","[球磨郡：錦町-多良木町-湯前町-水上村-相良村-五木村-山江村-球磨村-あさぎり町] 球磨郡 （くまぐん）は、 熊本県 （ 肥後国 ）の 郡 。","https://ja.wikipedia.org/wiki/球磨郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"天草郡","[天草郡：苓北町] ","https://ja.wikipedia.org/wiki/天草郡","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大分市","[大分市] 大分市 （おおいたし）は、 大分県 の中部に位置する 市 。大分県の 県庁所在地 で、 中核市 に指定されている。","https://ja.wikipedia.org/wiki/大分市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度14分22.4秒東経131度36分33.7秒","日本","九州地方","大分県","502.38km2","476,769人（推計人口、2021年6月1日）","949人/km2","〒870-8504大分県大分市荷揚町2番31号北緯33度14分22.4秒東経131度36分33.7秒﻿ / ﻿北緯33.239556度 東経131.609361度﻿ /33.239556; 131.609361座標:北緯33度14分22.4秒東経131度36分33.7秒﻿ / ﻿北緯33.239556度 東経131.609361度﻿ /33.239556; 131.609361市庁舎位置","44201-1","別府市臼杵市竹田市豊後大野市由布市愛媛県伊方町豊予海峡を挟んで","公式ウェブサイト","4000020442011","佐藤樹一郎","サザンカ","ホルトノキ","","","","",""
"別府市","[別府市] 別府市 （べっぷし）は、 大分県 の東海岸の中央にある 市 。大分県で2番目に人口が多い都市である。","https://ja.wikipedia.org/wiki/別府市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度17分4.6秒東経131度29分28.6秒","日本","九州地方","大分県","125.34km2（境界未定部分あり）","115,558人（推計人口、2021年6月1日）","922人/km2","〒874-8511大分県別府市上野口町1番15号北緯33度17分4.6秒東経131度29分28.6秒﻿ / ﻿北緯33.284611度 東経131.491278度﻿ /33.284611; 131.491278座標:北緯33度17分4.6秒東経131度29分28.6秒﻿ / ﻿北緯33.284611度 東経131.491278度﻿ /33.284611; 131.491278","44202-0","大分市、宇佐市、由布市、速見郡日出町","公式ウェブサイト","3000020442020","長野恭紘","オオムラサキ","キンモクセイ、クスノキ","","","","",""
"中津市","[中津市] 中津市 （なかつし）は、 大分県 の北西端に位置する 市 である。","https://ja.wikipedia.org/wiki/中津市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度35分53.9秒東経131度11分17.8秒","日本","九州地方","大分県","491.53km2（境界未定部分あり）","82,427人（推計人口、2021年6月1日）","168人/km2","〒871-8501大分県中津市豊田町14番地の3北緯33度35分53.9秒東経131度11分17.8秒﻿ / ﻿北緯33.598306度 東経131.188278度﻿ /33.598306; 131.188278座標:北緯33度35分53.9秒東経131度11分17.8秒﻿ / ﻿北緯33.598306度 東経131.188278度﻿ /33.598306; 131.188278","44203-8","宇佐市、日田市、玖珠郡玖珠町福岡県：豊前市、田川郡添田町、築上郡上毛町、吉富町、築上町、京都郡みやこ町","公式ウェブサイト","2000020442038","奥塚正典","キク","ナノミ（クロガネモチ）","","","-","",""
"日田市","[日田市] 日田市 （ひたし）は、 大分県 の北西部に位置する 市 である。 福岡県 、 熊本県 と 県境 を接する。","https://ja.wikipedia.org/wiki/日田市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度19分16.7秒東経130度56分28.1秒","日本","九州地方","大分県","666.03km2","61,283人（推計人口、2021年6月1日）","92人/km2","〒877-8601大分県日田市田島二丁目6番1号北緯33度19分16.7秒東経130度56分28.1秒﻿ / ﻿北緯33.321306度 東経130.941139度﻿ /33.321306; 130.941139座標:北緯33度19分16.7秒東経130度56分28.1秒﻿ / ﻿北緯33.321306度 東経130.941139度﻿ /33.321306; 130.941139","44204-6","中津市、玖珠郡玖珠町熊本県：山鹿市、菊池市、阿蘇市、阿蘇郡南小国町、小国町福岡県：うきは市、八女市、朝倉市、田川郡添田町、朝倉郡東峰村","公式ウェブサイト","2000020442046","原田啓介","アヤメ","サザンカ","セキレイ","","","",""
"佐伯市","[佐伯市] 佐伯市 （さいきし）は、 大分県 の南東端に位置する 市 である。","https://ja.wikipedia.org/wiki/佐伯市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯32度57分35秒東経131度54分00秒","日本","九州地方","大分県","903.11km2","66,076人（推計人口、2021年6月1日）","73.2人/km2","〒876-8585大分県佐伯市中村南町1番1号北緯32度57分35秒東経131度54分00秒﻿ / ﻿北緯32.95972度 東経131.90000度﻿ /32.95972; 131.90000","44205-4","大分県：臼杵市、津久見市、豊後大野市宮崎県：延岡市西臼杵郡：日之影町","公式ウェブサイト","2000020442054","田中利明","ヤマザクラ","カシ（ウバメガシ、アラカシ）","","","","",""
"臼杵市","[臼杵市] 臼杵市 （うすきし）は、 大分県 の東海岸に位置する 市 。 国宝 の 臼杵石仏 や 醤油 の製造で有名。近年では 城下町 の町並みでも知られるようになった。","https://ja.wikipedia.org/wiki/臼杵市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度7分34秒東経131度48分18.9秒","日本","九州地方","大分県","291.20km2","35,420人（推計人口、2021年6月1日）","122人/km2","〒875-8501大分県臼杵市大字臼杵72-1北緯33度7分34秒東経131度48分18.9秒﻿ / ﻿北緯33.12611度 東経131.805250度﻿ /33.12611; 131.805250座標:北緯33度7分34秒東経131度48分18.9秒﻿ / ﻿北緯33.12611度 東経131.805250度﻿ /33.12611; 131.805250市庁舎位置","44206-2","大分市、佐伯市、津久見市、豊後大野市","公式ウェブサイト","2000020442062","中野五郎","サルビア","カボス","","市役所のデータは臼杵庁舎のもの","","",""
"津久見市","[津久見市] 津久見市 （つくみし）は、 大分県 の東海岸に位置する 市 である。大分県の市の中では、最も人口が少ないが、人口密度は、 別府市 、 大分市 に次いで3番目に高い  。","https://ja.wikipedia.org/wiki/津久見市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯33度4分19.8秒東経131度51分40.5秒","日本","九州地方","大分県","79.48km2","15,518人（推計人口、2021年6月1日）","195人/km2","〒879-2435大分県津久見市宮本町20番15号北緯33度4分19.8秒東経131度51分40.5秒﻿ / ﻿北緯33.072167度 東経131.861250度﻿ /33.072167; 131.861250座標:北緯33度4分19.8秒東経131度51分40.5秒﻿ / ﻿北緯33.072167度 東経131.861250度﻿ /33.072167; 131.861250","44207-1","佐伯市、臼杵市","公式ウェブサイト","1000020442071","川野幸男","タチバナ","ウバメガシ","","","","",""
