"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","管理運営","位置","面積","事業主体","前身","愛称","閉園","キャッチコピー","来園者数","運営者","テーマ","所有者","分類","外部リンク","住所","開業"
"マリンピアくろい","[マリンピアくろい35山口1977-1997] マリンピアくろい は、かつて 山口県 豊浦郡 豊浦町 （現・ 下関市 ）涌田にあった レジャー施設 。","https://ja.wikipedia.org/wiki/マリンピアくろい","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"亀山公園こどもの国","[亀山公園こどもの国37香川1964-2007] 亀山公園こどもの国 （かめやまこうえんこどものくに）は、 香川県 丸亀市 の 丸亀城 内にかつて存在した 遊園地 である。","https://ja.wikipedia.org/wiki/亀山公園こどもの国","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"仁尾サンシャインランド","[仁尾サンシャインランド37香川1984-1995] 仁尾サンシャインランド （におサンシャインランド）は、かつて 香川県 三豊市 （旧 三豊郡 仁尾町 ）にあった仁尾興産経営の 遊園地 である。","https://ja.wikipedia.org/wiki/仁尾サンシャインランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯34度11分39秒 東経133度38分40秒","","","","","","","","","","","","","","","","","","",""
"吉野川遊園地","[吉野川遊園地36徳島1931-2011] 吉野川遊園地 （よしのがわゆうえんち）は、かつて 徳島県 吉野川市 鴨島町西麻植 に存在した 遊園地 。敷地面積は約50,000平方メートル。 とくしま88景 にも選定された。","https://ja.wikipedia.org/wiki/吉野川遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","〒776-0020徳島県吉野川市鴨島町西麻植44","1948年（昭和23年）","","","","","","","","2011年（平成23年）8月31日","","","","","","","","",""
"唐子浜パーク","[唐子浜パーク38愛媛] 唐子浜パーク （からこはまパーク）は、 愛媛県 今治市 にあった リゾート 施設。愛媛パートナーエージェントが管理・運営していたが、2001年に閉鎖された。","https://ja.wikipedia.org/wiki/唐子浜パーク","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"梅津寺パーク","[梅津寺パーク38愛媛19632009/梅津寺公園] 梅津寺公園 （ばいしんじこうえん）は、 愛媛県 松山市 梅津寺町にある 伊予鉄グループ が所有する 公園 。 本項目ではこの場所にかつて存在した遊園地、 梅津寺パーク についても記述する。","https://ja.wikipedia.org/wiki/梅津寺パーク","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度52分33.98秒東経132度42分24.43秒","日本愛媛県松山市梅津寺1386-5","1935年","http://www.iyotetsu.co.jp/baishinji/","","","","","","","","","","伊予鉄グループ","","","","","",""
"到津遊園","[到津遊園40福岡1932-2000] 到津の森公園 （いとうづのもりこうえん）は、 福岡県 北九州市 小倉北区 上到津にある市営の 動物園 。 2000年 （平成12年）、 西日本鉄道 （西鉄）が運営していた 到津遊園 （いとうづゆうえん）が経営悪化のため閉園し、北九州市が経営を引きついだ。","https://ja.wikipedia.org/wiki/到津遊園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度52分28.4秒東経130度50分46.3秒","〒803-0845福岡県北九州市小倉北区上到津4-1到津の森公園 (福岡県)福岡県の地図を表示到津の森公園 (日本)日本の地図を表示","2002年（平成14年）4月13日","","北九州市都市整備公社（指定管理者）","北緯33度52分28.4秒東経130度50分46.3秒﻿ / ﻿北緯33.874556度 東経130.846194度﻿ /33.874556; 130.846194座標:北緯33度52分28.4秒東経130度50分46.3秒﻿ / ﻿北緯33.874556度 東経130.846194度﻿ /33.874556; 130.846194","","","到津遊園","","","","","","","北九州市","","","",""
"スペースワールド","[スペースワールド40福岡19902018] スペースワールド （SPACE WORLD）は、かつて 福岡県 北九州市 八幡東区 に存在した 宇宙 の テーマパーク 。「 スペワ 」という愛称で親しまれた。2017年の大晦日から翌2018年元旦にかけて実施されたカウントダウンイベントをもって営業を終了し、2018年1月1日の午前2時に閉園した  。閉園時の運営会社だった株式会社ジャパンパーク&リゾートは 姫路セントラルパーク 内に移転した上で存続し、 加森観光 グループの西日本地域での各種施設運営を行っている。","https://ja.wikipedia.org/wiki/スペースワールド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度52分24.58秒東経130度48分41.74秒","〒805-0071福岡県北九州市八幡東区東田4-1-1","1990年4月22日","","パークマネジメント株式会社","北緯33度52分24.58秒東経130度48分41.74秒﻿ / ﻿北緯33.8734944度 東経130.8115944度﻿ /33.8734944; 130.8115944座標:北緯33度52分24.58秒東経130度48分41.74秒﻿ / ﻿北緯33.8734944度 東経130.8115944度﻿ /33.8734944; 130.8115944","240,000m2（駐車場敷地含む）","株式会社ジャパンパーク&リゾート","新日本製鐵八幡製鐵所遊休地","スペワ","2018年1月1日午前2時","思い出を宇宙から。(開園時～) 地球に生まれた宇宙（時期不詳）地球大好き（営業権譲渡後）","164万人（2012年度）","","宇宙・宇宙開発など","","","","",""
"玄海国定公園・恋の浦ガーデン","[玄海彫刻の岬・恋の浦40福岡1984-2001] 玄海国定公園・恋の浦ガーデン （げんかいこくていこうえんこいのうらガーデン）は、 福岡県 福津市 にある レジャー施設 である。","https://ja.wikipedia.org/wiki/玄海国定公園・恋の浦ガーデン","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度48分27.3秒東経130度27分21.4秒","〒811-3307福岡県福津市渡641","","","","","","","","","","","","","","","","","",""
"福岡ジョイポリス","[福岡ジョイポリス40福岡1996-2009] ジョイポリス （Joypolis）は、 CAセガジョイポリス 株式会社（2016年12月までは株式会社セガ・ライブクリエイション）     が運営する アミューズメントパーク 。","https://ja.wikipedia.org/wiki/福岡ジョイポリス","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"平尾台丸和ランド","[平尾台丸和ランド40福岡1967-?] 平尾台丸和ランド （ひらおだいまるわランド）は、かつて 福岡県 北九州市 小倉南区 の 平尾台 にあった レジャー施設 である。","https://ja.wikipedia.org/wiki/平尾台丸和ランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"志高ユートピア","[志高ユートピア44大分1968-2003] 志高ユートピア （しだかユートピア）は、 大分県 別府市 の 志高湖 畔にかつて存在した 遊園地 である。 1968年 （昭和43年）に開園し、 2003年 （平成15年） 10月27日 に休園した  。","https://ja.wikipedia.org/wiki/志高ユートピア","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","大分県別府市東山東野526-1","1968年（昭和43年）","","","","","","","","2003年（平成15年）10月27日","","","","","","","","",""
"鶴見園","[鶴見園44大分1925-1943] 鶴見園 （つるみえん）は、 大分県 別府市 南立石にかつて存在した 遊園地 。 温泉 と 少女歌劇 を呼び物とし、「九州一の大遊園地」を自称する大規模な総合レジャー施設であった。 1925年 （ 大正 14年）に開園し、 1943年 （ 昭和 18年）に閉園。","https://ja.wikipedia.org/wiki/鶴見園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度17分8秒東経131度28分47秒","大分県別府市南立石","1925年","","","北緯33度17分8秒東経131度28分47秒﻿ / ﻿北緯33.28556度 東経131.47972度﻿ /33.28556; 131.47972座標:北緯33度17分8秒東経131度28分47秒﻿ / ﻿北緯33.28556度 東経131.47972度﻿ /33.28556; 131.47972","”45エーカー”","鶴見園","","","1943年","九州一の大遊園地温泉と歌劇の鶴見園","","","","","","","",""
"長崎遊園地","[長崎遊園地42長崎1957-1996] 長崎遊園地 （ながさきゆうえんち）は、 長崎県 長崎市 大浜町にかつて存在した 遊園地  。 長崎自動車 の関連会社である 株式会社長崎遊園地 が運営。 福田の長崎遊園地 の愛称で親しまれた  。","https://ja.wikipedia.org/wiki/長崎遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","〒850-0066長崎県長崎市大浜町1607番地（閉園時点）","1957年4月20日","","株式会社長崎遊園地","","33,000m2","株式会社長崎遊園地","三菱兵器工場建設予定地","福田の長崎遊園地、福田子供遊園地","1996年8月31日","","年間約25万人（1984年時点）","","","","","","",""
"ひのくにランド","[ひのくにランド43熊本1975-1997] ひのくにランド は、かつて 熊本県 宇土市 花園町に存在した 遊園地 。","https://ja.wikipedia.org/wiki/ひのくにランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"ジャングルパーク遊園地","[ジャングルパーク遊園地46鹿児島1970-2005] ジャングルパーク遊園地 （ジャングルパークゆうえんち）は、かつて 鹿児島県 鹿児島市 与次郎一丁目 にあった長島商事経営の 遊園地 である。","https://ja.wikipedia.org/wiki/ジャングルパーク遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯31度34分12秒東経130度33分54秒","〒890-0062鹿児島県鹿児島市与次郎一丁目11-1","1972年","","長島商事","北緯31度34分12秒東経130度33分54秒﻿ / ﻿北緯31.57000度 東経130.56500度﻿ /31.57000; 130.56500座標:北緯31度34分12秒東経130度33分54秒﻿ / ﻿北緯31.57000度 東経130.56500度﻿ /31.57000; 130.56500","","長島商事","","ジャングルパーク","2005年7月11日","","","","","","","","",""
"沖縄アイランドパーク","[沖縄アイランドパーク47沖縄1990-1999] 沖縄アイランドパーク （おきなわアイランドパーク）は、かつて 沖縄県 沖縄市 にあった 思川企画 が経営していた 遊園地 である。 1990年 （平成2年） 4月1日 に 沖縄こどもの国 内にオープン。日本最南端の 遊園地 として有名になった。その後、入場者数の減少により 1999年 （平成11年）8月に閉園した。","https://ja.wikipedia.org/wiki/沖縄アイランドパーク","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"沖縄エキスポランド","[沖縄エキスポランド47沖縄1975-2000] 沖縄エキスポランド （おきなわエキスポランド）は、かつて 沖縄県 国頭郡 本部町 にあった沖縄観光コンベンションビューロー（OCVB）が運営していた 遊園地 である。","https://ja.wikipedia.org/wiki/沖縄エキスポランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","日本","","","","","25,282m2","","","","","","","","","沖縄国際海洋博覧会協会（1975-1976）沖縄県リゾート開発公社（1976-1976）沖縄県観光開発公社（1979-1994）沖縄ビジターズビューロー（1994-1996）沖縄観光コンベンションビューロー（1996-2000）","","","沖縄県国頭郡本部町備瀬148","1975年7月20日"
