"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","Hidden","Hidden","Hidden","Hidden"
"平城山駅","平城山駅（ならやまえき）","https://ja.wikipedia.org/wiki/平城山駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度42分38.51秒東経135度48分37.76秒","Q関西本線（大和路線）**（D奈良線直通含む）","130.1km（名古屋起点）加茂から9.2km京都から37.9 km","西日本旅客鉄道（JR西日本）","地上駅（橋上駅）","1985年（昭和60年）12月1日","2面2線","奈良県奈良市佐保台一丁目840-1北緯34度42分38.51秒東経135度48分37.76秒﻿ / ﻿北緯34.7106972度 東経135.8104889度﻿ /34.7106972; 135.8104889﻿ (平城山駅)座標:北緯34度42分38.51秒東経135度48分37.76秒﻿ / ﻿北緯34.7106972度 東経135.8104889度﻿ /34.7106972; 135.8104889﻿ (平城山駅)","業務委託駅みどりの券売機プラス設置駅","ナヤ","1,292人/日（降車客含まず）-2019年-","JR-Q37（大和路線）JR-D20（奈良線）","","","","","","","",""
"成岩駅","成岩駅（ならわえき）","https://ja.wikipedia.org/wiki/成岩駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度53分8.3秒東経136度55分17秒","河和線","15.8 km（太田川起点）","名古屋鉄道","地上駅","1931年（昭和6年）4月1日","2面2線","愛知県半田市栄町三丁目304北緯34度53分8.3秒東経136度55分17秒﻿ / ﻿北緯34.885639度 東経136.92139度﻿ /34.885639; 136.92139座標:北緯34度53分8.3秒東経136度55分17秒﻿ / ﻿北緯34.885639度 東経136.92139度﻿ /34.885639; 136.92139","無人駅（駅集中管理システム導入駅）","","","KC  13 ","2,167人/日-2019年[1]-","","","","","","",""
"成田駅","成田駅（なりたえき）","https://ja.wikipedia.org/wiki/成田駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度46分40.2秒東経140度18分50.7秒","■成田線（本線）","13.1 km（佐倉起点）東京から68.4 km","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）","1897年（明治30年）1月19日[1]","3面5線","千葉県成田市花崎町839北緯35度46分40.2秒東経140度18分50.7秒﻿ / ﻿北緯35.777833度 東経140.314083度﻿ /35.777833; 140.314083﻿ (成田駅)","直営駅（管理駅）みどりの窓口有","ナタ","16,103人/日（降車客含まず）-2019年-","JO35[2]","","京成成田駅（京成本線・東成田線）","","","","","",""
"成田空港駅","成田空港駅（なりたくうこうえき）","https://ja.wikipedia.org/wiki/成田空港駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度45分50.3秒東経140度23分4.7秒","■JR成田線（空港支線）","10.8 km（成田起点）千葉から40.0 km東京から79.2 km","東日本旅客鉄道（JR東日本）*京成電鉄（京成）","地下駅","1991年（平成3年）3月19日[1]","計3面5線（JR：1面2線・京成：2面3線）","千葉県成田市三里塚御料牧場1-1北緯35度45分50.3秒東経140度23分4.7秒﻿ / ﻿北緯35.763972度 東経140.384639度﻿ /35.763972; 140.384639座標:北緯35度45分50.3秒東経140度23分4.7秒﻿ / ﻿北緯35.763972度 東経140.384639度﻿ /35.763972; 140.384639","JR東日本直営駅（管理駅）みどりの窓口有京成電鉄直営駅","クコ（JR東日本）","（JR東日本）7,248人/日（降車客含まず）-2019年-","JO37[報道 1]","（京成電鉄）27,303人/日-2019年-","","","","","","",""
"成田湯川駅","成田湯川駅（なりたゆかわえき）","https://ja.wikipedia.org/wiki/成田湯川駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度47分58.6秒東経140度17分28.1秒","●成田空港線（成田スカイアクセス線）","40.7 km（京成高砂起点）","京成電鉄（成田高速鉄道アクセス）","高架駅","2010年（平成22年）7月17日[3][4]","2面2線（別に通過線2線）","千葉県成田市松崎1620-1北緯35度47分58.6秒東経140度17分28.1秒座標:北緯35度47分58.6秒 東経140度17分28.1秒","","","","KS43[2]","1,526人/日-2019年-","","","","","","",""
"成増駅","成増駅（なりますえき）","https://ja.wikipedia.org/wiki/成増駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度46分39.5秒東経139度37分58.4秒","■東上本線","10.4 km（池袋起点）","東武鉄道","地上駅","1914年（大正3年）5月1日","2面4線","東京都板橋区成増二丁目13-1北緯35度46分39.5秒東経139度37分58.4秒﻿ / ﻿北緯35.777639度 東経139.632889度﻿ /35.777639; 139.632889座標:北緯35度46分39.5秒東経139度37分58.4秒﻿ / ﻿北緯35.777639度 東経139.632889度﻿ /35.777639; 139.632889","","ナリ","","TJ10","58,587人/日-2019年-","","","","","","",""
"鳴石駅","鳴石駅（なるいしえき）","https://ja.wikipedia.org/wiki/鳴石駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯33度17分59.54秒東経129度49分0.00秒","■西九州線","20.0 km（有田起点）","松浦鉄道","地上駅","1990年（平成2年）3月10日","1面1線","佐賀県伊万里市山代町峰北緯33度17分59.54秒東経129度49分0.00秒","","","29人/日（降車客含まず）-2017年-","","54人/日-2017年-","","","","","","",""
"鳴尾・武庫川女子大前駅","鳴尾・武庫川女子大前駅（なるお・むこがわじょしだいまええき）","https://ja.wikipedia.org/wiki/鳴尾・武庫川女子大前駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度43分10.53秒東経135度22分13.44秒","本線","13.2 km（大阪梅田起点）","阪神電気鉄道","高架駅","1905年（明治38年）4月12日[1]","2面2線[1]","兵庫県西宮市里中町三丁目13-18北緯34度43分10.53秒東経135度22分13.44秒﻿ / ﻿北緯34.7195917度 東経135.3704000度﻿ /34.7195917; 135.3704000﻿ (鳴尾・武庫川女子大前駅*)座標:北緯34度43分10.53秒東経135度22分13.44秒﻿ / ﻿北緯34.7195917度 東経135.3704000度﻿ /34.7195917; 135.3704000﻿ (鳴尾・武庫川女子大前駅*)","* 2019年10月に「鳴尾」より改称。","","","HS13","","","","12,510人/日（降車客含まず）-2019年-","","","",""
"鳴子温泉駅","鳴子温泉駅（なるこおんせんえき）","https://ja.wikipedia.org/wiki/鳴子温泉駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯38度44分35.75秒東経140度42分57.53秒","■陸羽東線","44.9 km（小牛田起点）","東日本旅客鉄道（JR東日本）","地上駅","1915年（大正4年）4月18日","2面3線","宮城県大崎市鳴子温泉字湯元2-2北緯38度44分35.75秒東経140度42分57.53秒座標:北緯38度44分35.75秒 東経140度42分57.53秒","業務委託駅みどりの窓口有*1997年に鳴子駅から改称[1]。","ルコ","209人/日（降車客含まず）-2019年-","","","","","","","","",""
"鳴子北駅","鳴子北駅（なるこきたえき）","https://ja.wikipedia.org/wiki/鳴子北駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度6分9.66秒東経136度57分58.35秒","桜通線","16.0 km（中村区役所起点）","名古屋市交通局（名古屋市営地下鉄）","地下駅","2011年（平成23年）3月27日","1面2線","名古屋市天白区相川一丁目1北緯35度6分9.66秒東経136度57分58.35秒﻿ / ﻿北緯35.1026833度 東経136.9662083度﻿ /35.1026833; 136.9662083﻿ (鳴子北駅)座標:北緯35度6分9.66秒東経136度57分58.35秒﻿ / ﻿北緯35.1026833度 東経136.9662083度﻿ /35.1026833; 136.9662083﻿ (鳴子北駅)","","","5,131人/日（降車客含まず）-2019年-","S18","10,376[1]人/日-2019年-","","","","","","",""
"鳴子御殿湯駅","鳴子御殿湯駅（なるこごてんゆえき）","https://ja.wikipedia.org/wiki/鳴子御殿湯駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯38度44分40.55秒東経140度44分13.70秒","■陸羽東線","42.7 km（小牛田起点）","東日本旅客鉄道（JR東日本）","地上駅（盛土上）","1952年（昭和27年）1月25日","1面1線","宮城県大崎市鳴子温泉字鷲ノ巣90北緯38度44分40.55秒東経140度44分13.70秒座標:北緯38度44分40.55秒 東経140度44分13.70秒","簡易委託駅*1997年に東鳴子駅から改称[1]","ナコ","44人/日（降車客含まず）-2019年-","","","","","","","","",""
"鳴沢駅","鳴沢駅（なるさわえき）","https://ja.wikipedia.org/wiki/鳴沢駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","","■五能線","108.3 km（東能代起点）","東日本旅客鉄道（JR東日本）","地上駅","1925年（大正14年）5月15日[1]","1面1線[1]","","無人駅[1]","ナル","","","","","","","","","",""
"成島駅 (山形県)","成島駅 (山形県)（なるしまえき・東日本旅客鉄道米坂線）","https://ja.wikipedia.org/wiki/成島駅_(山形県)","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯37度56分35.91秒東経140度4分31.67秒","■米坂線","9.6 km（米沢起点）","東日本旅客鉄道（JR東日本）","地上駅","1961年（昭和36年）7月7日","1面1線","山形県米沢市大字成島ヤブサメ北緯37度56分35.91秒東経140度4分31.67秒座標:北緯37度56分35.91秒 東経140度4分31.67秒","無人駅","ナマ","16人/日（降車客含まず）-2004年-","","","","","","","","",""
"成島駅 (群馬県)","成島駅 (群馬県)（なるしまえき・東武鉄道小泉線）","https://ja.wikipedia.org/wiki/成島駅_(群馬県)","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯36度14分56.58秒東経139度30分21.19秒","■小泉線","2.6 km（館林起点）","東武鉄道","地上駅","1926年（大正15年）4月10日","1面2線","群馬県館林市成島町字小蓋725-2北緯36度14分56.58秒東経139度30分21.19秒﻿ / ﻿北緯36.2490500度 東経139.5058861度﻿ /36.2490500; 139.5058861﻿ (成島駅)座標:北緯36度14分56.58秒東経139度30分21.19秒﻿ / ﻿北緯36.2490500度 東経139.5058861度﻿ /36.2490500; 139.5058861﻿ (成島駅)","","ナル","","TI41","1,141人/日-2016年-","","","","","","",""
"成瀬駅","成瀬駅（なるせえき）","https://ja.wikipedia.org/wiki/成瀬駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度32分7.8秒東経139度28分22.5秒","■横浜線","20.2 km（東神奈川起点）","東日本旅客鉄道（JR東日本）","地上駅","1979年（昭和54年）4月1日","1面2線","東京都町田市南成瀬一丁目1-5北緯35度32分7.8秒東経139度28分22.5秒﻿ / ﻿北緯35.535500度 東経139.472917度﻿ /35.535500; 139.472917座標:北緯35度32分7.8秒東経139度28分22.5秒﻿ / ﻿北緯35.535500度 東経139.472917度﻿ /35.535500; 139.472917","業務委託駅みどりの窓口有","ナル","19,096人/日（降車客含まず）-2019年-","JH22","","","","","","","",""
"鳴滝駅","鳴滝駅（なるたきえき）","https://ja.wikipedia.org/wiki/鳴滝駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度1分24.95秒東経135度42分20.99秒","■北野線","2.6 km（北野白梅町起点）","京福電気鉄道","地上駅","1926年（大正15年）3月10日","相対式2面2線","京都市右京区鳴滝嵯峨園町北緯35度1分24.95秒東経135度42分20.99秒﻿ / ﻿北緯35.0235972度 東経135.7058306度﻿ /35.0235972; 135.7058306座標:北緯35度1分24.95秒東経135度42分20.99秒﻿ / ﻿北緯35.0235972度 東経135.7058306度﻿ /35.0235972; 135.7058306","","","","●B3","978人/日-2019年-","","","","","","",""
"鳴谷停留場","鳴谷停留場（なるたにていりゅうじょう）","https://ja.wikipedia.org/wiki/鳴谷停留場","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯33度32分55.34秒東経133度25分59.94秒","伊野線","10.8 km（はりまや橋起点）","とさでん交通","地上駅","1907年（明治40年）11月7日","2面1線","高知県吾川郡いの町駅前町北緯33度32分55.34秒東経133度25分59.94秒﻿ / ﻿北緯33.5487056度 東経133.4333167度﻿ /33.5487056; 133.4333167﻿ (鳴谷停留場*)","* 1955年に成谷停留場から改称","","","","","","","","","","",""
"鳴門駅","鳴門駅（なるとえき）","https://ja.wikipedia.org/wiki/鳴門駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯34度10分45.3秒東経134度36分30.73秒","■鳴門線","8.5 km（池谷起点）","四国旅客鉄道（JR四国）","地上駅","1928年（昭和3年）1月18日[1]","1面2線","徳島県鳴門市撫養町小桑島前浜256北緯34度10分45.3秒東経134度36分30.73秒﻿ / ﻿北緯34.179250度 東経134.6085361度﻿ /34.179250; 134.6085361座標:北緯34度10分45.3秒東経134度36分30.73秒﻿ / ﻿北緯34.179250度 東経134.6085361度﻿ /34.179250; 134.6085361","直営駅みどりの窓口有","ナト","731人/日（降車客含まず）-2018年-","○N10","1,502人/日-2018年-","","","","","","",""
"成東駅","成東駅（なるとうえき）","https://ja.wikipedia.org/wiki/成東駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度36分30.2秒東経140度24分39秒","■総武本線[1]","76.9 km（東京起点）","東日本旅客鉄道（JR東日本）","地上駅","1897年（明治30年）5月1日[1]","2面4線[1]","千葉県山武市津辺305北緯35度36分30.2秒東経140度24分39秒﻿ / ﻿北緯35.608389度 東経140.41083度﻿ /35.608389; 140.41083﻿ (成東駅)","直営駅（管理駅）みどりの窓口有","ナル","2,783人/日（降車客含まず）-2019年-","","","","","","","","",""
"鳴海駅","鳴海駅（なるみえき）","https://ja.wikipedia.org/wiki/鳴海駅","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度4分42.5秒東経136度57分3.5秒","名古屋本線","55.1 km（豊橋起点）","名古屋鉄道","高架駅","1917年（大正6年）5月8日","2面4線","名古屋市緑区鳴海町向田1-3北緯35度4分42.5秒東経136度57分3.5秒﻿ / ﻿北緯35.078472度 東経136.950972度﻿ /35.078472; 136.950972座標:北緯35度4分42.5秒東経136度57分3.5秒﻿ / ﻿北緯35.078472度 東経136.950972度﻿ /35.078472; 136.950972","有人駅","","","NH  27 ","19,299人/日-2019年[1]-","","","","","","",""
"名和駅 (愛知県)","名和駅 (愛知県)（なわえき・名古屋鉄道常滑線）","https://ja.wikipedia.org/wiki/名和駅_(愛知県)","日本の鉄道駅一覧_な","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_な","箇条書き,制限あり","北緯35度3分39秒東経136度54分42.35秒","常滑線","7.5 km（神宮前起点）","名古屋鉄道","高架駅","1912年（明治45年）2月18日","相対式 2面2線","愛知県東海市名和町四番割81-7北緯35度3分39秒東経136度54分42.35秒﻿ / ﻿北緯35.06083度 東経136.9117639度﻿ /35.06083; 136.9117639座標:北緯35度3分39秒東経136度54分42.35秒﻿ / ﻿北緯35.06083度 東経136.9117639度﻿ /35.06083; 136.9117639","*1947年名和村駅から改称。無人駅管理駅:太田川駅","","","TA  06 ","5,706人/日-2019年[1]-","","","","","","",""
